구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기,전기 1분기,전기,전전기,
ifrs-full_InterestReceivedClassifiedAsInvestingActivities   이자 수취,이자수취,02-28,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_InterestReceivedClassifiedAsInvestingActivities,   이자 수취,"11,037,291,571","10,797,671,317",,,
ifrs-full_DividendsReceivedClassifiedAsInvestingActivities   배당금의 수취,배당금수취,02-29,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_DividendsReceivedClassifiedAsInvestingActivities,   배당금의 수취,"38,416,373,660","42,099,072,950",,,
entity00105271_udf_CF_201985145415910_CashFlowsFromUsedInInvestingActivities   관계기업투자주식의 취득,종속기업/관계기업/공동기업투자주식의 취득,02-01,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_CF_201985145415910_CashFlowsFromUsedInInvestingActivities,   관계기업투자주식의 취득,,"635,846,411,809",,,
ifrs-full_CashFlowsFromUsedInFinancingActivities재무활동으로 인한 순현금흐름,재무활동현금흐름,03,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동으로 인한 순현금흐름,"53,045,322,268","367,325,234,828",,,
ifrs-full_InterestPaidClassifiedAsFinancingActivities   이자의 지급,이자지급,03-06,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_InterestPaidClassifiedAsFinancingActivities,   이자의 지급,"38,999,327,848","33,375,893,087",,,
entity00105271_udf_CF_2019851521549_CashFlowsFromUsedInFinancingActivities   배당금의 지급,배당금지급,03-08,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_CF_2019851521549_CashFlowsFromUsedInFinancingActivities,   배당금의 지급,"44,250,516,000","78,667,584,000",,,
entity00105271_udf_CF_201711821494788_CashFlowsFromUsedInFinancingActivities   유동성장기부채의 상환,유동성장기차입금의 상환,03-02,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_CF_201711821494788_CashFlowsFromUsedInFinancingActivities,   유동성장기부채의 상환,"-100,645,845,910","-100,803,712,750",,,
entity00105271_udf_CF_201711821485505_CashFlowsFromUsedInFinancingActivities   단기차입금의 순증감,단기차입금의 순증감,03-01,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_CF_201711821485505_CashFlowsFromUsedInFinancingActivities,   단기차입금의 순증감,"261,155,744,680","481,142,354,860",,,
dart_AcquisitionOfTreasuryShares   자기주식의 취득,자기주식의 취득,03-11,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,dart_AcquisitionOfTreasuryShares,   자기주식의 취득,"1,622,042,481",,,,
entity00105271_udf_CF_202081010320681_CashFlowsFromUsedInFinancingActivities   리스부채 상각,리스부채의 상각,01-02-22,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_CF_202081010320681_CashFlowsFromUsedInFinancingActivities,   리스부채 상각,"-1,905,112,817",,,,
dart_ProceedsFromLongTermBorrowings   장기차입금의 차입,장기차입금의 차입,03-04,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,dart_ProceedsFromLongTermBorrowings,   장기차입금의 차입,"80,000,000,000","100,000,000,000",,,
dart_ProceedsFromBonds   사채의 발행,사채의 발행,03-09,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,dart_ProceedsFromBonds,   사채의 발행,"149,546,680,000",,,,
ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities   리스부채의 지급,리스부채의 지급,03-07,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,   리스부채의 지급,,"969,930,195",,,
entity00105271_udf_CF_202081010328352_CashFlowsFromUsedInFinancingActivities   인적분할로 인한 변동,인적분할로 인한 변동,03-10,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_CF_202081010328352_CashFlowsFromUsedInFinancingActivities,   인적분할로 인한 변동,"-250,234,257,356",,,,
ifrs-full_IncreaseDecreaseInCashAndCashEquivalents현금및현금성자산의 순증감,현금및현금성자산의순증감(감소),05,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의 순증감,"354,344,516,421","-83,120,292,615",,,
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf기초의 현금및현금성자산(소유주분배예정자산 포함),기초의현금및현금성자산,06,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초의 현금및현금성자산(소유주분배예정자산 포함),"373,332,893,145","247,934,920,692",,,
entity00105271_udf_CF_20188985337756_StatementOfCashFlowsAbstract외화표시 현금및현금성자산의 환율변동효과,외화표시현금및현금성자산의 환율변동효과 등,08,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_CF_20188985337756_StatementOfCashFlowsAbstract,외화표시 현금및현금성자산의 환율변동효과,"-3,718,813,999","-396,882,221",,,
dart_CashAndCashEquivalentsAtEndOfPeriodCf기말의 현금및현금성자산,기말의현금및현금성자산,09,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말의 현금및현금성자산,"723,958,595,567","164,417,745,856",,,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기,전기 3분기,전기,전전기,
ifrs-full_CashFlowsFromUsedInOperatingActivities영업활동으로 인한 현금흐름,투자활동현금흐름,01,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,"238,565,796,592","182,324,564,360",,,
dart_ProfitLossForStatementOfCashFlows   분기순이익(손실),당기순이익(손실),01-01,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_ProfitLossForStatementOfCashFlows,   분기순이익(손실),"19,316,452,862","-127,390,985,811",,,
ifrs-full_AdjustmentsForReconcileProfitLoss   손익조정항목,당기순이익조정을 위한 가감,01-02,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_AdjustmentsForReconcileProfitLoss,   손익조정항목,"233,791,095,685","512,519,908,003",,,
ifrs-full_AdjustmentsForIncomeTaxExpense      법인세비용(수익),법인세비용,01-02-01,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_AdjustmentsForIncomeTaxExpense,      법인세비용(수익),"-20,083,721,645","-32,824,779,789",,,
dart_AdjustmentsForInterestExpenses      이자비용,이자비용,01-02-02,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForInterestExpenses,      이자비용,"52,760,365,013","46,467,445,548",,,
entity00105271_udf_CF_2020313174614796_AdjustmentsForReconcileProfitLoss      금융보증비용,금융보증비용,01-02-05,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_2020313174614796_AdjustmentsForReconcileProfitLoss,      금융보증비용,"30,438,397,903",0,,,
entity00105271_udf_CF_20188984045954_AdjustmentsForReconcileProfitLoss      파생상품평가손실,파생상품평가손실,01-02-11,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_20188984045954_AdjustmentsForReconcileProfitLoss,      파생상품평가손실,"629,606,650","11,368,397,529",,,
entity00105271_udf_CF_2017118211516351_AdjustmentsForReconcileProfitLoss      파생상품거래손실,파생상품거래손실,01-02-13,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_2017118211516351_AdjustmentsForReconcileProfitLoss,      파생상품거래손실,"7,270,378,819","449,113,272",,,
dart_AdjustmentsForLossesOnEvaluationOfFairValueFinancialAssets      당기손익-공정가치측정금융자산평가손실,당기손익인식금융자산평가손실,01-02-16,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnEvaluationOfFairValueFinancialAssets,      당기손익-공정가치측정금융자산평가손실,"279,229,110,030","338,191,833,430",,,
dart_AdjustmentsForDepreciationExpense      감가상각비(투자부동산 포함),감가상각비,01-02-23,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForDepreciationExpense,      감가상각비(투자부동산 포함),"129,421,078,341","166,428,710,415",,,
entity00105271_udf_CF_201959142659452_AdjustmentsForReconcileProfitLoss      사용권자산상각비,사용권자산상각비,01-02-25,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_201959142659452_AdjustmentsForReconcileProfitLoss,      사용권자산상각비,"3,277,972,667","3,123,530,481",,,
dart_AdjustmentsForAmortisationExpense      무형자산상각비,무형자산상각비,01-02-26,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForAmortisationExpense,      무형자산상각비,"444,034,865","1,151,008,042",,,
dart_AdjustmentsForProvisionForSeveranceIndemnities      퇴직급여,퇴직급여,01-02-31,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForProvisionForSeveranceIndemnities,      퇴직급여,"24,894,908,299","29,858,239,581",,,
entity00105271_udf_CF_201711821171947_AdjustmentsForReconcileProfitLoss      기타장기종업원급여,기타장기종업원급여,01-02-52,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_201711821171947_AdjustmentsForReconcileProfitLoss,      기타장기종업원급여,"235,214,310","288,202,725",,,
dart_AdjustmentsForLossesOnForeignExchangeTranslations      외화환산손실,외화환산손실,01-02-07,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnForeignExchangeTranslations,      외화환산손실,"5,474,680,502","16,085,866,111",,,
dart_AdjustmentsForLossesOnDispositionOfPropertyPlantAndEquipment      유형자산처분손실,유형자산처분손실,01-02-32,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnDispositionOfPropertyPlantAndEquipment,      유형자산처분손실,"3,328,631,680","469,537,549",,,
dart_AdjustmentsForLossesOnDisposalsOfIntangibleAssets      무형자산처분손실,무형자산처분손실,01-02-33,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnDisposalsOfIntangibleAssets,      무형자산처분손실,"66,101,703","88,373,237",,,
dart_AdjustmentsForLossesOnDisposalsOfInvestmentProperty      투자부동산처분손실,투자부동산처분손실,01-02-38,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnDisposalsOfInvestmentProperty,      투자부동산처분손실,"747,143,743",,,,
entity00105271_udf_CF_2017118211750316_AdjustmentsForReconcileProfitLoss      수선비등,수선비 등,01-02-40,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_2017118211750316_AdjustmentsForReconcileProfitLoss,      수선비등,"435,145,944","1,094,077,356",,,
entity00105271_udf_CF_2018327153458969_AdjustmentsForReconcileProfitLoss      하자보수충당부채전입액,충당부채전입액,01-02-44,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_2018327153458969_AdjustmentsForReconcileProfitLoss,      하자보수충당부채전입액,"2,519,247,584","4,185,197,362",,,
entity00105271_udf_CF_201711821443833_AdjustmentsForReconcileProfitLoss      산림훼손충당부채전입액,충당부채전입액,01-02-44,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_201711821443833_AdjustmentsForReconcileProfitLoss,      산림훼손충당부채전입액,"97,923,848","3,378,293,085",,,
entity00105271_udf_CF_201888191713718_AdjustmentsForReconcileProfitLoss      당기손익-공정가치 측정 금융자산 처분손실,금융자산처분손실,01-02-18,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_201888191713718_AdjustmentsForReconcileProfitLoss,      당기손익-공정가치 측정 금융자산 처분손실,"202,978,099","2,773,028,242",,,
dart_AdjustmentsForBadDebtExpenses      대손상각비(환입),대손상각비,01-02-27,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForBadDebtExpenses,      대손상각비(환입),"-2,428,007,689","9,601,406,955",,,
dart_AdjustmentsForOtherBadDebtExpenses      기타의대손상각비,기타의 대손상각비,01-02-28,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForOtherBadDebtExpenses,      기타의대손상각비,"732,643,034","1,279,886,150",,,
dart_AdjustmentsForInterestIncome      이자수익,이자수익,01-02-03,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForInterestIncome,      이자수익,"14,601,093,197","20,292,161,297",,,
entity00105271_udf_CF_2017118221355457_AdjustmentsForReconcileProfitLoss      배당금수익,배당금수익,01-02-04,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_2017118221355457_AdjustmentsForReconcileProfitLoss,      배당금수익,"38,416,373,660","42,099,995,950",,,
entity00105271_udf_CF_201985144013494_AdjustmentsForReconcileProfitLoss      금융보증수익,금융보증수익,01-02-06,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_201985144013494_AdjustmentsForReconcileProfitLoss,      금융보증수익,"4,366,331,562","2,296,065,594",,,
dart_AdjustmentsForGainsOnEvaluationOfDerivativeFinancialAssets      파생상품평가이익,파생상품평가이익,01-02-12,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForGainsOnEvaluationOfDerivativeFinancialAssets,      파생상품평가이익,"53,031,340,440","8,905,478,354",,,
entity00105271_udf_CF_2017118211854864_AdjustmentsForReconcileProfitLoss      파생상품거래이익,파생상품거래이익,01-02-15,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_2017118211854864_AdjustmentsForReconcileProfitLoss,      파생상품거래이익,"6,537,292,609","1,973,708,169",,,
dart_AdjustmentsForGainsOnEvaluationOfFairValueFinancialAssets      당기손익-공정가치측정금융자산평가이익,당기손익인식금융자산평가이익,01-02-17,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForGainsOnEvaluationOfFairValueFinancialAssets,      당기손익-공정가치측정금융자산평가이익,"5,102,649,613","59,967,050",,,
dart_AdjustmentsForGainOnForeignExchangeTranslations      외화환산이익,외화환산이익,01-02-08,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForGainOnForeignExchangeTranslations,      외화환산이익,"3,567,210,986","6,296,456,014",,,
dart_AdjustmentsForGainOnDispositionOfTangibleAssets      유형자산처분이익,유형자산처분이익,01-02-34,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForGainOnDispositionOfTangibleAssets,      유형자산처분이익,"1,552,565,004","8,829,139,780",,,
dart_AdjustmentsForGainsOnDisposalsOfIntangibleAssets      무형자산처분이익,무형자산처분이익,01-02-36,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForGainsOnDisposalsOfIntangibleAssets,      무형자산처분이익,"52,000,000",,,,
dart_AdjustmentsForGainsOnDisposalsOfInvestmentProperty      투자부동산처분이익,투자부동산처분이익,01-02-37,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForGainsOnDisposalsOfInvestmentProperty,      투자부동산처분이익,"78,973,635,000",,,,
dart_AdjustmentsForReversalsOfPropertyPlantAndEquipment      유형자산손상차손환입,유형자산손상차손,01-02-41,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForReversalsOfPropertyPlantAndEquipment,      유형자산손상차손환입,"711,207,116","690,530,144",,,
entity00105271_udf_CF_20187101004973_AdjustmentsForReconcileProfitLoss      당기손익-공정가치 측정 금융자산 처분이익,금융자산처분이익,01-02-19,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_20187101004973_AdjustmentsForReconcileProfitLoss,      당기손익-공정가치 측정 금융자산 처분이익,"1,170,642,770","3,319,753,713",,,
entity00105271_udf_CF_201931393224922_AdjustmentsForReconcileProfitLoss      공사손실충당부채환입,충당부채환입액,01-02-45,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_201931393224922_AdjustmentsForReconcileProfitLoss,      공사손실충당부채환입,"153,705,477","174,364,393",,,
entity00105271_udf_CF_202081094846800_AdjustmentsForReconcileProfitLoss      중단영업처분이익,중단영업처분이익,01-02-39,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_202081094846800_AdjustmentsForReconcileProfitLoss,      중단영업처분이익,"-77,666,566,099",,,,
entity00105271_udf_CF_202081095034736_AdjustmentsForReconcileProfitLoss      사용권자산처분이익,사용권자산처분이익,01-02-35,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_202081095034736_AdjustmentsForReconcileProfitLoss,      사용권자산처분이익,"-124,482",,,,
ifrs-full_OtherAdjustmentsToReconcileProfitLoss      기타,기타,01-02-48,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_OtherAdjustmentsToReconcileProfitLoss,      기타,,"4,000,161,180",,,
dart_AdjustmentsForAssetsLiabilitiesOfOperatingActivities   영업자산부채의 변동,영업활동으로인한자산ㆍ부채의변동,01-03,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForAssetsLiabilitiesOfOperatingActivities,   영업자산부채의 변동,"-46,621,417,118","-32,179,181,918",,,
ifrs-full_AdjustmentsForDecreaseIncreaseInTradeAccountReceivable      매출채권,매출채권의 감소(증가),01-03-01,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_AdjustmentsForDecreaseIncreaseInTradeAccountReceivable,      매출채권,"18,184,551,450","37,115,195,336",,,
entity00105271_udf_CF_2018327162552914_AdjustmentsForAssetsLiabilitiesOfOperatingActivities      기타유동채권,(유동)기타채권의 감소(증가),01-03-02,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_2018327162552914_AdjustmentsForAssetsLiabilitiesOfOperatingActivities,      기타유동채권,"5,860,896,605","8,346,746,505",,,
dart_AdjustmentsForDecreaseincreaseInAdvancePayments      선급금,선급금의 감소(증가),01-03-03,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForDecreaseincreaseInAdvancePayments,      선급금,"1,196,008,371","-5,596,123,540",,,
dart_AdjustmentsForDecreaseincreaseInPrepaidExpenses      선급비용,선급비용의 감소(증가),01-03-04,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForDecreaseincreaseInPrepaidExpenses,      선급비용,"-356,089,766","-386,604,111",,,
ifrs-full_AdjustmentsForDecreaseIncreaseInInventories      재고자산,재고자산의 감소(증가),01-03-05,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_AdjustmentsForDecreaseIncreaseInInventories,      재고자산,"-12,650,781,005","-4,679,900,608",,,
dart_AdjustmentsForDecreaseincreaseInLongTermTradeReceivable      장기매출채권,장기매출채권의 감소(증가),01-03-06,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForDecreaseincreaseInLongTermTradeReceivable,      장기매출채권,"-590,231,632","-2,676,113,070",,,
ifrs-full_AdjustmentsForIncreaseDecreaseInTradeAccountPayable      매입채무,매입채무의 증가(감소),01-03-07,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_AdjustmentsForIncreaseDecreaseInTradeAccountPayable,      매입채무,"-33,855,105,662","-10,152,449,295",,,
dart_AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities      기타유동부채,(유동)기타부채의 감소(증가),01-03-09,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities,      기타유동부채,"-33,527,063,382","-47,450,313,591",,,
dart_AdjustmentsForIncreaseDecreaseInOtherNonCurrentLiabilities      기타비유동부채,(비유동)기타부채의 증가(감소),01-03-10,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_AdjustmentsForIncreaseDecreaseInOtherNonCurrentLiabilities,      기타비유동부채,"20,884,532,500","-1,114,214,080",,,
entity00105271_udf_CF_2017118213757457_AdjustmentsForAssetsLiabilitiesOfOperatingActivities      국민연금전환금의 감소,국민연금전환금의 감소(증가),01-03-11,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_2017118213757457_AdjustmentsForAssetsLiabilitiesOfOperatingActivities,      국민연금전환금의 감소,"26,511,400","8,411,600",,,
entity00105271_udf_CF_2017118213836436_AdjustmentsForAssetsLiabilitiesOfOperatingActivities      퇴직금의 지급,퇴직금의 지급,01-03-12,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_CF_2017118213836436_AdjustmentsForAssetsLiabilitiesOfOperatingActivities,      퇴직금의 지급,"10,019,279,130","3,999,626,955",,,
