구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기,전기 1분기,전기,전전기,
dart_AdjustmentsForGainOnDispositionOfTangibleAssets            유형자산처분이익,유형자산처분이익,01-02-34,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForGainOnDispositionOfTangibleAssets,            유형자산처분이익,"1,132,791,042","17,667,135,633",,,
dart_AdjustmentsForGainOnForeignExchangeTranslations            외화환산이익,외화환산이익,01-02-08,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForGainOnForeignExchangeTranslations,            외화환산이익,"3,686,470,880","15,787,532,548",,,
dart_AdjustmentsForGainsOnChangeInFairValueOfDerivatives            파생상품평가이익,파생상품평가이익,01-02-12,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForGainsOnChangeInFairValueOfDerivatives,            파생상품평가이익,"6,437,056,326","63,443,772,148",,,
dart_AdjustmentsForGainsOnEvaluationOfFairValueFinancialAssets            당기손익-공정가치측정금융자산평가이익,당기손익인식금융자산평가이익,01-02-17,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForGainsOnEvaluationOfFairValueFinancialAssets,            당기손익-공정가치측정금융자산평가이익,"367,288,694,786","129,659,192,646",,,
dart_AdjustmentsForGainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome            파생상품거래이익,파생상품거래이익,01-02-15,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForGainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,            파생상품거래이익,"4,150,604,963","1,963,037,372",,,
dart_AdjustmentsForInterestExpenses            이자비용,이자비용,01-02-02,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForInterestExpenses,            이자비용,"93,649,279,947","69,066,579,105",,,
dart_AdjustmentsForLossesOnChangeInFairValueOfDerivatives            파생상품평가손실,파생상품평가손실,01-02-11,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnChangeInFairValueOfDerivatives,            파생상품평가손실,"1,272,405,253","1,325,087,372",,,
dart_AdjustmentsForLossesOnDisposalsOfIntangibleAssets            무형자산처분손실,무형자산처분손실,01-02-33,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnDisposalsOfIntangibleAssets,            무형자산처분손실,"24,240,404","33,075,035",,,
dart_AdjustmentsForLossesOnDispositionOfPropertyPlantAndEquipment            유형자산처분손실,유형자산처분손실,01-02-32,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnDispositionOfPropertyPlantAndEquipment,            유형자산처분손실,"88,512,153","31,577,705",,,
dart_AdjustmentsForLossesOnEvaluationOfFairValueFinancialAssets            당기손익-공정가치측정금융자산평가손실,당기손익인식금융자산평가손실,01-02-16,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnEvaluationOfFairValueFinancialAssets,            당기손익-공정가치측정금융자산평가손실,"10,989,481,303","114,966,665,863",,,
dart_AdjustmentsForLossesOnForeignExchangeTranslations            외화환산손실,외화환산손실,01-02-07,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnForeignExchangeTranslations,            외화환산손실,"21,989,483,022","26,387,265,050",,,
dart_AdjustmentsForLossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense            파생상품거래손실,파생상품거래손실,01-02-13,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForLossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,            파생상품거래손실,"6,066,940,996","1,625,006,469",,,
dart_AdjustmentsForOtherLongtermEmployeeBenefits            기타장기종업원급여,기타장기종업원급여,01-02-52,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForOtherLongtermEmployeeBenefits,            기타장기종업원급여,446163242,"981,867,506",,,
dart_AdjustmentsForProvisionForSeveranceIndemnities            퇴직급여,퇴직급여,01-02-31,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForProvisionForSeveranceIndemnities,            퇴직급여,21143736665,"15,596,601,667",,,
dart_AdjustmentsForWarrantyExpenses            하자보수충당부채전입액,충당부채전입액,01-02-44,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_AdjustmentsForWarrantyExpenses,            하자보수충당부채전입액,"3,148,705,974",1814620839,,,
dart_ExpensesOfProvisionsForRestoration            산림훼손복구충당부채전입액,충당부채전입액,01-02-44,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_ExpensesOfProvisionsForRestoration,            산림훼손복구충당부채전입액,"121,676,027","118,068,141",,,
dart_GainsFromFinancialGuaranteeFinancialIncome            금융보증수익,금융보증수익,01-02-06,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_GainsFromFinancialGuaranteeFinancialIncome,            금융보증수익,"3,865,114,022","3,652,332,514",,,
dart_GainsOnDisposalsOfFairValueFinancialAsset            당기손익-공정가치측정금융자산처분이익,금융자산처분이익,01-02-19,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_GainsOnDisposalsOfFairValueFinancialAsset,            당기손익-공정가치측정금융자산처분이익,"7,745,604,982",28976554664,,,
dart_LossesFromFinancialGuaranteeFinanceExpense            금융보증비용,금융보증비용,01-02-05,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_LossesFromFinancialGuaranteeFinanceExpense,            금융보증비용,"1,056,624,834",1072890854,,,
dart_LossesOnDisposalOfFairValueFinancialAsset            당기손익-공정가치측정금융자산처분손실,금융자산처분손실,01-02-18,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_LossesOnDisposalOfFairValueFinancialAsset,            당기손익-공정가치측정금융자산처분손실,"391,982,158","528,440,655",,,
entity00105271_AdjustmentsForDepreciationOnPropertyPlantAndEquipmentTemporarilyIdleOfAdjustmentsForReconcileProfitLoss            운휴자산상각비,운휴자산상각비,01-02-24,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,entity00105271_AdjustmentsForDepreciationOnPropertyPlantAndEquipmentTemporarilyIdleOfAdjustmentsForReconcileProfitLoss,            운휴자산상각비,"391,581,490","1,424,097,782",,,
entity00105271_AdjustmentsForExpenseOfProvisionsForCustomerPointsOfAdjustmentsForReconcileProfitLoss            포인트적립충당부채전입액,충당부채전입액,01-02-44,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,entity00105271_AdjustmentsForExpenseOfProvisionsForCustomerPointsOfAdjustmentsForReconcileProfitLoss,            포인트적립충당부채전입액,"440,962,701","420,200,323",,,
entity00105271_AdjustmentsForGainOnDisposalOfRightOfUseAssetsOfAdjustmentsForReconcileProfitLoss            사용권자산처분이익,사용권자산처분이익,01-02-35,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,entity00105271_AdjustmentsForGainOnDisposalOfRightOfUseAssetsOfAdjustmentsForReconcileProfitLoss,            사용권자산처분이익,"38,095,163","33,011,525",,,
ifrs-full_AdjustmentsForAmortisationExpense            무형자산상각비,무형자산상각비,01-02-26,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_AdjustmentsForAmortisationExpense,            무형자산상각비,"896,384,256","962,434,691",,,
ifrs-full_AdjustmentsForDividendIncome            배당금수익,배당금수익,01-02-04,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_AdjustmentsForDividendIncome,            배당금수익,"199,945,871,452","45,585,312,600",,,
ifrs-full_AdjustmentsForIncomeTaxExpense            법인세비용,법인세비용,01-02-01,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_AdjustmentsForIncomeTaxExpense,            법인세비용,"162,405,660,825","96,122,103,065",,,
ifrs-full_AdjustmentsForInterestIncome            이자수익,이자수익,01-02-03,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_AdjustmentsForInterestIncome,            이자수익,"26,557,178,761","19,234,868,068",,,
ifrs-full_DepreciationExpense            감가상각비(투자부동산 포함),감가상각비,01-02-23,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_DepreciationExpense,            감가상각비(투자부동산 포함),"105,214,758,892","102,530,858,291",,,
ifrs-full_OtherAdjustmentsToReconcileProfitLoss            수선비 등,수선비 등,01-02-40,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_OtherAdjustmentsToReconcileProfitLoss,            수선비 등,"1,243,398,720",1745437661,,,
ifrs-full_ReversalOfImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment            유형자산손상차손환입,유형자산손상차손,01-02-41,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_ReversalOfImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment,            유형자산손상차손환입,,"-133,242,971",,,
ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities         법인세의 납부,법인세의 납부(환급),01-03-22,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities,         법인세의 납부,37551517007,"22,911,316,295",,,
ifrs-full_ProfitLoss         분기순이익(손실),당기순이익(손실),01-01,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_ProfitLoss,         분기순이익(손실),6.32465E+11,"290,755,937,292",,,
ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents      외화표시 현금및현금성자산의 환율변동효과 등,외화표시현금및현금성자산의 환율변동효과 등,08,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,      외화표시 현금및현금성자산의 환율변동효과 등,"-4,446,305,047","11,430,571,670",,,
ifrs-full_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges      현금및현금성자산의 순증감,현금및현금성자산의순증감(감소),05,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,      현금및현금성자산의 순증감,"135,238,835,459","219,668,946,793",,,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,,전기,전전기,
entity00105271_AdjustmentsForDecreaseInLongTermGuaranteeDepositRentOfCashFlowsFromUsedInFinancingActivities         장기임대보증금의 감소,임대보증금의 감소,03-13,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_AdjustmentsForDecreaseInLongTermGuaranteeDepositRentOfCashFlowsFromUsedInFinancingActivities,         장기임대보증금의 감소,"-764,360,000",,,,
entity00105271_AdjustmentsForIncreaseInLongTermGuaranteeDepositRentOfCashFlowsFromUsedInFinancingActivities         장기임대보증금의 증가,임대보증금의 증가,03-12,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_AdjustmentsForIncreaseInLongTermGuaranteeDepositRentOfCashFlowsFromUsedInFinancingActivities,         장기임대보증금의 증가,"17,669,973,000",,,,
entity00105271_ProceedsFromSalesOfOtherComprehensiveIncomeFinancialAssetOfCashFlowsFromUsedInInvestingActivities         기타포괄손익-공정가치측정금융자산의 처분,기타포괄손익-공정가치측정금융자산의 처분,02-39,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_ProceedsFromSalesOfOtherComprehensiveIncomeFinancialAssetOfCashFlowsFromUsedInInvestingActivities,         기타포괄손익-공정가치측정금융자산의 처분,"3,593,628,990",,,,
ifrs-full_ProceedsFromSalesOfInterestsInAssociates         관계기업투자주식의 처분,종속기업/관계기업/공동기업투자주식의 처분,02-38,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,ifrs-full_ProceedsFromSalesOfInterestsInAssociates,         관계기업투자주식의 처분,"324,158,960,824",,,,
dart_AdjustmentsForIncreasedecreaseInProvisionForDecommissioningRestorationAndRehabilitationCosts            환경훼손복구충당부채의 지급,충당부채전입액,01-02-44,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_AdjustmentsForIncreasedecreaseInProvisionForDecommissioningRestorationAndRehabilitationCosts,            환경훼손복구충당부채의 지급,-132300000,,,,
dart_AdjustmentsForImpairmentLossesOnInvestmentsInAssociates            관계기업투자주식손상차손,종속기업/관계기업/공동기업투자손상차손,01-02-42,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_AdjustmentsForImpairmentLossesOnInvestmentsInAssociates,            관계기업투자주식손상차손,"2,031,998,600",,,,
dart_LentIncome            수입임대료,수입임대료,01-02-53,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_LentIncome,            수입임대료,"-1,223,065,049",,,,
dart_RepaymentsOfBonds         사채의 상환,유동성사채의 상환,03-03,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_RepaymentsOfBonds,         사채의 상환,"370,000,000,000",,6.7E+11,,
entity00105271_IncreaseInShortTermLoansOfCashFlowsFromUsedInInvestingActivities         단기대여금의 증가,단기대여금의 증가,02-06,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_IncreaseInShortTermLoansOfCashFlowsFromUsedInInvestingActivities,         단기대여금의 증가,"200,000,000",,820000000,,
dart_ExpensesOfProvisionsForRestoration            산림훼손복구충당부채전입액,충당부채전입액,01-02-44,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_ExpensesOfProvisionsForRestoration,            산림훼손복구충당부채전입액,"268,215,726",,141133534,,
dart_CashAndCashEquivalentsAtBeginningOfPeriodCf      기초의 현금및현금성자산,기초의현금및현금성자산,06,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,      기초의 현금및현금성자산,"724,453,170,740",,5.01585E+11,1.8274E+11,
dart_CashAndCashEquivalentsAtEndOfPeriodCf      기말의 현금및현금성자산,기말의현금및현금성자산,09,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_CashAndCashEquivalentsAtEndOfPeriodCf,      기말의 현금및현금성자산,2.76043E+11,,7.24453E+11,5.01585E+11,
ifrs-full_CashFlowsFromUsedInFinancingActivities      재무활동으로 인한 순현금흐름,재무활동현금흐름,03,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,ifrs-full_CashFlowsFromUsedInFinancingActivities,      재무활동으로 인한 순현금흐름,1.07666E+11,,-46627902800,-1.27035E+11,
dart_AcquisitionOfTreasuryShares         자기주식의 취득,자기주식의 취득,03-11,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_AcquisitionOfTreasuryShares,         자기주식의 취득,,,,99893933500,
dart_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities         리스부채의 지급,리스부채의 지급,03-07,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,         리스부채의 지급,8784934830,,7559581539,5808386115,
dart_ProceedsFromBonds         사채의 발행,사채의 발행,03-09,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_ProceedsFromBonds,         사채의 발행,"877,513,900,000",,3.1908E+11,2.99113E+11,
dart_ProceedsFromLongTermBorrowings         장기차입금의 차입,장기차입금의 차입,03-04,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_ProceedsFromLongTermBorrowings,         장기차입금의 차입,6.44565E+11,,,3.71564E+11,
entity00105271_udf_CF_202431321729417OfCashFlowsFromUsedInFinancingActivities         유동성장기부채의 상환,유동성장기차입금의 상환,03-02,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_udf_CF_202431321729417OfCashFlowsFromUsedInFinancingActivities,         유동성장기부채의 상환,"-538,682,000,000",,,-1.8E+11,
ifrs-full_CashFlowsFromUsedInIncreaseDecreaseInCurrentBorrowings         단기차입금의 순증감,단기차입금의 순증감,03-01,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,ifrs-full_CashFlowsFromUsedInIncreaseDecreaseInCurrentBorrowings,         단기차입금의 순증감,"-346,542,263,478",,4.63369E+11,-3.9034E+11,
ifrs-full_DividendsPaidClassifiedAsFinancingActivities         배당금의 지급,배당금지급,03-08,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,ifrs-full_DividendsPaidClassifiedAsFinancingActivities,         배당금의 지급,"58,833,368,000",,58833368000,53303089000,
ifrs-full_InterestPaidClassifiedAsFinancingActivities         이자의 지급,이자지급,03-06,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,ifrs-full_InterestPaidClassifiedAsFinancingActivities,         이자의 지급,"108,476,284,222",,92683855823,68366973737,
ifrs-full_CashFlowsFromUsedInInvestingActivities      투자활동으로 인한 순현금흐름,투자활동현금흐름,02,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,ifrs-full_CashFlowsFromUsedInInvestingActivities,      투자활동으로 인한 순현금흐름,"-1,006,226,616,752",,-1.92492E+11,2.66916E+11,
dart_DecreaseInGuaranteeDeposits         보증금의 감소,보증금의 감소,02-27,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_DecreaseInGuaranteeDeposits,         보증금의 감소,"3,012,020,478",,2806231906,4022672714,
dart_IncreaseInGuaranteeDeposits         보증금의 증가,보증금의 증가,02-26,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_IncreaseInGuaranteeDeposits,         보증금의 증가,801396990,,1334660640,1582153794,
dart_ProceedsFromSalesOfNonCurrentFairValueFinancialAsset         당기손익-공정가치측정금융자산의 처분,당기손익-공정가치측정금융자산의 처분,02-13,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_ProceedsFromSalesOfNonCurrentFairValueFinancialAsset,         당기손익-공정가치측정금융자산의 처분,,,474240447,1.66344E+11,
dart_PurchaseOfIntangibleAssetsOtherThanGoodwill         무형자산의 취득,무형자산의 취득,02-16,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_PurchaseOfIntangibleAssetsOtherThanGoodwill,         무형자산의 취득,"1,117,975,612",,925270382,3025421855,
dart_PurchaseOfInvestmentsInAssociates         관계기업 및 공동기업투자주식의 취득,종속기업/관계기업/공동기업투자주식의 취득,02-01,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_PurchaseOfInvestmentsInAssociates,         관계기업 및 공동기업투자주식의 취득,"7,446,160,339",,4014532000,12905257100,
dart_PurchaseOfLongTermFinancialInstruments         장기금융상품의 취득,장기금융상품의 처분,02-15,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_PurchaseOfLongTermFinancialInstruments,         장기금융상품의 취득,"7,011,624",,7011624,7076769,
dart_PurchaseOfNonCurrentFairValueFinancialAsset         당기손익-공정가치측정금융자산의 취득,당기손익-공정가치측정금융자산의 취득,02-08,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,dart_PurchaseOfNonCurrentFairValueFinancialAsset,         당기손익-공정가치측정금융자산의 취득,"2,125,092,493",,12799265196,11783091646,
entity00105271_CashReceiptsFromShortTermFinancialInstrumentsOfCashFlowsFromUsedInInvestingActivities         단기금융상품의 순증감,단기금융상픔의 순증감,02-37,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_CashReceiptsFromShortTermFinancialInstrumentsOfCashFlowsFromUsedInInvestingActivities,         단기금융상품의 순증감,"38,636,967,103",,-58839884937,1.94371E+11,
entity00105271_DecreaseInGovernmentPublicBondsOfCashFlowsFromUsedInInvestingActivities         국공채의 만기도래,국공채의 만기도래,02-11,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_DecreaseInGovernmentPublicBondsOfCashFlowsFromUsedInInvestingActivities,         국공채의 만기도래,"173,440,000",,211840000,305250000,
entity00105271_DecreaseInShortTermLoansOfCashFlowsFromUsedInInvestingActivities         단기대여금의 감소,단기대여금의 감소,02-04,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_DecreaseInShortTermLoansOfCashFlowsFromUsedInInvestingActivities,         단기대여금의 감소,"4,454,705,912",,3673006462,3814250837,
entity00105271_DecreaseinlongtermloansOfCashFlowsFromUsedInInvestingActivities         장기대여금의 감소,장기대여금의 감소,02-05,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_DecreaseinlongtermloansOfCashFlowsFromUsedInInvestingActivities,         장기대여금의 감소,"269,295,500",,290129600,175975400,
entity00105271_DiposalOfLongTermFinancialInstrumentsOfCashFlowsFromUsedInInvestingActivities         장기금융상품의 처분,장기금융상품의 처분,02-15,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_DiposalOfLongTermFinancialInstrumentsOfCashFlowsFromUsedInInvestingActivities,         장기금융상품의 처분,,,,2000000,
entity00105271_IncreaseInGovernmentPublicBondsOfCashFlowsFromUsedInInvestingActivities         국공채의 취득,국공채의 취득,02-02,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_IncreaseInGovernmentPublicBondsOfCashFlowsFromUsedInInvestingActivities,         국공채의 취득,"2,050,000",,39250000,42610000,
entity00105271_IncreaseInLongTermLoansOfCashFlowsFromUsedInInvestingActivities         장기대여금의 증가,장기대여금의 증가,02-07,"현금흐름표, 간접법 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-12-31,사업보고서,KRW,entity00105271_IncreaseInLongTermLoansOfCashFlowsFromUsedInInvestingActivities,         장기대여금의 증가,"138,977,000,000",,6005278000,4597100000,
