account_name,year,quarter,value,unit
금융자산처분손실,2025,Q2,7732564364,KRW
금융자산처분손실,2025,Q3,7732564364,KRW
금융자산처분이익,2020,Q1,102341768,KRW
금융자산처분이익,2020,Q2,102341768,KRW
금융자산처분이익,2020,Q3,1170642770,KRW
금융자산처분이익,2020,Q4,3438305457,KRW
금융자산처분이익,2021,Q1,,KRW
금융자산처분이익,2021,Q2,209038805,KRW
금융자산처분이익,2021,Q3,3761535657,KRW
금융자산처분이익,2021,Q4,11609267509,KRW
금융자산처분이익,2022,Q1,5888846591,KRW
금융자산처분이익,2022,Q2,10899249149,KRW
금융자산처분이익,2022,Q3,20888533882,KRW
금융자산처분이익,2022,Q4,24778229892,KRW
금융자산처분이익,2023,Q1,13465589995,KRW
금융자산처분이익,2023,Q2,27556018215,KRW
금융자산처분이익,2023,Q3,28976554664,KRW
금융자산처분이익,2023,Q4,29823775485,KRW
금융자산처분이익,2024,Q1,3661008366,KRW
금융자산처분이익,2024,Q2,6108891488,KRW
금융자산처분이익,2024,Q3,7745604982,KRW
금융자산처분이익,2024,Q4,11204628280,KRW
금융자산처분이익,2025,Q1,543203313,KRW
금융자산처분이익,2025,Q2,3606805428,KRW
금융자산처분이익,2025,Q3,4832581986,KRW
종속기업/관계기업/공동기업투자처분손실,2020,Q1,,KRW
종속기업/관계기업/공동기업투자처분손실,2020,Q2,,KRW
종속기업/관계기업/공동기업투자처분손실,2020,Q3,,KRW
종속기업/관계기업/공동기업투자처분손실,2020,Q4,3404786,KRW
종속기업/관계기업/공동기업투자처분손실,2021,Q1,,KRW
종속기업/관계기업/공동기업투자처분손실,2021,Q2,,KRW
종속기업/관계기업/공동기업투자처분손실,2021,Q3,,KRW
종속기업/관계기업/공동기업투자처분손실,2021,Q4,,KRW
종속기업/관계기업/공동기업투자처분손실,2022,Q1,,KRW
종속기업/관계기업/공동기업투자처분손실,2022,Q2,,KRW
종속기업/관계기업/공동기업투자처분손실,2022,Q3,,KRW
종속기업/관계기업/공동기업투자처분손실,2022,Q4,,KRW
종속기업/관계기업/공동기업투자처분손실,2023,Q1,,KRW
종속기업/관계기업/공동기업투자처분손실,2023,Q2,,KRW
종속기업/관계기업/공동기업투자처분손실,2023,Q3,,KRW
종속기업/관계기업/공동기업투자처분손실,2023,Q4,,KRW
종속기업/관계기업/공동기업투자처분손실,2024,Q1,,KRW
종속기업/관계기업/공동기업투자처분손실,2024,Q2,,KRW
종속기업/관계기업/공동기업투자처분손실,2024,Q3,,KRW
종속기업/관계기업/공동기업투자처분손실,2024,Q4,,KRW
종속기업/관계기업/공동기업투자처분손실,2025,Q1,,KRW
종속기업/관계기업/공동기업투자처분손실,2025,Q2,,KRW
종속기업/관계기업/공동기업투자처분손실,2025,Q3,,KRW
지분법손실,2020,Q1,,KRW
지분법손실,2020,Q2,,KRW
지분법손실,2020,Q3,,KRW
지분법손실,2020,Q4,,KRW
지분법손실,2021,Q1,199569992,KRW
지분법손실,2021,Q2,,KRW
지분법손실,2021,Q3,,KRW
지분법손실,2021,Q4,,KRW
지분법손실,2022,Q1,57708468,KRW
지분법손실,2022,Q2,,KRW
지분법손실,2022,Q3,,KRW
지분법손실,2022,Q4,2254201543,KRW
지분법손실,2023,Q1,22072971754,KRW
지분법손실,2023,Q2,30231939789,KRW
지분법손실,2023,Q3,49504748668,KRW
지분법손실,2023,Q4,2.5601E+11,KRW
지분법손실,2024,Q1,6367016602,KRW
지분법손실,2024,Q2,1132459005,KRW
지분법손실,2024,Q3,1055988536,KRW
지분법손실,2024,Q4,1223062212,KRW
지분법손실,2025,Q1,2393046757,KRW
지분법손실,2025,Q2,9754579382,KRW
지분법손실,2025,Q3,13782600021,KRW
지분법이익,2020,Q1,17229038659,KRW
지분법이익,2020,Q2,24993356474,KRW
지분법이익,2020,Q3,29437399779,KRW
지분법이익,2020,Q4,11213434522,KRW
지분법이익,2021,Q1,7548020497,KRW
지분법이익,2021,Q2,2.41571E+11,KRW
지분법이익,2021,Q3,2.44398E+11,KRW
지분법이익,2021,Q4,1.91595E+11,KRW
지분법이익,2022,Q1,11826026861,KRW
지분법이익,2022,Q2,21469238686,KRW
지분법이익,2022,Q3,21420069359,KRW
지분법이익,2022,Q4,27307223000,KRW
지분법이익,2023,Q1,7639826086,KRW
지분법이익,2023,Q2,10927077055,KRW
지분법이익,2023,Q3,15706322473,KRW
지분법이익,2023,Q4,55707242219,KRW
지분법이익,2024,Q1,3733916371,KRW
지분법이익,2024,Q2,64170607222,KRW
지분법이익,2024,Q3,71272138554,KRW
지분법이익,2024,Q4,73557895466,KRW
지분법이익,2025,Q1,8492397884,KRW
지분법이익,2025,Q2,18638556963,KRW
지분법이익,2025,Q3,22461555814,KRW
감가상각비,2020,Q1,92756119996,KRW
감가상각비,2020,Q2,1.88469E+11,KRW
감가상각비,2020,Q3,2.76746E+11,KRW
