account_name,year,quarter,value,unit
유동성장기부채의 상환,2021,Q4,-1.09641E+11,KRW
유동성장기부채의 상환,2022,Q1,,KRW
유동성장기부채의 상환,2022,Q2,,KRW
유동성장기부채의 상환,2022,Q3,,KRW
유동성장기부채의 상환,2022,Q4,,KRW
유동성장기부채의 상환,2023,Q1,,KRW
유동성장기부채의 상환,2023,Q2,,KRW
유동성장기부채의 상환,2023,Q3,,KRW
유동성장기부채의 상환,2023,Q4,,KRW
유동성장기부채의 상환,2024,Q1,,KRW
유동성장기부채의 상환,2024,Q2,,KRW
유동성장기부채의 상환,2024,Q3,,KRW
유동성장기부채의 상환,2024,Q4,,KRW
유동성장기부채의 상환,2025,Q1,,KRW
유동성장기부채의 상환,2025,Q2,,KRW
유동성장기부채의 상환,2025,Q3,,KRW
유동성사채의 상환,2020,Q1,,KRW
유동성사채의 상환,2020,Q2,,KRW
유동성사채의 상환,2020,Q3,,KRW
유동성사채의 상환,2020,Q4,,KRW
유동성사채의 상환,2021,Q1,-3E+11,KRW
유동성사채의 상환,2021,Q2,,KRW
유동성사채의 상환,2021,Q3,,KRW
유동성사채의 상환,2021,Q4,,KRW
유동성사채의 상환,2022,Q1,,KRW
유동성사채의 상환,2022,Q2,,KRW
유동성사채의 상환,2022,Q3,,KRW
유동성사채의 상환,2022,Q4,,KRW
유동성사채의 상환,2023,Q1,,KRW
유동성사채의 상환,2023,Q2,,KRW
유동성사채의 상환,2023,Q3,,KRW
유동성사채의 상환,2023,Q4,,KRW
유동성사채의 상환,2024,Q1,,KRW
유동성사채의 상환,2024,Q2,,KRW
유동성사채의 상환,2024,Q3,,KRW
유동성사채의 상환,2024,Q4,,KRW
유동성사채의 상환,2025,Q1,,KRW
유동성사채의 상환,2025,Q2,,KRW
유동성사채의 상환,2025,Q3,,KRW
장기차입금의 차입,2020,Q1,,KRW
장기차입금의 차입,2020,Q2,80000000000,KRW
장기차입금의 차입,2020,Q3,1.8E+11,KRW
장기차입금의 차입,2020,Q4,2.18889E+11,KRW
장기차입금의 차입,2021,Q1,3.98935E+11,KRW
장기차입금의 차입,2021,Q2,4.32925E+11,KRW
장기차입금의 차입,2021,Q3,4.32925E+11,KRW
장기차입금의 차입,2021,Q4,4.32925E+11,KRW
장기차입금의 차입,2022,Q1,3.71564E+11,KRW
장기차입금의 차입,2022,Q2,3.71564E+11,KRW
장기차입금의 차입,2022,Q3,3.71564E+11,KRW
장기차입금의 차입,2022,Q4,3.71564E+11,KRW
장기차입금의 차입,2023,Q1,2.15445E+12,KRW
장기차입금의 차입,2023,Q2,2.1872E+12,KRW
장기차입금의 차입,2023,Q3,2.19624E+12,KRW
장기차입금의 차입,2023,Q4,2.13816E+12,KRW
장기차입금의 차입,2024,Q1,,KRW
장기차입금의 차입,2024,Q2,6.44565E+11,KRW
장기차입금의 차입,2024,Q3,6.48869E+11,KRW
장기차입금의 차입,2024,Q4,6.48687E+11,KRW
장기차입금의 차입,2025,Q1,1E+11,KRW
장기차입금의 차입,2025,Q2,2.00168E+11,KRW
장기차입금의 차입,2025,Q3,2.00168E+11,KRW
이자지급,2020,Q1,47079428226,KRW
이자지급,2020,Q2,84891873944,KRW
이자지급,2020,Q3,1.18448E+11,KRW
이자지급,2020,Q4,1.58864E+11,KRW
이자지급,2021,Q1,53927280156,KRW
이자지급,2021,Q2,85191396299,KRW
이자지급,2021,Q3,1.18955E+11,KRW
이자지급,2021,Q4,1.55767E+11,KRW
이자지급,2022,Q1,44471097593,KRW
이자지급,2022,Q2,81372041144,KRW
이자지급,2022,Q3,1.21889E+11,KRW
이자지급,2022,Q4,1.6875E+11,KRW
이자지급,2023,Q1,48830069488,KRW
이자지급,2023,Q2,1.14877E+11,KRW
이자지급,2023,Q3,1.7407E+11,KRW
이자지급,2023,Q4,2.44394E+11,KRW
이자지급,2024,Q1,50542716463,KRW
이자지급,2024,Q2,1.35601E+11,KRW
이자지급,2024,Q3,2.20729E+11,KRW
이자지급,2024,Q4,2.99722E+11,KRW
이자지급,2025,Q1,72092561765,KRW
이자지급,2025,Q2,1.4643E+11,KRW
이자지급,2025,Q3,1.93797E+11,KRW
배당금지급,2020,Q1,,KRW
배당금지급,2020,Q2,44250516000,KRW
배당금지급,2020,Q3,50040201300,KRW
배당금지급,2020,Q4,50040201300,KRW
배당금지급,2021,Q1,,KRW
배당금지급,2021,Q2,-38290765000,KRW
배당금지급,2021,Q3,-45948918000,KRW
배당금지급,2021,Q4,-45948918000,KRW
배당금지급,2022,Q1,,KRW
배당금지급,2022,Q2,-45948918000,KRW
배당금지급,2022,Q3,-53303089000,KRW
배당금지급,2022,Q4,-53303089000,KRW
배당금지급,2023,Q1,,KRW
배당금지급,2023,Q2,-51479197000,KRW
배당금지급,2023,Q3,-58833368000,KRW
배당금지급,2023,Q4,-58833368000,KRW
배당금지급,2024,Q1,,KRW
배당금지급,2024,Q2,-51479197000,KRW
배당금지급,2024,Q3,-58833368000,KRW
배당금지급,2024,Q4,-58833368000,KRW
배당금지급,2025,Q1,,KRW
배당금지급,2025,Q2,66187539000,KRW
배당금지급,2025,Q3,73541710000,KRW
사채의 발행,2020,Q1,,KRW
사채의 발행,2020,Q2,1.49547E+11,KRW
사채의 발행,2020,Q3,1.49547E+11,KRW
사채의 발행,2020,Q4,3.99005E+11,KRW
사채의 발행,2021,Q1,,KRW
사채의 발행,2021,Q2,1.99417E+11,KRW
사채의 발행,2021,Q3,1.99417E+11,KRW
사채의 발행,2021,Q4,4.48678E+11,KRW
사채의 발행,2022,Q1,,KRW
사채의 발행,2022,Q2,2.99113E+11,KRW
사채의 발행,2022,Q3,2.99113E+11,KRW
사채의 발행,2022,Q4,2.99113E+11,KRW
사채의 발행,2023,Q1,,KRW
사채의 발행,2023,Q2,6.6908E+11,KRW
사채의 발행,2023,Q3,3.1908E+11,KRW
사채의 발행,2023,Q4,3.1908E+11,KRW
사채의 발행,2024,Q1,5.7838E+11,KRW
사채의 발행,2024,Q2,5.7838E+11,KRW
사채의 발행,2024,Q3,5.7838E+11,KRW
사채의 발행,2024,Q4,8.77514E+11,KRW
사채의 발행,2025,Q1,3.98851E+11,KRW
사채의 발행,2025,Q2,3.98851E+11,KRW
사채의 발행,2025,Q3,1.28392E+12,KRW
사채의 상환,2020,Q1,,KRW
사채의 상환,2020,Q2,,KRW
사채의 상환,2020,Q3,2E+11,KRW
사채의 상환,2020,Q4,2E+11,KRW
사채의 상환,2021,Q1,,KRW
사채의 상환,2021,Q2,3E+11,KRW
사채의 상환,2021,Q3,3E+11,KRW
사채의 상환,2021,Q4,5.8E+11,KRW
사채의 상환,2022,Q1,,KRW
사채의 상환,2022,Q2,,KRW
사채의 상환,2022,Q3,,KRW
사채의 상환,2022,Q4,,KRW
사채의 상환,2023,Q1,-2E+11,KRW
사채의 상환,2023,Q2,6.6908E+11,KRW
사채의 상환,2023,Q3,3.5E+11,KRW
사채의 상환,2023,Q4,6.7E+11,KRW
사채의 상환,2024,Q1,,KRW
사채의 상환,2024,Q2,2E+11,KRW
사채의 상환,2024,Q3,2E+11,KRW
사채의 상환,2024,Q4,3.7E+11,KRW
사채의 상환,2025,Q1,,KRW
사채의 상환,2025,Q2,2.7E+11,KRW
사채의 상환,2025,Q3,2.7E+11,KRW
리스부채의 지급,2020,Q1,-5802226519,KRW
리스부채의 지급,2020,Q2,11157647374,KRW
리스부채의 지급,2020,Q3,16077360831,KRW
리스부채의 지급,2020,Q4,25907474179,KRW
리스부채의 지급,2021,Q1,5651260288,KRW
리스부채의 지급,2021,Q2,9934578235,KRW
리스부채의 지급,2021,Q3,15467445736,KRW
리스부채의 지급,2021,Q4,21987258753,KRW
리스부채의 지급,2022,Q1,6289612207,KRW
리스부채의 지급,2022,Q2,12434342819,KRW
리스부채의 지급,2022,Q3,19013468882,KRW
리스부채의 지급,2022,Q4,25553149625,KRW
리스부채의 지급,2023,Q1,6312662927,KRW
리스부채의 지급,2023,Q2,16800880481,KRW
리스부채의 지급,2023,Q3,25114413345,KRW
리스부채의 지급,2023,Q4,34749194579,KRW
리스부채의 지급,2024,Q1,8229383165,KRW
리스부채의 지급,2024,Q2,16934711684,KRW
리스부채의 지급,2024,Q3,25720874793,KRW
리스부채의 지급,2024,Q4,33913465778,KRW
리스부채의 지급,2025,Q1,9113864010,KRW
리스부채의 지급,2025,Q2,17869831727,KRW
리스부채의 지급,2025,Q3,26815667355,KRW
인적분할로 인한 변동,2020,Q1,-2.50234E+11,KRW
인적분할로 인한 변동,2020,Q2,-2.50234E+11,KRW
인적분할로 인한 변동,2020,Q3,-2.50234E+11,KRW
인적분할로 인한 변동,2020,Q4,-2.50234E+11,KRW
인적분할로 인한 변동,2021,Q1,,KRW
인적분할로 인한 변동,2021,Q2,,KRW
인적분할로 인한 변동,2021,Q3,,KRW
인적분할로 인한 변동,2021,Q4,,KRW
인적분할로 인한 변동,2022,Q1,,KRW
인적분할로 인한 변동,2022,Q2,,KRW
인적분할로 인한 변동,2022,Q3,,KRW
인적분할로 인한 변동,2022,Q4,,KRW
인적분할로 인한 변동,2023,Q1,,KRW
인적분할로 인한 변동,2023,Q2,,KRW
인적분할로 인한 변동,2023,Q3,,KRW
인적분할로 인한 변동,2023,Q4,,KRW
인적분할로 인한 변동,2024,Q1,,KRW
인적분할로 인한 변동,2024,Q2,,KRW
인적분할로 인한 변동,2024,Q3,,KRW
인적분할로 인한 변동,2024,Q4,,KRW
인적분할로 인한 변동,2025,Q1,,KRW
인적분할로 인한 변동,2025,Q2,,KRW
인적분할로 인한 변동,2025,Q3,,KRW
자기주식의 취득,2020,Q1,1622042481,KRW
자기주식의 취득,2020,Q2,1622042481,KRW
자기주식의 취득,2020,Q3,8203035481,KRW
자기주식의 취득,2020,Q4,1.01519E+11,KRW
자기주식의 취득,2021,Q1,,KRW
자기주식의 취득,2021,Q2,,KRW
자기주식의 취득,2021,Q3,,KRW
자기주식의 취득,2021,Q4,,KRW
자기주식의 취득,2022,Q1,81426661000,KRW
자기주식의 취득,2022,Q2,99893933500,KRW
자기주식의 취득,2022,Q3,99893933500,KRW
자기주식의 취득,2022,Q4,99893933500,KRW
자기주식의 취득,2023,Q1,,KRW
자기주식의 취득,2023,Q2,,KRW
자기주식의 취득,2023,Q3,,KRW
자기주식의 취득,2023,Q4,,KRW
자기주식의 취득,2024,Q1,,KRW
자기주식의 취득,2024,Q2,,KRW
자기주식의 취득,2024,Q3,,KRW
자기주식의 취득,2024,Q4,,KRW
자기주식의 취득,2025,Q1,,KRW
자기주식의 취득,2025,Q2,,KRW
자기주식의 취득,2025,Q3,,KRW
비지배지분의 취득,2020,Q1,,KRW
비지배지분의 취득,2020,Q2,,KRW
비지배지분의 취득,2020,Q3,,KRW
비지배지분의 취득,2020,Q4,-3903397616,KRW
비지배지분의 취득,2021,Q1,,KRW
비지배지분의 취득,2021,Q2,,KRW
비지배지분의 취득,2021,Q3,,KRW
비지배지분의 취득,2021,Q4,,KRW
비지배지분의 취득,2022,Q1,,KRW
비지배지분의 취득,2022,Q2,,KRW
비지배지분의 취득,2022,Q3,,KRW
비지배지분의 취득,2022,Q4,,KRW
비지배지분의 취득,2023,Q1,,KRW
비지배지분의 취득,2023,Q2,,KRW
비지배지분의 취득,2023,Q3,,KRW
비지배지분의 취득,2023,Q4,,KRW
비지배지분의 취득,2024,Q1,,KRW
비지배지분의 취득,2024,Q2,8.07938E+11,KRW
비지배지분의 취득,2024,Q3,8.08722E+11,KRW
비지배지분의 취득,2024,Q4,8.07938E+11,KRW
비지배지분의 취득,2025,Q1,,KRW
비지배지분의 취득,2025,Q2,,KRW
비지배지분의 취득,2025,Q3,,KRW
장기차입금 상환,2020,Q1,,KRW
장기차입금 상환,2020,Q2,,KRW
장기차입금 상환,2020,Q3,,KRW
장기차입금 상환,2020,Q4,,KRW
장기차입금 상환,2021,Q1,,KRW
장기차입금 상환,2021,Q2,,KRW
장기차입금 상환,2021,Q3,,KRW
장기차입금 상환,2021,Q4,,KRW
장기차입금 상환,2022,Q1,,KRW
장기차입금 상환,2022,Q2,,KRW
장기차입금 상환,2022,Q3,,KRW
장기차입금 상환,2022,Q4,,KRW
장기차입금 상환,2023,Q1,2.10607E+12,KRW
장기차입금 상환,2023,Q2,2.17736E+12,KRW
장기차입금 상환,2023,Q3,2.14415E+12,KRW
장기차입금 상환,2023,Q4,-2.15049E+12,KRW
장기차입금 상환,2024,Q1,,KRW
장기차입금 상환,2024,Q2,,KRW
장기차입금 상환,2024,Q3,,KRW
장기차입금 상환,2024,Q4,5.45592E+11,KRW
장기차입금 상환,2025,Q1,,KRW
장기차입금 상환,2025,Q2,75680820000,KRW
장기차입금 상환,2025,Q3,1.03416E+12,KRW
임대보증금의 증가,2020,Q1,,KRW
임대보증금의 증가,2020,Q2,,KRW
임대보증금의 증가,2020,Q3,,KRW
임대보증금의 증가,2020,Q4,,KRW
임대보증금의 증가,2021,Q1,,KRW
임대보증금의 증가,2021,Q2,,KRW
임대보증금의 증가,2021,Q3,,KRW
임대보증금의 증가,2021,Q4,,KRW
임대보증금의 증가,2022,Q1,,KRW
임대보증금의 증가,2022,Q2,,KRW
임대보증금의 증가,2022,Q3,,KRW
임대보증금의 증가,2022,Q4,,KRW
임대보증금의 증가,2023,Q1,,KRW
임대보증금의 증가,2023,Q2,,KRW
임대보증금의 증가,2023,Q3,,KRW
임대보증금의 증가,2023,Q4,,KRW
임대보증금의 증가,2024,Q1,13890000000,KRW
임대보증금의 증가,2024,Q2,13990000000,KRW
임대보증금의 증가,2024,Q3,17311450000,KRW
임대보증금의 증가,2024,Q4,17669973000,KRW
임대보증금의 증가,2025,Q1,5979057000,KRW
임대보증금의 증가,2025,Q2,6825184000,KRW
임대보증금의 증가,2025,Q3,6927184000,KRW
임대보증금의 감소,2020,Q1,,KRW
임대보증금의 감소,2020,Q2,,KRW
임대보증금의 감소,2020,Q3,,KRW
임대보증금의 감소,2020,Q4,,KRW
임대보증금의 감소,2021,Q1,,KRW
임대보증금의 감소,2021,Q2,,KRW
임대보증금의 감소,2021,Q3,,KRW
임대보증금의 감소,2021,Q4,,KRW
임대보증금의 감소,2022,Q1,,KRW
임대보증금의 감소,2022,Q2,,KRW
임대보증금의 감소,2022,Q3,,KRW
임대보증금의 감소,2022,Q4,,KRW
임대보증금의 감소,2023,Q1,,KRW
임대보증금의 감소,2023,Q2,,KRW
임대보증금의 감소,2023,Q3,,KRW
임대보증금의 감소,2023,Q4,,KRW
임대보증금의 감소,2024,Q1,-216291310,KRW
임대보증금의 감소,2024,Q2,-309071355,KRW
임대보증금의 감소,2024,Q3,-315013297,KRW
임대보증금의 감소,2024,Q4,-688979794,KRW
임대보증금의 감소,2025,Q1,-70084318,KRW
임대보증금의 감소,2025,Q2,-8695564869,KRW
임대보증금의 감소,2025,Q3,-13613884791,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2020,Q1,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2020,Q2,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2020,Q3,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2020,Q4,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2021,Q1,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2021,Q2,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2021,Q3,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2021,Q4,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2022,Q1,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2022,Q2,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2022,Q3,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2022,Q4,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2023,Q1,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2023,Q2,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2023,Q3,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2023,Q4,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2024,Q1,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2024,Q2,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2024,Q3,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2024,Q4,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2025,Q1,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2025,Q2,,KRW
환율변동효과 반영전 현금및현금성자산의 순증가(감소),2025,Q3,,KRW
현금및현금성자산의순증가(감소),2020,Q1,80097435093,KRW
현금및현금성자산의순증가(감소),2020,Q2,4.78017E+11,KRW
현금및현금성자산의순증가(감소),2020,Q3,1.54052E+11,KRW
현금및현금성자산의순증가(감소),2020,Q4,36018062539,KRW
현금및현금성자산의순증가(감소),2021,Q1,1351689431,KRW
현금및현금성자산의순증가(감소),2021,Q2,-42039517029,KRW
현금및현금성자산의순증가(감소),2021,Q3,-14123776292,KRW
현금및현금성자산의순증가(감소),2021,Q4,25599345594,KRW
현금및현금성자산의순증가(감소),2022,Q1,-2.2343E+11,KRW
현금및현금성자산의순증가(감소),2022,Q2,-2.31305E+11,KRW
현금및현금성자산의순증가(감소),2022,Q3,-1.18338E+11,KRW
현금및현금성자산의순증가(감소),2022,Q4,2.36526E+11,KRW
현금및현금성자산의순증가(감소),2023,Q1,38483322658,KRW
현금및현금성자산의순증가(감소),2023,Q2,1.93285E+11,KRW
현금및현금성자산의순증가(감소),2023,Q3,2.35642E+11,KRW
현금및현금성자산의순증가(감소),2023,Q4,2.71183E+11,KRW
현금및현금성자산의순증가(감소),2024,Q1,21111441860,KRW
현금및현금성자산의순증가(감소),2024,Q2,6203158870,KRW
현금및현금성자산의순증가(감소),2024,Q3,-10025742325,KRW
현금및현금성자산의순증가(감소),2024,Q4,-5.75719E+11,KRW
현금및현금성자산의순증가(감소),2025,Q1,4.03278E+11,KRW
현금및현금성자산의순증가(감소),2025,Q2,2.99838E+11,KRW
현금및현금성자산의순증가(감소),2025,Q3,4.11946E+11,KRW
기초현금및현금성자산,2020,Q1,4.64599E+11,KRW
기초현금및현금성자산,2020,Q2,4.64599E+11,KRW
기초현금및현금성자산,2020,Q3,4.64599E+11,KRW
기초현금및현금성자산,2020,Q4,4.64599E+11,KRW
기초현금및현금성자산,2021,Q1,4.92512E+11,KRW
기초현금및현금성자산,2021,Q2,4.92512E+11,KRW
기초현금및현금성자산,2021,Q3,4.92512E+11,KRW
기초현금및현금성자산,2021,Q4,4.92512E+11,KRW
기초현금및현금성자산,2022,Q1,5.41201E+11,KRW
기초현금및현금성자산,2022,Q2,5.41201E+11,KRW
기초현금및현금성자산,2022,Q3,5.41201E+11,KRW
기초현금및현금성자산,2022,Q4,5.41201E+11,KRW
기초현금및현금성자산,2023,Q1,7.76748E+11,KRW
기초현금및현금성자산,2023,Q2,7.76748E+11,KRW
기초현금및현금성자산,2023,Q3,7.76748E+11,KRW
기초현금및현금성자산,2023,Q4,7.76748E+11,KRW
기초현금및현금성자산,2024,Q1,1.04514E+12,KRW
기초현금및현금성자산,2024,Q2,1.04514E+12,KRW
기초현금및현금성자산,2024,Q3,1.04514E+12,KRW
기초현금및현금성자산,2024,Q4,1.04514E+12,KRW
기초현금및현금성자산,2025,Q1,5.0133E+11,KRW
기초현금및현금성자산,2025,Q2,5.0133E+11,KRW
기초현금및현금성자산,2025,Q3,5.0133E+11,KRW
소유주분배예정자산집단으로의 대체,2020,Q1,,KRW
소유주분배예정자산집단으로의 대체,2020,Q2,,KRW
소유주분배예정자산집단으로의 대체,2020,Q3,,KRW
소유주분배예정자산집단으로의 대체,2020,Q4,,KRW
소유주분배예정자산집단으로의 대체,2021,Q1,,KRW
소유주분배예정자산집단으로의 대체,2021,Q2,,KRW
소유주분배예정자산집단으로의 대체,2021,Q3,,KRW
소유주분배예정자산집단으로의 대체,2021,Q4,,KRW
소유주분배예정자산집단으로의 대체,2022,Q1,,KRW
소유주분배예정자산집단으로의 대체,2022,Q2,,KRW
소유주분배예정자산집단으로의 대체,2022,Q3,,KRW
소유주분배예정자산집단으로의 대체,2022,Q4,,KRW
소유주분배예정자산집단으로의 대체,2023,Q1,,KRW
소유주분배예정자산집단으로의 대체,2023,Q2,,KRW
소유주분배예정자산집단으로의 대체,2023,Q3,,KRW
소유주분배예정자산집단으로의 대체,2023,Q4,,KRW
소유주분배예정자산집단으로의 대체,2024,Q1,,KRW
소유주분배예정자산집단으로의 대체,2024,Q2,,KRW
소유주분배예정자산집단으로의 대체,2024,Q3,,KRW
소유주분배예정자산집단으로의 대체,2024,Q4,,KRW
소유주분배예정자산집단으로의 대체,2025,Q1,,KRW
소유주분배예정자산집단으로의 대체,2025,Q2,,KRW
소유주분배예정자산집단으로의 대체,2025,Q3,,KRW
외화표시현금및현금성자산의 환율변동효과 등,2020,Q1,18415327419,KRW
외화표시현금및현금성자산의 환율변동효과 등,2020,Q2,3429619137,KRW
외화표시현금및현금성자산의 환율변동효과 등,2020,Q3,9632400052,KRW
외화표시현금및현금성자산의 환율변동효과 등,2020,Q4,-8105099836,KRW
외화표시현금및현금성자산의 환율변동효과 등,2021,Q1,15359514682,KRW
외화표시현금및현금성자산의 환율변동효과 등,2021,Q2,11214522160,KRW
외화표시현금및현금성자산의 환율변동효과 등,2021,Q3,24901576341,KRW
외화표시현금및현금성자산의 환율변동효과 등,2021,Q4,23089273215,KRW
외화표시현금및현금성자산의 환율변동효과 등,2022,Q1,10624562145,KRW
외화표시현금및현금성자산의 환율변동효과 등,2022,Q2,84258309402,KRW
외화표시현금및현금성자산의 환율변동효과 등,2022,Q3,44428614358,KRW
외화표시현금및현금성자산의 환율변동효과 등,2022,Q4,-978750146,KRW
외화표시현금및현금성자산의 환율변동효과 등,2023,Q1,15119620217,KRW
외화표시현금및현금성자산의 환율변동효과 등,2023,Q2,3577947693,KRW
외화표시현금및현금성자산의 환율변동효과 등,2023,Q3,17050096653,KRW
외화표시현금및현금성자산의 환율변동효과 등,2023,Q4,-2788622760,KRW
외화표시현금및현금성자산의 환율변동효과 등,2024,Q1,17394304402,KRW
외화표시현금및현금성자산의 환율변동효과 등,2024,Q2,21284426305,KRW
외화표시현금및현금성자산의 환율변동효과 등,2024,Q3,5793256767,KRW
외화표시현금및현금성자산의 환율변동효과 등,2024,Q4,31906627368,KRW
외화표시현금및현금성자산의 환율변동효과 등,2025,Q1,1936986845,KRW
외화표시현금및현금성자산의 환율변동효과 등,2025,Q2,-19482703329,KRW
외화표시현금및현금성자산의 환율변동효과 등,2025,Q3,1931708236,KRW
기말현금및현금성자산,2020,Q1,5.63112E+11,KRW
기말현금및현금성자산,2020,Q2,9.46045E+11,KRW
기말현금및현금성자산,2020,Q3,6.28283E+11,KRW
기말현금및현금성자산,2020,Q4,4.92512E+11,KRW
기말현금및현금성자산,2021,Q1,5.09223E+11,KRW
기말현금및현금성자산,2021,Q2,4.61687E+11,KRW
기말현금및현금성자산,2021,Q3,5.0329E+11,KRW
기말현금및현금성자산,2021,Q4,5.41201E+11,KRW
기말현금및현금성자산,2022,Q1,3.28396E+11,KRW
기말현금및현금성자산,2022,Q2,3.94154E+11,KRW
기말현금및현금성자산,2022,Q3,4.67291E+11,KRW
기말현금및현금성자산,2022,Q4,7.76748E+11,KRW
기말현금및현금성자산,2023,Q1,8.30351E+11,KRW
기말현금및현금성자산,2023,Q2,9.7361E+11,KRW
기말현금및현금성자산,2023,Q3,1.02944E+12,KRW
기말현금및현금성자산,2023,Q4,1.04514E+12,KRW
기말현금및현금성자산,2024,Q1,1.08365E+12,KRW
기말현금및현금성자산,2024,Q2,1.07263E+12,KRW
기말현금및현금성자산,2024,Q3,1.04091E+12,KRW
기말현금및현금성자산,2024,Q4,5.0133E+11,KRW
기말현금및현금성자산,2025,Q1,9.06545E+11,KRW
기말현금및현금성자산,2025,Q2,7.81685E+11,KRW
기말현금및현금성자산,2025,Q3,9.15208E+11,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
nan,2020,Q1,,KRW
