기준일,연도,분기,기간표준,지표,수치,단위,search_tag,search_text,fact_text
2021-12-31,2021,연도말,2021년말,파생상품거래손실,-1105.9,백만원,2021년말|재무지표_신용평가기준|파생상품거래손실|백만원,2021년말 | 2021-12-31 기준 파생상품거래손실 | 재무지표_신용평가기준 | 파생상품거래손실 | 백만원,2021년말 재무지표_신용평가기준 파생상품거래손실은(는) -1105.9백만원입니다.
2021-12-31,2021,연도말,2021년말,투자자산관련순손익,-371732.6,백만원,2021년말|재무지표_신용평가기준|투자자산관련순손익|백만원,2021년말 | 2021-12-31 기준 투자자산관련순손익 | 재무지표_신용평가기준 | 투자자산관련순손익 | 백만원,2021년말 재무지표_신용평가기준 투자자산관련순손익은(는) -371732.6백만원입니다.
2021-12-31,2021,연도말,2021년말,당기손익-공정가치측정금융자산평가이익,14000.5,백만원,2021년말|재무지표_신용평가기준|당기손익-공정가치측정금융자산평가이익|백만원,2021년말 | 2021-12-31 기준 당기손익-공정가치측정금융자산평가이익 | 재무지표_신용평가기준 | 당기손익-공정가치측정금융자산평가이익 | 백만원,2021년말 재무지표_신용평가기준 당기손익-공정가치측정금융자산평가이익은(는) 14000.5백만원입니다.
2021-12-31,2021,연도말,2021년말,당기손익-공정가치측정금융자산처분이익,11609.3,백만원,2021년말|재무지표_신용평가기준|당기손익-공정가치측정금융자산처분이익|백만원,2021년말 | 2021-12-31 기준 당기손익-공정가치측정금융자산처분이익 | 재무지표_신용평가기준 | 당기손익-공정가치측정금융자산처분이익 | 백만원,2021년말 재무지표_신용평가기준 당기손익-공정가치측정금융자산처분이익은(는) 11609.3백만원입니다.
2021-12-31,2021,연도말,2021년말,당기손익-공정가치측정금융자산평가손실,-397338.3,백만원,2021년말|재무지표_신용평가기준|당기손익-공정가치측정금융자산평가손실|백만원,2021년말 | 2021-12-31 기준 당기손익-공정가치측정금융자산평가손실 | 재무지표_신용평가기준 | 당기손익-공정가치측정금융자산평가손실 | 백만원,2021년말 재무지표_신용평가기준 당기손익-공정가치측정금융자산평가손실은(는) -397338.3백만원입니다.
2021-12-31,2021,연도말,2021년말,당기손익-공정가치측정금융자산처분손실,-4.0,백만원,2021년말|재무지표_신용평가기준|당기손익-공정가치측정금융자산처분손실|백만원,2021년말 | 2021-12-31 기준 당기손익-공정가치측정금융자산처분손실 | 재무지표_신용평가기준 | 당기손익-공정가치측정금융자산처분손실 | 백만원,2021년말 재무지표_신용평가기준 당기손익-공정가치측정금융자산처분손실은(는) -4.0백만원입니다.
2021-12-31,2021,연도말,2021년말,종속/관계기업지분관련순손익,193802.2,백만원,2021년말|재무지표_신용평가기준|종속/관계기업지분관련순손익|백만원,2021년말 | 2021-12-31 기준 종속/관계기업지분관련순손익 | 재무지표_신용평가기준 | 종속/관계기업지분관련순손익 | 백만원,2021년말 재무지표_신용평가기준 종속/관계기업지분관련순손익은(는) 193802.2백만원입니다.
2021-12-31,2021,연도말,2021년말,지분법손익,191594.8,백만원,2021년말|재무지표_신용평가기준|지분법손익|백만원,2021년말 | 2021-12-31 기준 지분법손익 | 재무지표_신용평가기준 | 지분법손익 | 백만원,2021년말 재무지표_신용평가기준 지분법손익은(는) 191594.8백만원입니다.
2021-12-31,2021,연도말,2021년말,지분법적용 투자주식손상차손,2207.5,백만원,2021년말|재무지표_신용평가기준|지분법적용 투자주식손상차손|백만원,2021년말 | 2021-12-31 기준 지분법적용 투자주식손상차손 | 재무지표_신용평가기준 | 지분법적용 투자주식손상차손 | 백만원,2021년말 재무지표_신용평가기준 지분법적용 투자주식손상차손은(는) 2207.5백만원입니다.
2021-12-31,2021,연도말,2021년말,유무형리스자산관련순손익,-95295.7,백만원,2021년말|재무지표_신용평가기준|유무형리스자산관련순손익|백만원,2021년말 | 2021-12-31 기준 유무형리스자산관련순손익 | 재무지표_신용평가기준 | 유무형리스자산관련순손익 | 백만원,2021년말 재무지표_신용평가기준 유무형리스자산관련순손익은(는) -95295.7백만원입니다.
2021-12-31,2021,연도말,2021년말,유형자산처분이익,19773.9,백만원,2021년말|재무지표_신용평가기준|유형자산처분이익|백만원,2021년말 | 2021-12-31 기준 유형자산처분이익 | 재무지표_신용평가기준 | 유형자산처분이익 | 백만원,2021년말 재무지표_신용평가기준 유형자산처분이익은(는) 19773.9백만원입니다.
2021-12-31,2021,연도말,2021년말,유형자산손상차손환입,3979.1,백만원,2021년말|재무지표_신용평가기준|유형자산손상차손환입|백만원,2021년말 | 2021-12-31 기준 유형자산손상차손환입 | 재무지표_신용평가기준 | 유형자산손상차손환입 | 백만원,2021년말 재무지표_신용평가기준 유형자산손상차손환입은(는) 3979.1백만원입니다.
2021-12-31,2021,연도말,2021년말,무형자산손상차손환입,1558.6,백만원,2021년말|재무지표_신용평가기준|무형자산손상차손환입|백만원,2021년말 | 2021-12-31 기준 무형자산손상차손환입 | 재무지표_신용평가기준 | 무형자산손상차손환입 | 백만원,2021년말 재무지표_신용평가기준 무형자산손상차손환입은(는) 1558.6백만원입니다.
2021-12-31,2021,연도말,2021년말,무형자산처분이익,2.0,백만원,2021년말|재무지표_신용평가기준|무형자산처분이익|백만원,2021년말 | 2021-12-31 기준 무형자산처분이익 | 재무지표_신용평가기준 | 무형자산처분이익 | 백만원,2021년말 재무지표_신용평가기준 무형자산처분이익은(는) 2.0백만원입니다.
2021-12-31,2021,연도말,2021년말,유형자산처분손실,-16286.3,백만원,2021년말|재무지표_신용평가기준|유형자산처분손실|백만원,2021년말 | 2021-12-31 기준 유형자산처분손실 | 재무지표_신용평가기준 | 유형자산처분손실 | 백만원,2021년말 재무지표_신용평가기준 유형자산처분손실은(는) -16286.3백만원입니다.
2021-12-31,2021,연도말,2021년말,유형자산손상차손,-102372.3,백만원,2021년말|재무지표_신용평가기준|유형자산손상차손|백만원,2021년말 | 2021-12-31 기준 유형자산손상차손 | 재무지표_신용평가기준 | 유형자산손상차손 | 백만원,2021년말 재무지표_신용평가기준 유형자산손상차손은(는) -102372.3백만원입니다.
2021-12-31,2021,연도말,2021년말,무형자산처분손실,-1945.4,백만원,2021년말|재무지표_신용평가기준|무형자산처분손실|백만원,2021년말 | 2021-12-31 기준 무형자산처분손실 | 재무지표_신용평가기준 | 무형자산처분손실 | 백만원,2021년말 재무지표_신용평가기준 무형자산처분손실은(는) -1945.4백만원입니다.
2021-12-31,2021,연도말,2021년말,사용권자산처분손실,-5.3,백만원,2021년말|재무지표_신용평가기준|사용권자산처분손실|백만원,2021년말 | 2021-12-31 기준 사용권자산처분손실 | 재무지표_신용평가기준 | 사용권자산처분손실 | 백만원,2021년말 재무지표_신용평가기준 사용권자산처분손실은(는) -5.3백만원입니다.
2021-12-31,2021,연도말,2021년말,기타 (+유무형리스자산관련순손익),-7378.6,백만원,2021년말|재무지표_신용평가기준|기타 (+유무형리스자산관련순손익)|백만원,2021년말 | 2021-12-31 기준 기타 (+유무형리스자산관련순손익) | 재무지표_신용평가기준 | 기타 (+유무형리스자산관련순손익) | 백만원,2021년말 재무지표_신용평가기준 기타 (+유무형리스자산관련순손익)은(는) -7378.6백만원입니다.
2021-12-31,2021,연도말,2021년말,세전손익,112853.7,백만원,2021년말|재무지표_신용평가기준|세전손익|백만원,2021년말 | 2021-12-31 기준 세전손익 | 재무지표_신용평가기준 | 세전손익 | 백만원,2021년말 재무지표_신용평가기준 세전손익은(는) 112853.7백만원입니다.
