기준일,연도,분기,기간표준,지표,수치,단위,search_tag,search_text,fact_text
2025-12-31,2025,연도말,2025년말,매출액,6483819.5,백만원,2025년말|재무지표_신용평가기준|매출액|백만원,2025년말 | 2025-12-31 기준 매출액 | 재무지표_신용평가기준 | 매출액 | 백만원,2025년말 재무지표_신용평가기준 매출액은(는) 6483819.5백만원입니다.
2025-12-31,2025,연도말,2025년말,영업이익,427615.1,백만원,2025년말|재무지표_신용평가기준|영업이익|백만원,2025년말 | 2025-12-31 기준 영업이익 | 재무지표_신용평가기준 | 영업이익 | 백만원,2025년말 재무지표_신용평가기준 영업이익은(는) 427615.1백만원입니다.
2025-12-31,2025,연도말,2025년말,감가상각비,374579.6,백만원,2025년말|재무지표_신용평가기준|감가상각비|백만원,2025년말 | 2025-12-31 기준 감가상각비 | 재무지표_신용평가기준 | 감가상각비 | 백만원,2025년말 재무지표_신용평가기준 감가상각비은(는) 374579.6백만원입니다.
2025-12-31,2025,연도말,2025년말,무형자산상각비,49388.6,백만원,2025년말|재무지표_신용평가기준|무형자산상각비|백만원,2025년말 | 2025-12-31 기준 무형자산상각비 | 재무지표_신용평가기준 | 무형자산상각비 | 백만원,2025년말 재무지표_신용평가기준 무형자산상각비은(는) 49388.6백만원입니다.
2025-12-31,2025,연도말,2025년말,사용권자산상각비,34993.3,백만원,2025년말|재무지표_신용평가기준|사용권자산상각비|백만원,2025년말 | 2025-12-31 기준 사용권자산상각비 | 재무지표_신용평가기준 | 사용권자산상각비 | 백만원,2025년말 재무지표_신용평가기준 사용권자산상각비은(는) 34993.3백만원입니다.
2025-12-31,2025,연도말,2025년말,대손상각비,2026.3,백만원,2025년말|재무지표_신용평가기준|대손상각비|백만원,2025년말 | 2025-12-31 기준 대손상각비 | 재무지표_신용평가기준 | 대손상각비 | 백만원,2025년말 재무지표_신용평가기준 대손상각비은(는) 2026.3백만원입니다.
2025-12-31,2025,연도말,2025년말,퇴직급여,84174.0,백만원,2025년말|재무지표_신용평가기준|퇴직급여|백만원,2025년말 | 2025-12-31 기준 퇴직급여 | 재무지표_신용평가기준 | 퇴직급여 | 백만원,2025년말 재무지표_신용평가기준 퇴직급여은(는) 84174.0백만원입니다.
2025-12-31,2025,연도말,2025년말,EBITDA,972777.0,백만원,2025년말|재무지표_신용평가기준|EBITDA|백만원,2025년말 | 2025-12-31 기준 EBITDA | 재무지표_신용평가기준 | EBITDA | 백만원,2025년말 재무지표_신용평가기준 EBITDA은(는) 972777.0백만원입니다.
2025-12-31,2025,연도말,2025년말,당기순이익,1538496.3,백만원,2025년말|재무지표_신용평가기준|당기순이익|백만원,2025년말 | 2025-12-31 기준 당기순이익 | 재무지표_신용평가기준 | 당기순이익 | 백만원,2025년말 재무지표_신용평가기준 당기순이익은(는) 1538496.3백만원입니다.
2025-12-31,2025,연도말,2025년말,자산총계,16803559.4,백만원,2025년말|재무지표_신용평가기준|자산총계|백만원,2025년말 | 2025-12-31 기준 자산총계 | 재무지표_신용평가기준 | 자산총계 | 백만원,2025년말 재무지표_신용평가기준 자산총계은(는) 16803559.4백만원입니다.
2025-12-31,2025,연도말,2025년말,총차입금,5199269.9,백만원,2025년말|재무지표_신용평가기준|총차입금|백만원,2025년말 | 2025-12-31 기준 총차입금 | 재무지표_신용평가기준 | 총차입금 | 백만원,2025년말 재무지표_신용평가기준 총차입금은(는) 5199269.9백만원입니다.
2025-12-31,2025,연도말,2025년말,차입금,5010779.1,백만원,2025년말|재무지표_신용평가기준|차입금|백만원,2025년말 | 2025-12-31 기준 차입금 | 재무지표_신용평가기준 | 차입금 | 백만원,2025년말 재무지표_신용평가기준 차입금은(는) 5010779.1백만원입니다.
2025-12-31,2025,연도말,2025년말,리스부채,188490.7,백만원,2025년말|재무지표_신용평가기준|리스부채|백만원,2025년말 | 2025-12-31 기준 리스부채 | 재무지표_신용평가기준 | 리스부채 | 백만원,2025년말 재무지표_신용평가기준 리스부채은(는) 188490.7백만원입니다.
2025-12-31,2025,연도말,2025년말,순차입금,3968818.9,백만원,2025년말|재무지표_신용평가기준|순차입금|백만원,2025년말 | 2025-12-31 기준 순차입금 | 재무지표_신용평가기준 | 순차입금 | 백만원,2025년말 재무지표_신용평가기준 순차입금은(는) 3968818.9백만원입니다.
2025-12-31,2025,연도말,2025년말,현금및현금성자산,1193612.4,백만원,2025년말|재무지표_신용평가기준|현금및현금성자산|백만원,2025년말 | 2025-12-31 기준 현금및현금성자산 | 재무지표_신용평가기준 | 현금및현금성자산 | 백만원,2025년말 재무지표_신용평가기준 현금및현금성자산은(는) 1193612.4백만원입니다.
2025-12-31,2025,연도말,2025년말,단기금융상품,36838.5,백만원,2025년말|재무지표_신용평가기준|단기금융상품|백만원,2025년말 | 2025-12-31 기준 단기금융상품 | 재무지표_신용평가기준 | 단기금융상품 | 백만원,2025년말 재무지표_신용평가기준 단기금융상품은(는) 36838.5백만원입니다.
2025-12-31,2025,연도말,2025년말,영업이익률,6.6,%,2025년말|재무지표_신용평가기준|영업이익률|%,2025년말 | 2025-12-31 기준 영업이익률 | 재무지표_신용평가기준 | 영업이익률 | %,2025년말 재무지표_신용평가기준 영업이익률은(는) 6.6%입니다.
2025-12-31,2025,연도말,2025년말,EBITDA/매출액,15.0,%,2025년말|재무지표_신용평가기준|EBITDA/매출액|%,2025년말 | 2025-12-31 기준 EBITDA/매출액 | 재무지표_신용평가기준 | EBITDA/매출액 | %,2025년말 재무지표_신용평가기준 EBITDA/매출액은(는) 15.0%입니다.
2025-12-31,2025,연도말,2025년말,EBITDA/이자비용,2.9,배,2025년말|재무지표_신용평가기준|EBITDA/이자비용|배,2025년말 | 2025-12-31 기준 EBITDA/이자비용 | 재무지표_신용평가기준 | EBITDA/이자비용 | 배,2025년말 재무지표_신용평가기준 EBITDA/이자비용은(는) 2.9배입니다.
2025-12-31,2025,연도말,2025년말,이자비용,339845.0,백만원,2025년말|재무지표_신용평가기준|이자비용|백만원,2025년말 | 2025-12-31 기준 이자비용 | 재무지표_신용평가기준 | 이자비용 | 백만원,2025년말 재무지표_신용평가기준 이자비용은(는) 339845.0백만원입니다.
2025-12-31,2025,연도말,2025년말,총차입금/EBITDA(배),5.3,배,2025년말|재무지표_신용평가기준|총차입금/EBITDA(배)|배,2025년말 | 2025-12-31 기준 총차입금/EBITDA(배) | 재무지표_신용평가기준 | 총차입금/EBITDA(배) | 배,2025년말 재무지표_신용평가기준 총차입금/EBITDA(배)은(는) 5.3배입니다.
2025-12-31,2025,연도말,2025년말,순차입금/EBITDA(배),4.1,배,2025년말|재무지표_신용평가기준|순차입금/EBITDA(배)|배,2025년말 | 2025-12-31 기준 순차입금/EBITDA(배) | 재무지표_신용평가기준 | 순차입금/EBITDA(배) | 배,2025년말 재무지표_신용평가기준 순차입금/EBITDA(배)은(는) 4.1배입니다.
2025-12-31,2025,연도말,2025년말,부채비율,114.8,%,2025년말|재무지표_신용평가기준|부채비율|%,2025년말 | 2025-12-31 기준 부채비율 | 재무지표_신용평가기준 | 부채비율 | %,2025년말 재무지표_신용평가기준 부채비율은(는) 114.8%입니다.
2025-12-31,2025,연도말,2025년말,부채총계,8979073.7,백만원,2025년말|재무지표_신용평가기준|부채총계|백만원,2025년말 | 2025-12-31 기준 부채총계 | 재무지표_신용평가기준 | 부채총계 | 백만원,2025년말 재무지표_신용평가기준 부채총계은(는) 8979073.7백만원입니다.
2025-12-31,2025,연도말,2025년말,자본총계,7824485.7,백만원,2025년말|재무지표_신용평가기준|자본총계|백만원,2025년말 | 2025-12-31 기준 자본총계 | 재무지표_신용평가기준 | 자본총계 | 백만원,2025년말 재무지표_신용평가기준 자본총계은(는) 7824485.7백만원입니다.
2025-12-31,2025,연도말,2025년말,차입금의존도,30.9,%,2025년말|재무지표_신용평가기준|차입금의존도|%,2025년말 | 2025-12-31 기준 차입금의존도 | 재무지표_신용평가기준 | 차입금의존도 | %,2025년말 재무지표_신용평가기준 차입금의존도은(는) 30.9%입니다.
2025-12-31,2025,연도말,2025년말,OCF(총영업현금흐름),647563.2,백만원,2025년말|재무지표_신용평가기준|OCF(총영업현금흐름)|백만원,2025년말 | 2025-12-31 기준 OCF(총영업현금흐름) | 재무지표_신용평가기준 | OCF(총영업현금흐름) | 백만원,2025년말 재무지표_신용평가기준 OCF(총영업현금흐름)은(는) 647563.2백만원입니다.
2025-12-31,2025,연도말,2025년말,영업활동현금흐름,789477.5,백만원,2025년말|재무지표_신용평가기준|영업활동현금흐름|백만원,2025년말 | 2025-12-31 기준 영업활동현금흐름 | 재무지표_신용평가기준 | 영업활동현금흐름 | 백만원,2025년말 재무지표_신용평가기준 영업활동현금흐름은(는) 789477.5백만원입니다.
2025-12-31,2025,연도말,2025년말,영업활동으로인한자산ㆍ부채의변동,2419.0,백만원,2025년말|재무지표_신용평가기준|영업활동으로인한자산ㆍ부채의변동|백만원,2025년말 | 2025-12-31 기준 영업활동으로인한자산ㆍ부채의변동 | 재무지표_신용평가기준 | 영업활동으로인한자산ㆍ부채의변동 | 백만원,2025년말 재무지표_신용평가기준 영업활동으로인한자산ㆍ부채의변동은(는) 2419.0백만원입니다.
2025-12-31,2025,연도말,2025년말,이자수취,24573.0,백만원,2025년말|재무지표_신용평가기준|이자수취|백만원,2025년말 | 2025-12-31 기준 이자수취 | 재무지표_신용평가기준 | 이자수취 | 백만원,2025년말 재무지표_신용평가기준 이자수취은(는) 24573.0백만원입니다.
2025-12-31,2025,연도말,2025년말,배당금수취,73679.2,백만원,2025년말|재무지표_신용평가기준|배당금수취|백만원,2025년말 | 2025-12-31 기준 배당금수취 | 재무지표_신용평가기준 | 배당금수취 | 백만원,2025년말 재무지표_신용평가기준 배당금수취은(는) 73679.2백만원입니다.
2025-12-31,2025,연도말,2025년말,이자지급,237747.5,백만원,2025년말|재무지표_신용평가기준|이자지급|백만원,2025년말 | 2025-12-31 기준 이자지급 | 재무지표_신용평가기준 | 이자지급 | 백만원,2025년말 재무지표_신용평가기준 이자지급은(는) 237747.5백만원입니다.
2025-12-31,2025,연도말,2025년말,(-)운전자본투자,2419.0,백만원,2025년말|재무지표_신용평가기준|(-)운전자본투자|백만원,2025년말 | 2025-12-31 기준 (-)운전자본투자 | 재무지표_신용평가기준 | (-)운전자본투자 | 백만원,2025년말 재무지표_신용평가기준 (-)운전자본투자은(는) 2419.0백만원입니다.
2025-12-31,2025,연도말,2025년말,NCF(순영업현금흐름),649982.2,백만원,2025년말|재무지표_신용평가기준|NCF(순영업현금흐름)|백만원,2025년말 | 2025-12-31 기준 NCF(순영업현금흐름) | 재무지표_신용평가기준 | NCF(순영업현금흐름) | 백만원,2025년말 재무지표_신용평가기준 NCF(순영업현금흐름)은(는) 649982.2백만원입니다.
2025-12-31,2025,연도말,2025년말,(-)자본적지출,330719.7,백만원,2025년말|재무지표_신용평가기준|(-)자본적지출|백만원,2025년말 | 2025-12-31 기준 (-)자본적지출 | 재무지표_신용평가기준 | (-)자본적지출 | 백만원,2025년말 재무지표_신용평가기준 (-)자본적지출은(는) 330719.7백만원입니다.
2025-12-31,2025,연도말,2025년말,유형자산의 취득,319905.5,백만원,2025년말|재무지표_신용평가기준|유형자산의 취득|백만원,2025년말 | 2025-12-31 기준 유형자산의 취득 | 재무지표_신용평가기준 | 유형자산의 취득 | 백만원,2025년말 재무지표_신용평가기준 유형자산의 취득은(는) 319905.5백만원입니다.
2025-12-31,2025,연도말,2025년말,무형자산의 취득,10814.1,백만원,2025년말|재무지표_신용평가기준|무형자산의 취득|백만원,2025년말 | 2025-12-31 기준 무형자산의 취득 | 재무지표_신용평가기준 | 무형자산의 취득 | 백만원,2025년말 재무지표_신용평가기준 무형자산의 취득은(는) 10814.1백만원입니다.
2025-12-31,2025,연도말,2025년말,(-)배당금지급,-73541.7,백만원,2025년말|재무지표_신용평가기준|(-)배당금지급|백만원,2025년말 | 2025-12-31 기준 (-)배당금지급 | 재무지표_신용평가기준 | (-)배당금지급 | 백만원,2025년말 재무지표_신용평가기준 (-)배당금지급은(는) -73541.7백만원입니다.
2025-12-31,2025,연도말,2025년말,FCF(잉여현금흐름),245720.9,백만원,2025년말|재무지표_신용평가기준|FCF(잉여현금흐름)|백만원,2025년말 | 2025-12-31 기준 FCF(잉여현금흐름) | 재무지표_신용평가기준 | FCF(잉여현금흐름) | 백만원,2025년말 재무지표_신용평가기준 FCF(잉여현금흐름)은(는) 245720.9백만원입니다.
2025-12-31,2025,연도말,2025년말,영업이익,427615.1,백만원,2025년말|재무지표_신용평가기준|영업이익|백만원,2025년말 | 2025-12-31 기준 영업이익 | 재무지표_신용평가기준 | 영업이익 | 백만원,2025년말 재무지표_신용평가기준 영업이익은(는) 427615.1백만원입니다.
2025-12-31,2025,연도말,2025년말,이자순손익,-316724.8,백만원,2025년말|재무지표_신용평가기준|이자순손익|백만원,2025년말 | 2025-12-31 기준 이자순손익 | 재무지표_신용평가기준 | 이자순손익 | 백만원,2025년말 재무지표_신용평가기준 이자순손익은(는) -316724.8백만원입니다.
2025-12-31,2025,연도말,2025년말,이자수익,23120.2,백만원,2025년말|재무지표_신용평가기준|이자수익|백만원,2025년말 | 2025-12-31 기준 이자수익 | 재무지표_신용평가기준 | 이자수익 | 백만원,2025년말 재무지표_신용평가기준 이자수익은(는) 23120.2백만원입니다.
2025-12-31,2025,연도말,2025년말,이자비용,-339845.0,백만원,2025년말|재무지표_신용평가기준|이자비용|백만원,2025년말 | 2025-12-31 기준 이자비용 | 재무지표_신용평가기준 | 이자비용 | 백만원,2025년말 재무지표_신용평가기준 이자비용은(는) -339845.0백만원입니다.
2025-12-31,2025,연도말,2025년말,배당순손익,72240.5,백만원,2025년말|재무지표_신용평가기준|배당순손익|백만원,2025년말 | 2025-12-31 기준 배당순손익 | 재무지표_신용평가기준 | 배당순손익 | 백만원,2025년말 재무지표_신용평가기준 배당순손익은(는) 72240.5백만원입니다.
2025-12-31,2025,연도말,2025년말,외환관련순손익,-48493.5,백만원,2025년말|재무지표_신용평가기준|외환관련순손익|백만원,2025년말 | 2025-12-31 기준 외환관련순손익 | 재무지표_신용평가기준 | 외환관련순손익 | 백만원,2025년말 재무지표_신용평가기준 외환관련순손익은(는) -48493.5백만원입니다.
2025-12-31,2025,연도말,2025년말,외환차익,113827.8,백만원,2025년말|재무지표_신용평가기준|외환차익|백만원,2025년말 | 2025-12-31 기준 외환차익 | 재무지표_신용평가기준 | 외환차익 | 백만원,2025년말 재무지표_신용평가기준 외환차익은(는) 113827.8백만원입니다.
2025-12-31,2025,연도말,2025년말,외화환산이익,81106.9,백만원,2025년말|재무지표_신용평가기준|외화환산이익|백만원,2025년말 | 2025-12-31 기준 외화환산이익 | 재무지표_신용평가기준 | 외화환산이익 | 백만원,2025년말 재무지표_신용평가기준 외화환산이익은(는) 81106.9백만원입니다.
2025-12-31,2025,연도말,2025년말,외환차손,-96344.8,백만원,2025년말|재무지표_신용평가기준|외환차손|백만원,2025년말 | 2025-12-31 기준 외환차손 | 재무지표_신용평가기준 | 외환차손 | 백만원,2025년말 재무지표_신용평가기준 외환차손은(는) -96344.8백만원입니다.
2025-12-31,2025,연도말,2025년말,외화환산손실,-147083.4,백만원,2025년말|재무지표_신용평가기준|외화환산손실|백만원,2025년말 | 2025-12-31 기준 외화환산손실 | 재무지표_신용평가기준 | 외화환산손실 | 백만원,2025년말 재무지표_신용평가기준 외화환산손실은(는) -147083.4백만원입니다.
2025-12-31,2025,연도말,2025년말,파생상품관련순손익,-39368.7,백만원,2025년말|재무지표_신용평가기준|파생상품관련순손익|백만원,2025년말 | 2025-12-31 기준 파생상품관련순손익 | 재무지표_신용평가기준 | 파생상품관련순손익 | 백만원,2025년말 재무지표_신용평가기준 파생상품관련순손익은(는) -39368.7백만원입니다.
2025-12-31,2025,연도말,2025년말,파생상품평가이익,6923.2,백만원,2025년말|재무지표_신용평가기준|파생상품평가이익|백만원,2025년말 | 2025-12-31 기준 파생상품평가이익 | 재무지표_신용평가기준 | 파생상품평가이익 | 백만원,2025년말 재무지표_신용평가기준 파생상품평가이익은(는) 6923.2백만원입니다.
2025-12-31,2025,연도말,2025년말,파생상품거래이익,9187.9,백만원,2025년말|재무지표_신용평가기준|파생상품거래이익|백만원,2025년말 | 2025-12-31 기준 파생상품거래이익 | 재무지표_신용평가기준 | 파생상품거래이익 | 백만원,2025년말 재무지표_신용평가기준 파생상품거래이익은(는) 9187.9백만원입니다.
2025-12-31,2025,연도말,2025년말,파생상품평가손실,-54227.0,백만원,2025년말|재무지표_신용평가기준|파생상품평가손실|백만원,2025년말 | 2025-12-31 기준 파생상품평가손실 | 재무지표_신용평가기준 | 파생상품평가손실 | 백만원,2025년말 재무지표_신용평가기준 파생상품평가손실은(는) -54227.0백만원입니다.
2025-12-31,2025,연도말,2025년말,파생상품거래손실,-1252.9,백만원,2025년말|재무지표_신용평가기준|파생상품거래손실|백만원,2025년말 | 2025-12-31 기준 파생상품거래손실 | 재무지표_신용평가기준 | 파생상품거래손실 | 백만원,2025년말 재무지표_신용평가기준 파생상품거래손실은(는) -1252.9백만원입니다.
2025-12-31,2025,연도말,2025년말,투자자산관련순손익,2638704.9,백만원,2025년말|재무지표_신용평가기준|투자자산관련순손익|백만원,2025년말 | 2025-12-31 기준 투자자산관련순손익 | 재무지표_신용평가기준 | 투자자산관련순손익 | 백만원,2025년말 재무지표_신용평가기준 투자자산관련순손익은(는) 2638704.9백만원입니다.
2025-12-31,2025,연도말,2025년말,당기손익-공정가치측정금융자산평가이익,2641704.1,백만원,2025년말|재무지표_신용평가기준|당기손익-공정가치측정금융자산평가이익|백만원,2025년말 | 2025-12-31 기준 당기손익-공정가치측정금융자산평가이익 | 재무지표_신용평가기준 | 당기손익-공정가치측정금융자산평가이익 | 백만원,2025년말 재무지표_신용평가기준 당기손익-공정가치측정금융자산평가이익은(는) 2641704.1백만원입니다.
2025-12-31,2025,연도말,2025년말,당기손익-공정가치측정금융자산처분이익,12851.7,백만원,2025년말|재무지표_신용평가기준|당기손익-공정가치측정금융자산처분이익|백만원,2025년말 | 2025-12-31 기준 당기손익-공정가치측정금융자산처분이익 | 재무지표_신용평가기준 | 당기손익-공정가치측정금융자산처분이익 | 백만원,2025년말 재무지표_신용평가기준 당기손익-공정가치측정금융자산처분이익은(는) 12851.7백만원입니다.
2025-12-31,2025,연도말,2025년말,당기손익-공정가치측정금융자산평가손실,-8118.4,백만원,2025년말|재무지표_신용평가기준|당기손익-공정가치측정금융자산평가손실|백만원,2025년말 | 2025-12-31 기준 당기손익-공정가치측정금융자산평가손실 | 재무지표_신용평가기준 | 당기손익-공정가치측정금융자산평가손실 | 백만원,2025년말 재무지표_신용평가기준 당기손익-공정가치측정금융자산평가손실은(는) -8118.4백만원입니다.
2025-12-31,2025,연도말,2025년말,당기손익-공정가치측정금융자산처분손실,-7732.6,백만원,2025년말|재무지표_신용평가기준|당기손익-공정가치측정금융자산처분손실|백만원,2025년말 | 2025-12-31 기준 당기손익-공정가치측정금융자산처분손실 | 재무지표_신용평가기준 | 당기손익-공정가치측정금융자산처분손실 | 백만원,2025년말 재무지표_신용평가기준 당기손익-공정가치측정금융자산처분손실은(는) -7732.6백만원입니다.
2025-12-31,2025,연도말,2025년말,종속/관계기업지분관련순손익,3814.6,백만원,2025년말|재무지표_신용평가기준|종속/관계기업지분관련순손익|백만원,2025년말 | 2025-12-31 기준 종속/관계기업지분관련순손익 | 재무지표_신용평가기준 | 종속/관계기업지분관련순손익 | 백만원,2025년말 재무지표_신용평가기준 종속/관계기업지분관련순손익은(는) 3814.6백만원입니다.
2025-12-31,2025,연도말,2025년말,지분법손익,3814.6,백만원,2025년말|재무지표_신용평가기준|지분법손익|백만원,2025년말 | 2025-12-31 기준 지분법손익 | 재무지표_신용평가기준 | 지분법손익 | 백만원,2025년말 재무지표_신용평가기준 지분법손익은(는) 3814.6백만원입니다.
2025-12-31,2025,연도말,2025년말,유무형리스자산관련순손익,-390719.0,백만원,2025년말|재무지표_신용평가기준|유무형리스자산관련순손익|백만원,2025년말 | 2025-12-31 기준 유무형리스자산관련순손익 | 재무지표_신용평가기준 | 유무형리스자산관련순손익 | 백만원,2025년말 재무지표_신용평가기준 유무형리스자산관련순손익은(는) -390719.0백만원입니다.
2025-12-31,2025,연도말,2025년말,유형자산처분이익,5196.4,백만원,2025년말|재무지표_신용평가기준|유형자산처분이익|백만원,2025년말 | 2025-12-31 기준 유형자산처분이익 | 재무지표_신용평가기준 | 유형자산처분이익 | 백만원,2025년말 재무지표_신용평가기준 유형자산처분이익은(는) 5196.4백만원입니다.
2025-12-31,2025,연도말,2025년말,사용권자산처분이익,83.1,백만원,2025년말|재무지표_신용평가기준|사용권자산처분이익|백만원,2025년말 | 2025-12-31 기준 사용권자산처분이익 | 재무지표_신용평가기준 | 사용권자산처분이익 | 백만원,2025년말 재무지표_신용평가기준 사용권자산처분이익은(는) 83.1백만원입니다.
2025-12-31,2025,연도말,2025년말,무형자산처분이익,18.2,백만원,2025년말|재무지표_신용평가기준|무형자산처분이익|백만원,2025년말 | 2025-12-31 기준 무형자산처분이익 | 재무지표_신용평가기준 | 무형자산처분이익 | 백만원,2025년말 재무지표_신용평가기준 무형자산처분이익은(는) 18.2백만원입니다.
2025-12-31,2025,연도말,2025년말,사업처분이익,25150.9,백만원,2025년말|재무지표_신용평가기준|사업처분이익|백만원,2025년말 | 2025-12-31 기준 사업처분이익 | 재무지표_신용평가기준 | 사업처분이익 | 백만원,2025년말 재무지표_신용평가기준 사업처분이익은(는) 25150.9백만원입니다.
2025-12-31,2025,연도말,2025년말,유형자산처분손실,-13253.1,백만원,2025년말|재무지표_신용평가기준|유형자산처분손실|백만원,2025년말 | 2025-12-31 기준 유형자산처분손실 | 재무지표_신용평가기준 | 유형자산처분손실 | 백만원,2025년말 재무지표_신용평가기준 유형자산처분손실은(는) -13253.1백만원입니다.
2025-12-31,2025,연도말,2025년말,유형자산손상차손,-214426.0,백만원,2025년말|재무지표_신용평가기준|유형자산손상차손|백만원,2025년말 | 2025-12-31 기준 유형자산손상차손 | 재무지표_신용평가기준 | 유형자산손상차손 | 백만원,2025년말 재무지표_신용평가기준 유형자산손상차손은(는) -214426.0백만원입니다.
2025-12-31,2025,연도말,2025년말,사용권자산손상차손,-17451.2,백만원,2025년말|재무지표_신용평가기준|사용권자산손상차손|백만원,2025년말 | 2025-12-31 기준 사용권자산손상차손 | 재무지표_신용평가기준 | 사용권자산손상차손 | 백만원,2025년말 재무지표_신용평가기준 사용권자산손상차손은(는) -17451.2백만원입니다.
2025-12-31,2025,연도말,2025년말,무형자산처분손실,-68.5,백만원,2025년말|재무지표_신용평가기준|무형자산처분손실|백만원,2025년말 | 2025-12-31 기준 무형자산처분손실 | 재무지표_신용평가기준 | 무형자산처분손실 | 백만원,2025년말 재무지표_신용평가기준 무형자산처분손실은(는) -68.5백만원입니다.
2025-12-31,2025,연도말,2025년말,무형자산손상차손,-20024.6,백만원,2025년말|재무지표_신용평가기준|무형자산손상차손|백만원,2025년말 | 2025-12-31 기준 무형자산손상차손 | 재무지표_신용평가기준 | 무형자산손상차손 | 백만원,2025년말 재무지표_신용평가기준 무형자산손상차손은(는) -20024.6백만원입니다.
2025-12-31,2025,연도말,2025년말,사용권자산손상차손환입,3782.3,백만원,2025년말|재무지표_신용평가기준|사용권자산손상차손환입|백만원,2025년말 | 2025-12-31 기준 사용권자산손상차손환입 | 재무지표_신용평가기준 | 사용권자산손상차손환입 | 백만원,2025년말 재무지표_신용평가기준 사용권자산손상차손환입은(는) 3782.3백만원입니다.
2025-12-31,2025,연도말,2025년말,유형자산재평가손실,-20725.1,백만원,2025년말|재무지표_신용평가기준|유형자산재평가손실|백만원,2025년말 | 2025-12-31 기준 유형자산재평가손실 | 재무지표_신용평가기준 | 유형자산재평가손실 | 백만원,2025년말 재무지표_신용평가기준 유형자산재평가손실은(는) -20725.1백만원입니다.
2025-12-31,2025,연도말,2025년말,영업권손상차손,-139001.6,백만원,2025년말|재무지표_신용평가기준|영업권손상차손|백만원,2025년말 | 2025-12-31 기준 영업권손상차손 | 재무지표_신용평가기준 | 영업권손상차손 | 백만원,2025년말 재무지표_신용평가기준 영업권손상차손은(는) -139001.6백만원입니다.
2025-12-31,2025,연도말,2025년말,기타 (+유무형리스자산관련순손익),80892.7,백만원,2025년말|재무지표_신용평가기준|기타 (+유무형리스자산관련순손익)|백만원,2025년말 | 2025-12-31 기준 기타 (+유무형리스자산관련순손익) | 재무지표_신용평가기준 | 기타 (+유무형리스자산관련순손익) | 백만원,2025년말 재무지표_신용평가기준 기타 (+유무형리스자산관련순손익)은(는) 80892.7백만원입니다.
2025-12-31,2025,연도말,2025년말,세전손익,2388829.4,백만원,2025년말|재무지표_신용평가기준|세전손익|백만원,2025년말 | 2025-12-31 기준 세전손익 | 재무지표_신용평가기준 | 세전손익 | 백만원,2025년말 재무지표_신용평가기준 세전손익은(는) 2388829.4백만원입니다.
2024-12-31,2024,연도말,2024년말,무형자산의 취득,7281.0,백만원,2024년말|재무지표_신용평가기준|무형자산의 취득|백만원,2024년말 | 2024-12-31 기준 무형자산의 취득 | 재무지표_신용평가기준 | 무형자산의 취득 | 백만원,2024년말 재무지표_신용평가기준 무형자산의 취득은(는) 7281.0백만원입니다.
2024-12-31,2024,연도말,2024년말,배당금수취,135215.0,백만원,2024년말|재무지표_신용평가기준|배당금수취|백만원,2024년말 | 2024-12-31 기준 배당금수취 | 재무지표_신용평가기준 | 배당금수취 | 백만원,2024년말 재무지표_신용평가기준 배당금수취은(는) 135215.0백만원입니다.
2024-12-31,2024,연도말,2024년말,영업활동으로인한자산ㆍ부채의변동,-346456.0,백만원,2024년말|재무지표_신용평가기준|영업활동으로인한자산ㆍ부채의변동|백만원,2024년말 | 2024-12-31 기준 영업활동으로인한자산ㆍ부채의변동 | 재무지표_신용평가기준 | 영업활동으로인한자산ㆍ부채의변동 | 백만원,2024년말 재무지표_신용평가기준 영업활동으로인한자산ㆍ부채의변동은(는) -346456.0백만원입니다.
2024-12-31,2024,연도말,2024년말,유형자산의 취득,257720.0,백만원,2024년말|재무지표_신용평가기준|유형자산의 취득|백만원,2024년말 | 2024-12-31 기준 유형자산의 취득 | 재무지표_신용평가기준 | 유형자산의 취득 | 백만원,2024년말 재무지표_신용평가기준 유형자산의 취득은(는) 257720.0백만원입니다.
2024-12-31,2024,연도말,2024년말,이자수취,29112.0,백만원,2024년말|재무지표_신용평가기준|이자수취|백만원,2024년말 | 2024-12-31 기준 이자수취 | 재무지표_신용평가기준 | 이자수취 | 백만원,2024년말 재무지표_신용평가기준 이자수취은(는) 29112.0백만원입니다.
2024-12-31,2024,연도말,2024년말,이자지급,299722.0,백만원,2024년말|재무지표_신용평가기준|이자지급|백만원,2024년말 | 2024-12-31 기준 이자지급 | 재무지표_신용평가기준 | 이자지급 | 백만원,2024년말 재무지표_신용평가기준 이자지급은(는) 299722.0백만원입니다.
2024-12-31,2024,연도말,2024년말,(-)배당금지급,-58833.0,백만원,2024년말|재무지표_신용평가기준|(-)배당금지급|백만원,2024년말 | 2024-12-31 기준 (-)배당금지급 | 재무지표_신용평가기준 | (-)배당금지급 | 백만원,2024년말 재무지표_신용평가기준 (-)배당금지급은(는) -58833.0백만원입니다.
2024-12-31,2024,연도말,2024년말,(-)운전자본투자,-346456.0,백만원,2024년말|재무지표_신용평가기준|(-)운전자본투자|백만원,2024년말 | 2024-12-31 기준 (-)운전자본투자 | 재무지표_신용평가기준 | (-)운전자본투자 | 백만원,2024년말 재무지표_신용평가기준 (-)운전자본투자은(는) -346456.0백만원입니다.
