재무계정,사업부,상세항목,기간,수치,단위
매출액,기타,기타,2025-06-30,138,백만원
영업이익,전사(공통),영업이익 (총계),2025-06-30,140,백만원
영업이익,전사(공통),영업이익률(%),2025-06-30,0.008,백만원
영업이익,전사(공통),QoQ(%),2025-06-30,0.036,백만원
영업이익,전사(공통),YoY(%),2025-06-30,0,백만원
영업이익,실리콘,영업이익,2025-06-30,41,백만원
영업이익,실리콘,영업이익률(%),2025-06-30,0.005,백만원
영업이익,실리콘,QoQ(%),2025-06-30,0.099,백만원
영업이익,실리콘,YoY(%),2025-06-30,0.122,백만원
영업이익,건자재,영업이익,2025-06-30,32,백만원
영업이익,건자재,영업이익률(%),2025-06-30,0.013,백만원
영업이익,건자재,QoQ(%),2025-06-30,0.034,백만원
영업이익,건자재,YoY(%),2025-06-30,-0.04,백만원
영업이익,도료,영업이익,2025-06-30,65,백만원
영업이익,도료,영업이익률(%),2025-06-30,0.013,백만원
영업이익,도료,QoQ(%),2025-06-30,0.016,백만원
영업이익,도료,YoY(%),2025-06-30,-0.002,백만원
영업이익,기타,영업이익,2025-06-30,-0.911,백만원
영업이익,기타,영업이익률(%),2025-06-30,-0.001,백만원
영업이익,기타,QoQ(%),2025-06-30,적자지속,백만원
영업이익,기타,YoY(%),2025-06-30,적자지속,백만원
당기순이익,전사(공통),당기순이익 (총계),2025-06-30,893,백만원
당기순이익,전사(공통),당기순익률(%),2025-06-30,0.052,백만원
당기순이익,전사(공통),QoQ(%),2025-06-30,2,백만원
당기순이익,전사(공통),YoY(%),2025-06-30,흑자전환,백만원
당기순이익,전사(공통),지배순이익,2025-06-30,893,백만원
매출액,전사(공통),매출액 (총계),2025-09-30,1623,백만원
매출액,전사(공통),QoQ(%),2025-09-30,-0.005,백만원
매출액,전사(공통),YoY(%),2025-09-30,-0.001,백만원
매출액,실리콘,실리콘,2025-09-30,749,백만원
매출액,건자재,건자재,2025-09-30,247,백만원
매출액,도료,도료,2025-09-30,483,백만원
매출액,기타,기타,2025-09-30,144,백만원
영업이익,전사(공통),영업이익 (총계),2025-09-30,117,백만원
영업이익,전사(공통),영업이익률(%),2025-09-30,0.007,백만원
영업이익,전사(공통),QoQ(%),2025-09-30,-0.017,백만원
영업이익,전사(공통),YoY(%),2025-09-30,-0.006,백만원
영업이익,실리콘,영업이익,2025-09-30,21,백만원
영업이익,실리콘,영업이익률(%),2025-09-30,0.003,백만원
영업이익,실리콘,QoQ(%),2025-09-30,-0.048,백만원
영업이익,실리콘,YoY(%),2025-09-30,-0.017,백만원
영업이익,건자재,영업이익,2025-09-30,33,백만원
영업이익,건자재,영업이익률(%),2025-09-30,0.014,백만원
영업이익,건자재,QoQ(%),2025-09-30,0.005,백만원
영업이익,건자재,YoY(%),2025-09-30,-0.018,백만원
영업이익,도료,영업이익,2025-09-30,57,백만원
영업이익,도료,영업이익률(%),2025-09-30,0.012,백만원
영업이익,도료,QoQ(%),2025-09-30,-0.012,백만원
영업이익,도료,YoY(%),2025-09-30,0,백만원
영업이익,기타,영업이익,2025-09-30,-0.275,백만원
영업이익,기타,영업이익률(%),2025-09-30,0,백만원
영업이익,기타,QoQ(%),2025-09-30,적자지속,백만원
영업이익,기타,YoY(%),2025-09-30,적자지속,백만원
당기순이익,전사(공통),당기순이익 (총계),2025-09-30,326,백만원
당기순이익,전사(공통),당기순익률(%),2025-09-30,0.02,백만원
당기순이익,전사(공통),QoQ(%),2025-09-30,-0.064,백만원
당기순이익,전사(공통),YoY(%),2025-09-30,흑자전환,백만원
당기순이익,전사(공통),지배순이익,2025-09-30,326,백만원
매출액,전사(공통),매출액 (총계),2025-12-31,1556,백만원
매출액,전사(공통),QoQ(%),2025-12-31,-0.004,백만원
매출액,전사(공통),YoY(%),2025-12-31,-0.006,백만원
매출액,실리콘,실리콘,2025-12-31,747,백만원
매출액,건자재,건자재,2025-12-31,235,백만원
매출액,도료,도료,2025-12-31,451,백만원
매출액,기타,기타,2025-12-31,122,백만원
영업이익,전사(공통),영업이익 (총계),2025-12-31,67,백만원
영업이익,전사(공통),영업이익률(%),2025-12-31,0.004,백만원
영업이익,전사(공통),QoQ(%),2025-12-31,-0.043,백만원
영업이익,전사(공통),YoY(%),2025-12-31,-0.032,백만원
영업이익,실리콘,영업이익,2025-12-31,-2,백만원
영업이익,실리콘,영업이익률(%),2025-12-31,0,백만원
영업이익,실리콘,QoQ(%),2025-12-31,적자전환,백만원
영업이익,실리콘,YoY(%),2025-12-31,적자전환,백만원
영업이익,건자재,영업이익,2025-12-31,26,백만원
영업이익,건자재,영업이익률(%),2025-12-31,0.011,백만원
영업이익,건자재,QoQ(%),2025-12-31,-0.022,백만원
영업이익,건자재,YoY(%),2025-12-31,-0.026,백만원
영업이익,도료,영업이익,2025-12-31,42,백만원
영업이익,도료,영업이익률(%),2025-12-31,0.009,백만원
영업이익,도료,QoQ(%),2025-12-31,-0.027,백만원
영업이익,도료,YoY(%),2025-12-31,0.006,백만원
영업이익,기타,영업이익,2025-12-31,-5,백만원
영업이익,기타,영업이익률(%),2025-12-31,-0.004,백만원
영업이익,기타,QoQ(%),2025-12-31,적자지속,백만원
영업이익,기타,YoY(%),2025-12-31,적자지속,백만원
당기순이익,전사(공통),당기순이익 (총계),2025-12-31,275,백만원
당기순이익,전사(공통),당기순익률(%),2025-12-31,0.018,백만원
당기순이익,전사(공통),QoQ(%),2025-12-31,-0.016,백만원
당기순이익,전사(공통),YoY(%),2025-12-31,흑자전환,백만원
당기순이익,전사(공통),지배순이익,2025-12-31,275,백만원
