회사,데이터구분,기준일,연도,분기,기간표준,구분1,구분2,항목,수치,단위,fact_text,keyword_text
KCC,감가상각비,2024-03-31,2024,Q1,2024 Q1,전사,,건자재,9989.0,백만원,"KCC 2024년 1분기 전사 건자재은 9,989백만원입니다. 기준일은 2024-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 건자재 | 백만원
KCC,감가상각비,2024-03-31,2024,Q1,2024 Q1,전사,,기타,24070.0,백만원,"KCC 2024년 1분기 전사 기타은 24,070백만원입니다. 기준일은 2024-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 기타 | 백만원
KCC,감가상각비,2024-03-31,2024,Q1,2024 Q1,전사,,도료,6445.0,백만원,"KCC 2024년 1분기 전사 도료은 6,445백만원입니다. 기준일은 2024-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 도료 | 백만원
KCC,감가상각비,2024-03-31,2024,Q1,2024 Q1,전사,,실리콘,64841.0,백만원,"KCC 2024년 1분기 전사 실리콘은 64,841백만원입니다. 기준일은 2024-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 실리콘 | 백만원
KCC,감가상각비,2024-03-31,2024,Q1,2024 Q1,전사,,합계,105345.0,백만원,"KCC 2024년 1분기 전사 합계은 105,345백만원입니다. 기준일은 2024-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 합계 | 백만원
KCC,부문정보,2024-03-31,2024,Q1,2024 Q1,건자재,매출액,매출액,264531.0,백만원,"KCC 2024년 1분기 건자재 매출액 매출액은 264,531백만원입니다. 기준일은 2024-03-31이며 데이터 구분은 부문정보입니다.",KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 매출액 | 매출 | sales | revenue | 백만원
KCC,부문정보,2024-03-31,2024,Q1,2024 Q1,건자재,영업이익,QoQ(%),-15.0,%,KCC 2024년 1분기 건자재 영업이익 QoQ(%)은 -15%입니다. 기준일은 2024-03-31이며 데이터 구분은 부문정보입니다.,KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 영업이익 | QoQ(%) | %
KCC,부문정보,2024-03-31,2024,Q1,2024 Q1,건자재,영업이익,YoY(%),27.0,%,KCC 2024년 1분기 건자재 영업이익 YoY(%)은 27%입니다. 기준일은 2024-03-31이며 데이터 구분은 부문정보입니다.,KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 영업이익 | YoY(%) | %
KCC,부문정보,2024-03-31,2024,Q1,2024 Q1,건자재,영업이익,영업이익,44442.0,백만원,"KCC 2024년 1분기 건자재 영업이익 영업이익은 44,442백만원입니다. 기준일은 2024-03-31이며 데이터 구분은 부문정보입니다.",KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 영업이익 | operating profit | operating income | 영업이익률 | operating margin | 백만원
KCC,부문정보,2024-03-31,2024,Q1,2024 Q1,건자재,영업이익,영업이익률(%),17.0,%,KCC 2024년 1분기 건자재 영업이익 영업이익률(%)은 17%입니다. 기준일은 2024-03-31이며 데이터 구분은 부문정보입니다.,KCC | 2024 | 2024년 | Q1 | 1분기 | 2024-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 영업이익 | 영업이익률(%) | operating profit | operating income | 영업이익률 | operating margin | %
