기준일,연도,분기,기간표준,항목,수치,단위
2023-06-30,2023,Q2,2023 Q2,현금및현금성자산,973610,백만원
2023-03-31,2023,Q1,2023 Q1,   무형자산의 취득,6067,백만원
2023-03-31,2023,Q1,2023 Q1,   배당금수취,144,백만원
2023-03-31,2023,Q1,2023 Q1,   영업활동으로인한자산ㆍ부채의변동,-128279,백만원
2023-03-31,2023,Q1,2023 Q1,   유형자산의 취득,114720,백만원
2023-03-31,2023,Q1,2023 Q1,   이자수취,9400,백만원
2023-03-31,2023,Q1,2023 Q1,   이자지급,48830,백만원
2023-03-31,2023,Q1,2023 Q1,(-)운전자본투자,-128279,백만원
2023-03-31,2023,Q1,2023 Q1,(-)자본적지출,120788,백만원
2023-03-31,2023,Q1,2023 Q1,EBITDA,206201,백만원
2023-03-31,2023,Q1,2023 Q1,EBITDA/매출액,13,%
2023-03-31,2023,Q1,2023 Q1,EBITDA/이자비용,4,%
2023-03-31,2023,Q1,2023 Q1,FCF(잉여현금흐름),-140649,백만원
2023-03-31,2023,Q1,2023 Q1,NCF(순영업현금흐름),-19862,백만원
2023-03-31,2023,Q1,2023 Q1,OCF(총영업현금흐름),108417,백만원
2023-03-31,2023,Q1,2023 Q1,감가상각비,88367,백만원
2023-03-31,2023,Q1,2023 Q1,단기금융상품,488875,백만원
2023-03-31,2023,Q1,2023 Q1,당기순이익,-15452,백만원
2023-03-31,2023,Q1,2023 Q1,대손상각비,1290,백만원
2023-03-31,2023,Q1,2023 Q1,리스부채,140034,백만원
2023-03-31,2023,Q1,2023 Q1,매출액,1564940,백만원
2023-03-31,2023,Q1,2023 Q1,무형자산상각비,15456,백만원
2023-03-31,2023,Q1,2023 Q1,부채비율,140,%
2023-03-31,2023,Q1,2023 Q1,부채총계,7771260,백만원
2023-03-31,2023,Q1,2023 Q1,사용권자산상각비,7070,백만원
2023-03-31,2023,Q1,2023 Q1,세전손익,28085,백만원
2023-03-31,2023,Q1,2023 Q1,순차입금,3916480,백만원
2023-03-31,2023,Q1,2023 Q1,순차입금/EBITDA(배),5,배
2023-03-31,2023,Q1,2023 Q1,영업이익,75828,백만원
2023-03-31,2023,Q1,2023 Q1,영업이익률,5,%
2023-03-31,2023,Q1,2023 Q1,영업활동현금흐름,19425,백만원
2023-03-31,2023,Q1,2023 Q1,이자비용,51779,백만원
2023-03-31,2023,Q1,2023 Q1,자본총계,5533650,백만원
2023-03-31,2023,Q1,2023 Q1,자산총계,13304900,백만원
2023-03-31,2023,Q1,2023 Q1,조정,900,백만원
2023-03-31,2023,Q1,2023 Q1,차입금,5096570,백만원
2023-03-31,2023,Q1,2023 Q1,차입금의존도,39,%
2023-03-31,2023,Q1,2023 Q1,총차입금,5236610,백만원
2023-03-31,2023,Q1,2023 Q1,총차입금/EBITDA(배),6,배
2023-03-31,2023,Q1,2023 Q1,퇴직급여,18190,백만원
2023-03-31,2023,Q1,2023 Q1,현금및현금성자산,830351,백만원
