,(단위 : 원),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순번,계정명,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,2024-03-31,2024-06-30,2024-09-30,2024-12-31,2025-03-31,2025-06-30,2025-09-30
01-02-34,유형자산처분이익," 35,794,812 "," 1,051,398,435 "," 1,469,750,484 "," 1,559,700,937 "," 36,355,000 "," 91,372,727 "," 990,320,792 "," 1,085,379,425 "," 75,884,536 "," 8,556,596,367 "," 8,829,139,780 "," 9,022,681,816 "," 182,939,244 "," 598,950,078 "," 1,552,565,004 "," 4,774,112,574 "," 15,073,751,352 "," 17,892,010,137 "," 18,804,547,845 "," 19,320,240,859 "," 278,917,828 "," 1,635,050,633 "," 1,816,858,573 "," 2,211,720,244 "," 14,513,941,631 "," 16,868,157,904 "," 17,667,135,633 "," 18,382,079,145 "," 178,409,150 "," 622,023,959 "," 1,132,791,042 "," 3,656,311,684 "," 123,874,410 "," 646,378,348 "," 1,875,242,623 "
01-02-35,사용권자산처분이익, - , - , - , - , - , - , - , - , - , - , - , - ,"-97,782 ","-124,482 ","-124,482 ","-166,208 ","-302,856 ","-302,856 "," 799,674 ","-2,340,020 "," 3,724,970 "," 5,849,272 "," 7,130,298 "," 12,160,574 "," 16,864,553 "," 16,864,553 "," 33,011,525 "," 33,033,108 "," 654,709 "," 32,984,978 "," 38,095,163 "," 38,957,503 "," 456,150 "," 80,436,602 "," 81,171,681 "
01-02-36,무형자산처분이익, - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 52,000,000 "," 52,000,000 ", - , - ," 2,000,000 "," 2,000,000 ", - ," 91,756,966 "," 91,756,966 "," 91,756,966 ", - , - , - , - , - , - , - , - , - , - ," 18,240,342 "
01-02-37,투자부동산처분이익, - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 78,973,635,000 "," 78,973,635,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-38,투자부동산처분손실, - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 747,143,743 "," 747,143,743 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-39,중단영업처분이익, - , - , - , - , - , - , - , - , - , - , - , - ,"-77,666,566,099 ","-77,666,566,099 ","-77,666,566,099 ","-77,666,566,099 ","-142,857,176,007 ","-192,646,204,665 ","-191,142,191,055 ","-191,142,191,055 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-40,수선비 등," 188,592,085 "," 316,135,464 "," 1,334,978,647 "," 2,224,211,686 "," 645,205,130 "," 1,025,461,560 "," 1,545,181,545 "," 4,023,668,155 "," 275,415,941 "," 581,983,563 "," 1,094,077,356 "," 1,969,292,382 "," 394,651,336 "," 394,567,000 "," 435,145,944 "," 3,513,835,880 "," 67,716,516 "," 172,075,821 "," 1,236,978,185 "," 1,933,925,206 "," 847,177,037 "," 2,560,640,401 "," 2,949,840,401 "," 3,461,543,043 "," 126,368,081 "," 886,000,534 "," 1,745,437,661 "," 3,452,911,968 "," 38,805,062 "," 1,113,037,962 "," 1,243,398,720 "," 3,032,303,952 "," 105,371,987 "," 381,903,570 "," 2,302,102,365 "
01-02-41,유형자산손상차손, - , - ," 2,097,935,755 ", - , - , - , - ," 19,591,342,557 "," 281,069,044 "," 690,530,144 "," 690,530,144 "," 47,698,207,321 ", - , - ," 711,207,116 "," 17,156,528,965 "," 23,434,763 "," 23,434,763 "," 23,434,763 "," 34,346,750 ", - , - ," 472,677,495 "," 694,052,495 ", - , - ," 133,242,971 "," 133,242,971 ", - , - , - , - , - , - , - 
01-02-42,종속기업/관계기업/공동기업투자손상차손, - , - , - ," 105,302,634,514 ", - , - , - , - , - , - , - ," 260,290,201,287 ", - , - , - ," 142,949,138,257 ", - , - , - ,"-65,538,493,643 ", - , - , - ,"-33,505,385,696 ", - , - , - , - , - , - , - ," 2,031,998,600 ", - , - , - 
01-02-43,만기보유금융자산손상차손, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-44,충당부채전입액," 1,313,487,733 "," 3,129,243,127 "," 4,680,012,189 "," 7,766,663,253 "," 1,931,547,291 "," 3,431,679,973 "," 4,897,123,995 "," 6,785,817,008 "," 2,093,734,438 "," 6,010,730,670 "," 7,563,490,447 "," 9,244,040,821 "," 740,665,584 "," 1,565,936,437 "," 2,617,171,432 "," 3,510,184,003 "," 563,636,769 "," 1,278,222,691 "," 1,935,418,256 "," 2,680,652,018 "," 595,577,522 ","-3,398,150,959 ","-3,087,350,852 ","-2,912,863,713 "," 507,903,531 "," 1,029,644,394 "," 2,352,889,303 "," 3,788,688,961 "," 567,926,652 "," 2,394,372,592 "," 3,711,344,702 "," 5,086,638,753 "," 310,292,440 "," 786,955,245 "," 1,248,076,142 "
01-02-45,충당부채환입액, - , - ," 212,655,455 ","-212,655,455 ", - , - , - ,"-1,180,885,447 "," 26,065,869 "," 101,912,976 "," 174,364,393 "," 205,379,213 "," 78,493,139 "," 153,705,477 "," 153,705,477 "," 93,561,240 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-46,잡이익, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 8,093,640,000 ", - , - , - ," 1,474,449 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-47,사채상환손실, - , - , - , - , - ," 5,577,000,000 "," 5,577,000,000 "," 5,577,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-48,기타, - , - , - ," 20,677,932,669 ","-88,600 "," 44,911,400 "," 69,801,400 "," 45,000,000 ", - ," 4,000,161,180 "," 4,000,161,180 "," 3,068,993,180 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-49,매각예정분류자산의 처분이익, - , - , - , - , - , - ," 9,348,978,144 "," 9,348,978,144 ", - , - , - , - , - , - , - , - ," 6,551,222,981 "," 6,551,222,981 "," 6,551,222,981 "," 6,551,222,981 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-50,금융보증부채환입, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-49,103,141,786 ", - , - , - , - , - , - , - , - , - , - , - 
01-02-51,손해배상비용, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 3,657,534,246 ", - , - , - , - , - , - , - , - , - , - , - 
01-02-52,기타장기종업원급여," 95,148,006 "," 190,296,012 "," 285,444,018 "," 486,530,398 "," 100,382,734 "," 200,765,468 "," 301,148,202 "," 442,614,649 "," 96,067,575 "," 192,135,150 "," 288,202,725 "," 1,519,618,962 "," 78,404,770 "," 156,809,540 "," 235,214,310 "," 1,009,675,147 "," 71,404,714 "," 142,809,427 "," 214,214,140 "," 465,873,989 "," 81,521,727 "," 163,043,454 "," 244,565,180 "," 683,557,126 "," 327,289,169 "," 654,578,337 "," 981,867,506 "," 2,447,813,171 "," 148,721,081 "," 297,442,161 "," 446,163,242 "," 2,822,158,343 "," 193,517,118 "," 387,034,236 "," 580,551,354 "
01-02-53,수입임대료, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 654,578,337 ", - , - , - ,"-387,637,331 ","-799,020,167 ","-1,223,065,049 ","-521,889,623 ","-1,007,368,795 ","-1,468,973,765 "
01-03,   영업활동으로인한자산ㆍ부채의변동,"-11,235,439,236 "," 5,993,102,663 ","-81,680,297,762 ","-52,133,800,211 ","-31,535,020,586 ","-23,924,110,951 ","-64,543,610,635 ","-12,851,902,144 ","-55,565,298,634 ","-30,600,051,857 ","-32,179,181,918 ","-16,290,510,863 ","-9,418,933,153 ","-34,351,594,274 ","-46,621,417,118 "," 59,130,620,531 ","-19,553,803,112 ","-43,442,645,368 ","-55,521,576,230 ","-80,743,989,779 ","-39,712,421,205 ","-86,715,516,075 ","-109,837,567,846 ","-150,552,848,952 ","-39,385,859,688 ","-30,832,647,067 ","-64,067,925,677 ","-42,641,405,544 ","-65,064,043,368 ","-66,235,936,993 ","-65,415,968,706 ","-134,502,900,278 "," 11,197,528,762 "," 28,152,461,506 ","-3,564,829,468 "
01-03-01,매출채권의 감소(증가)," 58,221,526,469 "," 18,164,708,922 ","-16,307,366,448 ","-37,919,011,208 "," 33,749,781,741 ","-11,942,093,266 "," 65,559,742,250 "," 109,303,323,081 "," 48,083,465,194 ","-1,917,096,715 "," 37,115,195,336 "," 62,847,046,585 "," 5,745,917,530 "," 7,641,766,865 "," 18,184,551,450 "," 26,481,614,136 ","-3,019,528,666 ","-49,172,169,445 ","-16,472,816,913 ","-30,981,650,923 ","-6,918,446,221 ","-66,800,112,743 ","-73,577,516,862 ","-99,861,969,075 ","-6,052,980,529 ","-24,727,309,232 ","-31,836,663,727 ","-424,207,136 ","-16,145,700,535 ","-69,678,866,002 ","-12,292,942,675 ","-15,904,812,897 "," 39,716,375,274 "," 4,830,571,162 ","-14,415,525,887 "
01-03-02,(유동)기타채권의 감소(증가)," 8,882,286,338 "," 10,420,933,374 ", - ,"-3,072,378,553 "," 14,447,711,165 "," 9,299,737,891 "," 8,660,156,307 ","-1,016,465,976 "," 13,627,764,390 "," 11,715,260,334 "," 8,346,746,505 "," 3,540,225,615 "," 12,798,338,132 "," 13,019,246,252 "," 5,860,896,605 "," 4,760,444,657 "," 11,387,909,608 "," 6,274,086,691 "," 4,129,904,723 "," 2,666,775,057 "," 3,536,217,815 "," 11,011,406,525 "," 7,404,682,820 "," 1,715,156,725 "," 16,430,611,337 "," 16,816,283,566 "," 16,394,201,368 "," 11,383,787,677 "," 11,268,732,715 "," 7,287,914,715 "," 5,282,581,459 ","-5,239,420,159 ","-105,626,286 ","-4,460,345,378 ","-8,827,897,837 "
01-03-03,선급금의 감소(증가),"-8,927,345,395 ","-16,276,597,609 ","-23,983,126,805 ","-8,717,990,673 ","-196,132,630 ","-2,018,497,023 ","-1,707,964,621 ","-4,943,715,737 "," 3,785,588,007 "," 5,641,781,814 ","-5,596,123,540 "," 5,087,310,363 ","-276,390,308 "," 1,720,581,977 "," 1,196,008,371 "," 256,847,113 "," 2,526,163,615 "," 2,635,232,465 "," 2,423,789,293 ","-3,276,175,628 ","-397,297,744 ","-5,580,072,859 ","-994,266,943 "," 45,967,985 ","-526,086,910 ","-1,591,966,350 ","-1,323,257,162 ","-1,809,910,497 ","-1,229,084,788 ","-1,640,327,670 "," 491,517,990 "," 824,701,772 "," 687,293,411 "," 926,784,841 "," 1,170,358,069 "
01-03-04,선급비용의 감소(증가)," 549,536,324 ","-748,796,957 ","-47,370,399 "," 727,573,849 "," 642,431,362 ","-1,259,207,583 ","-435,751,112 "," 273,382,110 ","-465,421,523 ","-1,308,343,460 ","-386,604,111 "," 138,474,776 ","-221,811,697 ","-997,714,671 ","-356,089,766 "," 6,164,560 ","-134,578,375 ","-686,871,236 ","-258,985,101 ","-19,628,369 ","-329,565,857 ","-1,073,601,922 ","-514,426,066 ","-84,175,823 ","-272,986,911 ","-45,912,512,431 ","-625,062,191 ","-199,645,289 ","-319,486,920 ","-1,849,889,955 ","-834,926,541 ","-101,529,610 ","-630,309,979 ","-737,796,439 ","-115,528,385 "
01-03-05,재고자산의 감소(증가),"-14,257,139,745 ","-2,737,873,972 ","-3,873,429,570 ","-6,945,133,171 ","-18,349,452,351 ","-32,105,091,302 ","-67,516,954,670 ","-57,340,552,944 "," 6,480,112,571 "," 16,507,287,656 ","-4,679,900,608 ","-7,055,510,870 ","-25,242,625,737 ","-25,919,500,279 ","-12,650,781,005 "," 2,524,803,594 ","-17,318,380,940 ","-46,411,622,098 ","-61,277,260,960 ","-85,750,469,057 ","-26,570,186,828 ","-46,912,593,636 ","-59,111,675,673 ","-69,298,317,707 ","-6,688,621,116 ","-45,912,512,431 ","-47,613,814,401 ","-53,285,736,210 "," 7,488,538,519 "," 5,053,269,717 ","-10,311,194,176 ","-34,883,329,095 "," 13,085,038,094 "," 46,565,838,561 "," 52,193,590,601 "
01-03-06,장기매출채권의 감소(증가),"-5,294,530,220 ","-5,595,327,793 ","-5,214,276,517 ","-5,298,680,991 ","-1,320,017,208 ","-4,167,970,005 ","-5,100,907,649 ","-5,190,233,452 ","-1,135,544,957 ","-1,602,655,553 ","-2,676,113,070 ","-6,335,830,630 "," 790,308,025 "," 224,056,734 ","-590,231,632 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-07,매입채무의 증가(감소)," 10,128,071,342 "," 36,709,123,086 "," 18,361,498,895 "," 22,573,191,324 ","-15,568,978,852 "," 22,491,013,835 ","-9,973,781,804 ","-19,406,321,937 ","-43,148,193,583 ","-6,010,318,055 ","-10,152,449,295 ","-11,279,976,700 ","-503,710,306 ","-23,968,540,472 ","-33,855,105,662 "," 14,808,573,881 "," 20,803,613,263 "," 58,023,857,106 "," 39,055,565,224 "," 57,165,728,490 "," 16,661,857,107 "," 33,532,159,892 "," 20,241,981,816 "," 17,016,569,296 ","-7,094,400,896 "," 16,642,359,894 "," 26,600,999 "," 8,995,456,353 ","-8,168,101,133 "," 27,486,538,779 ","-9,762,921,970 ","-16,776,246,003 ","-1,507,243,902 "," 9,148,368,646 ","-1,586,676,221 "
01-03-08,기타비유동채권의 감소(증가)," 1,110,000,000 "," 2,013,373,200 ", - , - , - ," 1,272,962,750 ","-5,262,855,500 ","-5,275,855,500 ", - , - , - , - , - , - , - , - ,"-1,040,515,918 ","-1,040,515,918 ","-1,040,515,918 ","-1,085,452,481 ", - ," 44,876,823 "," 44,876,823 "," 44,813,804 ", - , - , - , - , - , - , - , - , - , - , - 
01-03-09,(유동)기타부채의 감소(증가),"-58,049,729,929 ","-21,013,139,554 ","-46,628,611,877 "," 14,778,268,288 ","-43,591,842,139 ","-208,080,806 ","-41,207,013,354 "," 10,591,748,397 ","-79,524,449,392 ","-49,994,721,930 ","-47,450,313,591 ","-10,946,490,970 ","-37,868,729,808 ","-36,100,657,346 ","-33,527,063,382 ","-24,395,520,286 ","-25,184,285,171 "," 4,375,915,537 "," 5,018,499,944 "," 29,162,162,530 ","-20,118,282,271 "," 2,030,053,526 "," 10,132,379,335 "," 32,448,547,568 ","-31,492,005,244 "," 15,535,340,918 "," 9,937,109,677 "," 33,800,484,061 ","-53,875,261,981 ","-22,698,436,804 ","-25,936,436,333 ","-19,201,241,730 ","-33,834,693,923 ","-20,855,035,656 ","-23,707,735,844 "
01-03-10,(비유동)기타부채의 증가(감소), - , - ," 2,013,373,200 "," 2,231,516,200 "," 1,282,025,000 ", - , - , - ," 99,457,920 "," 606,657,920 ","-1,114,214,080 ","-1,054,214,080 "," 37,890,267,500 "," 38,094,167,500 "," 20,884,532,500 "," 43,863,737,987 "," 852,750,000 "," 1,481,161,767 ","-6,245,194,233 ","-8,954,966,233 "," 2,601,933,000 ","-528,805,000 ","-528,305,000 ","-923,425,000 ", - , - , - , - , - , - , - ," 157,762 ", - ," 2,181,536 "," 2,181,536 "
01-03-11,국민연금전환금의 감소(증가),"-7,718,055,588 ","-10,104,044,969 "," 10,083,600 "," 12,734,400 "," 21,381,000 "," 24,104,000 "," 33,011,200 "," 33,011,200 "," 7,715,600 "," 8,377,700 "," 8,411,600 "," 90,272,940 "," 19,039,600 "," 19,039,600 "," 26,511,400 "," 26,511,400 "," 7,409,700 "," 7,409,700 "," 8,429,700 "," 10,683,900 "," 14,897,500 "," 15,353,600 "," 21,711,800 "," 23,393,900 "," 5,208,500 "," 5,208,500 "," 8,372,300 "," 13,499,800 "," 3,260,600 "," 3,260,600 "," 5,689,400 "," 6,131,000 "," 3,087,300 "," 5,094,900 "," 5,094,900 "
01-03-12,퇴직금의 지급, - , - ,"-2,412,989,939 ","-25,683,344,799 ","-1,021,870,720 ","-1,649,768,659 ","-1,872,720,871 ","-33,425,337,638 "," 2,779,634,302 "," 2,849,879,815 "," 3,999,626,955 "," 8,914,677,341 "," 1,902,547,575 "," 6,637,302,600 "," 10,019,279,130 "," 28,500,982,034 "," 16,797,455,398 "," 21,331,869,308 "," 27,178,776,208 "," 40,689,969,032 "," 15,669,189,126 "," 20,860,890,591 "," 23,947,315,909 "," 30,685,779,134 "," 8,428,358,029 "," 12,157,762,408 ","-15,588,306,194 ","-24,768,313,915 ","-6,875,470,358 ","-11,540,290,805 ","-16,096,584,179 ","-21,766,223,627 ","-12,043,939,317 ","-15,495,053,712 ","-18,499,881,700 "
01-03-13,사외적립자산의 감소(증가)," 5,647,192,319 "," 7,996,407,279 ", - , - , - , - , - , - , - , - , - ,"-39,100,000,000 ", - , - , - ," 19,706,757,189 "," 8,898,306,647 "," 3,337,673,815 "," 7,728,476,796 "," 5,152,122,475 "," 7,812,146,792 "," 9,257,923,189 "," 12,175,767,878 "," 994,494,783 "," 5,191,968,198 "," 5,697,700,696 "," 9,045,094,888 ","-12,965,815,686 "," 3,472,704,654 "," 3,991,063,359 "," 8,252,236,081 ","-16,448,074,640 "," 6,423,973,720 "," 9,787,643,748 "," 12,614,537,748 "
01-03-14,기타장기종업원급여의 지급,"-89,247,500 ","-250,670,795 ","-394,628,895 ","-457,091,995 ","-151,899,400 ","-182,725,100 ","-220,725,300 ","-304,537,200 "," 83,050,500 "," 164,440,300 "," 281,131,050 "," 496,161,850 "," 86,488,550 "," 219,352,700 "," 333,197,900 "," 450,867,700 "," 91,391,150 "," 217,209,000 "," 326,524,100 "," 447,883,300 "," 80,194,400 "," 241,562,500 "," 376,992,150 "," 494,751,850 "," 91,967,080 "," 367,975,534 ","-520,369,874 ","-729,087,327 ","-236,504,015 ","-484,217,544 ","-751,991,897 ","-876,631,997 ","-240,629,032 ","-655,044,154 ","-1,074,582,704 "
01-03-15,관계회사퇴직급의 전입," 46,443,754 "," 101,090,383 "," 101,090,383 "," 1,215,754,162 "," 17,299,780 "," 17,299,780 "," 17,299,780 "," 1,483,076,185 ", - ," 66,005,883 "," 407,886,302 "," 1,625,476,785 ", - , - , - ," 2,050,774,499 ", - , - , - ,"-2,153,074,747 ", - , - , - ,"-131,823,771 ", - , - , - ," 758,250,745 ", - , - , - ," 713,988,937 ", - , - , - 
01-03-16,"사후처리, 복구, 정화 비용을 위한 충당부채의 증가(감소)", - , - ,"-109,080,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-17,당기손익인식금융자산의 취득, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-18,당기손익인식금융자산의 증가, - ,"-10,000,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-19,하자보수충당부채의 증가(감소),"-1,484,447,405 ","-2,672,446,932 ","-3,195,463,390 ","-4,788,127,044 ","-697,457,334 ","-1,448,795,463 ","-2,428,145,291 ","-4,210,962,733 "," 513,108,059 "," 1,297,967,336 "," 1,720,945,361 "," 4,205,455,486 "," 560,499,959 "," 1,227,385,134 "," 1,442,168,967 "," 2,008,238,465 "," 443,820,327 "," 717,725,444 "," 1,086,168,477 "," 1,542,192,461 "," 256,310,972 "," 599,650,379 "," 798,469,715 "," 1,334,784,081 "," 294,599,102 "," 526,881,607 "," 1,588,627,020 "," 2,855,568,919 "," 346,577,246 "," 1,880,261,986 "," 3,023,366,477 "," 4,137,804,788 "," 222,520,760 "," 565,824,437 "," 857,121,328 "
01-03-20,산림훼손충당부채의 지급, - ,"-13,635,000 ", - ,"-791,080,000 ","-798,000,000 ","-2,047,000,000 ","-3,087,000,000 ","-3,422,460,000 ", - , - , - ," 231,000,000 ", - , - , - , - , - , - , - , - , - ,"-10,000,000 ","-10,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - 
01-03-21,포인트적립충당부채의 지급, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-26,766,572 ","-71,641,906 ", - ,"-383,204,340 ","-554,599,201 ","-101,092,880 ","-285,693,397 ","-437,629,388 ","-580,265,203 ","-133,275,838 ","-295,622,112 ","-416,342,416 "
01-03-22,법인세의 납부(환급)," 19,478,389,739 "," 44,663,584,913 "," 58,287,954,191 "," 71,984,062,855 "," 2,189,711,283 "," 23,841,393,221 "," 31,201,427,195 "," 38,938,065,951 "," 2,205,435,971 "," 150,591,913,102 "," 170,625,175,914 "," 189,513,841,158 "," 1,521,274,561 ","-33,248,230,143 ","-32,079,665,163 ","-31,093,968,485 "," 39,849,974,277 "," 87,113,052,473 "," 122,559,160,857 "," 124,574,081,297 "," 7,577,651,317 "," 30,694,278,508 "," 55,213,233,263 "," 56,764,984,700 "," 1,220,768,427 "," 12,244,978,196 "," 22,911,316,295 "," 34,966,835,394 "," 3,020,517,237 "," 27,255,654,237 "," 37,551,517,007 "," 48,340,292,784 "," 49,833,531,988 "," 110,624,294,764 "," 132,728,229,291 "
01-03-23,유형자산재평가손실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - ,,," 9,862,729,672 "," 10,830,128,255 "," 10,830,128,255 "
01-03-24,투자부동산평가이익,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - ,,," 635,047,975 "," 963,737,601 "," 1,226,383,888 "
01-03-25,투자부동산평가손실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - ,,," 1,344,880,551 "," 5,990,687,347 "," 4,579,541,006 "
02,투자활동현금흐름,"-91,942,879,629 ","-241,379,784,102 ","-644,067,936,144 ","-672,969,611,307 ","-237,147,074,833 "," 464,646,828,411 "," 434,950,596,944 ","-65,506,105,336 ","-32,099,275,318 ","-532,668,455,269 ","-721,630,639,823 ","-700,426,668,954 ","-83,081,472,593 "," 127,462,291,668 "," 159,412,078,969 ","-172,320,054,320 ","-371,183,823,130 ","-536,178,312,028 ","-539,956,997,966 ","-52,149,527,582 ","-403,500,256,480 ","-444,701,149,555 "," 19,941,529,102 "," 266,916,402,990 ","-109,839,304,971 ","-156,194,943,218 ","-190,654,638,612 ","-192,492,269,240 ","-110,680,207,326 ","-370,129,376,476 ","-426,922,143,527 ","-1,006,226,616,752 ","-19,778,950,148 "," 170,377,702,301 ","-647,700,443,110 "
02-01,종속기업/관계기업/공동기업투자주식의 취득, - , - , - ," 56,015,300 ", - , - , - , - ," 10,323,760,000 "," 654,426,671,809 "," 662,790,271,809 "," 693,162,331,809 "," 11,588,000,000 "," 21,279,600,000 "," 24,865,200,000 "," 24,865,200,000 "," 400,117,118,913 "," 793,252,816,157 "," 822,753,372,593 "," 835,584,318,167 "," 19,988,169,340 "," 20,377,062,228 "," 22,742,178,664 "," 27,320,407,100 "," 13,572,239,640 "," 24,309,099,128 "," 27,299,865,564 "," 31,698,332,000 "," 4,957,260,039 "," 819,676,896,305 "," 820,737,911,243 "," 1,400,457,911,243 ", - ," 16,988,485,360 "," 1,121,672,157,860 "
02-02,국공채의 취득, - , - , - , - , - ," 187,675,676 "," 230,262,293 "," 253,737,564 "," 9,372,764 "," 13,029,459 "," 84,345,095 "," 121,669,603 "," 2,772,513 "," 27,521,155 "," 27,521,155 "," 28,265,025 "," 23,108,395 "," 87,833,110 "," 87,833,110 "," 87,833,110 "," 31,920,000 "," 42,610,000 "," 42,610,000 "," 42,610,000 "," 1,230,000 "," 5,485,000 "," 6,900,000 "," 39,250,000 "," 615,000 "," 2,050,000 "," 2,050,000 "," 2,050,000 ", - , - , - 
02-03,파생품정산순결재액," 313,426,258 "," 765,309,603 "," 1,264,793,669 "," 1,848,986,279 "," 831,716,787 ","-20,162,109,943 ","-22,082,352,711 ","-21,464,241,309 "," 638,075,450 "," 1,311,083,970 "," 1,647,954,713 "," 1,939,905,873 "," 130,016,565 "," 487,748,314 "," 2,987,880,995 "," 2,468,807,013 "," 120,675,045 "," 441,195,167 "," 773,846,027 "," 1,388,960,392 ","-645,294,394 ","-365,386,178 "," 125,146,349 "," 1,145,721,416 "," 839,524,313 "," 1,821,585,709 "," 3,127,452,306 "," 4,523,369,298 "," 1,508,877,553 "," 9,660,960,374 "," 11,036,488,301 "," 12,337,305,043 "," 22,274,689,663 "," 23,536,713,075 "," 24,959,707,167 "
02-04,단기대여금의 감소," 370,000,000 "," 685,000,000 "," 841,338,983 "," 844,338,983 "," 227,000,000 "," 677,000,000 "," 2,077,000,000 "," 2,127,000,000 "," 220,000,000 "," 2,061,734,183 "," 2,111,734,183 "," 2,111,734,183 "," 100,000,000 "," 100,000,000 "," 430,000,000 "," 750,000,000 "," 20,723,178,664 "," 21,763,726,175 "," 23,128,867,850 "," 53,064,304,933 "," 1,040,891,203 "," 2,061,929,458 "," 2,977,705,563 "," 3,814,250,837 "," 1,000,439,233 "," 1,893,091,265 "," 2,807,043,316 "," 3,673,006,462 "," 1,053,640,909 "," 2,074,104,354 "," 3,063,819,750 "," 4,454,705,912 "," 1,506,173,939 "," 2,600,260,217 "," 3,756,476,640 "
02-05,장기대여금의 감소," 1,520,825,409 "," 2,969,855,404 "," 4,451,209,730 "," 5,843,157,512 "," 1,504,232,037 "," 2,826,581,320 "," 4,481,481,729 "," 6,193,779,779 "," 1,723,021,778 "," 3,120,504,777 "," 5,870,949,469 "," 7,900,017,559 "," 1,655,090,420 "," 32,856,289,520 "," 34,392,880,702 "," 46,321,845,379 "," 67,317,900 "," 159,970,500 "," 321,971,300 "," 359,821,000 "," 17,549,700 "," 14,224,800 "," 113,150,700 "," 175,975,400 "," 80,424,700 "," 156,874,200 "," 223,376,900 "," 290,129,600 "," 66,752,700 "," 131,045,900 "," 196,420,700 "," 269,295,500 "," 63,874,800 "," 83,267,548 "," 147,099,767,548 "
02-06,단기대여금의 증가,"-220,000,000 ","-420,000,000 "," 3,820,000,000 "," 3,820,000,000 ", - ," 550,000,000 "," 1,950,000,000 "," 1,950,000,000 "," 270,000,000 "," 470,000,000 "," 1,270,000,000 "," 2,020,000,000 ", - , - , - ," 20,200,000,000 "," 791,660,000 "," 1,426,660,000 "," 2,578,123,000 "," 3,125,613,000 "," 1,195,000,000 ", - , - , - ," 70,000,000 "," 520,000,000 "," 820,000,000 "," 820,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 200,000,000 "," 1,000,000,000 "," 1,300,000,000 "
02-07,장기대여금의 증가,"-2,286,915,000 ","-4,260,452,500 "," 36,935,052,500 "," 69,465,966,923 "," 2,362,663,960 "," 3,681,863,960 "," 5,549,686,960 "," 6,836,190,960 "," 1,765,000,000 "," 3,559,412,000 "," 5,295,787,000 "," 7,567,179,506 "," 1,125,459,000 "," 2,101,614,000 "," 2,962,444,000 "," 14,271,981,186 ", - , - , - , - , - ," 1,980,000,000 "," 3,160,500,000 "," 4,597,100,000 "," 1,581,850,000 "," 3,710,350,000 "," 5,060,350,000 "," 6,005,278,000 "," 135,630,000,000 "," 136,515,000,000 "," 137,697,000,000 "," 138,977,000,000 "," 850,000,000 "," 1,725,000,000 "," 2,835,640,000 "
