,(단위 : 원),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순번,계정명,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,2024-03-31,2024-06-30,2024-09-30,2024-12-31,2025-03-31,2025-06-30,2025-09-30
02-08,당기손익-공정가치측정금융자산의 취득, - , - , - , - , - ," 69,329,540,800 "," 69,329,540,800 "," 69,329,540,800 ", - , - , - ," 3,387,277,440 "," 7,607,023,400 "," 7,607,023,400 "," 7,607,023,400 "," 7,607,023,400 ", - , - , - , - ," 11,680,232,858 "," 11,714,269,766 "," 11,748,680,706 "," 11,783,091,646 ", - , - ," 12,756,609,228 "," 12,799,265,196 "," 786,583,493 "," 830,083,827 "," 874,062,186 "," 2,125,092,493 ", - ," 7,774,338,844 "," 43,435,459,307 "
02-09,매도가능금융자산의 취득, - , - , - ," 36,587,446,500 "," 69,329,540,800 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-10,기타포괄손익-공정가치측정금융자산의 취득, - , - , - , - , - , - , - , - , - , - , - ,"-3,000,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-11,국공채의 만기도래, - , - , - , - , - ," 69,413,500 "," 74,408,925 "," 117,100,218 "," 36,794,428 "," 60,862,633 "," 104,815,000 "," 976,135,000 "," 25,175,000 "," 761,510,000 "," 764,225,000 "," 770,110,000 "," 107,485,000 "," 5,517,260,000 "," 5,679,675,000 "," 5,794,360,000 "," 42,670,000 "," 272,310,000 "," 305,165,000 "," 305,250,000 "," 19,350,000 "," 127,150,000 "," 182,940,000 "," 211,840,000 "," 38,800,000 "," 59,095,000 "," 152,940,000 "," 173,440,000 "," 23,390,000 "," 117,990,000 "," 135,850,000 "
02-12,만기보유금융자산의 처분," 140,493,484 "," 1,099,554,129 "," 1,411,070,583 "," 1,469,508,050 "," 55,398,198 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-13,당기손익-공정가치측정금융자산의 처분, - , - , - , - , - ," 409,074,319,728 "," 457,097,983,613 "," 457,097,983,613 "," 11,030,426,896 "," 28,692,814,345 "," 34,958,384,271 "," 46,912,170,731 "," 5,715,932,119 "," 5,715,932,119 "," 9,041,195,521 "," 18,206,691,458 ", - , - , - , - ," 166,328,456,410 "," 166,328,456,410 "," 166,329,059,092 "," 166,343,922,588 "," 15,684,664 "," 474,240,447 "," 474,240,447 "," 474,240,447 ", - , - , - , - , - , - , - 
02-14,매도가능금융자산의 취득, - ," 4,067,723,605 "," 4,067,723,605 "," 4,067,723,605 "," 10,064,390,196 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-15,장기금융상품의 처분," 201,965,580 "," 204,871,970 "," 207,652,740 "," 210,496,320 "," 2,843,580 "," 5,762,320 "," 8,530,740 "," 11,374,320 "," 2,843,580 "," 5,687,160 "," 8,530,740 "," 11,374,320 "," 2,843,580 "," 5,797,100 "," 8,640,680 "," 70,062,043 "," 1,818,051 "," 3,691,099 "," 5,509,150 "," 7,384,794 "," 1,818,051 "," 5,570,957 "," 7,323,863 "," 9,076,769 "," 1,752,906 "," 3,572,376 "," 5,258,718 "," 7,011,624 "," 1,752,906 "," 3,539,125 "," 5,258,718 "," 7,011,624 "," 1,752,906 "," 3,505,812 "," 5,258,718 "
02-16,무형자산의 취득, - , - , - ," 572,112,009 "," 112,398,132 ", - , - , - ," 288,600,364 "," 413,592,086 "," 21,946,615,038 "," 22,059,015,516 ", - ," 335,031,412 "," 466,193,608 "," 668,542,173 "," 188,219,039 "," 286,906,804 "," 458,562,946 "," 1,139,986,264 "," 168,344,550 "," 2,360,732,091 "," 2,567,942,484 "," 3,025,421,855 "," 209,164,037 "," 487,786,850 "," 675,462,660 "," 925,270,382 "," 367,220,269 "," 602,835,520 "," 813,274,772 "," 1,117,975,612 "," 224,456,231 "," 584,251,820 "," 669,370,431 "
02-17,유형자산의 취득," 92,364,424,336 "," 221,800,673,622 "," 306,910,554,667 "," 386,818,946,798 "," 63,983,121,414 "," 122,237,787,851 "," 165,459,149,547 "," 220,162,600,598 "," 58,144,828,120 "," 135,247,363,295 "," 212,385,247,677 "," 291,723,337,292 "," 34,314,537,871 "," 63,005,920,777 "," 69,660,942,701 "," 107,106,665,337 "," 13,225,569,556 "," 27,000,242,563 "," 34,354,872,760 "," 59,798,609,242 "," 30,879,305,438 "," 55,240,722,673 "," 96,382,861,877 "," 145,934,244,330 "," 56,905,803,240 "," 107,504,538,132 "," 168,050,629,806 "," 192,029,367,575 "," 21,543,702,826 "," 52,109,513,463 "," 73,545,755,851 "," 86,126,464,264 "," 17,729,206,487 "," 30,901,773,601 "," 48,860,204,165 "
02-18,무형자산의 처분, - , - , - ," 1,806,000 "," 222,000 "," 222,000 "," 222,000 "," 222,000 ", - ," 658,638 "," 658,638 "," 817,912,902 ", - , - ," 138,000,000 "," 138,630,000 "," 1,202,000 "," 1,202,000 "," 16,000,000 "," 16,000,000 "," 222,000 "," 2,150,222,000 "," 2,150,222,000 "," 2,150,222,000 ", - ," 654,000 "," 1,380,000 "," 1,380,000 ", - , - ," 2,994,250 "," 8,842,920 "," 1,152,000 "," 1,394,000 "," 210,484,909 "
02-19,영업권 이외의 무형자산의 처분," 230,000 "," 230,000 "," 392,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-20,유형자산의 처분," 583,847,712 "," 1,982,484,294 "," 3,319,845,280 "," 3,509,739,733 "," 262,154,000 "," 976,404,000 "," 2,775,221,458 "," 3,111,150,091 "," 350,687,454 "," 31,041,164,375 "," 30,307,451,958 "," 33,147,307,954 "," 2,539,447,382 "," 4,520,971,694 "," 12,835,194,101 "," 19,953,585,801 "," 899,684,454 "," 27,092,309,013 "," 28,760,887,481 "," 29,626,835,684 "," 807,169,217 "," 3,657,812,468 "," 4,018,986,800 "," 5,407,128,904 "," 20,736,113,077 "," 27,295,503,112 "," 28,138,037,934 "," 29,245,574,706 "," 649,332,303 "," 1,408,601,262 "," 2,400,886,728 "," 6,604,251,842 "," 251,045,910 "," 1,354,071,788 "," 6,454,702,028 "
02-21,합병으로 인한 현금 유입액, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-22,투자부동산의 처분, - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 159,271,127,580 "," 159,271,127,580 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-23,정부보조금의 감소(연구비),"-21,254,367 ","-63,432,989 ","-68,609,890 ","-124,494,007 ","-75,307,541 ","-126,792,861 ","-197,783,949 ","-250,204,622 "," 187,452,638 ","-118,822,667 ","-186,387,854 ","-286,923,798 ","-43,958,810 ","-57,704,049 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-24,정부보조금의 상환, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-25,정부보조금의 수취," 77,009,193 "," 268,652,714 "," 386,230,208 "," 511,399,149 "," 237,983,766 "," 305,775,637 "," 547,551,150 "," 838,628,429 "," 120,833,812 "," 279,686,771 "," 387,003,724 "," 824,591,620 "," 71,130,328 "," 92,416,106 "," 151,384,236 "," 191,413,480 "," 498,134 "," 498,134 "," 498,134 "," 30,180,991 ", - ," 127,025,284 "," 249,277,715 "," 339,818,983 "," 29,300,000 "," 214,300,000 "," 416,776,610 "," 418,551,123 "," 175,000,000 "," 175,000,000 "," 355,526,009 "," 638,105,009 ", - , - , - 
02-26,보증금의 증가," 399,454,860 "," 594,324,600 "," 2,858,002,390 "," 3,323,393,880 "," 287,006,416 "," 2,271,622,268 "," 3,785,304,662 "," 4,971,680,164 "," 2,044,210,746 "," 2,525,159,747 "," 2,877,680,605 "," 3,469,424,705 "," 4,276,472,500 "," 4,959,746,610 "," 5,076,996,610 "," 6,458,322,005 "," 802,164,392 "," 1,026,909,218 "," 1,632,709,648 "," 2,829,341,338 "," 1,223,400,534 "," 1,378,661,434 "," 1,507,801,444 "," 1,582,153,794 "," 1,148,660,640 "," 1,172,065,140 "," 1,437,360,640 "," 1,334,660,640 "," 171,921,570 "," 252,071,490 "," 745,306,990 "," 801,396,990 "," 546,296,750 "," 613,574,206 "," 664,550,356 "
02-27,보증금의 감소," 381,252,825 "," 714,108,635 "," 838,275,572 "," 998,216,461 "," 809,742,480 "," 987,815,142 "," 4,827,598,416 "," 4,849,415,605 "," 230,531,101 "," 1,376,271,825 "," 1,778,664,413 "," 2,325,833,570 "," 1,581,187,000 "," 2,669,340,600 "," 2,821,397,998 "," 3,718,317,998 "," 1,040,712,736 "," 1,872,069,868 "," 2,603,059,008 "," 2,997,720,698 "," 2,455,620,000 "," 3,055,375,464 "," 3,556,022,184 "," 4,022,672,714 "," 815,270,000 "," 1,723,275,640 "," 2,760,120,200 "," 2,806,231,906 "," 748,644,800 "," 1,898,046,224 "," 2,945,591,078 "," 3,012,020,478 "," 1,176,150,000 "," 1,447,602,863 "," 2,426,268,881 "
02-28,이자수취," 2,665,094,889 "," 5,500,148,853 "," 8,795,080,798 "," 11,665,800,250 "," 3,971,487,893 "," 10,393,057,235 "," 13,553,781,316 "," 20,346,250,449 "," 6,211,516,699 "," 10,797,671,317 "," 18,970,856,506 "," 27,740,502,523 "," 4,527,892,034 "," 11,037,291,571 "," 14,330,389,554 "," 17,643,628,391 "," 2,153,400,629 "," 6,352,658,511 "," 6,889,566,910 "," 8,876,705,712 "," 311,338,274 "," 706,422,911 "," 1,667,890,157 "," 4,711,473,166 "," 4,350,755,245 "," 9,679,933,555 "," 16,397,961,200 "," 24,776,414,972 "," 7,188,548,120 "," 14,824,807,865 "," 21,589,067,966 "," 29,754,890,401 "," 1,908,056,823 "," 4,685,340,109 "," 20,395,917,701 "
02-29,배당금수취, - ," 14,897,730,200 "," 14,897,730,200 "," 14,897,730,200 ", - ," 43,101,425,637 "," 43,101,425,637 "," 43,101,425,637 "," 143,500,000 "," 42,099,072,950 "," 42,099,995,950 "," 42,099,995,950 "," 1,702,535,000 "," 38,416,373,660 "," 38,416,373,660 "," 55,456,630,713 "," 143,500,000 "," 45,735,176,170 "," 46,308,043,170 "," 46,398,264,210 "," 152,740,000 "," 77,806,866,798 "," 78,419,432,870 "," 78,419,432,870 "," 143,500,000 "," 45,126,834,400 "," 45,585,312,600 "," 45,585,312,600 "," 72,625,924,817 "," 199,487,393,252 "," 199,945,871,452 "," 199,945,871,452 "," 205,000,000 "," 64,352,002,400 "," 73,568,452,668 "
02-30,만기보유금융자산의 취득," 96,261,590 "," 299,253,696 "," 349,709,270 "," 349,789,792 "," 35,120,347 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-31,영업권 이외의 무형자산의 취득," 103,027,666 "," 285,816,162 "," 403,589,315 ", - , - ," 295,348,445 "," 421,283,974 "," 1,826,309,156 ", - , - , - , - ," 161,010,767 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-32,투자부동산의 취득, - , - , - , - , - , - , - , - , - ," 233,742,830 "," 233,742,830 "," 233,742,830 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-33,관계기업투자주식의 취득, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-34,분할로 인한 현금 유출액, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-23,800,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-35,합병으로 인한 현금 유출액, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-36,매각예정분류자산의 처분, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 391,647,058,349 "," 391,647,058,349 "," 390,143,044,739 "," 400,143,044,739 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-37,단기금융상품의 순증감,"-2,700,000,000 ","-46,800,000,000 ","-333,186,700,000 ","-217,697,600,000 ","-118,923,400,000 "," 121,346,600,000 "," 67,371,100,000 ","-384,289,900,000 "," 19,856,500,000 "," 143,503,500,000 "," 47,209,500,000 "," 159,819,500,000 ","-42,007,800,000 "," 130,184,376,587 ","-5,493,008,224 ","-292,193,582,030 ","-372,938,877,695 ","-213,676,376,964 ","-182,711,474,378 "," 301,727,359,974 ","-508,843,428,119 ","-607,420,779,821 ","-101,814,630,290 "," 194,370,639,606 ","-64,378,965,740 ","-106,995,488,920 ","-74,656,843,509 ","-58,839,884,937 ","-31,076,672,425 "," 86,184,598,199 "," 41,849,909,175 "," 38,636,967,103 ","-27,636,770,909 "," 131,789,989,944 "," 292,734,570,185 "
02-38,종속기업/관계기업/공동기업투자주식의 처분, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 324,158,960,824 "," 324,158,960,824 "," 324,158,960,824 ", - , - , - 
02-39,기타포괄손익-공정가치측정금융자산의처분, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 3,593,628,990 ", - , - , - 
03,재무활동현금흐름,"-54,403,227,289 "," 16,607,579,731 "," 108,105,059,210 "," 142,114,470,795 "," 188,805,531,068 ","-569,873,802,773 ","-609,144,847,500 ","-526,379,637,189 "," 75,782,846,086 "," 367,325,234,828 "," 471,959,631,463 "," 575,180,400,116 ","-64,723,095,246 "," 53,045,322,268 ","-383,724,229,530 ","-421,836,529,390 "," 401,171,483,094 "," 470,728,632,922 "," 439,861,429,289 ","-71,527,469,257 "," 333,582,217,376 "," 332,610,184,412 ","-129,767,724,928 ","-127,035,315,681 "," 97,094,236,925 "," 138,472,713,593 "," 90,408,199,365 ","-46,627,902,800 "," 21,205,845,821 "," 195,294,613,292 "," 217,661,279,402 "," 107,665,662,470 "," 330,986,868,875 ","-57,878,115,217 "," 798,016,905,735 "
03-01,단기차입금의 순증감,"-41,726,364,595 "," 121,790,082,777 "," 237,621,858,355 "," 287,926,491,880 ","-296,547,625,984 ","-464,260,199,849 ","-480,757,488,974 ","-683,551,893,694 "," 91,879,066,729 "," 481,142,354,860 "," 615,037,490,696 "," 636,829,403,146 "," 205,844,188,879 "," 261,155,744,680 ","-47,046,296,269 ","-218,810,655,093 "," 340,293,139,044 "," 329,079,379,833 "," 319,309,293,416 ","-145,267,963,293 "," 68,616,637,539 ","-73,262,655,363 ","-412,470,837,049 ","-390,340,355,869 "," 316,878,934,713 "," 261,607,928,758 "," 245,417,964,878 "," 463,368,584,162 ","-149,875,026,608 ","-298,503,676,371 ","-240,713,157,118 ","-346,542,263,478 "," 96,541,294,820 "," 86,689,245,964 "," 101,555,476,207 "
03-02,유동성장기차입금의 상환,"-179,589,490 ","-385,445,210 ","-100,576,322,950 ","-100,839,317,820 ","-322,670,920 ","-208,830,419,100 ","-209,186,804,880 ","-309,641,912,610 ","-352,312,850 ","-100,803,712,750 ","-101,367,676,030 ","-101,830,365,280 ","-343,944,580 ","-100,645,845,910 ","-100,831,426,260 ","-101,026,827,390 ", - ,"-100,000,000,000 ","-100,000,000,000 ","-100,000,000,000 ", - ,"-80,000,000,000 ","-180,000,000,000 ","-180,000,000,000 ", - , - , - , - ,"-400,000,000,000 ","-438,682,000,000 ","-438,682,000,000 ","-538,682,000,000 ","-137,585,700,000 ","-137,585,700,000 ","-137,585,700,000 "
03-03,유동성사채의 상환, - , - , - , - , - ," 386,643,600,000 "," 386,643,600,000 "," 386,643,600,000 ", - , - , - , - , - , - ," 200,000,000,000 "," 200,000,000,000 "," 300,000,000,000 "," 300,000,000,000 "," 300,000,000,000 "," 580,000,000,000 ", - , - , - , - ," 200,000,000,000 "," 350,000,000,000 "," 350,000,000,000 "," 670,000,000,000 ", - ," 200,000,000,000 "," 200,000,000,000 "," 370,000,000,000 ", - ," 270,000,000,000 "," 270,000,000,000 "
03-04,장기차입금의 차입, - , - ," 100,000,000,000 "," 100,000,000,000 ", - ," 100,000,000,000 "," 100,000,000,000 "," 100,000,000,000 ", - ," 100,000,000,000 "," 100,000,000,000 "," 100,000,000,000 ", - ," 80,000,000,000 "," 180,000,000,000 "," 180,000,000,000 "," 398,935,178,800 "," 432,925,178,800 "," 432,925,178,800 "," 432,925,178,800 "," 371,564,162,540 "," 371,564,162,540 "," 371,564,162,540 "," 371,564,162,540 ", - , - , - , - , - ," 644,565,000,000 "," 644,565,000,000 "," 644,565,000,000 ", - , - , - 
03-05,장기차입금의 상환, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 6,719,281,680 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
03-06,이자지급," 12,497,273,204 "," 26,129,473,836 "," 40,439,444,195 "," 56,471,671,265 "," 12,901,140,428 "," 30,048,968,224 "," 42,632,890,046 "," 55,486,227,285 "," 15,483,780,102 "," 33,375,893,087 "," 50,281,023,074 "," 67,116,938,265 "," 17,475,188,260 "," 38,999,327,848 "," 53,889,481,896 "," 68,544,102,701 "," 37,220,783,126 "," 50,837,453,817 "," 63,146,408,714 "," 76,844,728,498 "," 23,797,122,027 "," 36,239,280,386 "," 50,533,731,936 "," 68,366,973,737 "," 18,227,704,347 "," 37,174,521,805 "," 59,740,804,604 "," 92,683,855,823 "," 18,437,806,190 "," 48,005,226,877 "," 77,047,798,792 "," 108,476,284,222 "," 30,469,069,544 "," 63,294,352,232 "," 92,735,943,452 "
03-07,리스부채의 지급, - , - , - , - , - , - , - , - ," 260,127,691 "," 969,930,195 "," 2,928,976,949 "," 3,863,376,305 ","-891,851,448 ", - ," 3,026,210,968 "," 3,947,818,389 "," 836,051,624 "," 1,564,286,894 "," 2,694,296,213 "," 5,068,878,266 "," 1,374,799,676 "," 2,722,450,879 "," 4,243,555,983 "," 5,808,386,115 "," 1,556,993,441 "," 3,561,814,760 "," 5,515,911,309 "," 7,559,581,539 "," 1,987,401,381 "," 4,206,366,460 "," 6,554,926,688 "," 8,784,934,830 "," 2,322,564,201 "," 4,637,436,749 "," 7,082,994,822 "
03-08,배당금지급, - ," 78,667,584,000 "," 88,501,032,000 "," 88,501,032,000 ", - ," 78,667,584,000 "," 88,501,032,000 "," 88,501,032,000 ", - ," 78,667,584,000 "," 88,500,183,180 "," 88,500,183,180 ", - ," 44,250,516,000 "," 50,040,201,300 "," 50,040,201,300 ", - ," 38,290,765,000 "," 45,948,918,000 "," 45,948,918,000 ", - ," 45,948,918,000 "," 53,303,089,000 "," 53,303,089,000 ", - ," 51,479,197,000 "," 58,833,368,000 "," 58,833,368,000 ", - ," 51,479,197,000 "," 58,833,368,000 "," 58,833,368,000 ", - ," 66,187,539,000 "," 73,541,710,000 "
03-09,사채의 발행, - , - , - , - ," 498,576,968,400 "," 498,576,968,400 "," 498,576,968,400 "," 897,445,028,400 ", - , - , - ," 99,661,860,000 ", - ," 149,546,680,000 "," 149,546,680,000 "," 399,005,120,000 ", - ," 199,416,580,000 "," 199,416,580,000 "," 448,677,840,000 ", - ," 299,113,260,000 "," 299,113,260,000 "," 299,113,260,000 ", - ," 319,080,318,400 "," 319,080,318,400 "," 319,080,318,400 "," 578,380,440,000 "," 578,380,440,000 "," 578,380,440,000 "," 877,513,900,000 "," 398,851,076,800 "," 398,851,076,800 "," 1,283,923,349,802 "
03-10,인적분할로 인한 변동, - , - , - , - , - , - , - , - , - , - , - , - ,"-250,234,257,356 ","-250,234,257,356 ","-250,234,257,356 ","-250,234,257,356 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
03-11,자기주식의 취득, - , - , - , - , - , - , - , - , - , - , - , - ," 1,622,042,481 "," 1,622,042,481 "," 8,203,035,481 "," 101,518,505,481 ", - , - , - , - ," 81,426,661,000 "," 99,893,933,500 "," 99,893,933,500 "," 99,893,933,500 ", - , - , - , - , - , - , - , - , - , - , - 
03-12,임대보증금의 증가, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 13,890,000,000 "," 13,990,000,000 "," 17,311,450,000 "," 17,669,973,000 "," 6,036,131,000 "," 6,882,258,000 "," 6,984,258,000 "
03-13,임대보증금의 감소, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-764,360,000 ","-764,360,000 ","-764,360,000 ","-764,360,000 ","-64,300,000 ","-8,595,668,000 ","-13,499,830,000 "
04,환율변동효과 반영전 현금및현금성자산의 순증감(감소), - , - ,"-270,161,644,695 ","-148,017,622,762 "," 41,760,893,155 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
05,현금및현금성자산의순증감(감소),"-72,699,503,652 ","-17,288,647,910 ","-261,774,788,823 ", - , - ," 133,547,788,280 "," 166,059,815,080 ","-95,125,769,085 "," 91,898,945,863 ","-83,120,292,615 ","-67,346,444,000 "," 127,381,098,221 ","-74,240,804,021 "," 354,344,516,421 "," 14,253,646,031 ","-170,754,137,207 "," 35,375,137,666 ","-48,046,217,972 ","-49,786,506,203 ","-18,105,903,348 ","-29,368,339,907 ","-24,855,757,950 "," 38,510,309,906 "," 334,558,754,911 "," 48,401,819,970 "," 186,001,761,571 "," 219,668,946,793 "," 224,282,443,276 ","-1,371,271,970 "," 59,144,382,605 "," 135,238,835,459 ","-453,182,776,771 "," 420,103,247,106 "," 299,145,905,984 "," 405,734,747,653 "
06,기초의현금및현금성자산," 507,290,803,343 "," 507,290,803,343 "," 507,290,803,343 "," 507,290,803,343 "," 347,248,235,337 "," 347,248,235,337 "," 347,248,235,337 "," 347,248,235,337 "," 247,934,920,692 "," 247,934,920,692 "," 247,934,920,692 "," 247,934,920,692 "," 373,332,893,145 "," 373,332,893,145 "," 373,332,893,145 "," 373,332,893,145 "," 200,762,132,840 "," 200,762,132,840 "," 200,762,132,840 "," 200,762,132,840 "," 182,739,801,860 "," 182,739,801,860 "," 182,739,801,860 "," 182,739,801,860 "," 501,584,853,199 "," 501,584,853,199 "," 501,584,853,199 "," 501,584,853,199 "," 724,453,170,740 "," 724,453,170,740 "," 724,453,170,740 "," 724,453,170,740 "," 276,042,672,237 "," 276,042,672,237 "," 276,042,672,237 "
07,소유주분배예정자산집단으로의 대체, - , - , - , - , - , - , - , - , - , - , - ,"-250,234,257,356 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
08,외화표시현금및현금성자산의 환율변동효과 등,"-10,806,553,648 "," 5,758,082,224 "," 8,386,855,872 ","-12,024,945,244 "," 5,066,845 "," 11,938,201,247 ","-950,367,468 ","-4,187,545,560 "," 4,347,434,124 ","-396,882,221 "," 306,134,202 ","-1,983,125,768 "," 6,928,478,179 ","-3,718,813,999 ","-1,485,683,488 ","-1,816,623,098 "," 3,473,935,119 "," 623,035,465 "," 1,612,136,569 "," 83,572,368 "," 267,279,408 "," 138,569,975 "," 6,480,160,561 ","-15,713,703,572 "," 5,899,800,244 "," 1,946,414,168 "," 11,430,571,670 ","-1,414,125,735 "," 7,071,375,941 "," 10,585,805,576 ","-4,446,305,047 "," 4,772,278,268 "," 3,298,859,793 ","-13,223,416,624 "," 2,862,794,625 "
09,기말의현금및현금성자산," 423,784,746,043 "," 495,760,237,657 "," 245,516,014,520 "," 347,248,235,337 "," 389,014,195,337 "," 492,734,224,864 "," 512,357,682,949 "," 247,934,920,692 "," 344,181,300,679 "," 164,417,745,856 "," 180,894,610,894 "," 123,098,635,789 "," 306,020,567,303 "," 723,958,595,567 "," 386,100,855,688 "," 200,762,132,840 "," 239,611,205,625 "," 153,338,950,333 "," 152,587,763,206 "," 182,739,801,860 "," 153,638,741,361 "," 158,022,613,885 "," 227,730,272,327 "," 501,584,853,199 "," 555,886,473,413 "," 689,533,028,938 "," 732,684,371,662 "," 724,453,170,740 "," 730,153,274,711 "," 794,183,358,921 "," 855,245,701,152 "," 276,042,672,237 "," 699,444,779,136 "," 561,965,161,597 "," 684,640,214,515 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
