데이터구분,기준일,연도,분기,기간표준,구분1,구분2,항목,수치,단위,search_tag,search_text
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,법인세비용(수익),-29060,백만원,2022Q4|연결손익계산서|법인세비용(수익)|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 법인세비용(수익) | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,법인세비용차감전순손익,50546,백만원,2022Q4|연결손익계산서|법인세비용차감전순손익|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 법인세비용차감전순손익 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,비지배지분,-46327,백만원,2022Q4|연결손익계산서|비지배지분|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 비지배지분 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,비지배지분,3861,백만원,2022Q4|연결손익계산서|비지배지분|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 비지배지분 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,순금융손익,50418,백만원,2022Q4|연결손익계산서|순금융손익|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 순금융손익 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,영업이익,57641,백만원,2022Q4|연결손익계산서|영업이익|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 영업이익 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,지배기업소유주지분,123841,백만원,2022Q4|연결손익계산서|지배기업소유주지분|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 지배기업소유주지분 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,지배기업소유주지분,125933,백만원,2022Q4|연결손익계산서|지배기업소유주지분|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 지배기업소유주지분 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,지분법손익,3633,백만원,2022Q4|연결손익계산서|지분법손익|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 지분법손익 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,지분법이익잉여금 ?,25883,백만원,2022Q4|연결손익계산서|지분법이익잉여금 ?|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 지분법이익잉여금 ? | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,지분법자본변동?,-31980,백만원,2022Q4|연결손익계산서|지분법자본변동?|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 지분법자본변동? | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,총포괄손익,127703,백만원,2022Q4|연결손익계산서|총포괄손익|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 총포괄손익 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,판매비와관리비,270237,백만원,2022Q4|연결손익계산서|판매비와관리비|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 판매비와관리비 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,해외사업환산손익 등,-121730,백만원,2022Q4|연결손익계산서|해외사업환산손익 등|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 해외사업환산손익 등 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,현금흐름위험회피,-2173,백만원,2022Q4|연결손익계산서|현금흐름위험회피|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 현금흐름위험회피 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,확정급여제도의 재측정요소,179862,백만원,2022Q4|연결손익계산서|확정급여제도의 재측정요소|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 확정급여제도의 재측정요소 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,후속기간에 당기손익으로 재분류되는 항목,-155882,백만원,2022Q4|연결손익계산서|후속기간에 당기손익으로 재분류되는 항목|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 후속기간에 당기손익으로 재분류되는 항목 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,후속기간에 당기손익으로 재분류되지 않는 항목,197521,백만원,2022Q4|연결손익계산서|후속기간에 당기손익으로 재분류되지 않는 항목|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 후속기간에 당기손익으로 재분류되지 않는 항목 | 백만원
연결손익계산서,2022-10-01,2022,Q4,2022 Q4,전사,연결손익계산서,희석주당손익 (단위 : 원),17124,백만원,2022Q4|연결손익계산서|희석주당손익 (단위 : 원)|백만원,2022 Q4 | 2022-10-01 | 연결손익계산서 | 희석주당손익 (단위 : 원) | 백만원
감가상각비,2022-12-31,2022,Q4,2022 Q4,전사,,건자재,177,백만원,2022Q4|감가상각비|건자재|백만원,2022 Q4 | 2022-12-31 | 감가상각비 | 건자재 | 백만원
감가상각비,2022-12-31,2022,Q4,2022 Q4,전사,,기타,38373,백만원,2022Q4|감가상각비|기타|백만원,2022 Q4 | 2022-12-31 | 감가상각비 | 기타 | 백만원
감가상각비,2022-12-31,2022,Q4,2022 Q4,전사,,도료,1945,백만원,2022Q4|감가상각비|도료|백만원,2022 Q4 | 2022-12-31 | 감가상각비 | 도료 | 백만원
감가상각비,2022-12-31,2022,Q4,2022 Q4,전사,,실리콘,61350,백만원,2022Q4|감가상각비|실리콘|백만원,2022 Q4 | 2022-12-31 | 감가상각비 | 실리콘 | 백만원
감가상각비,2022-12-31,2022,Q4,2022 Q4,전사,,합계,101845,백만원,2022Q4|감가상각비|합계|백만원,2022 Q4 | 2022-12-31 | 감가상각비 | 합계 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,건자재,매출액,매출액,303182,백만원,2022Q4|부문정보|건자재|매출액|매출액|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 건자재 | 매출액 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,건자재,영업이익,QoQ(%),4,%,2022Q4|부문정보|건자재|영업이익|QoQ(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 건자재 | 영업이익 | QoQ(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,건자재,영업이익,YoY(%),44,%,2022Q4|부문정보|건자재|영업이익|YoY(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 건자재 | 영업이익 | YoY(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,건자재,영업이익,영업이익,31038,백만원,2022Q4|부문정보|건자재|영업이익|영업이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 건자재 | 영업이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,건자재,영업이익,영업이익률(%),10,%,2022Q4|부문정보|건자재|영업이익|영업이익률(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 건자재 | 영업이익 | 영업이익률(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,기타,매출액,매출액,135452,백만원,2022Q4|부문정보|기타|매출액|매출액|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 기타 | 매출액 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,기타,영업이익,영업이익,-3357,백만원,2022Q4|부문정보|기타|영업이익|영업이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 기타 | 영업이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,기타,영업이익,영업이익률(%),-2,%,2022Q4|부문정보|기타|영업이익|영업이익률(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 기타 | 영업이익 | 영업이익률(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,도료,매출액,매출액,374739,백만원,2022Q4|부문정보|도료|매출액|매출액|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 도료 | 매출액 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,도료,영업이익,QoQ(%),-54,%,2022Q4|부문정보|도료|영업이익|QoQ(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 도료 | 영업이익 | QoQ(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,도료,영업이익,영업이익,10014,백만원,2022Q4|부문정보|도료|영업이익|영업이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 도료 | 영업이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,도료,영업이익,영업이익률(%),3,%,2022Q4|부문정보|도료|영업이익|영업이익률(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 도료 | 영업이익 | 영업이익률(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,실리콘,매출액,매출액,827835,백만원,2022Q4|부문정보|실리콘|매출액|매출액|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 실리콘 | 매출액 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,실리콘,영업이익,QoQ(%),-61,%,2022Q4|부문정보|실리콘|영업이익|QoQ(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 실리콘 | 영업이익 | QoQ(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,실리콘,영업이익,YoY(%),-67,%,2022Q4|부문정보|실리콘|영업이익|YoY(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 실리콘 | 영업이익 | YoY(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,실리콘,영업이익,영업이익,14535,백만원,2022Q4|부문정보|실리콘|영업이익|영업이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 실리콘 | 영업이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,실리콘,영업이익,영업이익률(%),2,%,2022Q4|부문정보|실리콘|영업이익|영업이익률(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 실리콘 | 영업이익 | 영업이익률(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,연결조정,영업이익,영업이익,5411,백만원,2022Q4|부문정보|연결조정|영업이익|영업이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 연결조정 | 영업이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),당기순이익,QoQ(%),-130,%,2022Q4|부문정보|당기순이익|QoQ(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 당기순이익 | QoQ(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),당기순이익,당기순이익,-141808,백만원,2022Q4|부문정보|당기순이익|당기순이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 당기순이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),당기순이익,당기순이익,221414,백만원,2022Q4|부문정보|당기순이익|당기순이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 당기순이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),당기순이익,당기순이익,79606,백만원,2022Q4|부문정보|당기순이익|당기순이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 당기순이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),당기순이익,당기순익률(%),5,%,2022Q4|부문정보|당기순이익|당기순익률(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 당기순이익 | 당기순익률(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),당기순이익,지배순이익,125933,백만원,2022Q4|부문정보|당기순이익|지배순이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 당기순이익 | 지배순이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),매출액,QoQ(%),-6,%,2022Q4|부문정보|매출액|QoQ(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 매출액 | QoQ(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),매출액,YoY(%),9,%,2022Q4|부문정보|매출액|YoY(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 매출액 | YoY(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),매출액,매출액,1641208,백만원,2022Q4|부문정보|매출액|매출액|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 매출액 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),영업이익,QoQ(%),-40,%,2022Q4|부문정보|영업이익|QoQ(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 영업이익 | QoQ(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),영업이익,YoY(%),-23,%,2022Q4|부문정보|영업이익|YoY(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 영업이익 | YoY(%) | %
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),영업이익,영업이익,57641,백만원,2022Q4|부문정보|영업이익|영업이익|백만원,2022 Q4 | 2022-12-31 | 부문정보 | 영업이익 | 백만원
부문정보,2022-12-31,2022,Q4,2022 Q4,전사(공통),영업이익,영업이익률(%),4,%,2022Q4|부문정보|영업이익|영업이익률(%)|%,2022 Q4 | 2022-12-31 | 부문정보 | 영업이익 | 영업이익률(%) | %
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,당기순이익,28662,백만원,2022Q4|주요재무지표|당기순이익|백만원,2022 Q4 | 2022-12-31 | 주요재무지표 | 당기순이익 | 백만원
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,부채비율,136.3,%,2022Q4|주요재무지표|부채비율|%,2022 Q4 | 2022-12-31 | 주요재무지표 | 부채비율 | % | (부채총계/자기자본)*100
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,부채총계,7567348,백만원,2022Q4|주요재무지표|부채총계|백만원,2022 Q4 | 2022-12-31 | 주요재무지표 | 부채총계 | 백만원
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,유동부채,2869373,백만원,2022Q4|주요재무지표|유동부채|백만원,2022 Q4 | 2022-12-31 | 주요재무지표 | 유동부채 | 백만원
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,유동비율,140.4,%,2022Q4|주요재무지표|유동비율|%,2022 Q4 | 2022-12-31 | 주요재무지표 | 유동비율 | % | (유동자산/유동부채)*100
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,유동자산,4029783,백만원,2022Q4|주요재무지표|유동자산|백만원,2022 Q4 | 2022-12-31 | 주요재무지표 | 유동자산 | 백만원
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,자기자본,5551139,백만원,2022Q4|주요재무지표|자기자본|백만원,2022 Q4 | 2022-12-31 | 주요재무지표 | 자기자본 | 백만원
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,자기자본비율,42.3,%,2022Q4|주요재무지표|자기자본비율|%,2022 Q4 | 2022-12-31 | 주요재무지표 | 자기자본비율 | % | (자기자본/총자산)*100
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,자기자본순이익률(roe),0.5,%,2022Q4|주요재무지표|자기자본순이익률(roe)|%,2022 Q4 | 2022-12-31 | 주요재무지표 | 자기자본순이익률(roe) | % | (당기순이익/자기자본)*100
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,자산총계,13118486,백만원,2022Q4|주요재무지표|자산총계|백만원,2022 Q4 | 2022-12-31 | 주요재무지표 | 자산총계 | 백만원
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,차입금,4881670,백만원,2022Q4|주요재무지표|차입금|백만원,2022 Q4 | 2022-12-31 | 주요재무지표 | 차입금 | 백만원
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,차입금의존도,37.2,%,2022Q4|주요재무지표|차입금의존도|%,2022 Q4 | 2022-12-31 | 주요재무지표 | 차입금의존도 | % | (차입금/총자산)*100
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,총자산이익률,0.2,%,2022Q4|주요재무지표|총자산이익률|%,2022 Q4 | 2022-12-31 | 주요재무지표 | 총자산이익률 | % | (당기순이익/총자산)*100
주요재무지표,2022-12-31,2022,Q4,2022 Q4,전사,,총자산증가율,1.9,%,2022Q4|주요재무지표|총자산증가율|%,2022 Q4 | 2022-12-31 | 주요재무지표 | 총자산증가율 | % | ((당기말-전기말총자산)/전기말총자산)*100
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,감가상각비,1160,백만원,2022Q4|판매관리비|감가상각비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 감가상각비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,감가상각비,4558,백만원,2022Q4|판매관리비|감가상각비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 감가상각비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,광고선전비,3855,백만원,2022Q4|판매관리비|광고선전비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 광고선전비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,광고선전비,5348,백만원,2022Q4|판매관리비|광고선전비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 광고선전비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,급여,34425,백만원,2022Q4|판매관리비|급여|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 급여 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,급여,89141,백만원,2022Q4|판매관리비|급여|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 급여 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,기술개발비,21777,백만원,2022Q4|판매관리비|기술개발비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 기술개발비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,기술개발비,47307,백만원,2022Q4|판매관리비|기술개발비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 기술개발비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,기타,10207,백만원,2022Q4|판매관리비|기타|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 기타 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,기타,41640,백만원,2022Q4|판매관리비|기타|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 기타 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,대손상각비(대손충당금환입),-138,백만원,2022Q4|판매관리비|대손상각비(대손충당금환입)|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 대손상각비(대손충당금환입) | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,무형자산상각비,10603,백만원,2022Q4|판매관리비|무형자산상각비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 무형자산상각비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,무형자산상각비,223,백만원,2022Q4|판매관리비|무형자산상각비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 무형자산상각비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,복리후생비,3788,백만원,2022Q4|판매관리비|복리후생비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 복리후생비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,복리후생비,4184,백만원,2022Q4|판매관리비|복리후생비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 복리후생비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,사용권자산상각비,6024,백만원,2022Q4|판매관리비|사용권자산상각비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 사용권자산상각비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,운반비,25041,백만원,2022Q4|판매관리비|운반비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 운반비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,운반비,27581,백만원,2022Q4|판매관리비|운반비|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 운반비 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,지급수수료,36591,백만원,2022Q4|판매관리비|지급수수료|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 지급수수료 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,지급수수료,7665,백만원,2022Q4|판매관리비|지급수수료|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 지급수수료 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,퇴직급여원가,-2740,백만원,2022Q4|판매관리비|퇴직급여원가|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 퇴직급여원가 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,퇴직급여원가,3428,백만원,2022Q4|판매관리비|퇴직급여원가|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 퇴직급여원가 | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,판매비와관리비(총액),111430,백만원,2022Q4|판매관리비|판매비와관리비(총액)|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 판매비와관리비(총액) | 백만원
판매관리비,2022-12-31,2022,Q4,2022 Q4,전사,,판매비와관리비(총액),270237,백만원,2022Q4|판매관리비|판매비와관리비(총액)|백만원,2022 Q4 | 2022-12-31 | 판매관리비 | 판매비와관리비(총액) | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,금융수익,194455,백만원,2023Q1|연결손익계산서|금융수익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 금융수익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,금융원가,-231216,백만원,2023Q1|연결손익계산서|금융원가|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 금융원가 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,기본주당손익 (단위 : 원),1106,백만원,2023Q1|연결손익계산서|기본주당손익 (단위 : 원)|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 기본주당손익 (단위 : 원) | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,기타손실,-27284,백만원,2023Q1|연결손익계산서|기타손실|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 기타손실 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,기타영업외손익,3451,백만원,2023Q1|연결손익계산서|기타영업외손익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 기타영업외손익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,기타이익,30736,백만원,2023Q1|연결손익계산서|기타이익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 기타이익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,기타포괄손익,49445,백만원,2023Q1|연결손익계산서|기타포괄손익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 기타포괄손익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,기타포괄손익-공정가치측정 금융자산평가이익(손실),1170,백만원,2023Q1|연결손익계산서|기타포괄손익-공정가치측정 금융자산평가이익(손실)|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 기타포괄손익-공정가치측정 금융자산평가이익(손실) | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,당기순손익,-15452,백만원,2023Q1|연결손익계산서|당기순손익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 당기순손익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,매출액,1564943,백만원,2023Q1|연결손익계산서|매출액|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 매출액 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,매출원가,1251543,백만원,2023Q1|연결손익계산서|매출원가|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 매출원가 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,매출총이익,313399,백만원,2023Q1|연결손익계산서|매출총이익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 매출총이익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,법인세비용(수익),43537,백만원,2023Q1|연결손익계산서|법인세비용(수익)|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 법인세비용(수익) | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,법인세비용차감전순손익,28085,백만원,2023Q1|연결손익계산서|법인세비용차감전순손익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 법인세비용차감전순손익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,비지배지분,-19108,백만원,2023Q1|연결손익계산서|비지배지분|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 비지배지분 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,비지배지분,-23589,백만원,2023Q1|연결손익계산서|비지배지분|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 비지배지분 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,순금융손익,-36761,백만원,2023Q1|연결손익계산서|순금융손익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 순금융손익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,영업이익,75828,백만원,2023Q1|연결손익계산서|영업이익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 영업이익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,지배기업소유주지분,53101,백만원,2023Q1|연결손익계산서|지배기업소유주지분|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 지배기업소유주지분 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,지배기업소유주지분,8137,백만원,2023Q1|연결손익계산서|지배기업소유주지분|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 지배기업소유주지분 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,지분법손익,-14433,백만원,2023Q1|연결손익계산서|지분법손익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 지분법손익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,지분법이익잉여금 ?,-634,백만원,2023Q1|연결손익계산서|지분법이익잉여금 ?|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 지분법이익잉여금 ? | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,지분법자본변동?,11297,백만원,2023Q1|연결손익계산서|지분법자본변동?|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 지분법자본변동? | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,총포괄손익,33993,백만원,2023Q1|연결손익계산서|총포괄손익|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 총포괄손익 | 백만원
연결손익계산서,2023-01-01,2023,Q1,2023 Q1,전사,연결손익계산서,판매비와관리비,237572,백만원,2023Q1|연결손익계산서|판매비와관리비|백만원,2023 Q1 | 2023-01-01 | 연결손익계산서 | 판매비와관리비 | 백만원
