데이터구분,기준일,연도,분기,기간표준,구분1,구분2,항목,수치,단위,search_tag,search_text
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,당기손익-공정가치측정금융자산평가손실,-22609,백만원,2023Q4|한신평기준|당기손익-공정가치측정금융자산평가손실|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 당기손익-공정가치측정금융자산평가손실 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,당기손익-공정가치측정금융자산평가이익,452438,백만원,2023Q4|한신평기준|당기손익-공정가치측정금융자산평가이익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 당기손익-공정가치측정금융자산평가이익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,대손상각비,5405,백만원,2023Q4|한신평기준|대손상각비|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 대손상각비 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,리스부채,149626,백만원,2023Q4|한신평기준|리스부채|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 리스부채 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,매출액,6288440,백만원,2023Q4|한신평기준|매출액|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 매출액 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,무형자산상각비,46595,백만원,2023Q4|한신평기준|무형자산상각비|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 무형자산상각비 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,무형자산의 취득,10838,백만원,2023Q4|한신평기준|무형자산의 취득|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 무형자산의 취득 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,무형자산처분손실,-3238,백만원,2023Q4|한신평기준|무형자산처분손실|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 무형자산처분손실 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,배당금수취,45585,백만원,2023Q4|한신평기준|배당금수취|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 배당금수취 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,배당순손익,44285,백만원,2023Q4|한신평기준|배당순손익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 배당순손익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,부채비율,145,%,2023Q4|한신평기준|부채비율|%,2023 Q4 | 2023-12-31 | 한신평기준 | 부채비율 | %
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,부채총계,7905940,백만원,2023Q4|한신평기준|부채총계|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 부채총계 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,사용권자산상각비,32057,백만원,2023Q4|한신평기준|사용권자산상각비|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 사용권자산상각비 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,사용권자산처분이익,34,백만원,2023Q4|한신평기준|사용권자산처분이익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 사용권자산처분이익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,세전손익,244436,백만원,2023Q4|한신평기준|세전손익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 세전손익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,순차입금,3744110,백만원,2023Q4|한신평기준|순차입금|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 순차입금 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,순차입금/EBITDA(배),4,배,2023Q4|한신평기준|순차입금/EBITDA(배)|배,2023 Q4 | 2023-12-31 | 한신평기준 | 순차입금/EBITDA(배) | 배
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,영업이익,312530,백만원,2023Q4|한신평기준|영업이익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 영업이익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,영업이익률,5,%,2023Q4|한신평기준|영업이익률|%,2023 Q4 | 2023-12-31 | 한신평기준 | 영업이익률 | %
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,영업활동으로인한자산ㆍ부채의변동,86894,백만원,2023Q4|한신평기준|영업활동으로인한자산ㆍ부채의변동|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 영업활동으로인한자산ㆍ부채의변동 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,영업활동현금흐름,788266,백만원,2023Q4|한신평기준|영업활동현금흐름|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 영업활동현금흐름 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,외화환산손실,-76665,백만원,2023Q4|한신평기준|외화환산손실|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 외화환산손실 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,외화환산이익,40311,백만원,2023Q4|한신평기준|외화환산이익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 외화환산이익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,외환관련순손익,-20860,백만원,2023Q4|한신평기준|외환관련순손익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 외환관련순손익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,외환차손,-83140,백만원,2023Q4|한신평기준|외환차손|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 외환차손 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,외환차익,98634,백만원,2023Q4|한신평기준|외환차익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 외환차익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,유무형리스자산관련순손익,-12025,백만원,2023Q4|한신평기준|유무형리스자산관련순손익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 유무형리스자산관련순손익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,유형자산손상차손,-24477,백만원,2023Q4|한신평기준|유형자산손상차손|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 유형자산손상차손 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,유형자산손상차손환입,1037,백만원,2023Q4|한신평기준|유형자산손상차손환입|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 유형자산손상차손환입 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,유형자산의 취득,379009,백만원,2023Q4|한신평기준|유형자산의 취득|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 유형자산의 취득 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,유형자산처분손실,-3983,백만원,2023Q4|한신평기준|유형자산처분손실|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 유형자산처분손실 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,유형자산처분이익,18602,백만원,2023Q4|한신평기준|유형자산처분이익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 유형자산처분이익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,이자비용,-254645,백만원,2023Q4|한신평기준|이자비용|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 이자비용 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,이자비용,254645,백만원,2023Q4|한신평기준|이자비용|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 이자비용 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,이자수익,33625,백만원,2023Q4|한신평기준|이자수익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 이자수익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,이자수취,35081,백만원,2023Q4|한신평기준|이자수취|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 이자수취 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,이자순손익,-221019,백만원,2023Q4|한신평기준|이자순손익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 이자순손익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,이자지급,244394,백만원,2023Q4|한신평기준|이자지급|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 이자지급 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,자본총계,5447530,백만원,2023Q4|한신평기준|자본총계|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 자본총계 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,자산총계,13353500,백만원,2023Q4|한신평기준|자산총계|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 자산총계 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,조정,1355,백만원,2023Q4|한신평기준|조정|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 조정 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,종속/관계기업지분관련순손익,-200303,백만원,2023Q4|한신평기준|종속/관계기업지분관련순손익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 종속/관계기업지분관련순손익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,지분법손익,-200303,백만원,2023Q4|한신평기준|지분법손익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 지분법손익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,차입금의존도,40,%,2023Q4|한신평기준|차입금의존도|%,2023 Q4 | 2023-12-31 | 한신평기준 | 차입금의존도 | %
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,총차입금,5300480,백만원,2023Q4|한신평기준|총차입금|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 총차입금 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,총차입금/EBITDA(배),6,배,2023Q4|한신평기준|총차입금/EBITDA(배)|배,2023 Q4 | 2023-12-31 | 한신평기준 | 총차입금/EBITDA(배) | 배
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,퇴직급여,68950,백만원,2023Q4|한신평기준|퇴직급여|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 퇴직급여 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,투자자산관련순손익,459125,백만원,2023Q4|한신평기준|투자자산관련순손익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 투자자산관련순손익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,파생상품거래손실,-2157,백만원,2023Q4|한신평기준|파생상품거래손실|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 파생상품거래손실 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,파생상품거래이익,11119,백만원,2023Q4|한신평기준|파생상품거래이익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 파생상품거래이익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,파생상품관련순손익,-91068,백만원,2023Q4|한신평기준|파생상품관련순손익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 파생상품관련순손익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,파생상품평가손실,-113131,백만원,2023Q4|한신평기준|파생상품평가손실|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 파생상품평가손실 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,파생상품평가이익,13102,백만원,2023Q4|한신평기준|파생상품평가이익|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 파생상품평가이익 | 백만원
한신평기준,2023-12-31,2023,Q4,2023 Q4,전사,한신평,현금및현금성자산,1045140,백만원,2023Q4|한신평기준|현금및현금성자산|백만원,2023 Q4 | 2023-12-31 | 한신평기준 | 현금및현금성자산 | 백만원
연결손익계산서,2024-01-01,2024,Q1,2024 Q1,전사,연결손익계산서,금융수익,656804,백만원,2024Q1|연결손익계산서|금융수익|백만원,2024 Q1 | 2024-01-01 | 연결손익계산서 | 금융수익 | 백만원
연결손익계산서,2024-01-01,2024,Q1,2024 Q1,전사,연결손익계산서,금융원가,-133758,백만원,2024Q1|연결손익계산서|금융원가|백만원,2024 Q1 | 2024-01-01 | 연결손익계산서 | 금융원가 | 백만원
연결손익계산서,2024-01-01,2024,Q1,2024 Q1,전사,연결손익계산서,기본주당손익 (단위 : 원),64206,백만원,2024Q1|연결손익계산서|기본주당손익 (단위 : 원)|백만원,2024 Q1 | 2024-01-01 | 연결손익계산서 | 기본주당손익 (단위 : 원) | 백만원
연결손익계산서,2024-01-01,2024,Q1,2024 Q1,전사,연결손익계산서,기타손실,-9871,백만원,2024Q1|연결손익계산서|기타손실|백만원,2024 Q1 | 2024-01-01 | 연결손익계산서 | 기타손실 | 백만원
연결손익계산서,2024-01-01,2024,Q1,2024 Q1,전사,연결손익계산서,기타영업외손익,-258,백만원,2024Q1|연결손익계산서|기타영업외손익|백만원,2024 Q1 | 2024-01-01 | 연결손익계산서 | 기타영업외손익 | 백만원
