구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기 3개월,당기 1분기 누적,전기 1분기 3개월,전기 1분기 누적,전기,전전기
entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome   후속기간에 당기손익으로 재분류되지 않는 항목,   후속기간에 당기손익으로 재분류되지 않는 항목,11-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2022-12-31,사업보고서,KRW,entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome,   후속기간에 당기손익으로 재분류되지 않는 항목,,4203000378,,,9771288892,-20634182128
entity00105271_udf_IS_20233148583278_udf_IS_202031381149841_OtherComprehensiveIncome      확정급여제도의 재측정요소,      확정급여제도의 재측정요소,11-02-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2022-12-31,사업보고서,KRW,entity00105271_udf_IS_20233148583278_udf_IS_202031381149841_OtherComprehensiveIncome,      확정급여제도의 재측정요소,,14524370227,,,-116162234,12175981749
entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome      기타포괄손익-공정가치측정 금융자산평가손익,      기타포괄손익-공정가치측정금융자산평가이익(손실),11-02-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2022-12-31,사업보고서,KRW,entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome,      기타포괄손익-공정가치측정 금융자산평가손익,,-10321369849,,,9887451126,-32810163877
ifrs-full_ComprehensiveIncome총포괄손익,총포괄손익,12,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2022-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,총포괄손익,,11545768525,,,73282605079,6.85176E+11
ifrs-full_EarningsPerShareAbstract주당손익,주당손익,13,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2022-12-31,사업보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당손익,,,,,,
ifrs-full_BasicEarningsLossPerShareFromContinuingOperations   계속영업기본주당손익,   계속영업기본주당이익(손실),14-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2022-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업기본주당손익,,990,,,-10508,74434
ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations   중단영업기본주당손익,   중단영업기본주당이익(손실),14-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2022-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   중단영업기본주당손익,,,,,18801,11893
ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations   계속영업희석주당손익,   계속영업희석주당이익(손실),14-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2022-12-31,사업보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   계속영업희석주당손익,,990,,,-10508,74434
ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations   중단영업희석주당손익,   중단영업희석주당이익(손실),14-04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2022-12-31,사업보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,   중단영업희석주당손익,,,,,18801,11893
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기 3개월,당기 1분기 누적,전기 1분기 3개월,전기 1분기 누적,전기,전전기
ifrs-full_Revenue매출액,매출액,01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_Revenue,매출액,6.98958E+11,6.98958E+11,5.91634E+11,5.91634E+11,,
ifrs-full_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,5.53163E+11,5.53163E+11,4.70561E+11,4.70561E+11,,
ifrs-full_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,1.45795E+11,1.45795E+11,1.21073E+11,1.21073E+11,,
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,94556380017,94556380017,95815650221,95815650221,,
dart_OperatingIncomeLoss영업이익,영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,51238691888,51238691888,25257365346,25257365346,,
entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract순금융손익,순금융손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,순금융손익,721455346,721455346,-56442956136,-56442956136,,
entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융수익,금융수익,06-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융수익,1.4501E+11,1.4501E+11,1.14127E+11,1.14127E+11,,
entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융원가,금융원가,06-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융원가,1.44288E+11,1.44288E+11,1.7057E+11,1.7057E+11,,
entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract기타영업외손익,기타영업외손익,07,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,기타영업외손익,19719720296,19719720296,4743004605,4743004605,,
entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타이익,기타이익,07-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타이익,29164625875,29164625875,9238575558,9238575558,,
entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타손실,기타손실,07-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타손실,9444905579,9444905579,4495570953,4495570953,,
ifrs-full_ProfitLossBeforeTax법인세비용차감전순이익(손실),법인세비용차감전이익,08,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),71679867530,71679867530,-26442586185,-26442586185,,
ifrs-full_IncomeTaxExpenseContinuingOperations법인세비용,법인세비용(수익),09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,16027748987,16027748987,14043554595,14043554595,,
ifrs-full_ProfitLoss분기순이익(손실),당기순손익,10,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,분기순이익(손실),55652118543,55652118543,-40486140780,-40486140780,,
ifrs-full_OtherComprehensiveIncome기타포괄손익,기타포괄손익,11,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncome,기타포괄손익,1170494291,1170494291,1500752459,1500752459,,
entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome   후속기간에 당기손익으로 재분류되지 않는 항목,   후속기간에 당기손익으로 재분류되지 않는 항목,11-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome,   후속기간에 당기손익으로 재분류되지 않는 항목,1170494291,1170494291,1500752459,1500752459,,
entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome      기타포괄손익-공정가치측정금융자산평가이익,      기타포괄손익-공정가치측정금융자산평가이익(손실),11-02-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome,      기타포괄손익-공정가치측정금융자산평가이익,1170494291,1170494291,1500752459,1500752459,,
ifrs-full_ComprehensiveIncome분기총포괄손익,총포괄손익,12,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncome,분기총포괄손익,56822612834,56822612834,-38985388321,-38985388321,,
ifrs-full_EarningsPerShareAbstract지배기업소유주지분에 대한 주당손익,   지배기업소유주지분,14,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,지배기업소유주지분에 대한 주당손익,,,,,,
ifrs-full_BasicEarningsLossPerShare   기본주당손익,   계속영업기본주당이익(손실),14-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당손익,7567,7567,-5315,-5315,,
ifrs-full_DilutedEarningsLossPerShare   희석주당손익,   계속영업희석주당이익(손실),14-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,   희석주당손익,7567,7567,-5315,-5315,,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 반기 3개월,당기 반기 누적,전기 반기 3개월,전기 반기 누적,전기,전전기
ifrs-full_Revenue매출액,매출액,01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_Revenue,매출액,7.46471E+11,1.44543E+12,6.91109E+11,1.28274E+12,,
ifrs-full_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_CostOfSales,매출원가,5.41462E+11,1.09462E+12,5.34117E+11,1.00468E+12,,
ifrs-full_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_GrossProfit,매출총이익,2.05009E+11,3.50804E+11,1.56992E+11,2.78065E+11,,
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,1.07362E+11,2.01918E+11,95848571731,1.91664E+11,,
dart_OperatingIncomeLoss영업이익,영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,dart_OperatingIncomeLoss,영업이익,97647205242,1.48886E+11,61143372716,86400738062,,
entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract순금융손익,순금융손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,순금융손익,81318320255,82039775601,1.19718E+11,63274903846,,
entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융수익,금융수익,06-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융수익,1.71792E+11,3.13763E+11,1.91875E+11,2.23599E+11,,
entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융원가,금융원가,06-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융원가,90473922813,2.31723E+11,72157530077,1.60324E+11,,
entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract기타영업외손익,기타영업외손익,07,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,기타영업외손익,-328059927,19391660369,3509432338,8252436943,,
entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타이익,기타이익,07-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타이익,15711253166,44875879041,12838175795,22076751353,,
entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타손실,기타손실,07-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타손실,16039313093,25484218672,9328743457,13824314410,,
ifrs-full_ProfitLossBeforeTax법인세비용차감전순이익,법인세비용차감전이익,08,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,1.78637E+11,2.50317E+11,1.84371E+11,1.57928E+11,,
ifrs-full_IncomeTaxExpenseContinuingOperations법인세비용,법인세비용(수익),09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,43528178820,59555927807,55554008283,69597562878,,
ifrs-full_ProfitLoss반기순손익,당기순손익,10,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_ProfitLoss,반기순손익,1.35109E+11,1.90761E+11,1.28817E+11,88330515973,,
ifrs-full_OtherComprehensiveIncome기타포괄손익,기타포괄손익,11,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_OtherComprehensiveIncome,기타포괄손익,2088647977,3259142268,-6453235573,-4952483114,,
entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome   후속기간에 당기손익으로 재분류되지 않는 항목,   후속기간에 당기손익으로 재분류되지 않는 항목,11-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome,   후속기간에 당기손익으로 재분류되지 않는 항목,,,,,,
entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome      기타포괄손익-공정가치측정금융자산평가이익(손실),      기타포괄손익-공정가치측정금융자산평가이익(손실),11-02-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome,      기타포괄손익-공정가치측정금융자산평가이익(손실),2088647977,3259142268,-6453235573,-4952483114,,
ifrs-full_ComprehensiveIncome반기총포괄손익,총포괄손익,12,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_ComprehensiveIncome,반기총포괄손익,1.37198E+11,1.94021E+11,1.22363E+11,83378032859,,
ifrs-full_EarningsPerShareAbstract주당손익,주당손익,13,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당손익,,,,,,
ifrs-full_BasicEarningsLossPerShareFromContinuingOperations   기본주당손익,주당손익,13,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   기본주당손익,18372,25939,17511,11800,,
ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations   희석주당손익,   계속영업희석주당이익(손실),14-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   희석주당손익,18372,25939,17511,11800,,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기 3개월,당기 3분기 누적,전기 3분기 3개월,전기 3분기 누적,전기,전전기
dart_OperatingIncomeLoss      영업이익,영업이익,05,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,      영업이익,1.10269E+11,2.59155E+11,51603133133,1.38004E+11,,
dart_TotalSellingGeneralAdministrativeExpenses      판매비와관리비,판매비와관리비,04,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,      판매비와관리비,99067661399,3.00986E+11,90805563660,2.8247E+11,,
entity00105271_FinanceincomecostOfStatementOfComprehensiveIncomeAbstract      순금융손익,순금융손익,06,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,entity00105271_FinanceincomecostOfStatementOfComprehensiveIncomeAbstract,      순금융손익,17212466150,99252241751,-4.01687E+11,-3.38412E+11,,
entity00105271_FinanceCostsOfFinanceincomecostOfStatementOfComprehensiveIncomeAbstract         금융원가,금융원가,06-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,entity00105271_FinanceCostsOfFinanceincomecostOfStatementOfComprehensiveIncomeAbstract,         금융원가,-37563953264,-2.37464E+11,-4.72019E+11,-5.58973E+11,,
entity00105271_FinanceincomeOfFinanceincomecostOfStatementOfComprehensiveIncomeAbstract         금융수익,금융수익,06-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,entity00105271_FinanceincomeOfFinanceincomecostOfStatementOfComprehensiveIncomeAbstract,         금융수익,54776419414,3.36716E+11,70331972744,2.20561E+11,,
entity00105271_OtherGainsLossesOfStatementOfComprehensiveIncomeAbstract      기타영업외손익,기타영업외손익,07,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,entity00105271_OtherGainsLossesOfStatementOfComprehensiveIncomeAbstract,      기타영업외손익,9078967931,28470628300,-300313073,7952123870,,
entity00105271_OtherGainsOfOtherGainsLossesOfStatementOfComprehensiveIncomeAbstract         기타이익,기타이익,07-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,entity00105271_OtherGainsOfOtherGainsLossesOfStatementOfComprehensiveIncomeAbstract,         기타이익,10759172965,55635052006,11281146374,33357897727,,
entity00105271_OtherLossesOfOtherGainsLossesOfStatementOfComprehensiveIncomeAbstract         기타손실,기타손실,07-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,entity00105271_OtherLossesOfOtherGainsLossesOfStatementOfComprehensiveIncomeAbstract,         기타손실,-1680205034,-27164423706,-11581459447,-25405773857,,
ifrs_ComprehensiveIncome      분기총포괄손익,총포괄손익,12,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,ifrs_ComprehensiveIncome,      분기총포괄손익,98471559516,2.92492E+11,-2.80447E+11,-1.97069E+11,,
ifrs_CostOfSales      매출원가,매출원가,02,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,ifrs_CostOfSales,      매출원가,5.46662E+11,1.64129E+12,5.43545E+11,1.54822E+12,,
ifrs_BasicEarningsLossPerShare         기본주당손익,주당손익,13,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,         기본주당손익,13597,39536,-37645,-25333,,
ifrs_DilutedEarningsLossPerShare         희석주당손익,   희석주당이익(손실),13-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,ifrs_DilutedEarningsLossPerShare,         희석주당손익,13597,39536,-37645,-25333,,
ifrs_GrossProfit      매출총이익,매출총이익,03,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,ifrs_GrossProfit,      매출총이익,2.09337E+11,5.60141E+11,1.42409E+11,4.20474E+11,,
ifrs_IncomeTaxExpenseContinuingOperations      법인세비용(수익),법인세비용(수익),09,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,      법인세비용(수익),36566175258,96122103065,-73538463918,-3940901040,,
ifrs_OtherComprehensiveIncome      기타포괄손익,기타포괄손익,11,"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2023-09-30,3분기보고서,KRW,ifrs_OtherComprehensiveIncome,      기타포괄손익,-1522972483,1736169785,-3601805901,-8554289015,,
