분류,세부항목,기간,연도,분기,기간표준,수치,단위,search_tag
판매관리비,감가상각비,2024-06-30,2024,Q2,2024 Q2,1761,백만원,2024Q2|판매관리비|감가상각비
판매관리비,무형자산상각비,2024-06-30,2024,Q2,2024 Q2,215,백만원,2024Q2|판매관리비|무형자산상각비
판매관리비,대손상각비(대손충당금환입),2024-06-30,2024,Q2,2024 Q2,-247,백만원,2024Q2|판매관리비|대손상각비(대손충당금환입)
판매관리비,운반비,2024-06-30,2024,Q2,2024 Q2,26499,백만원,2024Q2|판매관리비|운반비
판매관리비,지급수수료,2024-06-30,2024,Q2,2024 Q2,8270,백만원,2024Q2|판매관리비|지급수수료
판매관리비,기술개발비,2024-06-30,2024,Q2,2024 Q2,20217,백만원,2024Q2|판매관리비|기술개발비
판매관리비,기타,2024-06-30,2024,Q2,2024 Q2,16811,백만원,2024Q2|판매관리비|기타
판매관리비,판매비와관리비(총액),2024-09-30,2024,Q3,2024 Q3,313487,백만원,2024Q3|판매관리비|판매비와관리비(총액)
판매관리비,급여,2024-09-30,2024,Q3,2024 Q3,79412,백만원,2024Q3|판매관리비|급여
판매관리비,퇴직급여원가,2024-09-30,2024,Q3,2024 Q3,6726,백만원,2024Q3|판매관리비|퇴직급여원가
판매관리비,복리후생비,2024-09-30,2024,Q3,2024 Q3,11258,백만원,2024Q3|판매관리비|복리후생비
판매관리비,광고선전비,2024-09-30,2024,Q3,2024 Q3,6306,백만원,2024Q3|판매관리비|광고선전비
판매관리비,감가상각비,2024-09-30,2024,Q3,2024 Q3,6311,백만원,2024Q3|판매관리비|감가상각비
판매관리비,무형자산상각비,2024-09-30,2024,Q3,2024 Q3,10378,백만원,2024Q3|판매관리비|무형자산상각비
판매관리비,사용권자산상각비,2024-09-30,2024,Q3,2024 Q3,5828,백만원,2024Q3|판매관리비|사용권자산상각비
판매관리비,운반비,2024-09-30,2024,Q3,2024 Q3,66156,백만원,2024Q3|판매관리비|운반비
판매관리비,지급수수료,2024-09-30,2024,Q3,2024 Q3,28321,백만원,2024Q3|판매관리비|지급수수료
판매관리비,기술개발비,2024-09-30,2024,Q3,2024 Q3,55685,백만원,2024Q3|판매관리비|기술개발비
판매관리비,기타,2024-09-30,2024,Q3,2024 Q3,37106,백만원,2024Q3|판매관리비|기타
판매관리비,판매비와관리비(총액),2024-09-30,2024,Q3,2024 Q3,107568,백만원,2024Q3|판매관리비|판매비와관리비(총액)
판매관리비,급여,2024-09-30,2024,Q3,2024 Q3,27353,백만원,2024Q3|판매관리비|급여
판매관리비,퇴직급여원가,2024-09-30,2024,Q3,2024 Q3,2959,백만원,2024Q3|판매관리비|퇴직급여원가
판매관리비,복리후생비,2024-09-30,2024,Q3,2024 Q3,5755,백만원,2024Q3|판매관리비|복리후생비
판매관리비,광고선전비,2024-09-30,2024,Q3,2024 Q3,4841,백만원,2024Q3|판매관리비|광고선전비
판매관리비,감가상각비,2024-09-30,2024,Q3,2024 Q3,1976,백만원,2024Q3|판매관리비|감가상각비
판매관리비,무형자산상각비,2024-09-30,2024,Q3,2024 Q3,216,백만원,2024Q3|판매관리비|무형자산상각비
판매관리비,대손상각비(대손충당금환입),2024-09-30,2024,Q3,2024 Q3,446,백만원,2024Q3|판매관리비|대손상각비(대손충당금환입)
판매관리비,운반비,2024-09-30,2024,Q3,2024 Q3,24615,백만원,2024Q3|판매관리비|운반비
판매관리비,지급수수료,2024-09-30,2024,Q3,2024 Q3,6494,백만원,2024Q3|판매관리비|지급수수료
판매관리비,기술개발비,2024-09-30,2024,Q3,2024 Q3,22526,백만원,2024Q3|판매관리비|기술개발비
판매관리비,기타,2024-09-30,2024,Q3,2024 Q3,10387,백만원,2024Q3|판매관리비|기타
판매관리비,판매비와관리비(총액),2024-09-30,2024,Q3,2024 Q3,303260,백만원,2024Q3|판매관리비|판매비와관리비(총액)
판매관리비,급여,2024-09-30,2024,Q3,2024 Q3,82647,백만원,2024Q3|판매관리비|급여
판매관리비,퇴직급여원가,2024-09-30,2024,Q3,2024 Q3,12116,백만원,2024Q3|판매관리비|퇴직급여원가
판매관리비,복리후생비,2024-09-30,2024,Q3,2024 Q3,12002,백만원,2024Q3|판매관리비|복리후생비
판매관리비,광고선전비,2024-09-30,2024,Q3,2024 Q3,6870,백만원,2024Q3|판매관리비|광고선전비
판매관리비,감가상각비,2024-09-30,2024,Q3,2024 Q3,6803,백만원,2024Q3|판매관리비|감가상각비
판매관리비,무형자산상각비,2024-09-30,2024,Q3,2024 Q3,10778,백만원,2024Q3|판매관리비|무형자산상각비
판매관리비,사용권자산상각비,2024-09-30,2024,Q3,2024 Q3,5290,백만원,2024Q3|판매관리비|사용권자산상각비
판매관리비,운반비,2024-09-30,2024,Q3,2024 Q3,42502,백만원,2024Q3|판매관리비|운반비
판매관리비,지급수수료,2024-09-30,2024,Q3,2024 Q3,29563,백만원,2024Q3|판매관리비|지급수수료
판매관리비,기술개발비,2024-09-30,2024,Q3,2024 Q3,61709,백만원,2024Q3|판매관리비|기술개발비
판매관리비,기타,2024-09-30,2024,Q3,2024 Q3,32977,백만원,2024Q3|판매관리비|기타
판매관리비,판매비와관리비(총액),2024-09-30,2024,Q3,2024 Q3,125482,백만원,2024Q3|판매관리비|판매비와관리비(총액)
판매관리비,급여,2024-09-30,2024,Q3,2024 Q3,39614,백만원,2024Q3|판매관리비|급여
판매관리비,퇴직급여원가,2024-09-30,2024,Q3,2024 Q3,3759,백만원,2024Q3|판매관리비|퇴직급여원가
판매관리비,복리후생비,2024-09-30,2024,Q3,2024 Q3,4905,백만원,2024Q3|판매관리비|복리후생비
판매관리비,광고선전비,2024-09-30,2024,Q3,2024 Q3,5394,백만원,2024Q3|판매관리비|광고선전비
판매관리비,감가상각비,2024-09-30,2024,Q3,2024 Q3,1972,백만원,2024Q3|판매관리비|감가상각비
판매관리비,무형자산상각비,2024-09-30,2024,Q3,2024 Q3,221,백만원,2024Q3|판매관리비|무형자산상각비
판매관리비,대손상각비(대손충당금환입),2024-09-30,2024,Q3,2024 Q3,-398,백만원,2024Q3|판매관리비|대손상각비(대손충당금환입)
판매관리비,운반비,2024-09-30,2024,Q3,2024 Q3,24441,백만원,2024Q3|판매관리비|운반비
판매관리비,지급수수료,2024-09-30,2024,Q3,2024 Q3,7982,백만원,2024Q3|판매관리비|지급수수료
판매관리비,기술개발비,2024-09-30,2024,Q3,2024 Q3,26047,백만원,2024Q3|판매관리비|기술개발비
판매관리비,기타,2024-09-30,2024,Q3,2024 Q3,11547,백만원,2024Q3|판매관리비|기타
판매관리비,판매비와관리비(총액),2025-03-31,2025,Q1,2025 Q1,291466,백만원,2025Q1|판매관리비|판매비와관리비(총액)
판매관리비,급여,2025-03-31,2025,Q1,2025 Q1,80460,백만원,2025Q1|판매관리비|급여
판매관리비,퇴직급여원가,2025-03-31,2025,Q1,2025 Q1,15159,백만원,2025Q1|판매관리비|퇴직급여원가
판매관리비,복리후생비,2025-03-31,2025,Q1,2025 Q1,10779,백만원,2025Q1|판매관리비|복리후생비
판매관리비,광고선전비,2025-03-31,2025,Q1,2025 Q1,4602,백만원,2025Q1|판매관리비|광고선전비
판매관리비,감가상각비,2025-03-31,2025,Q1,2025 Q1,5920,백만원,2025Q1|판매관리비|감가상각비
판매관리비,무형자산상각비,2025-03-31,2025,Q1,2025 Q1,10871,백만원,2025Q1|판매관리비|무형자산상각비
판매관리비,사용권자산상각비,2025-03-31,2025,Q1,2025 Q1,6315,백만원,2025Q1|판매관리비|사용권자산상각비
판매관리비,운반비,2025-03-31,2025,Q1,2025 Q1,36757,백만원,2025Q1|판매관리비|운반비
판매관리비,지급수수료,2025-03-31,2025,Q1,2025 Q1,28760,백만원,2025Q1|판매관리비|지급수수료
판매관리비,기술개발비,2025-03-31,2025,Q1,2025 Q1,54905,백만원,2025Q1|판매관리비|기술개발비
판매관리비,기타,2025-03-31,2025,Q1,2025 Q1,36939,백만원,2025Q1|판매관리비|기타
판매관리비,판매비와관리비(총액),2025-03-31,2025,Q1,2025 Q1,101662,백만원,2025Q1|판매관리비|판매비와관리비(총액)
판매관리비,급여,2025-03-31,2025,Q1,2025 Q1,27003,백만원,2025Q1|판매관리비|급여
판매관리비,퇴직급여원가,2025-03-31,2025,Q1,2025 Q1,5398,백만원,2025Q1|판매관리비|퇴직급여원가
판매관리비,복리후생비,2025-03-31,2025,Q1,2025 Q1,4922,백만원,2025Q1|판매관리비|복리후생비
판매관리비,광고선전비,2025-03-31,2025,Q1,2025 Q1,3377,백만원,2025Q1|판매관리비|광고선전비
판매관리비,감가상각비,2025-03-31,2025,Q1,2025 Q1,1870,백만원,2025Q1|판매관리비|감가상각비
판매관리비,무형자산상각비,2025-03-31,2025,Q1,2025 Q1,221,백만원,2025Q1|판매관리비|무형자산상각비
판매관리비,대손상각비(대손충당금환입),2025-03-31,2025,Q1,2025 Q1,-826,백만원,2025Q1|판매관리비|대손상각비(대손충당금환입)
판매관리비,운반비,2025-03-31,2025,Q1,2025 Q1,20872,백만원,2025Q1|판매관리비|운반비
판매관리비,지급수수료,2025-03-31,2025,Q1,2025 Q1,8320,백만원,2025Q1|판매관리비|지급수수료
판매관리비,기술개발비,2025-03-31,2025,Q1,2025 Q1,20449,백만원,2025Q1|판매관리비|기술개발비
판매관리비,기타,2025-03-31,2025,Q1,2025 Q1,10056,백만원,2025Q1|판매관리비|기타
판매관리비,판매비와관리비(총액),2025-06-30,2025,Q2,2025 Q2,296887,백만원,2025Q2|판매관리비|판매비와관리비(총액)
판매관리비,급여,2025-06-30,2025,Q2,2025 Q2,79635,백만원,2025Q2|판매관리비|급여
판매관리비,퇴직급여원가,2025-06-30,2025,Q2,2025 Q2,8375,백만원,2025Q2|판매관리비|퇴직급여원가
판매관리비,복리후생비,2025-06-30,2025,Q2,2025 Q2,13176,백만원,2025Q2|판매관리비|복리후생비
판매관리비,광고선전비,2025-06-30,2025,Q2,2025 Q2,5424,백만원,2025Q2|판매관리비|광고선전비
판매관리비,감가상각비,2025-06-30,2025,Q2,2025 Q2,5578,백만원,2025Q2|판매관리비|감가상각비
판매관리비,무형자산상각비,2025-06-30,2025,Q2,2025 Q2,10836,백만원,2025Q2|판매관리비|무형자산상각비
판매관리비,사용권자산상각비,2025-06-30,2025,Q2,2025 Q2,6683,백만원,2025Q2|판매관리비|사용권자산상각비
판매관리비,운반비,2025-06-30,2025,Q2,2025 Q2,39207,백만원,2025Q2|판매관리비|운반비
판매관리비,지급수수료,2025-06-30,2025,Q2,2025 Q2,28951,백만원,2025Q2|판매관리비|지급수수료
판매관리비,기술개발비,2025-06-30,2025,Q2,2025 Q2,56080,백만원,2025Q2|판매관리비|기술개발비
판매관리비,기타,2025-06-30,2025,Q2,2025 Q2,42941,백만원,2025Q2|판매관리비|기타
판매관리비,판매비와관리비(총액),2025-06-30,2025,Q2,2025 Q2,105216,백만원,2025Q2|판매관리비|판매비와관리비(총액)
판매관리비,급여,2025-06-30,2025,Q2,2025 Q2,27075,백만원,2025Q2|판매관리비|급여
판매관리비,퇴직급여원가,2025-06-30,2025,Q2,2025 Q2,2935,백만원,2025Q2|판매관리비|퇴직급여원가
판매관리비,복리후생비,2025-06-30,2025,Q2,2025 Q2,4735,백만원,2025Q2|판매관리비|복리후생비
판매관리비,광고선전비,2025-06-30,2025,Q2,2025 Q2,3864,백만원,2025Q2|판매관리비|광고선전비
판매관리비,감가상각비,2025-06-30,2025,Q2,2025 Q2,1922,백만원,2025Q2|판매관리비|감가상각비
판매관리비,무형자산상각비,2025-06-30,2025,Q2,2025 Q2,30,백만원,2025Q2|판매관리비|무형자산상각비
판매관리비,대손상각비(대손충당금환입),2025-06-30,2025,Q2,2025 Q2,-8,백만원,2025Q2|판매관리비|대손상각비(대손충당금환입)
판매관리비,운반비,2025-06-30,2025,Q2,2025 Q2,22396,백만원,2025Q2|판매관리비|운반비
판매관리비,지급수수료,2025-06-30,2025,Q2,2025 Q2,7153,백만원,2025Q2|판매관리비|지급수수료
판매관리비,기술개발비,2025-06-30,2025,Q2,2025 Q2,19886,백만원,2025Q2|판매관리비|기술개발비
판매관리비,기타,2025-06-30,2025,Q2,2025 Q2,15228,백만원,2025Q2|판매관리비|기타
판매관리비,판매비와관리비(총액),2025-09-30,2025,Q3,2025 Q3,299314,백만원,2025Q3|판매관리비|판매비와관리비(총액)
판매관리비,급여,2025-09-30,2025,Q3,2025 Q3,82521,백만원,2025Q3|판매관리비|급여
판매관리비,퇴직급여원가,2025-09-30,2025,Q3,2025 Q3,10673,백만원,2025Q3|판매관리비|퇴직급여원가
판매관리비,복리후생비,2025-09-30,2025,Q3,2025 Q3,10402,백만원,2025Q3|판매관리비|복리후생비
판매관리비,광고선전비,2025-09-30,2025,Q3,2025 Q3,8536,백만원,2025Q3|판매관리비|광고선전비
판매관리비,감가상각비,2025-09-30,2025,Q3,2025 Q3,5255,백만원,2025Q3|판매관리비|감가상각비
판매관리비,무형자산상각비,2025-09-30,2025,Q3,2025 Q3,10627,백만원,2025Q3|판매관리비|무형자산상각비
판매관리비,사용권자산상각비,2025-09-30,2025,Q3,2025 Q3,6614,백만원,2025Q3|판매관리비|사용권자산상각비
판매관리비,운반비,2025-09-30,2025,Q3,2025 Q3,41590,백만원,2025Q3|판매관리비|운반비
판매관리비,지급수수료,2025-09-30,2025,Q3,2025 Q3,31207,백만원,2025Q3|판매관리비|지급수수료
판매관리비,기술개발비,2025-09-30,2025,Q3,2025 Q3,57816,백만원,2025Q3|판매관리비|기술개발비
판매관리비,기타,2025-09-30,2025,Q3,2025 Q3,34073,백만원,2025Q3|판매관리비|기타
판매관리비,판매비와관리비(총액),2025-09-30,2025,Q3,2025 Q3,105673,백만원,2025Q3|판매관리비|판매비와관리비(총액)
판매관리비,급여,2025-09-30,2025,Q3,2025 Q3,27052,백만원,2025Q3|판매관리비|급여
판매관리비,퇴직급여원가,2025-09-30,2025,Q3,2025 Q3,2978,백만원,2025Q3|판매관리비|퇴직급여원가
판매관리비,복리후생비,2025-09-30,2025,Q3,2025 Q3,5631,백만원,2025Q3|판매관리비|복리후생비
판매관리비,광고선전비,2025-09-30,2025,Q3,2025 Q3,7650,백만원,2025Q3|판매관리비|광고선전비
판매관리비,감가상각비,2025-09-30,2025,Q3,2025 Q3,1800,백만원,2025Q3|판매관리비|감가상각비
판매관리비,무형자산상각비,2025-09-30,2025,Q3,2025 Q3,253,백만원,2025Q3|판매관리비|무형자산상각비
판매관리비,대손상각비(대손충당금환입),2025-09-30,2025,Q3,2025 Q3,203,백만원,2025Q3|판매관리비|대손상각비(대손충당금환입)
판매관리비,운반비,2025-09-30,2025,Q3,2025 Q3,21571,백만원,2025Q3|판매관리비|운반비
판매관리비,지급수수료,2025-09-30,2025,Q3,2025 Q3,8619,백만원,2025Q3|판매관리비|지급수수료
판매관리비,기술개발비,2025-09-30,2025,Q3,2025 Q3,20877,백만원,2025Q3|판매관리비|기술개발비
판매관리비,기타,2025-09-30,2025,Q3,2025 Q3,9037,백만원,2025Q3|판매관리비|기타
판매관리비,판매비와관리비(총액),2025-12-31,2025,Q4,2025 Q4,322188,백만원,2025Q4|판매관리비|판매비와관리비(총액)
판매관리비,급여,2025-12-31,2025,Q4,2025 Q4,121325,백만원,2025Q4|판매관리비|급여
판매관리비,퇴직급여원가,2025-12-31,2025,Q4,2025 Q4,-15987,백만원,2025Q4|판매관리비|퇴직급여원가
판매관리비,복리후생비,2025-12-31,2025,Q4,2025 Q4,12140,백만원,2025Q4|판매관리비|복리후생비
판매관리비,광고선전비,2025-12-31,2025,Q4,2025 Q4,5102,백만원,2025Q4|판매관리비|광고선전비
판매관리비,감가상각비,2025-12-31,2025,Q4,2025 Q4,5408,백만원,2025Q4|판매관리비|감가상각비
판매관리비,무형자산상각비,2025-12-31,2025,Q4,2025 Q4,9967,백만원,2025Q4|판매관리비|무형자산상각비
판매관리비,사용권자산상각비,2025-12-31,2025,Q4,2025 Q4,8828,백만원,2025Q4|판매관리비|사용권자산상각비
판매관리비,운반비,2025-12-31,2025,Q4,2025 Q4,36355,백만원,2025Q4|판매관리비|운반비
판매관리비,지급수수료,2025-12-31,2025,Q4,2025 Q4,22364,백만원,2025Q4|판매관리비|지급수수료
판매관리비,기술개발비,2025-12-31,2025,Q4,2025 Q4,59452,백만원,2025Q4|판매관리비|기술개발비
판매관리비,기타,2025-12-31,2025,Q4,2025 Q4,57232,백만원,2025Q4|판매관리비|기타
판매관리비,판매비와관리비(총액),2025-12-31,2025,Q4,2025 Q4,111077,백만원,2025Q4|판매관리비|판매비와관리비(총액)
판매관리비,급여,2025-12-31,2025,Q4,2025 Q4,36357,백만원,2025Q4|판매관리비|급여
판매관리비,퇴직급여원가,2025-12-31,2025,Q4,2025 Q4,2413,백만원,2025Q4|판매관리비|퇴직급여원가
판매관리비,복리후생비,2025-12-31,2025,Q4,2025 Q4,4726,백만원,2025Q4|판매관리비|복리후생비
판매관리비,광고선전비,2025-12-31,2025,Q4,2025 Q4,3411,백만원,2025Q4|판매관리비|광고선전비
판매관리비,감가상각비,2025-12-31,2025,Q4,2025 Q4,1873,백만원,2025Q4|판매관리비|감가상각비
판매관리비,무형자산상각비,2025-12-31,2025,Q4,2025 Q4,469,백만원,2025Q4|판매관리비|무형자산상각비
판매관리비,대손상각비(대손충당금환입),2025-12-31,2025,Q4,2025 Q4,1975,백만원,2025Q4|판매관리비|대손상각비(대손충당금환입)
판매관리비,운반비,2025-12-31,2025,Q4,2025 Q4,20705,백만원,2025Q4|판매관리비|운반비
판매관리비,지급수수료,2025-12-31,2025,Q4,2025 Q4,8319,백만원,2025Q4|판매관리비|지급수수료
판매관리비,기술개발비,2025-12-31,2025,Q4,2025 Q4,25938,백만원,2025Q4|판매관리비|기술개발비
판매관리비,기타,2025-12-31,2025,Q4,2025 Q4,4890,백만원,2025Q4|판매관리비|기타
감가상각비,건자재,2022-03-31,2022,Q1,2022 Q1,10273,백만원,2022Q1|감가상각비|건자재
감가상각비,도료,2022-03-31,2022,Q1,2022 Q1,9574,백만원,2022Q1|감가상각비|도료
감가상각비,실리콘,2022-03-31,2022,Q1,2022 Q1,62757,백만원,2022Q1|감가상각비|실리콘
감가상각비,기타,2022-03-31,2022,Q1,2022 Q1,21348,백만원,2022Q1|감가상각비|기타
감가상각비,합계,2022-03-31,2022,Q1,2022 Q1,103952,백만원,2022Q1|감가상각비|합계
감가상각비,건자재,2022-06-30,2022,Q2,2022 Q2,8824,백만원,2022Q2|감가상각비|건자재
감가상각비,도료,2022-06-30,2022,Q2,2022 Q2,10406,백만원,2022Q2|감가상각비|도료
감가상각비,실리콘,2022-06-30,2022,Q2,2022 Q2,41206,백만원,2022Q2|감가상각비|실리콘
감가상각비,기타,2022-06-30,2022,Q2,2022 Q2,21926,백만원,2022Q2|감가상각비|기타
감가상각비,합계,2022-06-30,2022,Q2,2022 Q2,82362,백만원,2022Q2|감가상각비|합계
감가상각비,건자재,2022-09-30,2022,Q3,2022 Q3,20259,백만원,2022Q3|감가상각비|건자재
감가상각비,도료,2022-09-30,2022,Q3,2022 Q3,17950,백만원,2022Q3|감가상각비|도료
감가상각비,실리콘,2022-09-30,2022,Q3,2022 Q3,78328,백만원,2022Q3|감가상각비|실리콘
감가상각비,기타,2022-09-30,2022,Q3,2022 Q3,1912,백만원,2022Q3|감가상각비|기타
감가상각비,합계,2022-09-30,2022,Q3,2022 Q3,118450,백만원,2022Q3|감가상각비|합계
감가상각비,건자재,2022-12-31,2022,Q4,2022 Q4,177,백만원,2022Q4|감가상각비|건자재
감가상각비,도료,2022-12-31,2022,Q4,2022 Q4,1945,백만원,2022Q4|감가상각비|도료
감가상각비,실리콘,2022-12-31,2022,Q4,2022 Q4,61350,백만원,2022Q4|감가상각비|실리콘
감가상각비,기타,2022-12-31,2022,Q4,2022 Q4,38373,백만원,2022Q4|감가상각비|기타
감가상각비,합계,2022-12-31,2022,Q4,2022 Q4,101845,백만원,2022Q4|감가상각비|합계
감가상각비,건자재,2023-03-31,2023,Q1,2023 Q1,10273,백만원,2023Q1|감가상각비|건자재
감가상각비,도료,2023-03-31,2023,Q1,2023 Q1,9574,백만원,2023Q1|감가상각비|도료
감가상각비,실리콘,2023-03-31,2023,Q1,2023 Q1,62757,백만원,2023Q1|감가상각비|실리콘
감가상각비,기타,2023-03-31,2023,Q1,2023 Q1,21348,백만원,2023Q1|감가상각비|기타
감가상각비,합계,2023-03-31,2023,Q1,2023 Q1,103952,백만원,2023Q1|감가상각비|합계
감가상각비,건자재,2023-06-30,2023,Q2,2023 Q2,10245,백만원,2023Q2|감가상각비|건자재
감가상각비,도료,2023-06-30,2023,Q2,2023 Q2,9578,백만원,2023Q2|감가상각비|도료
감가상각비,실리콘,2023-06-30,2023,Q2,2023 Q2,57943,백만원,2023Q2|감가상각비|실리콘
감가상각비,기타,2023-06-30,2023,Q2,2023 Q2,20895,백만원,2023Q2|감가상각비|기타
감가상각비,합계,2023-06-30,2023,Q2,2023 Q2,98662,백만원,2023Q2|감가상각비|합계
감가상각비,건자재,2023-09-30,2023,Q3,2023 Q3,10288,백만원,2023Q3|감가상각비|건자재
감가상각비,도료,2023-09-30,2023,Q3,2023 Q3,785,백만원,2023Q3|감가상각비|도료
감가상각비,실리콘,2023-09-30,2023,Q3,2023 Q3,61770,백만원,2023Q3|감가상각비|실리콘
감가상각비,기타,2023-09-30,2023,Q3,2023 Q3,28266,백만원,2023Q3|감가상각비|기타
감가상각비,합계,2023-09-30,2023,Q3,2023 Q3,101110,백만원,2023Q3|감가상각비|합계
감가상각비,건자재,2023-12-31,2023,Q4,2023 Q4,10215,백만원,2023Q4|감가상각비|건자재
감가상각비,도료,2023-12-31,2023,Q4,2023 Q4,6813,백만원,2023Q4|감가상각비|도료
감가상각비,실리콘,2023-12-31,2023,Q4,2023 Q4,65586,백만원,2023Q4|감가상각비|실리콘
감가상각비,기타,2023-12-31,2023,Q4,2023 Q4,25727,백만원,2023Q4|감가상각비|기타
감가상각비,합계,2023-12-31,2023,Q4,2023 Q4,108342,백만원,2023Q4|감가상각비|합계
감가상각비,건자재,2024-03-31,2024,Q1,2024 Q1,9989,백만원,2024Q1|감가상각비|건자재
감가상각비,도료,2024-03-31,2024,Q1,2024 Q1,6445,백만원,2024Q1|감가상각비|도료
감가상각비,실리콘,2024-03-31,2024,Q1,2024 Q1,64841,백만원,2024Q1|감가상각비|실리콘
감가상각비,기타,2024-03-31,2024,Q1,2024 Q1,24070,백만원,2024Q1|감가상각비|기타
감가상각비,합계,2024-03-31,2024,Q1,2024 Q1,105345,백만원,2024Q1|감가상각비|합계
감가상각비,건자재,2024-06-30,2024,Q2,2024 Q2,10260,백만원,2024Q2|감가상각비|건자재
감가상각비,도료,2024-06-30,2024,Q2,2024 Q2,7208,백만원,2024Q2|감가상각비|도료
감가상각비,실리콘,2024-06-30,2024,Q2,2024 Q2,59786,백만원,2024Q2|감가상각비|실리콘
감가상각비,기타,2024-06-30,2024,Q2,2024 Q2,25345,백만원,2024Q2|감가상각비|기타
감가상각비,합계,2024-06-30,2024,Q2,2024 Q2,102599,백만원,2024Q2|감가상각비|합계
감가상각비,건자재,2024-09-30,2024,Q3,2024 Q3,9994,백만원,2024Q3|감가상각비|건자재
감가상각비,도료,2024-09-30,2024,Q3,2024 Q3,7522,백만원,2024Q3|감가상각비|도료
감가상각비,실리콘,2024-09-30,2024,Q3,2024 Q3,57007,백만원,2024Q3|감가상각비|실리콘
감가상각비,기타,2024-09-30,2024,Q3,2024 Q3,25412,백만원,2024Q3|감가상각비|기타
감가상각비,합계,2024-09-30,2024,Q3,2024 Q3,99935,백만원,2024Q3|감가상각비|합계
감가상각비,건자재,2024-12-31,2024,Q4,2024 Q4,10184,백만원,2024Q4|감가상각비|건자재
감가상각비,도료,2024-12-31,2024,Q4,2024 Q4,5295,백만원,2024Q4|감가상각비|도료
감가상각비,실리콘,2024-12-31,2024,Q4,2024 Q4,10184,백만원,2024Q4|감가상각비|실리콘
감가상각비,기타,2024-12-31,2024,Q4,2024 Q4,26956,백만원,2024Q4|감가상각비|기타
감가상각비,합계,2024-12-31,2024,Q4,2024 Q4,105846,백만원,2024Q4|감가상각비|합계
감가상각비,건자재,2025-03-31,2025,Q1,2025 Q1,8607,백만원,2025Q1|감가상각비|건자재
감가상각비,도료,2025-03-31,2025,Q1,2025 Q1,7696,백만원,2025Q1|감가상각비|도료
감가상각비,실리콘,2025-03-31,2025,Q1,2025 Q1,66281,백만원,2025Q1|감가상각비|실리콘
감가상각비,기타,2025-03-31,2025,Q1,2025 Q1,25314,백만원,2025Q1|감가상각비|기타
감가상각비,합계,2025-03-31,2025,Q1,2025 Q1,107900,백만원,2025Q1|감가상각비|합계
감가상각비,건자재,2025-06-30,2025,Q2,2025 Q2,8448,백만원,2025Q2|감가상각비|건자재
감가상각비,도료,2025-06-30,2025,Q2,2025 Q2,7388,백만원,2025Q2|감가상각비|도료
감가상각비,실리콘,2025-06-30,2025,Q2,2025 Q2,60807,백만원,2025Q2|감가상각비|실리콘
감가상각비,기타,2025-06-30,2025,Q2,2025 Q2,25625,백만원,2025Q2|감가상각비|기타
감가상각비,합계,2025-06-30,2025,Q2,2025 Q2,102268,백만원,2025Q2|감가상각비|합계
감가상각비,건자재,2025-09-30,2025,Q3,2025 Q3,8038,백만원,2025Q3|감가상각비|건자재
감가상각비,도료,2025-09-30,2025,Q3,2025 Q3,6738,백만원,2025Q3|감가상각비|도료
감가상각비,실리콘,2025-09-30,2025,Q3,2025 Q3,63256,백만원,2025Q3|감가상각비|실리콘
감가상각비,기타,2025-09-30,2025,Q3,2025 Q3,24878,백만원,2025Q3|감가상각비|기타
감가상각비,합계,2025-09-30,2025,Q3,2025 Q3,102910,백만원,2025Q3|감가상각비|합계
감가상각비,건자재,2025-12-31,2025,Q4,2025 Q4,7626,백만원,2025Q4|감가상각비|건자재
감가상각비,도료,2025-12-31,2025,Q4,2025 Q4,6079,백만원,2025Q4|감가상각비|도료
감가상각비,실리콘,2025-12-31,2025,Q4,2025 Q4,72349,백만원,2025Q4|감가상각비|실리콘
감가상각비,기타,2025-12-31,2025,Q4,2025 Q4,25639,백만원,2025Q4|감가상각비|기타
감가상각비,합계,2025-12-31,2025,Q4,2025 Q4,111694,백만원,2025Q4|감가상각비|합계
