데이터구분,기준일,연도,분기,기간표준,구분1,구분2,항목,수치,단위,search_tag,search_text,variant
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,사용권자산상각비,7070.0,백만원,2023Q1|한신평기준|전사|한신평|사용권자산상각비|백만원|expanded,2023년 1분기 전사 한신평 기준 사용권자산상각비 | 2023 Q1 전사 사용권자산상각비 | 2023-03-31 기준 사용권자산상각비 | 전사 사용권자산상각비 | 한신평 사용권자산상각비 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 사용권자산상각비 | 약 70.7억원 | 2023년 Q1 사용권자산상각비 얼마야? | 사용권자산상각비 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,세전손익,28085.0,백만원,2023Q1|한신평기준|전사|한신평|세전손익|백만원|expanded,2023년 1분기 전사 한신평 기준 세전손익 | 2023 Q1 전사 세전손익 | 2023-03-31 기준 세전손익 | 전사 세전손익 | 한신평 세전손익 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 세전손익 | 약 280.9억원 | 2023년 Q1 세전손익 얼마야? | 세전손익 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,순차입금,3916480.0,백만원,2023Q1|한신평기준|전사|한신평|순차입금|백만원|expanded,2023년 1분기 전사 한신평 기준 순차입금 | 2023 Q1 전사 순차입금 | 2023-03-31 기준 순차입금 | 전사 순차입금 | 한신평 순차입금 | 한신평기준 | borrowings | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 순차입금 | 약 39164.8억원 | 2023년 Q1 순차입금 얼마야? | 순차입금 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,순차입금/EBITDA(배),5.0,배,2023Q1|한신평기준|전사|한신평|순차입금/EBITDA(배)|배|expanded,2023년 1분기 전사 한신평 기준 순차입금/EBITDA(배) | 2023 Q1 전사 순차입금/EBITDA(배) | 2023-03-31 기준 순차입금/EBITDA(배) | 전사 순차입금/EBITDA(배) | 한신평 순차입금/EBITDA(배) | 한신평기준 | 에비타 | borrowings | 배 | times | x | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 순차입금/EBITDA(배) | 2023년 Q1 순차입금/EBITDA(배) 얼마야? | 순차입금/EBITDA(배) 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,영업이익,75828.0,백만원,2023Q1|한신평기준|전사|한신평|영업이익|백만원|expanded,2023년 1분기 전사 한신평 기준 영업이익 | 2023 Q1 전사 영업이익 | 2023-03-31 기준 영업이익 | 전사 영업이익 | 한신평 영업이익 | 한신평기준 | operating profit | operating income | op margin | operating margin | profit | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 영업이익 | 약 758.3억원 | 2023년 Q1 영업이익 얼마야? | 영업이익 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,영업이익률,5.0,%,2023Q1|한신평기준|전사|한신평|영업이익률|%|expanded,2023년 1분기 전사 한신평 기준 영업이익률 | 2023 Q1 전사 영업이익률 | 2023-03-31 기준 영업이익률 | 전사 영업이익률 | 한신평 영업이익률 | 한신평기준 | operating profit | operating income | op margin | operating margin | profit | % | 비율 | ratio | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 영업이익률 | 2023년 Q1 영업이익률 얼마야? | 영업이익률 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,영업활동으로인한자산ㆍ부채의변동,-128279.0,백만원,2023Q1|한신평기준|전사|한신평|영업활동으로인한자산ㆍ부채의변동|백만원|expanded,2023년 1분기 전사 한신평 기준 영업활동으로인한자산ㆍ부채의변동 | 2023 Q1 전사 영업활동으로인한자산ㆍ부채의변동 | 2023-03-31 기준 영업활동으로인한자산ㆍ부채의변동 | 전사 영업활동으로인한자산ㆍ부채의변동 | 한신평 영업활동으로인한자산ㆍ부채의변동 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 영업활동으로인한자산ㆍ부채의변동 | 약 -1282.8억원 | 2023년 Q1 영업활동으로인한자산ㆍ부채의변동 얼마야? | 영업활동으로인한자산ㆍ부채의변동 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,영업활동현금흐름,19425.0,백만원,2023Q1|한신평기준|전사|한신평|영업활동현금흐름|백만원|expanded,2023년 1분기 전사 한신평 기준 영업활동현금흐름 | 2023 Q1 전사 영업활동현금흐름 | 2023-03-31 기준 영업활동현금흐름 | 전사 영업활동현금흐름 | 한신평 영업활동현금흐름 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 영업활동현금흐름 | 약 194.2억원 | 2023년 Q1 영업활동현금흐름 얼마야? | 영업활동현금흐름 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,유형자산의 취득,114720.0,백만원,2023Q1|한신평기준|전사|한신평|유형자산의 취득|백만원|expanded,2023년 1분기 전사 한신평 기준 유형자산의 취득 | 2023 Q1 전사 유형자산의 취득 | 2023-03-31 기준 유형자산의 취득 | 전사 유형자산의 취득 | 한신평 유형자산의 취득 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 유형자산의 취득 | 약 1147.2억원 | 2023년 Q1 유형자산의 취득 얼마야? | 유형자산의 취득 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,이자비용,51779.0,백만원,2023Q1|한신평기준|전사|한신평|이자비용|백만원|expanded,2023년 1분기 전사 한신평 기준 이자비용 | 2023 Q1 전사 이자비용 | 2023-03-31 기준 이자비용 | 전사 이자비용 | 한신평 이자비용 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 이자비용 | 약 517.8억원 | 2023년 Q1 이자비용 얼마야? | 이자비용 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,이자수취,9400.0,백만원,2023Q1|한신평기준|전사|한신평|이자수취|백만원|expanded,2023년 1분기 전사 한신평 기준 이자수취 | 2023 Q1 전사 이자수취 | 2023-03-31 기준 이자수취 | 전사 이자수취 | 한신평 이자수취 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 이자수취 | 약 94.0억원 | 2023년 Q1 이자수취 얼마야? | 이자수취 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,이자지급,48830.0,백만원,2023Q1|한신평기준|전사|한신평|이자지급|백만원|expanded,2023년 1분기 전사 한신평 기준 이자지급 | 2023 Q1 전사 이자지급 | 2023-03-31 기준 이자지급 | 전사 이자지급 | 한신평 이자지급 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 이자지급 | 약 488.3억원 | 2023년 Q1 이자지급 얼마야? | 이자지급 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,자본총계,5533650.0,백만원,2023Q1|한신평기준|전사|한신평|자본총계|백만원|expanded,2023년 1분기 전사 한신평 기준 자본총계 | 2023 Q1 전사 자본총계 | 2023-03-31 기준 자본총계 | 전사 자본총계 | 한신평 자본총계 | 한신평기준 | 총자본 | equity | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 자본총계 | 약 55336.5억원 | 2023년 Q1 자본총계 얼마야? | 자본총계 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,자산총계,13304900.0,백만원,2023Q1|한신평기준|전사|한신평|자산총계|백만원|expanded,2023년 1분기 전사 한신평 기준 자산총계 | 2023 Q1 전사 자산총계 | 2023-03-31 기준 자산총계 | 전사 자산총계 | 한신평 자산총계 | 한신평기준 | 총자산 | assets | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 자산총계 | 약 133049.0억원 | 2023년 Q1 자산총계 얼마야? | 자산총계 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,조정,900.0,백만원,2023Q1|한신평기준|전사|한신평|조정|백만원|expanded,2023년 1분기 전사 한신평 기준 조정 | 2023 Q1 전사 조정 | 2023-03-31 기준 조정 | 전사 조정 | 한신평 조정 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 조정 | 약 9.0억원 | 2023년 Q1 조정 얼마야? | 조정 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,차입금,5096570.0,백만원,2023Q1|한신평기준|전사|한신평|차입금|백만원|expanded,2023년 1분기 전사 한신평 기준 차입금 | 2023 Q1 전사 차입금 | 2023-03-31 기준 차입금 | 전사 차입금 | 한신평 차입금 | 한신평기준 | borrowings dependence | borrowings | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 차입금 | 약 50965.7억원 | 2023년 Q1 차입금 얼마야? | 차입금 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,차입금의존도,39.0,%,2023Q1|한신평기준|전사|한신평|차입금의존도|%|expanded,2023년 1분기 전사 한신평 기준 차입금의존도 | 2023 Q1 전사 차입금의존도 | 2023-03-31 기준 차입금의존도 | 전사 차입금의존도 | 한신평 차입금의존도 | 한신평기준 | borrowings dependence | borrowings | % | 비율 | ratio | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 차입금의존도 | 2023년 Q1 차입금의존도 얼마야? | 차입금의존도 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,총차입금,5236610.0,백만원,2023Q1|한신평기준|전사|한신평|총차입금|백만원|expanded,2023년 1분기 전사 한신평 기준 총차입금 | 2023 Q1 전사 총차입금 | 2023-03-31 기준 총차입금 | 전사 총차입금 | 한신평 총차입금 | 한신평기준 | borrowings | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 총차입금 | 약 52366.1억원 | 2023년 Q1 총차입금 얼마야? | 총차입금 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,총차입금/EBITDA(배),6.0,배,2023Q1|한신평기준|전사|한신평|총차입금/EBITDA(배)|배|expanded,2023년 1분기 전사 한신평 기준 총차입금/EBITDA(배) | 2023 Q1 전사 총차입금/EBITDA(배) | 2023-03-31 기준 총차입금/EBITDA(배) | 전사 총차입금/EBITDA(배) | 한신평 총차입금/EBITDA(배) | 한신평기준 | 에비타 | borrowings | 배 | times | x | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 총차입금/EBITDA(배) | 2023년 Q1 총차입금/EBITDA(배) 얼마야? | 총차입금/EBITDA(배) 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,퇴직급여,18190.0,백만원,2023Q1|한신평기준|전사|한신평|퇴직급여|백만원|expanded,2023년 1분기 전사 한신평 기준 퇴직급여 | 2023 Q1 전사 퇴직급여 | 2023-03-31 기준 퇴직급여 | 전사 퇴직급여 | 한신평 퇴직급여 | 한신평기준 | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 퇴직급여 | 약 181.9억원 | 2023년 Q1 퇴직급여 얼마야? | 퇴직급여 수치 확인,expanded
한신평기준,2023-03-31,2023,Q1,2023 Q1,전사,한신평,현금및현금성자산,830351.0,백만원,2023Q1|한신평기준|전사|한신평|현금및현금성자산|백만원|expanded,2023년 1분기 전사 한신평 기준 현금및현금성자산 | 2023 Q1 전사 현금및현금성자산 | 2023-03-31 기준 현금및현금성자산 | 전사 현금및현금성자산 | 한신평 현금및현금성자산 | 한신평기준 | 현금성자산 | cash and cash equivalents | cash | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q1 | 2023년 Q1 | 2023년 1분기 | 2023-03-31 | 전사 | 한신평 | 현금및현금성자산 | 약 8303.5억원 | 2023년 Q1 현금및현금성자산 얼마야? | 현금및현금성자산 수치 확인,expanded
감가상각비,2023-06-30,2023,Q2,2023 Q2,전사,전체,건자재,10245.0,백만원,2023Q2|감가상각비|전사|건자재|백만원|expanded,2023년 2분기 전사 기준 건자재 | 2023 Q2 전사 건자재 | 2023-06-30 기준 건자재 | 전사 건자재 | 감가상각비 | depreciation | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 전사 | 건자재 | 약 102.5억원 | 2023년 Q2 건자재 얼마야? | 건자재 수치 확인,expanded
감가상각비,2023-06-30,2023,Q2,2023 Q2,전사,전체,기타,20895.0,백만원,2023Q2|감가상각비|전사|기타|백만원|expanded,2023년 2분기 전사 기준 기타 | 2023 Q2 전사 기타 | 2023-06-30 기준 기타 | 전사 기타 | 감가상각비 | depreciation | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 전사 | 기타 | 약 208.9억원 | 2023년 Q2 기타 얼마야? | 기타 수치 확인,expanded
감가상각비,2023-06-30,2023,Q2,2023 Q2,전사,전체,도료,9578.0,백만원,2023Q2|감가상각비|전사|도료|백만원|expanded,2023년 2분기 전사 기준 도료 | 2023 Q2 전사 도료 | 2023-06-30 기준 도료 | 전사 도료 | 감가상각비 | depreciation | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 전사 | 도료 | 약 95.8억원 | 2023년 Q2 도료 얼마야? | 도료 수치 확인,expanded
감가상각비,2023-06-30,2023,Q2,2023 Q2,전사,전체,실리콘,57943.0,백만원,2023Q2|감가상각비|전사|실리콘|백만원|expanded,2023년 2분기 전사 기준 실리콘 | 2023 Q2 전사 실리콘 | 2023-06-30 기준 실리콘 | 전사 실리콘 | 감가상각비 | depreciation | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 전사 | 실리콘 | 약 579.4억원 | 2023년 Q2 실리콘 얼마야? | 실리콘 수치 확인,expanded
감가상각비,2023-06-30,2023,Q2,2023 Q2,전사,전체,합계,98662.0,백만원,2023Q2|감가상각비|전사|합계|백만원|expanded,2023년 2분기 전사 기준 합계 | 2023 Q2 전사 합계 | 2023-06-30 기준 합계 | 전사 합계 | 감가상각비 | depreciation | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 전사 | 합계 | 약 986.6억원 | 2023년 Q2 합계 얼마야? | 합계 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,건자재,매출액,매출액,257282.0,백만원,2023Q2|부문정보|건자재|매출액|매출액|백만원|expanded,2023년 2분기 건자재 매출액 기준 매출액 | 2023 Q2 건자재 매출액 | 2023-06-30 기준 매출액 | 건자재 매출액 | 매출액 매출액 | 부문정보 | 사업부 정보 | segment | segment info | 매출 | sales | revenue | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 건자재 | 매출액 | 약 2572.8억원 | 2023년 Q2 매출액 얼마야? | 매출액 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,건자재,영업이익,QoQ(%),36.0,%,2023Q2|부문정보|건자재|영업이익|QoQ(%)|%|expanded,2023년 2분기 건자재 영업이익 기준 QoQ(%) | 2023 Q2 건자재 QoQ(%) | 2023-06-30 기준 QoQ(%) | 건자재 QoQ(%) | 영업이익 QoQ(%) | 부문정보 | 사업부 정보 | segment | segment info | 전분기대비 | qoq | quarter on quarter | % | 비율 | ratio | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 건자재 | 영업이익 | QoQ(%) | 2023년 Q2 QoQ(%) 얼마야? | QoQ(%) 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,건자재,영업이익,YoY(%),26.0,%,2023Q2|부문정보|건자재|영업이익|YoY(%)|%|expanded,2023년 2분기 건자재 영업이익 기준 YoY(%) | 2023 Q2 건자재 YoY(%) | 2023-06-30 기준 YoY(%) | 건자재 YoY(%) | 영업이익 YoY(%) | 부문정보 | 사업부 정보 | segment | segment info | 전년동기대비 | yoy | year on year | % | 비율 | ratio | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 건자재 | 영업이익 | YoY(%) | 2023년 Q2 YoY(%) 얼마야? | YoY(%) 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,건자재,영업이익,영업이익,47562.0,백만원,2023Q2|부문정보|건자재|영업이익|영업이익|백만원|expanded,2023년 2분기 건자재 영업이익 기준 영업이익 | 2023 Q2 건자재 영업이익 | 2023-06-30 기준 영업이익 | 건자재 영업이익 | 영업이익 영업이익 | 부문정보 | 사업부 정보 | segment | segment info | operating profit | operating income | op margin | operating margin | profit | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 건자재 | 영업이익 | 약 475.6억원 | 2023년 Q2 영업이익 얼마야? | 영업이익 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,건자재,영업이익,영업이익률(%),18.0,%,2023Q2|부문정보|건자재|영업이익|영업이익률(%)|%|expanded,2023년 2분기 건자재 영업이익 기준 영업이익률(%) | 2023 Q2 건자재 영업이익률(%) | 2023-06-30 기준 영업이익률(%) | 건자재 영업이익률(%) | 영업이익 영업이익률(%) | 부문정보 | 사업부 정보 | segment | segment info | operating profit | operating income | op margin | operating margin | profit | % | 비율 | ratio | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 건자재 | 영업이익 | 영업이익률(%) | 2023년 Q2 영업이익률(%) 얼마야? | 영업이익률(%) 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,기타,매출액,매출액,141413.0,백만원,2023Q2|부문정보|기타|매출액|매출액|백만원|expanded,2023년 2분기 기타 매출액 기준 매출액 | 2023 Q2 기타 매출액 | 2023-06-30 기준 매출액 | 기타 매출액 | 매출액 매출액 | 부문정보 | 사업부 정보 | segment | segment info | 매출 | sales | revenue | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 기타 | 매출액 | 약 1414.1억원 | 2023년 Q2 매출액 얼마야? | 매출액 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,기타,영업이익,YoY(%),46.0,%,2023Q2|부문정보|기타|영업이익|YoY(%)|%|expanded,2023년 2분기 기타 영업이익 기준 YoY(%) | 2023 Q2 기타 YoY(%) | 2023-06-30 기준 YoY(%) | 기타 YoY(%) | 영업이익 YoY(%) | 부문정보 | 사업부 정보 | segment | segment info | 전년동기대비 | yoy | year on year | % | 비율 | ratio | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 기타 | 영업이익 | YoY(%) | 2023년 Q2 YoY(%) 얼마야? | YoY(%) 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,기타,영업이익,영업이익,8147.0,백만원,2023Q2|부문정보|기타|영업이익|영업이익|백만원|expanded,2023년 2분기 기타 영업이익 기준 영업이익 | 2023 Q2 기타 영업이익 | 2023-06-30 기준 영업이익 | 기타 영업이익 | 영업이익 영업이익 | 부문정보 | 사업부 정보 | segment | segment info | operating profit | operating income | op margin | operating margin | profit | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 기타 | 영업이익 | 약 81.5억원 | 2023년 Q2 영업이익 얼마야? | 영업이익 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,기타,영업이익,영업이익률(%),6.0,%,2023Q2|부문정보|기타|영업이익|영업이익률(%)|%|expanded,2023년 2분기 기타 영업이익 기준 영업이익률(%) | 2023 Q2 기타 영업이익률(%) | 2023-06-30 기준 영업이익률(%) | 기타 영업이익률(%) | 영업이익 영업이익률(%) | 부문정보 | 사업부 정보 | segment | segment info | operating profit | operating income | op margin | operating margin | profit | % | 비율 | ratio | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 기타 | 영업이익 | 영업이익률(%) | 2023년 Q2 영업이익률(%) 얼마야? | 영업이익률(%) 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,도료,매출액,매출액,425374.0,백만원,2023Q2|부문정보|도료|매출액|매출액|백만원|expanded,2023년 2분기 도료 매출액 기준 매출액 | 2023 Q2 도료 매출액 | 2023-06-30 기준 매출액 | 도료 매출액 | 매출액 매출액 | 부문정보 | 사업부 정보 | segment | segment info | 매출 | sales | revenue | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 도료 | 매출액 | 약 4253.7억원 | 2023년 Q2 매출액 얼마야? | 매출액 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,도료,영업이익,QoQ(%),127.0,%,2023Q2|부문정보|도료|영업이익|QoQ(%)|%|expanded,2023년 2분기 도료 영업이익 기준 QoQ(%) | 2023 Q2 도료 QoQ(%) | 2023-06-30 기준 QoQ(%) | 도료 QoQ(%) | 영업이익 QoQ(%) | 부문정보 | 사업부 정보 | segment | segment info | 전분기대비 | qoq | quarter on quarter | % | 비율 | ratio | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 도료 | 영업이익 | QoQ(%) | 2023년 Q2 QoQ(%) 얼마야? | QoQ(%) 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,도료,영업이익,YoY(%),138.0,%,2023Q2|부문정보|도료|영업이익|YoY(%)|%|expanded,2023년 2분기 도료 영업이익 기준 YoY(%) | 2023 Q2 도료 YoY(%) | 2023-06-30 기준 YoY(%) | 도료 YoY(%) | 영업이익 YoY(%) | 부문정보 | 사업부 정보 | segment | segment info | 전년동기대비 | yoy | year on year | % | 비율 | ratio | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 도료 | 영업이익 | YoY(%) | 2023년 Q2 YoY(%) 얼마야? | YoY(%) 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,도료,영업이익,영업이익,47670.0,백만원,2023Q2|부문정보|도료|영업이익|영업이익|백만원|expanded,2023년 2분기 도료 영업이익 기준 영업이익 | 2023 Q2 도료 영업이익 | 2023-06-30 기준 영업이익 | 도료 영업이익 | 영업이익 영업이익 | 부문정보 | 사업부 정보 | segment | segment info | operating profit | operating income | op margin | operating margin | profit | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 도료 | 영업이익 | 약 476.7억원 | 2023년 Q2 영업이익 얼마야? | 영업이익 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,도료,영업이익,영업이익률(%),11.0,%,2023Q2|부문정보|도료|영업이익|영업이익률(%)|%|expanded,2023년 2분기 도료 영업이익 기준 영업이익률(%) | 2023 Q2 도료 영업이익률(%) | 2023-06-30 기준 영업이익률(%) | 도료 영업이익률(%) | 영업이익 영업이익률(%) | 부문정보 | 사업부 정보 | segment | segment info | operating profit | operating income | op margin | operating margin | profit | % | 비율 | ratio | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 도료 | 영업이익 | 영업이익률(%) | 2023년 Q2 영업이익률(%) 얼마야? | 영업이익률(%) 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,실리콘,매출액,매출액,764275.0,백만원,2023Q2|부문정보|실리콘|매출액|매출액|백만원|expanded,2023년 2분기 실리콘 매출액 기준 매출액 | 2023 Q2 실리콘 매출액 | 2023-06-30 기준 매출액 | 실리콘 매출액 | 매출액 매출액 | 부문정보 | 사업부 정보 | segment | segment info | 매출 | sales | revenue | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 실리콘 | 매출액 | 약 7642.8억원 | 2023년 Q2 매출액 얼마야? | 매출액 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,실리콘,영업이익,영업이익,-16035.0,백만원,2023Q2|부문정보|실리콘|영업이익|영업이익|백만원|expanded,2023년 2분기 실리콘 영업이익 기준 영업이익 | 2023 Q2 실리콘 영업이익 | 2023-06-30 기준 영업이익 | 실리콘 영업이익 | 영업이익 영업이익 | 부문정보 | 사업부 정보 | segment | segment info | operating profit | operating income | op margin | operating margin | profit | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 실리콘 | 영업이익 | 약 -160.3억원 | 2023년 Q2 영업이익 얼마야? | 영업이익 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,실리콘,영업이익,영업이익률(%),-2.0,%,2023Q2|부문정보|실리콘|영업이익|영업이익률(%)|%|expanded,2023년 2분기 실리콘 영업이익 기준 영업이익률(%) | 2023 Q2 실리콘 영업이익률(%) | 2023-06-30 기준 영업이익률(%) | 실리콘 영업이익률(%) | 영업이익 영업이익률(%) | 부문정보 | 사업부 정보 | segment | segment info | operating profit | operating income | op margin | operating margin | profit | % | 비율 | ratio | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 실리콘 | 영업이익 | 영업이익률(%) | 2023년 Q2 영업이익률(%) 얼마야? | 영업이익률(%) 수치 확인,expanded
부문정보,2023-06-30,2023,Q2,2023 Q2,연결조정,영업이익,영업이익,3039.0,백만원,2023Q2|부문정보|연결조정|영업이익|영업이익|백만원|expanded,2023년 2분기 연결조정 영업이익 기준 영업이익 | 2023 Q2 연결조정 영업이익 | 2023-06-30 기준 영업이익 | 연결조정 영업이익 | 영업이익 영업이익 | 부문정보 | 사업부 정보 | segment | segment info | operating profit | operating income | op margin | operating margin | profit | 백만원 | 억원 환산 참고 | KRW mn | 2023 Q2 | 2023년 Q2 | 2023년 2분기 | 2023-06-30 | 연결조정 | 영업이익 | 약 30.4억원 | 2023년 Q2 영업이익 얼마야? | 영업이익 수치 확인,expanded
