분류	항목	기간	수치	단위
매출액	YoY(%)	3Q25	-0.001	백만원
매출액	실리콘	3Q25	749	백만원
매출액	건자재	3Q25	247	백만원
매출액	도료	3Q25	483	백만원
매출액	기타	3Q25	144	백만원
영업이익	영업이익 (총계)	3Q25	117	백만원
영업이익	영업이익률(%)	3Q25	0.007	백만원
영업이익	QoQ(%)	3Q25	-0.017	백만원
영업이익	YoY(%)	3Q25	-0.006	백만원
영업이익 - 실리콘	실리콘 영업이익	3Q25	21	백만원
영업이익 - 실리콘	영업이익률(%)	3Q25	0.003	백만원
영업이익 - 실리콘	QoQ(%)	3Q25	-0.048	백만원
영업이익 - 실리콘	YoY(%)	3Q25	-0.017	백만원
영업이익 - 건자재	건자재 영업이익	3Q25	33	백만원
영업이익 - 건자재	영업이익률(%)	3Q25	0.014	백만원
영업이익 - 건자재	QoQ(%)	3Q25	0.005	백만원
영업이익 - 건자재	YoY(%)	3Q25	-0.018	백만원
영업이익 - 도료	도료 영업이익	3Q25	57	백만원
영업이익 - 도료	영업이익률(%)	3Q25	0.012	백만원
영업이익 - 도료	QoQ(%)	3Q25	-0.012	백만원
영업이익 - 도료	YoY(%)	3Q25	0	백만원
영업이익 - 기타	기타 영업이익	3Q25	-0.275	백만원
영업이익 - 기타	영업이익률(%)	3Q25	0	백만원
영업이익 - 기타	QoQ(%)	3Q25	 적자지속 	백만원
영업이익 - 기타	YoY(%)	3Q25	 적자지속 	백만원
당기순이익	당기순이익 (총계)	3Q25	326	백만원
당기순이익	당기순익률(%)	3Q25	0.02	백만원
당기순이익	QoQ(%)	3Q25	-0.064	백만원
당기순이익	YoY(%)	3Q25	 흑자전환 	백만원
당기순이익	지배순이익	3Q25	326	백만원
매출액	매출액 (총계)	4Q25	"1,556"	백만원
매출액	QoQ(%)	4Q25	-0.004	백만원
매출액	YoY(%)	4Q25	-0.006	백만원
매출액	실리콘	4Q25	747	백만원
매출액	건자재	4Q25	235	백만원
매출액	도료	4Q25	451	백만원
매출액	기타	4Q25	122	백만원
영업이익	영업이익 (총계)	4Q25	67	백만원
영업이익	영업이익률(%)	4Q25	0.004	백만원
영업이익	QoQ(%)	4Q25	-0.043	백만원
영업이익	YoY(%)	4Q25	-0.032	백만원
영업이익 - 실리콘	실리콘 영업이익	4Q25	-2	백만원
영업이익 - 실리콘	영업이익률(%)	4Q25	0	백만원
영업이익 - 실리콘	QoQ(%)	4Q25	 적자전환 	백만원
영업이익 - 실리콘	YoY(%)	4Q25	 적자전환 	백만원
영업이익 - 건자재	건자재 영업이익	4Q25	26	백만원
영업이익 - 건자재	영업이익률(%)	4Q25	0.011	백만원
영업이익 - 건자재	QoQ(%)	4Q25	-0.022	백만원
영업이익 - 건자재	YoY(%)	4Q25	-0.026	백만원
영업이익 - 도료	도료 영업이익	4Q25	42	백만원
영업이익 - 도료	영업이익률(%)	4Q25	0.009	백만원
영업이익 - 도료	QoQ(%)	4Q25	-0.027	백만원
영업이익 - 도료	YoY(%)	4Q25	0.006	백만원
영업이익 - 기타	기타 영업이익	4Q25	-5	백만원
영업이익 - 기타	영업이익률(%)	4Q25	-0.004	백만원
영업이익 - 기타	QoQ(%)	4Q25	 적자지속 	백만원
영업이익 - 기타	YoY(%)	4Q25	 적자지속 	백만원
당기순이익	당기순이익 (총계)	4Q25	275	백만원
당기순이익	당기순익률(%)	4Q25	0.018	백만원
당기순이익	QoQ(%)	4Q25	-0.016	백만원
당기순이익	YoY(%)	4Q25	 흑자전환 	백만원
당기순이익	지배순이익	4Q25	275	백만원
