기준일,연도,분기,기간표준,데이터구분,구분,항목,수치,단위,search_tag,search_text,fact_text
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,순금융손익,364282,백만원,2025Q3|연결손익계산서|순금융손익|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 순금융손익 | 연결손익계산서 | 순금융손익 | 백만원,2025년 3분기 연결손익계산서 기준 순금융손익은 364282백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,영업이익,117264,백만원,2025Q3|연결손익계산서|영업이익|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 영업이익 | 연결손익계산서 | 영업이익 | operating profit | operating income | 백만원,2025년 3분기 연결손익계산서 기준 영업이익은 117264백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,재평가이익,-85,백만원,2025Q3|연결손익계산서|재평가이익|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 재평가이익 | 연결손익계산서 | 재평가이익 | 백만원,2025년 3분기 연결손익계산서 기준 재평가이익은 -85백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,지배기업소유주지분,326338,백만원,2025Q3|연결손익계산서|지배기업소유주지분|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 지배기업소유주지분 | 연결손익계산서 | 지배기업소유주지분 | 백만원,2025년 3분기 연결손익계산서 기준 지배기업소유주지분은 326338백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,지배기업소유주지분,388860,백만원,2025Q3|연결손익계산서|지배기업소유주지분|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 지배기업소유주지분 | 연결손익계산서 | 지배기업소유주지분 | 백만원,2025년 3분기 연결손익계산서 기준 지배기업소유주지분은 388860백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,지분법손익,-205,백만원,2025Q3|연결손익계산서|지분법손익|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 지분법손익 | 연결손익계산서 | 지분법손익 | 백만원,2025년 3분기 연결손익계산서 기준 지분법손익은 -205백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,지분법이익잉여금 ?,-4829,백만원,2025Q3|연결손익계산서|지분법이익잉여금 ?|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 지분법이익잉여금 ? | 연결손익계산서 | 지분법이익잉여금 ? | 백만원,2025년 3분기 연결손익계산서 기준 지분법이익잉여금 ?은 -4829백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,지분법자본변동?,1275,백만원,2025Q3|연결손익계산서|지분법자본변동?|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 지분법자본변동? | 연결손익계산서 | 지분법자본변동? | 백만원,2025년 3분기 연결손익계산서 기준 지분법자본변동?은 1275백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,총포괄손익,388860,백만원,2025Q3|연결손익계산서|총포괄손익|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 총포괄손익 | 연결손익계산서 | 총포괄손익 | 백만원,2025년 3분기 연결손익계산서 기준 총포괄손익은 388860백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,판매비와관리비,299314,백만원,2025Q3|연결손익계산서|판매비와관리비|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 판매비와관리비 | 연결손익계산서 | 판매비와관리비 | 백만원,2025년 3분기 연결손익계산서 기준 판매비와관리비은 299314백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,해외사업환산손익 등,66128,백만원,2025Q3|연결손익계산서|해외사업환산손익 등|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 해외사업환산손익 등 | 연결손익계산서 | 해외사업환산손익 등 | 백만원,2025년 3분기 연결손익계산서 기준 해외사업환산손익 등은 66128백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,확정급여제도의 재측정요소,1949,백만원,2025Q3|연결손익계산서|확정급여제도의 재측정요소|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 확정급여제도의 재측정요소 | 연결손익계산서 | 확정급여제도의 재측정요소 | 백만원,2025년 3분기 연결손익계산서 기준 확정급여제도의 재측정요소은 1949백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,후속기간에 당기손익으로 재분류되는 항목,67403,백만원,2025Q3|연결손익계산서|후속기간에 당기손익으로 재분류되는 항목|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 후속기간에 당기손익으로 재분류되는 항목 | 연결손익계산서 | 후속기간에 당기손익으로 재분류되는 항목 | 백만원,2025년 3분기 연결손익계산서 기준 후속기간에 당기손익으로 재분류되는 항목은 67403백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,후속기간에 당기손익으로 재분류되지 않는 항목,-4882,백만원,2025Q3|연결손익계산서|후속기간에 당기손익으로 재분류되지 않는 항목|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 후속기간에 당기손익으로 재분류되지 않는 항목 | 연결손익계산서 | 후속기간에 당기손익으로 재분류되지 않는 항목 | 백만원,2025년 3분기 연결손익계산서 기준 후속기간에 당기손익으로 재분류되지 않는 항목은 -4882백만원이며 기준일은 2025-09-30입니다.
2025-09-30,2025,Q3,2025 Q3,연결손익계산서,연결손익계산서,희석주당손익 (단위 : 원),44375,백만원,2025Q3|연결손익계산서|희석주당손익 (단위 : 원)|백만원,2025 Q3 | 2025년 Q3 | 2025년 3분기 | 2025-09-30 기준 희석주당손익 (단위 : 원) | 연결손익계산서 | 희석주당손익 (단위 : 원) | 백만원,2025년 3분기 연결손익계산서 기준 희석주당손익 (단위 : 원)은 44375백만원이며 기준일은 2025-09-30입니다.
2025-06-30,2025,Q2,2025 Q2,연결손익계산서,연결손익계산서,금융수익,1327922,백만원,2025Q2|연결손익계산서|금융수익|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 금융수익 | 연결손익계산서 | 금융수익 | 백만원,2025년 2분기 연결손익계산서 기준 금융수익은 1327922백만원이며 기준일은 2025-06-30입니다.
2025-06-30,2025,Q2,2025 Q2,연결손익계산서,연결손익계산서,금융원가,-198639,백만원,2025Q2|연결손익계산서|금융원가|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 금융원가 | 연결손익계산서 | 금융원가 | 백만원,2025년 2분기 연결손익계산서 기준 금융원가은 -198639백만원이며 기준일은 2025-06-30입니다.
2025-06-30,2025,Q2,2025 Q2,연결손익계산서,연결손익계산서,기본주당손익 (단위 : 원),121465,백만원,2025Q2|연결손익계산서|기본주당손익 (단위 : 원)|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 기본주당손익 (단위 : 원) | 연결손익계산서 | 기본주당손익 (단위 : 원) | 백만원,2025년 2분기 연결손익계산서 기준 기본주당손익 (단위 : 원)은 121465백만원이며 기준일은 2025-06-30입니다.
2025-06-30,2025,Q2,2025 Q2,연결손익계산서,연결손익계산서,기타손실,-17595,백만원,2025Q2|연결손익계산서|기타손실|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 기타손실 | 연결손익계산서 | 기타손실 | 백만원,2025년 2분기 연결손익계산서 기준 기타손실은 -17595백만원이며 기준일은 2025-06-30입니다.
2025-06-30,2025,Q2,2025 Q2,연결손익계산서,연결손익계산서,기타영업외손익,-5680,백만원,2025Q2|연결손익계산서|기타영업외손익|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 기타영업외손익 | 연결손익계산서 | 기타영업외손익 | 백만원,2025년 2분기 연결손익계산서 기준 기타영업외손익은 -5680백만원이며 기준일은 2025-06-30입니다.
2025-06-30,2025,Q2,2025 Q2,연결손익계산서,연결손익계산서,기타이익,11915,백만원,2025Q2|연결손익계산서|기타이익|백만원,2025 Q2 | 2025년 Q2 | 2025년 2분기 | 2025-06-30 기준 기타이익 | 연결손익계산서 | 기타이익 | 백만원,2025년 2분기 연결손익계산서 기준 기타이익은 11915백만원이며 기준일은 2025-06-30입니다.
