기준일,연도,분기,기간표준,사업부,재무계정,상세항목,수치,단위,short_context,keywords,query_text
2023-09-30,2023,Q3,2023 Q3,연결조정,영업이익,영업이익,4631,백만원,2023 Q3 연결조정 영업이익 백만원,2023-09-30 | 2023 | Q3 | 2023 Q3 | 연결조정 | 영업이익 | 백만원,2023년 Q3 연결조정 영업이익 ; 2023 Q3 연결조정 영업이익 ; 2023-09-30 연결조정 영업이익 ; 연결조정 영업이익 백만원
2023-09-30,2023,Q3,2023 Q3,전사(공통),매출액,QoQ(%),-2,%,2023 Q3 전사(공통) 매출액 QoQ(%) %,2023-09-30 | 2023 | Q3 | 2023 Q3 | 전사(공통) | 매출액 | QoQ(%) | %,2023년 Q3 전사(공통) 매출액 ; 2023 Q3 전사(공통) 매출액 ; 2023-09-30 전사(공통) 매출액 ; 전사(공통) QoQ(%) ; 전사(공통) 매출액 %
2023-09-30,2023,Q3,2023 Q3,전사(공통),매출액,YoY(%),-11,%,2023 Q3 전사(공통) 매출액 YoY(%) %,2023-09-30 | 2023 | Q3 | 2023 Q3 | 전사(공통) | 매출액 | YoY(%) | %,2023년 Q3 전사(공통) 매출액 ; 2023 Q3 전사(공통) 매출액 ; 2023-09-30 전사(공통) 매출액 ; 전사(공통) YoY(%) ; 전사(공통) 매출액 %
2023-09-30,2023,Q3,2023 Q3,전사(공통),매출액,매출액,1552725,백만원,2023 Q3 전사(공통) 매출액 백만원,2023-09-30 | 2023 | Q3 | 2023 Q3 | 전사(공통) | 매출액 | 백만원,2023년 Q3 전사(공통) 매출액 ; 2023 Q3 전사(공통) 매출액 ; 2023-09-30 전사(공통) 매출액 ; 전사(공통) 매출액 백만원
2023-09-30,2023,Q3,2023 Q3,전사(공통),영업이익,QoQ(%),-2,%,2023 Q3 전사(공통) 영업이익 QoQ(%) %,2023-09-30 | 2023 | Q3 | 2023 Q3 | 전사(공통) | 영업이익 | QoQ(%) | %,2023년 Q3 전사(공통) 영업이익 ; 2023 Q3 전사(공통) 영업이익 ; 2023-09-30 전사(공통) 영업이익 ; 전사(공통) QoQ(%) ; 전사(공통) 영업이익 %
2023-09-30,2023,Q3,2023 Q3,전사(공통),영업이익,YoY(%),-8,%,2023 Q3 전사(공통) 영업이익 YoY(%) %,2023-09-30 | 2023 | Q3 | 2023 Q3 | 전사(공통) | 영업이익 | YoY(%) | %,2023년 Q3 전사(공통) 영업이익 ; 2023 Q3 전사(공통) 영업이익 ; 2023-09-30 전사(공통) 영업이익 ; 전사(공통) YoY(%) ; 전사(공통) 영업이익 %
2023-09-30,2023,Q3,2023 Q3,전사(공통),영업이익,영업이익,88430,백만원,2023 Q3 전사(공통) 영업이익 백만원,2023-09-30 | 2023 | Q3 | 2023 Q3 | 전사(공통) | 영업이익 | 백만원,2023년 Q3 전사(공통) 영업이익 ; 2023 Q3 전사(공통) 영업이익 ; 2023-09-30 전사(공통) 영업이익 ; 전사(공통) 영업이익 백만원
2023-09-30,2023,Q3,2023 Q3,전사(공통),영업이익,영업이익률(%),6,%,2023 Q3 전사(공통) 영업이익 영업이익률(%) %,2023-09-30 | 2023 | Q3 | 2023 Q3 | 전사(공통) | 영업이익 | 영업이익률(%) | %,2023년 Q3 전사(공통) 영업이익 ; 2023 Q3 전사(공통) 영업이익 ; 2023-09-30 전사(공통) 영업이익 ; 전사(공통) 영업이익률(%) ; 전사(공통) 영업이익 %
2023-12-31,2023,Q4,2023 Q4,건자재,매출액,매출액,295139,백만원,2023 Q4 건자재 매출액 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 건자재 | 매출액 | 백만원,2023년 Q4 건자재 매출액 ; 2023 Q4 건자재 매출액 ; 2023-12-31 건자재 매출액 ; 건자재 매출액 백만원
2023-12-31,2023,Q4,2023 Q4,건자재,영업이익,QoQ(%),-11,%,2023 Q4 건자재 영업이익 QoQ(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 건자재 | 영업이익 | QoQ(%) | %,2023년 Q4 건자재 영업이익 ; 2023 Q4 건자재 영업이익 ; 2023-12-31 건자재 영업이익 ; 건자재 QoQ(%) ; 건자재 영업이익 %
2023-12-31,2023,Q4,2023 Q4,건자재,영업이익,YoY(%),68,%,2023 Q4 건자재 영업이익 YoY(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 건자재 | 영업이익 | YoY(%) | %,2023년 Q4 건자재 영업이익 ; 2023 Q4 건자재 영업이익 ; 2023-12-31 건자재 영업이익 ; 건자재 YoY(%) ; 건자재 영업이익 %
2023-12-31,2023,Q4,2023 Q4,건자재,영업이익,영업이익,52063,백만원,2023 Q4 건자재 영업이익 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 건자재 | 영업이익 | 백만원,2023년 Q4 건자재 영업이익 ; 2023 Q4 건자재 영업이익 ; 2023-12-31 건자재 영업이익 ; 건자재 영업이익 백만원
2023-12-31,2023,Q4,2023 Q4,건자재,영업이익,영업이익률(%),18,%,2023 Q4 건자재 영업이익 영업이익률(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 건자재 | 영업이익 | 영업이익률(%) | %,2023년 Q4 건자재 영업이익 ; 2023 Q4 건자재 영업이익 ; 2023-12-31 건자재 영업이익 ; 건자재 영업이익률(%) ; 건자재 영업이익 %
2023-12-31,2023,Q4,2023 Q4,기타,매출액,매출액,150000,백만원,2023 Q4 기타 매출액 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 기타 | 매출액 | 백만원,2023년 Q4 기타 매출액 ; 2023 Q4 기타 매출액 ; 2023-12-31 기타 매출액 ; 기타 매출액 백만원
2023-12-31,2023,Q4,2023 Q4,기타,영업이익,영업이익,-5452,백만원,2023 Q4 기타 영업이익 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 기타 | 영업이익 | 백만원,2023년 Q4 기타 영업이익 ; 2023 Q4 기타 영업이익 ; 2023-12-31 기타 영업이익 ; 기타 영업이익 백만원
2023-12-31,2023,Q4,2023 Q4,기타,영업이익,영업이익률(%),-4,%,2023 Q4 기타 영업이익 영업이익률(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 기타 | 영업이익 | 영업이익률(%) | %,2023년 Q4 기타 영업이익 ; 2023 Q4 기타 영업이익 ; 2023-12-31 기타 영업이익 ; 기타 영업이익률(%) ; 기타 영업이익 %
2023-12-31,2023,Q4,2023 Q4,도료,매출액,매출액,453556,백만원,2023 Q4 도료 매출액 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 도료 | 매출액 | 백만원,2023년 Q4 도료 매출액 ; 2023 Q4 도료 매출액 ; 2023-12-31 도료 매출액 ; 도료 매출액 백만원
2023-12-31,2023,Q4,2023 Q4,도료,영업이익,QoQ(%),-23,%,2023 Q4 도료 영업이익 QoQ(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 도료 | 영업이익 | QoQ(%) | %,2023년 Q4 도료 영업이익 ; 2023 Q4 도료 영업이익 ; 2023-12-31 도료 영업이익 ; 도료 QoQ(%) ; 도료 영업이익 %
2023-12-31,2023,Q4,2023 Q4,도료,영업이익,YoY(%),367,%,2023 Q4 도료 영업이익 YoY(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 도료 | 영업이익 | YoY(%) | %,2023년 Q4 도료 영업이익 ; 2023 Q4 도료 영업이익 ; 2023-12-31 도료 영업이익 ; 도료 YoY(%) ; 도료 영업이익 %
2023-12-31,2023,Q4,2023 Q4,도료,영업이익,영업이익,46796,백만원,2023 Q4 도료 영업이익 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 도료 | 영업이익 | 백만원,2023년 Q4 도료 영업이익 ; 2023 Q4 도료 영업이익 ; 2023-12-31 도료 영업이익 ; 도료 영업이익 백만원
2023-12-31,2023,Q4,2023 Q4,도료,영업이익,영업이익률(%),10,%,2023 Q4 도료 영업이익 영업이익률(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 도료 | 영업이익 | 영업이익률(%) | %,2023년 Q4 도료 영업이익 ; 2023 Q4 도료 영업이익 ; 2023-12-31 도료 영업이익 ; 도료 영업이익률(%) ; 도료 영업이익 %
2023-12-31,2023,Q4,2023 Q4,실리콘,매출액,매출액,683736,백만원,2023 Q4 실리콘 매출액 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 실리콘 | 매출액 | 백만원,2023년 Q4 실리콘 매출액 ; 2023 Q4 실리콘 매출액 ; 2023-12-31 실리콘 매출액 ; 실리콘 매출액 백만원
2023-12-31,2023,Q4,2023 Q4,실리콘,영업이익,영업이익,-42139,백만원,2023 Q4 실리콘 영업이익 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 실리콘 | 영업이익 | 백만원,2023년 Q4 실리콘 영업이익 ; 2023 Q4 실리콘 영업이익 ; 2023-12-31 실리콘 영업이익 ; 실리콘 영업이익 백만원
2023-12-31,2023,Q4,2023 Q4,실리콘,영업이익,영업이익률(%),-6,%,2023 Q4 실리콘 영업이익 영업이익률(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 실리콘 | 영업이익 | 영업이익률(%) | %,2023년 Q4 실리콘 영업이익 ; 2023 Q4 실리콘 영업이익 ; 2023-12-31 실리콘 영업이익 ; 실리콘 영업이익률(%) ; 실리콘 영업이익 %
2023-12-31,2023,Q4,2023 Q4,연결조정,영업이익,영업이익,6621,백만원,2023 Q4 연결조정 영업이익 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 연결조정 | 영업이익 | 백만원,2023년 Q4 연결조정 영업이익 ; 2023 Q4 연결조정 영업이익 ; 2023-12-31 연결조정 영업이익 ; 연결조정 영업이익 백만원
2023-12-31,2023,Q4,2023 Q4,전사(공통),매출액,QoQ(%),2,%,2023 Q4 전사(공통) 매출액 QoQ(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 전사(공통) | 매출액 | QoQ(%) | %,2023년 Q4 전사(공통) 매출액 ; 2023 Q4 전사(공통) 매출액 ; 2023-12-31 전사(공통) 매출액 ; 전사(공통) QoQ(%) ; 전사(공통) 매출액 %
2023-12-31,2023,Q4,2023 Q4,전사(공통),매출액,YoY(%),-4,%,2023 Q4 전사(공통) 매출액 YoY(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 전사(공통) | 매출액 | YoY(%) | %,2023년 Q4 전사(공통) 매출액 ; 2023 Q4 전사(공통) 매출액 ; 2023-12-31 전사(공통) 매출액 ; 전사(공통) YoY(%) ; 전사(공통) 매출액 %
2023-12-31,2023,Q4,2023 Q4,전사(공통),매출액,매출액,1582430,백만원,2023 Q4 전사(공통) 매출액 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 전사(공통) | 매출액 | 백만원,2023년 Q4 전사(공통) 매출액 ; 2023 Q4 전사(공통) 매출액 ; 2023-12-31 전사(공통) 매출액 ; 전사(공통) 매출액 백만원
2023-12-31,2023,Q4,2023 Q4,전사(공통),영업이익,QoQ(%),-35,%,2023 Q4 전사(공통) 영업이익 QoQ(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 전사(공통) | 영업이익 | QoQ(%) | %,2023년 Q4 전사(공통) 영업이익 ; 2023 Q4 전사(공통) 영업이익 ; 2023-12-31 전사(공통) 영업이익 ; 전사(공통) QoQ(%) ; 전사(공통) 영업이익 %
2023-12-31,2023,Q4,2023 Q4,전사(공통),영업이익,YoY(%),0,%,2023 Q4 전사(공통) 영업이익 YoY(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 전사(공통) | 영업이익 | YoY(%) | %,2023년 Q4 전사(공통) 영업이익 ; 2023 Q4 전사(공통) 영업이익 ; 2023-12-31 전사(공통) 영업이익 ; 전사(공통) YoY(%) ; 전사(공통) 영업이익 %
2023-12-31,2023,Q4,2023 Q4,전사(공통),영업이익,영업이익,57889,백만원,2023 Q4 전사(공통) 영업이익 백만원,2023-12-31 | 2023 | Q4 | 2023 Q4 | 전사(공통) | 영업이익 | 백만원,2023년 Q4 전사(공통) 영업이익 ; 2023 Q4 전사(공통) 영업이익 ; 2023-12-31 전사(공통) 영업이익 ; 전사(공통) 영업이익 백만원
2023-12-31,2023,Q4,2023 Q4,전사(공통),영업이익,영업이익률(%),4,%,2023 Q4 전사(공통) 영업이익 영업이익률(%) %,2023-12-31 | 2023 | Q4 | 2023 Q4 | 전사(공통) | 영업이익 | 영업이익률(%) | %,2023년 Q4 전사(공통) 영업이익 ; 2023 Q4 전사(공통) 영업이익 ; 2023-12-31 전사(공통) 영업이익 ; 전사(공통) 영업이익률(%) ; 전사(공통) 영업이익 %
2023-12-31,2023,YTD,2023 YTD,건자재,매출액,매출액,1117731,백만원,2023 YTD 건자재 매출액 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 건자재 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2023년 누계 건자재 매출액 ; 2023 YTD 건자재 매출액 ; 2023-12-31 기준 건자재 매출액 ; 건자재 매출액 누계
2023-12-31,2023,YTD,2023 YTD,건자재,영업이익,영업이익,193284,백만원,2023 YTD 건자재 영업이익 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 건자재 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2023년 누계 건자재 영업이익 ; 2023 YTD 건자재 영업이익 ; 2023-12-31 기준 건자재 영업이익 ; 건자재 영업이익 누계
2023-12-31,2023,YTD,2023 YTD,기타,매출액,매출액,561298,백만원,2023 YTD 기타 매출액 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 기타 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2023년 누계 기타 매출액 ; 2023 YTD 기타 매출액 ; 2023-12-31 기준 기타 매출액 ; 기타 매출액 누계
2023-12-31,2023,YTD,2023 YTD,기타,영업이익,영업이익,3906,백만원,2023 YTD 기타 영업이익 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 기타 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2023년 누계 기타 영업이익 ; 2023 YTD 기타 영업이익 ; 2023-12-31 기준 기타 영업이익 ; 기타 영업이익 누계
2023-12-31,2023,YTD,2023 YTD,도료,매출액,매출액,1657002,백만원,2023 YTD 도료 매출액 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 도료 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2023년 누계 도료 매출액 ; 2023 YTD 도료 매출액 ; 2023-12-31 기준 도료 매출액 ; 도료 매출액 누계
2023-12-31,2023,YTD,2023 YTD,도료,영업이익,영업이익,175879,백만원,2023 YTD 도료 영업이익 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 도료 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2023년 누계 도료 영업이익 ; 2023 YTD 도료 영업이익 ; 2023-12-31 기준 도료 영업이익 ; 도료 영업이익 누계
2023-12-31,2023,YTD,2023 YTD,실리콘,매출액,매출액,2952410,백만원,2023 YTD 실리콘 매출액 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 실리콘 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2023년 누계 실리콘 매출액 ; 2023 YTD 실리콘 매출액 ; 2023-12-31 기준 실리콘 매출액 ; 실리콘 매출액 누계
2023-12-31,2023,YTD,2023 YTD,실리콘,영업이익,영업이익,-83253,백만원,2023 YTD 실리콘 영업이익 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 실리콘 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2023년 누계 실리콘 영업이익 ; 2023 YTD 실리콘 영업이익 ; 2023-12-31 기준 실리콘 영업이익 ; 실리콘 영업이익 누계
2023-12-31,2023,YTD,2023 YTD,연결조정,영업이익,영업이익,22714,백만원,2023 YTD 연결조정 영업이익 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 연결조정 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2023년 누계 연결조정 영업이익 ; 2023 YTD 연결조정 영업이익 ; 2023-12-31 기준 연결조정 영업이익 ; 연결조정 영업이익 누계
2023-12-31,2023,YTD,2023 YTD,전사(공통),매출액,매출액,6288443,백만원,2023 YTD 전사(공통) 매출액 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 전사(공통) | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2023년 누계 전사(공통) 매출액 ; 2023 YTD 전사(공통) 매출액 ; 2023-12-31 기준 전사(공통) 매출액 ; 전사(공통) 매출액 누계
2023-12-31,2023,YTD,2023 YTD,전사(공통),영업이익,영업이익,312531,백만원,2023 YTD 전사(공통) 영업이익 백만원,2023-12-31 | 2023 | YTD | 2023 YTD | 전사(공통) | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2023년 누계 전사(공통) 영업이익 ; 2023 YTD 전사(공통) 영업이익 ; 2023-12-31 기준 전사(공통) 영업이익 ; 전사(공통) 영업이익 누계
2024-03-31,2024,Q1,2024 Q1,건자재,매출액,매출액,264531,백만원,2024 Q1 건자재 매출액 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 건자재 | 매출액 | 백만원,2024년 Q1 건자재 매출액 ; 2024 Q1 건자재 매출액 ; 2024-03-31 건자재 매출액 ; 건자재 매출액 백만원
2024-03-31,2024,Q1,2024 Q1,건자재,영업이익,QoQ(%),-15,%,2024 Q1 건자재 영업이익 QoQ(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 건자재 | 영업이익 | QoQ(%) | %,2024년 Q1 건자재 영업이익 ; 2024 Q1 건자재 영업이익 ; 2024-03-31 건자재 영업이익 ; 건자재 QoQ(%) ; 건자재 영업이익 %
2024-03-31,2024,Q1,2024 Q1,건자재,영업이익,YoY(%),27,%,2024 Q1 건자재 영업이익 YoY(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 건자재 | 영업이익 | YoY(%) | %,2024년 Q1 건자재 영업이익 ; 2024 Q1 건자재 영업이익 ; 2024-03-31 건자재 영업이익 ; 건자재 YoY(%) ; 건자재 영업이익 %
2024-03-31,2024,Q1,2024 Q1,건자재,영업이익,영업이익,44442,백만원,2024 Q1 건자재 영업이익 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 건자재 | 영업이익 | 백만원,2024년 Q1 건자재 영업이익 ; 2024 Q1 건자재 영업이익 ; 2024-03-31 건자재 영업이익 ; 건자재 영업이익 백만원
2024-03-31,2024,Q1,2024 Q1,건자재,영업이익,영업이익률(%),17,%,2024 Q1 건자재 영업이익 영업이익률(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 건자재 | 영업이익 | 영업이익률(%) | %,2024년 Q1 건자재 영업이익 ; 2024 Q1 건자재 영업이익 ; 2024-03-31 건자재 영업이익 ; 건자재 영업이익률(%) ; 건자재 영업이익 %
2024-03-31,2024,Q1,2024 Q1,기타,매출액,매출액,166269,백만원,2024 Q1 기타 매출액 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 기타 | 매출액 | 백만원,2024년 Q1 기타 매출액 ; 2024 Q1 기타 매출액 ; 2024-03-31 기타 매출액 ; 기타 매출액 백만원
2024-03-31,2024,Q1,2024 Q1,기타,영업이익,영업이익,-987,백만원,2024 Q1 기타 영업이익 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 기타 | 영업이익 | 백만원,2024년 Q1 기타 영업이익 ; 2024 Q1 기타 영업이익 ; 2024-03-31 기타 영업이익 ; 기타 영업이익 백만원
2024-03-31,2024,Q1,2024 Q1,기타,영업이익,영업이익률(%),-1,%,2024 Q1 기타 영업이익 영업이익률(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 기타 | 영업이익 | 영업이익률(%) | %,2024년 Q1 기타 영업이익 ; 2024 Q1 기타 영업이익 ; 2024-03-31 기타 영업이익 ; 기타 영업이익률(%) ; 기타 영업이익 %
2024-03-31,2024,Q1,2024 Q1,도료,매출액,매출액,419051,백만원,2024 Q1 도료 매출액 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 도료 | 매출액 | 백만원,2024년 Q1 도료 매출액 ; 2024 Q1 도료 매출액 ; 2024-03-31 도료 매출액 ; 도료 매출액 백만원
2024-03-31,2024,Q1,2024 Q1,도료,영업이익,QoQ(%),17,%,2024 Q1 도료 영업이익 QoQ(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 도료 | 영업이익 | QoQ(%) | %,2024년 Q1 도료 영업이익 ; 2024 Q1 도료 영업이익 ; 2024-03-31 도료 영업이익 ; 도료 QoQ(%) ; 도료 영업이익 %
2024-03-31,2024,Q1,2024 Q1,도료,영업이익,YoY(%),161,%,2024 Q1 도료 영업이익 YoY(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 도료 | 영업이익 | YoY(%) | %,2024년 Q1 도료 영업이익 ; 2024 Q1 도료 영업이익 ; 2024-03-31 도료 영업이익 ; 도료 YoY(%) ; 도료 영업이익 %
2024-03-31,2024,Q1,2024 Q1,도료,영업이익,영업이익,54620,백만원,2024 Q1 도료 영업이익 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 도료 | 영업이익 | 백만원,2024년 Q1 도료 영업이익 ; 2024 Q1 도료 영업이익 ; 2024-03-31 도료 영업이익 ; 도료 영업이익 백만원
2024-03-31,2024,Q1,2024 Q1,도료,영업이익,영업이익률(%),13,%,2024 Q1 도료 영업이익 영업이익률(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 도료 | 영업이익 | 영업이익률(%) | %,2024년 Q1 도료 영업이익 ; 2024 Q1 도료 영업이익 ; 2024-03-31 도료 영업이익 ; 도료 영업이익률(%) ; 도료 영업이익 %
2024-03-31,2024,Q1,2024 Q1,실리콘,매출액,매출액,738521,백만원,2024 Q1 실리콘 매출액 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 실리콘 | 매출액 | 백만원,2024년 Q1 실리콘 매출액 ; 2024 Q1 실리콘 매출액 ; 2024-03-31 실리콘 매출액 ; 실리콘 매출액 백만원
2024-03-31,2024,Q1,2024 Q1,실리콘,영업이익,YoY(%),-79,%,2024 Q1 실리콘 영업이익 YoY(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 실리콘 | 영업이익 | YoY(%) | %,2024년 Q1 실리콘 영업이익 ; 2024 Q1 실리콘 영업이익 ; 2024-03-31 실리콘 영업이익 ; 실리콘 YoY(%) ; 실리콘 영업이익 %
2024-03-31,2024,Q1,2024 Q1,실리콘,영업이익,영업이익,2741,백만원,2024 Q1 실리콘 영업이익 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 실리콘 | 영업이익 | 백만원,2024년 Q1 실리콘 영업이익 ; 2024 Q1 실리콘 영업이익 ; 2024-03-31 실리콘 영업이익 ; 실리콘 영업이익 백만원
2024-03-31,2024,Q1,2024 Q1,실리콘,영업이익,영업이익률(%),0,%,2024 Q1 실리콘 영업이익 영업이익률(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 실리콘 | 영업이익 | 영업이익률(%) | %,2024년 Q1 실리콘 영업이익 ; 2024 Q1 실리콘 영업이익 ; 2024-03-31 실리콘 영업이익 ; 실리콘 영업이익률(%) ; 실리콘 영업이익 %
2024-03-31,2024,Q1,2024 Q1,연결조정,영업이익,영업이익,6090,백만원,2024 Q1 연결조정 영업이익 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 연결조정 | 영업이익 | 백만원,2024년 Q1 연결조정 영업이익 ; 2024 Q1 연결조정 영업이익 ; 2024-03-31 연결조정 영업이익 ; 연결조정 영업이익 백만원
2024-03-31,2024,Q1,2024 Q1,전사(공통),매출액,QoQ(%),0,%,2024 Q1 전사(공통) 매출액 QoQ(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 전사(공통) | 매출액 | QoQ(%) | %,2024년 Q1 전사(공통) 매출액 ; 2024 Q1 전사(공통) 매출액 ; 2024-03-31 전사(공통) 매출액 ; 전사(공통) QoQ(%) ; 전사(공통) 매출액 %
2024-03-31,2024,Q1,2024 Q1,전사(공통),매출액,YoY(%),2,%,2024 Q1 전사(공통) 매출액 YoY(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 전사(공통) | 매출액 | YoY(%) | %,2024년 Q1 전사(공통) 매출액 ; 2024 Q1 전사(공통) 매출액 ; 2024-03-31 전사(공통) 매출액 ; 전사(공통) YoY(%) ; 전사(공통) 매출액 %
2024-03-31,2024,Q1,2024 Q1,전사(공통),매출액,매출액,1588372,백만원,2024 Q1 전사(공통) 매출액 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 전사(공통) | 매출액 | 백만원,2024년 Q1 전사(공통) 매출액 ; 2024 Q1 전사(공통) 매출액 ; 2024-03-31 전사(공통) 매출액 ; 전사(공통) 매출액 백만원
2024-03-31,2024,Q1,2024 Q1,전사(공통),영업이익,QoQ(%),85,%,2024 Q1 전사(공통) 영업이익 QoQ(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 전사(공통) | 영업이익 | QoQ(%) | %,2024년 Q1 전사(공통) 영업이익 ; 2024 Q1 전사(공통) 영업이익 ; 2024-03-31 전사(공통) 영업이익 ; 전사(공통) QoQ(%) ; 전사(공통) 영업이익 %
2024-03-31,2024,Q1,2024 Q1,전사(공통),영업이익,YoY(%),41,%,2024 Q1 전사(공통) 영업이익 YoY(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 전사(공통) | 영업이익 | YoY(%) | %,2024년 Q1 전사(공통) 영업이익 ; 2024 Q1 전사(공통) 영업이익 ; 2024-03-31 전사(공통) 영업이익 ; 전사(공통) YoY(%) ; 전사(공통) 영업이익 %
2024-03-31,2024,Q1,2024 Q1,전사(공통),영업이익,영업이익,106907,백만원,2024 Q1 전사(공통) 영업이익 백만원,2024-03-31 | 2024 | Q1 | 2024 Q1 | 전사(공통) | 영업이익 | 백만원,2024년 Q1 전사(공통) 영업이익 ; 2024 Q1 전사(공통) 영업이익 ; 2024-03-31 전사(공통) 영업이익 ; 전사(공통) 영업이익 백만원
2024-03-31,2024,Q1,2024 Q1,전사(공통),영업이익,영업이익률(%),7,%,2024 Q1 전사(공통) 영업이익 영업이익률(%) %,2024-03-31 | 2024 | Q1 | 2024 Q1 | 전사(공통) | 영업이익 | 영업이익률(%) | %,2024년 Q1 전사(공통) 영업이익 ; 2024 Q1 전사(공통) 영업이익 ; 2024-03-31 전사(공통) 영업이익 ; 전사(공통) 영업이익률(%) ; 전사(공통) 영업이익 %
2024-06-30,2024,Q2,2024 Q2,건자재,매출액,매출액,293086,백만원,2024 Q2 건자재 매출액 백만원,2024-06-30 | 2024 | Q2 | 2024 Q2 | 건자재 | 매출액 | 백만원,2024년 Q2 건자재 매출액 ; 2024 Q2 건자재 매출액 ; 2024-06-30 건자재 매출액 ; 건자재 매출액 백만원
2024-06-30,2024,Q2,2024 Q2,건자재,영업이익,QoQ(%),20,%,2024 Q2 건자재 영업이익 QoQ(%) %,2024-06-30 | 2024 | Q2 | 2024 Q2 | 건자재 | 영업이익 | QoQ(%) | %,2024년 Q2 건자재 영업이익 ; 2024 Q2 건자재 영업이익 ; 2024-06-30 건자재 영업이익 ; 건자재 QoQ(%) ; 건자재 영업이익 %
2024-06-30,2024,Q2,2024 Q2,건자재,영업이익,YoY(%),12,%,2024 Q2 건자재 영업이익 YoY(%) %,2024-06-30 | 2024 | Q2 | 2024 Q2 | 건자재 | 영업이익 | YoY(%) | %,2024년 Q2 건자재 영업이익 ; 2024 Q2 건자재 영업이익 ; 2024-06-30 건자재 영업이익 ; 건자재 YoY(%) ; 건자재 영업이익 %
