기준일,연도,분기,기간표준,사업부,재무계정,상세항목,수치,단위,short_context,keywords,query_text
2022-06-30,2022,Q2,2022 Q2,전사(공통),영업이익,YoY(%),40,%,2022 Q2 전사(공통) 영업이익 YoY(%) %,2022-06-30 | 2022 | Q2 | 2022 Q2 | 전사(공통) | 영업이익 | YoY(%) | %,2022년 Q2 전사(공통) 영업이익 ; 2022 Q2 전사(공통) 영업이익 ; 2022-06-30 전사(공통) 영업이익 ; 전사(공통) YoY(%) ; 전사(공통) 영업이익 %
2022-06-30,2022,Q2,2022 Q2,전사(공통),영업이익,영업이익,164234,백만원,2022 Q2 전사(공통) 영업이익 백만원,2022-06-30 | 2022 | Q2 | 2022 Q2 | 전사(공통) | 영업이익 | 백만원,2022년 Q2 전사(공통) 영업이익 ; 2022 Q2 전사(공통) 영업이익 ; 2022-06-30 전사(공통) 영업이익 ; 전사(공통) 영업이익 백만원
2022-06-30,2022,Q2,2022 Q2,전사(공통),영업이익,영업이익률(%),9,%,2022 Q2 전사(공통) 영업이익 영업이익률(%) %,2022-06-30 | 2022 | Q2 | 2022 Q2 | 전사(공통) | 영업이익 | 영업이익률(%) | %,2022년 Q2 전사(공통) 영업이익 ; 2022 Q2 전사(공통) 영업이익 ; 2022-06-30 전사(공통) 영업이익 ; 전사(공통) 영업이익률(%) ; 전사(공통) 영업이익 %
2022-09-30,2022,Q3,2022 Q3,건자재,매출액,매출액,277320,백만원,2022 Q3 건자재 매출액 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 건자재 | 매출액 | 백만원,2022년 Q3 건자재 매출액 ; 2022 Q3 건자재 매출액 ; 2022-09-30 건자재 매출액 ; 건자재 매출액 백만원
2022-09-30,2022,Q3,2022 Q3,건자재,영업이익,QoQ(%),-20,%,2022 Q3 건자재 영업이익 QoQ(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 건자재 | 영업이익 | QoQ(%) | %,2022년 Q3 건자재 영업이익 ; 2022 Q3 건자재 영업이익 ; 2022-09-30 건자재 영업이익 ; 건자재 QoQ(%) ; 건자재 영업이익 %
2022-09-30,2022,Q3,2022 Q3,건자재,영업이익,YoY(%),50,%,2022 Q3 건자재 영업이익 YoY(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 건자재 | 영업이익 | YoY(%) | %,2022년 Q3 건자재 영업이익 ; 2022 Q3 건자재 영업이익 ; 2022-09-30 건자재 영업이익 ; 건자재 YoY(%) ; 건자재 영업이익 %
2022-09-30,2022,Q3,2022 Q3,건자재,영업이익,영업이익,29974,백만원,2022 Q3 건자재 영업이익 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 건자재 | 영업이익 | 백만원,2022년 Q3 건자재 영업이익 ; 2022 Q3 건자재 영업이익 ; 2022-09-30 건자재 영업이익 ; 건자재 영업이익 백만원
2022-09-30,2022,Q3,2022 Q3,건자재,영업이익,영업이익률(%),11,%,2022 Q3 건자재 영업이익 영업이익률(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 건자재 | 영업이익 | 영업이익률(%) | %,2022년 Q3 건자재 영업이익 ; 2022 Q3 건자재 영업이익 ; 2022-09-30 건자재 영업이익 ; 건자재 영업이익률(%) ; 건자재 영업이익 %
2022-09-30,2022,Q3,2022 Q3,기타,매출액,매출액,131221,백만원,2022 Q3 기타 매출액 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 기타 | 매출액 | 백만원,2022년 Q3 기타 매출액 ; 2022 Q3 기타 매출액 ; 2022-09-30 기타 매출액 ; 기타 매출액 백만원
2022-09-30,2022,Q3,2022 Q3,기타,영업이익,QoQ(%),-4140,%,2022 Q3 기타 영업이익 QoQ(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 기타 | 영업이익 | QoQ(%) | %,2022년 Q3 기타 영업이익 ; 2022 Q3 기타 영업이익 ; 2022-09-30 기타 영업이익 ; 기타 QoQ(%) ; 기타 영업이익 %
2022-09-30,2022,Q3,2022 Q3,기타,영업이익,YoY(%),-12,%,2022 Q3 기타 영업이익 YoY(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 기타 | 영업이익 | YoY(%) | %,2022년 Q3 기타 영업이익 ; 2022 Q3 기타 영업이익 ; 2022-09-30 기타 영업이익 ; 기타 YoY(%) ; 기타 영업이익 %
2022-09-30,2022,Q3,2022 Q3,기타,영업이익,영업이익,3264,백만원,2022 Q3 기타 영업이익 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 기타 | 영업이익 | 백만원,2022년 Q3 기타 영업이익 ; 2022 Q3 기타 영업이익 ; 2022-09-30 기타 영업이익 ; 기타 영업이익 백만원
2022-09-30,2022,Q3,2022 Q3,기타,영업이익,영업이익률(%),2,%,2022 Q3 기타 영업이익 영업이익률(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 기타 | 영업이익 | 영업이익률(%) | %,2022년 Q3 기타 영업이익 ; 2022 Q3 기타 영업이익 ; 2022-09-30 기타 영업이익 ; 기타 영업이익률(%) ; 기타 영업이익 %
2022-09-30,2022,Q3,2022 Q3,도료,매출액,매출액,366031,백만원,2022 Q3 도료 매출액 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 도료 | 매출액 | 백만원,2022년 Q3 도료 매출액 ; 2022 Q3 도료 매출액 ; 2022-09-30 도료 매출액 ; 도료 매출액 백만원
2022-09-30,2022,Q3,2022 Q3,도료,영업이익,QoQ(%),8,%,2022 Q3 도료 영업이익 QoQ(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 도료 | 영업이익 | QoQ(%) | %,2022년 Q3 도료 영업이익 ; 2022 Q3 도료 영업이익 ; 2022-09-30 도료 영업이익 ; 도료 QoQ(%) ; 도료 영업이익 %
2022-09-30,2022,Q3,2022 Q3,도료,영업이익,YoY(%),98,%,2022 Q3 도료 영업이익 YoY(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 도료 | 영업이익 | YoY(%) | %,2022년 Q3 도료 영업이익 ; 2022 Q3 도료 영업이익 ; 2022-09-30 도료 영업이익 ; 도료 YoY(%) ; 도료 영업이익 %
2022-09-30,2022,Q3,2022 Q3,도료,영업이익,영업이익,21563,백만원,2022 Q3 도료 영업이익 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 도료 | 영업이익 | 백만원,2022년 Q3 도료 영업이익 ; 2022 Q3 도료 영업이익 ; 2022-09-30 도료 영업이익 ; 도료 영업이익 백만원
2022-09-30,2022,Q3,2022 Q3,도료,영업이익,영업이익률(%),6,%,2022 Q3 도료 영업이익 영업이익률(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 도료 | 영업이익 | 영업이익률(%) | %,2022년 Q3 도료 영업이익 ; 2022 Q3 도료 영업이익 ; 2022-09-30 도료 영업이익 ; 도료 영업이익률(%) ; 도료 영업이익 %
2022-09-30,2022,Q3,2022 Q3,실리콘,매출액,매출액,965553,백만원,2022 Q3 실리콘 매출액 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 실리콘 | 매출액 | 백만원,2022년 Q3 실리콘 매출액 ; 2022 Q3 실리콘 매출액 ; 2022-09-30 실리콘 매출액 ; 실리콘 매출액 백만원
2022-09-30,2022,Q3,2022 Q3,실리콘,영업이익,QoQ(%),-63,%,2022 Q3 실리콘 영업이익 QoQ(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 실리콘 | 영업이익 | QoQ(%) | %,2022년 Q3 실리콘 영업이익 ; 2022 Q3 실리콘 영업이익 ; 2022-09-30 실리콘 영업이익 ; 실리콘 QoQ(%) ; 실리콘 영업이익 %
2022-09-30,2022,Q3,2022 Q3,실리콘,영업이익,YoY(%),-58,%,2022 Q3 실리콘 영업이익 YoY(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 실리콘 | 영업이익 | YoY(%) | %,2022년 Q3 실리콘 영업이익 ; 2022 Q3 실리콘 영업이익 ; 2022-09-30 실리콘 영업이익 ; 실리콘 YoY(%) ; 실리콘 영업이익 %
2022-09-30,2022,Q3,2022 Q3,실리콘,영업이익,영업이익,36915,백만원,2022 Q3 실리콘 영업이익 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 실리콘 | 영업이익 | 백만원,2022년 Q3 실리콘 영업이익 ; 2022 Q3 실리콘 영업이익 ; 2022-09-30 실리콘 영업이익 ; 실리콘 영업이익 백만원
2022-09-30,2022,Q3,2022 Q3,실리콘,영업이익,영업이익률(%),4,%,2022 Q3 실리콘 영업이익 영업이익률(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 실리콘 | 영업이익 | 영업이익률(%) | %,2022년 Q3 실리콘 영업이익 ; 2022 Q3 실리콘 영업이익 ; 2022-09-30 실리콘 영업이익 ; 실리콘 영업이익률(%) ; 실리콘 영업이익 %
2022-09-30,2022,Q3,2022 Q3,연결조정,영업이익,영업이익,4664,백만원,2022 Q3 연결조정 영업이익 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 연결조정 | 영업이익 | 백만원,2022년 Q3 연결조정 영업이익 ; 2022 Q3 연결조정 영업이익 ; 2022-09-30 연결조정 영업이익 ; 연결조정 영업이익 백만원
2022-09-30,2022,Q3,2022 Q3,전사(공통),매출액,QoQ(%),-1,%,2022 Q3 전사(공통) 매출액 QoQ(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 전사(공통) | 매출액 | QoQ(%) | %,2022년 Q3 전사(공통) 매출액 ; 2022 Q3 전사(공통) 매출액 ; 2022-09-30 전사(공통) 매출액 ; 전사(공통) QoQ(%) ; 전사(공통) 매출액 %
2022-09-30,2022,Q3,2022 Q3,전사(공통),매출액,YoY(%),17,%,2022 Q3 전사(공통) 매출액 YoY(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 전사(공통) | 매출액 | YoY(%) | %,2022년 Q3 전사(공통) 매출액 ; 2022 Q3 전사(공통) 매출액 ; 2022-09-30 전사(공통) 매출액 ; 전사(공통) YoY(%) ; 전사(공통) 매출액 %
2022-09-30,2022,Q3,2022 Q3,전사(공통),매출액,매출액,1740125,백만원,2022 Q3 전사(공통) 매출액 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 전사(공통) | 매출액 | 백만원,2022년 Q3 전사(공통) 매출액 ; 2022 Q3 전사(공통) 매출액 ; 2022-09-30 전사(공통) 매출액 ; 전사(공통) 매출액 백만원
2022-09-30,2022,Q3,2022 Q3,전사(공통),영업이익,QoQ(%),-41,%,2022 Q3 전사(공통) 영업이익 QoQ(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 전사(공통) | 영업이익 | QoQ(%) | %,2022년 Q3 전사(공통) 영업이익 ; 2022 Q3 전사(공통) 영업이익 ; 2022-09-30 전사(공통) 영업이익 ; 전사(공통) QoQ(%) ; 전사(공통) 영업이익 %
2022-09-30,2022,Q3,2022 Q3,전사(공통),영업이익,YoY(%),-20,%,2022 Q3 전사(공통) 영업이익 YoY(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 전사(공통) | 영업이익 | YoY(%) | %,2022년 Q3 전사(공통) 영업이익 ; 2022 Q3 전사(공통) 영업이익 ; 2022-09-30 전사(공통) 영업이익 ; 전사(공통) YoY(%) ; 전사(공통) 영업이익 %
2022-09-30,2022,Q3,2022 Q3,전사(공통),영업이익,영업이익,96380,백만원,2022 Q3 전사(공통) 영업이익 백만원,2022-09-30 | 2022 | Q3 | 2022 Q3 | 전사(공통) | 영업이익 | 백만원,2022년 Q3 전사(공통) 영업이익 ; 2022 Q3 전사(공통) 영업이익 ; 2022-09-30 전사(공통) 영업이익 ; 전사(공통) 영업이익 백만원
2022-09-30,2022,Q3,2022 Q3,전사(공통),영업이익,영업이익률(%),6,%,2022 Q3 전사(공통) 영업이익 영업이익률(%) %,2022-09-30 | 2022 | Q3 | 2022 Q3 | 전사(공통) | 영업이익 | 영업이익률(%) | %,2022년 Q3 전사(공통) 영업이익 ; 2022 Q3 전사(공통) 영업이익 ; 2022-09-30 전사(공통) 영업이익 ; 전사(공통) 영업이익률(%) ; 전사(공통) 영업이익 %
2022-12-31,2022,Q4,2022 Q4,건자재,매출액,매출액,303182,백만원,2022 Q4 건자재 매출액 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 건자재 | 매출액 | 백만원,2022년 Q4 건자재 매출액 ; 2022 Q4 건자재 매출액 ; 2022-12-31 건자재 매출액 ; 건자재 매출액 백만원
2022-12-31,2022,Q4,2022 Q4,건자재,영업이익,QoQ(%),4,%,2022 Q4 건자재 영업이익 QoQ(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 건자재 | 영업이익 | QoQ(%) | %,2022년 Q4 건자재 영업이익 ; 2022 Q4 건자재 영업이익 ; 2022-12-31 건자재 영업이익 ; 건자재 QoQ(%) ; 건자재 영업이익 %
2022-12-31,2022,Q4,2022 Q4,건자재,영업이익,YoY(%),44,%,2022 Q4 건자재 영업이익 YoY(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 건자재 | 영업이익 | YoY(%) | %,2022년 Q4 건자재 영업이익 ; 2022 Q4 건자재 영업이익 ; 2022-12-31 건자재 영업이익 ; 건자재 YoY(%) ; 건자재 영업이익 %
2022-12-31,2022,Q4,2022 Q4,건자재,영업이익,영업이익,31038,백만원,2022 Q4 건자재 영업이익 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 건자재 | 영업이익 | 백만원,2022년 Q4 건자재 영업이익 ; 2022 Q4 건자재 영업이익 ; 2022-12-31 건자재 영업이익 ; 건자재 영업이익 백만원
2022-12-31,2022,Q4,2022 Q4,건자재,영업이익,영업이익률(%),10,%,2022 Q4 건자재 영업이익 영업이익률(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 건자재 | 영업이익 | 영업이익률(%) | %,2022년 Q4 건자재 영업이익 ; 2022 Q4 건자재 영업이익 ; 2022-12-31 건자재 영업이익 ; 건자재 영업이익률(%) ; 건자재 영업이익 %
2022-12-31,2022,Q4,2022 Q4,기타,매출액,매출액,135452,백만원,2022 Q4 기타 매출액 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 기타 | 매출액 | 백만원,2022년 Q4 기타 매출액 ; 2022 Q4 기타 매출액 ; 2022-12-31 기타 매출액 ; 기타 매출액 백만원
2022-12-31,2022,Q4,2022 Q4,기타,영업이익,영업이익,-3357,백만원,2022 Q4 기타 영업이익 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 기타 | 영업이익 | 백만원,2022년 Q4 기타 영업이익 ; 2022 Q4 기타 영업이익 ; 2022-12-31 기타 영업이익 ; 기타 영업이익 백만원
2022-12-31,2022,Q4,2022 Q4,기타,영업이익,영업이익률(%),-2,%,2022 Q4 기타 영업이익 영업이익률(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 기타 | 영업이익 | 영업이익률(%) | %,2022년 Q4 기타 영업이익 ; 2022 Q4 기타 영업이익 ; 2022-12-31 기타 영업이익 ; 기타 영업이익률(%) ; 기타 영업이익 %
2022-12-31,2022,Q4,2022 Q4,도료,매출액,매출액,374739,백만원,2022 Q4 도료 매출액 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 도료 | 매출액 | 백만원,2022년 Q4 도료 매출액 ; 2022 Q4 도료 매출액 ; 2022-12-31 도료 매출액 ; 도료 매출액 백만원
2022-12-31,2022,Q4,2022 Q4,도료,영업이익,QoQ(%),-54,%,2022 Q4 도료 영업이익 QoQ(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 도료 | 영업이익 | QoQ(%) | %,2022년 Q4 도료 영업이익 ; 2022 Q4 도료 영업이익 ; 2022-12-31 도료 영업이익 ; 도료 QoQ(%) ; 도료 영업이익 %
2022-12-31,2022,Q4,2022 Q4,도료,영업이익,영업이익,10014,백만원,2022 Q4 도료 영업이익 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 도료 | 영업이익 | 백만원,2022년 Q4 도료 영업이익 ; 2022 Q4 도료 영업이익 ; 2022-12-31 도료 영업이익 ; 도료 영업이익 백만원
2022-12-31,2022,Q4,2022 Q4,도료,영업이익,영업이익률(%),3,%,2022 Q4 도료 영업이익 영업이익률(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 도료 | 영업이익 | 영업이익률(%) | %,2022년 Q4 도료 영업이익 ; 2022 Q4 도료 영업이익 ; 2022-12-31 도료 영업이익 ; 도료 영업이익률(%) ; 도료 영업이익 %
2022-12-31,2022,Q4,2022 Q4,실리콘,매출액,매출액,827835,백만원,2022 Q4 실리콘 매출액 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 실리콘 | 매출액 | 백만원,2022년 Q4 실리콘 매출액 ; 2022 Q4 실리콘 매출액 ; 2022-12-31 실리콘 매출액 ; 실리콘 매출액 백만원
2022-12-31,2022,Q4,2022 Q4,실리콘,영업이익,QoQ(%),-61,%,2022 Q4 실리콘 영업이익 QoQ(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 실리콘 | 영업이익 | QoQ(%) | %,2022년 Q4 실리콘 영업이익 ; 2022 Q4 실리콘 영업이익 ; 2022-12-31 실리콘 영업이익 ; 실리콘 QoQ(%) ; 실리콘 영업이익 %
2022-12-31,2022,Q4,2022 Q4,실리콘,영업이익,YoY(%),-67,%,2022 Q4 실리콘 영업이익 YoY(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 실리콘 | 영업이익 | YoY(%) | %,2022년 Q4 실리콘 영업이익 ; 2022 Q4 실리콘 영업이익 ; 2022-12-31 실리콘 영업이익 ; 실리콘 YoY(%) ; 실리콘 영업이익 %
2022-12-31,2022,Q4,2022 Q4,실리콘,영업이익,영업이익,14535,백만원,2022 Q4 실리콘 영업이익 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 실리콘 | 영업이익 | 백만원,2022년 Q4 실리콘 영업이익 ; 2022 Q4 실리콘 영업이익 ; 2022-12-31 실리콘 영업이익 ; 실리콘 영업이익 백만원
2022-12-31,2022,Q4,2022 Q4,실리콘,영업이익,영업이익률(%),2,%,2022 Q4 실리콘 영업이익 영업이익률(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 실리콘 | 영업이익 | 영업이익률(%) | %,2022년 Q4 실리콘 영업이익 ; 2022 Q4 실리콘 영업이익 ; 2022-12-31 실리콘 영업이익 ; 실리콘 영업이익률(%) ; 실리콘 영업이익 %
2022-12-31,2022,Q4,2022 Q4,연결조정,영업이익,영업이익,5411,백만원,2022 Q4 연결조정 영업이익 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 연결조정 | 영업이익 | 백만원,2022년 Q4 연결조정 영업이익 ; 2022 Q4 연결조정 영업이익 ; 2022-12-31 연결조정 영업이익 ; 연결조정 영업이익 백만원
2022-12-31,2022,Q4,2022 Q4,전사(공통),매출액,QoQ(%),-6,%,2022 Q4 전사(공통) 매출액 QoQ(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 전사(공통) | 매출액 | QoQ(%) | %,2022년 Q4 전사(공통) 매출액 ; 2022 Q4 전사(공통) 매출액 ; 2022-12-31 전사(공통) 매출액 ; 전사(공통) QoQ(%) ; 전사(공통) 매출액 %
2022-12-31,2022,Q4,2022 Q4,전사(공통),매출액,YoY(%),9,%,2022 Q4 전사(공통) 매출액 YoY(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 전사(공통) | 매출액 | YoY(%) | %,2022년 Q4 전사(공통) 매출액 ; 2022 Q4 전사(공통) 매출액 ; 2022-12-31 전사(공통) 매출액 ; 전사(공통) YoY(%) ; 전사(공통) 매출액 %
2022-12-31,2022,Q4,2022 Q4,전사(공통),매출액,매출액,1641208,백만원,2022 Q4 전사(공통) 매출액 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 전사(공통) | 매출액 | 백만원,2022년 Q4 전사(공통) 매출액 ; 2022 Q4 전사(공통) 매출액 ; 2022-12-31 전사(공통) 매출액 ; 전사(공통) 매출액 백만원
2022-12-31,2022,Q4,2022 Q4,전사(공통),영업이익,QoQ(%),-40,%,2022 Q4 전사(공통) 영업이익 QoQ(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 전사(공통) | 영업이익 | QoQ(%) | %,2022년 Q4 전사(공통) 영업이익 ; 2022 Q4 전사(공통) 영업이익 ; 2022-12-31 전사(공통) 영업이익 ; 전사(공통) QoQ(%) ; 전사(공통) 영업이익 %
2022-12-31,2022,Q4,2022 Q4,전사(공통),영업이익,YoY(%),-23,%,2022 Q4 전사(공통) 영업이익 YoY(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 전사(공통) | 영업이익 | YoY(%) | %,2022년 Q4 전사(공통) 영업이익 ; 2022 Q4 전사(공통) 영업이익 ; 2022-12-31 전사(공통) 영업이익 ; 전사(공통) YoY(%) ; 전사(공통) 영업이익 %
2022-12-31,2022,Q4,2022 Q4,전사(공통),영업이익,영업이익,57641,백만원,2022 Q4 전사(공통) 영업이익 백만원,2022-12-31 | 2022 | Q4 | 2022 Q4 | 전사(공통) | 영업이익 | 백만원,2022년 Q4 전사(공통) 영업이익 ; 2022 Q4 전사(공통) 영업이익 ; 2022-12-31 전사(공통) 영업이익 ; 전사(공통) 영업이익 백만원
2022-12-31,2022,Q4,2022 Q4,전사(공통),영업이익,영업이익률(%),4,%,2022 Q4 전사(공통) 영업이익 영업이익률(%) %,2022-12-31 | 2022 | Q4 | 2022 Q4 | 전사(공통) | 영업이익 | 영업이익률(%) | %,2022년 Q4 전사(공통) 영업이익 ; 2022 Q4 전사(공통) 영업이익 ; 2022-12-31 전사(공통) 영업이익 ; 전사(공통) 영업이익률(%) ; 전사(공통) 영업이익 %
2022-12-31,2022,YTD,2022 YTD,건자재,매출액,매출액,1113507,백만원,2022 YTD 건자재 매출액 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 건자재 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2022년 누계 건자재 매출액 ; 2022 YTD 건자재 매출액 ; 2022-12-31 기준 건자재 매출액 ; 건자재 매출액 누계
2022-12-31,2022,YTD,2022 YTD,건자재,영업이익,영업이익,119794,백만원,2022 YTD 건자재 영업이익 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 건자재 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2022년 누계 건자재 영업이익 ; 2022 YTD 건자재 영업이익 ; 2022-12-31 기준 건자재 영업이익 ; 건자재 영업이익 누계
2022-12-31,2022,YTD,2022 YTD,기타,매출액,매출액,466161,백만원,2022 YTD 기타 매출액 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 기타 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2022년 누계 기타 매출액 ; 2022 YTD 기타 매출액 ; 2022-12-31 기준 기타 매출액 ; 기타 매출액 누계
2022-12-31,2022,YTD,2022 YTD,기타,영업이익,영업이익,7738,백만원,2022 YTD 기타 영업이익 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 기타 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2022년 누계 기타 영업이익 ; 2022 YTD 기타 영업이익 ; 2022-12-31 기준 기타 영업이익 ; 기타 영업이익 누계
2022-12-31,2022,YTD,2022 YTD,도료,매출액,매출액,1486020,백만원,2022 YTD 도료 매출액 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 도료 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2022년 누계 도료 매출액 ; 2022 YTD 도료 매출액 ; 2022-12-31 기준 도료 매출액 ; 도료 매출액 누계
2022-12-31,2022,YTD,2022 YTD,도료,영업이익,영업이익,58590,백만원,2022 YTD 도료 영업이익 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 도료 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2022년 누계 도료 영업이익 ; 2022 YTD 도료 영업이익 ; 2022-12-31 기준 도료 영업이익 ; 도료 영업이익 누계
2022-12-31,2022,YTD,2022 YTD,실리콘,매출액,매출액,3709107,백만원,2022 YTD 실리콘 매출액 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 실리콘 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2022년 누계 실리콘 매출액 ; 2022 YTD 실리콘 매출액 ; 2022-12-31 기준 실리콘 매출액 ; 실리콘 매출액 누계
2022-12-31,2022,YTD,2022 YTD,실리콘,영업이익,영업이익,261474,백만원,2022 YTD 실리콘 영업이익 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 실리콘 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2022년 누계 실리콘 영업이익 ; 2022 YTD 실리콘 영업이익 ; 2022-12-31 기준 실리콘 영업이익 ; 실리콘 영업이익 누계
2022-12-31,2022,YTD,2022 YTD,연결조정,영업이익,영업이익,20067,백만원,2022 YTD 연결조정 영업이익 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 연결조정 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2022년 누계 연결조정 영업이익 ; 2022 YTD 연결조정 영업이익 ; 2022-12-31 기준 연결조정 영업이익 ; 연결조정 영업이익 누계
2022-12-31,2022,YTD,2022 YTD,전사(공통),매출액,매출액,6774793,백만원,2022 YTD 전사(공통) 매출액 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 전사(공통) | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2022년 누계 전사(공통) 매출액 ; 2022 YTD 전사(공통) 매출액 ; 2022-12-31 기준 전사(공통) 매출액 ; 전사(공통) 매출액 누계
2022-12-31,2022,YTD,2022 YTD,전사(공통),영업이익,영업이익,467663,백만원,2022 YTD 전사(공통) 영업이익 백만원,2022-12-31 | 2022 | YTD | 2022 YTD | 전사(공통) | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2022년 누계 전사(공통) 영업이익 ; 2022 YTD 전사(공통) 영업이익 ; 2022-12-31 기준 전사(공통) 영업이익 ; 전사(공통) 영업이익 누계
2023-03-31,2023,Q1,2023 Q1,건자재,매출액,매출액,288788,백만원,2023 Q1 건자재 매출액 백만원,2023-03-31 | 2023 | Q1 | 2023 Q1 | 건자재 | 매출액 | 백만원,2023년 Q1 건자재 매출액 ; 2023 Q1 건자재 매출액 ; 2023-03-31 건자재 매출액 ; 건자재 매출액 백만원
2023-03-31,2023,Q1,2023 Q1,건자재,영업이익,QoQ(%),13,%,2023 Q1 건자재 영업이익 QoQ(%) %,2023-03-31 | 2023 | Q1 | 2023 Q1 | 건자재 | 영업이익 | QoQ(%) | %,2023년 Q1 건자재 영업이익 ; 2023 Q1 건자재 영업이익 ; 2023-03-31 건자재 영업이익 ; 건자재 QoQ(%) ; 건자재 영업이익 %
2023-03-31,2023,Q1,2023 Q1,건자재,영업이익,YoY(%),66,%,2023 Q1 건자재 영업이익 YoY(%) %,2023-03-31 | 2023 | Q1 | 2023 Q1 | 건자재 | 영업이익 | YoY(%) | %,2023년 Q1 건자재 영업이익 ; 2023 Q1 건자재 영업이익 ; 2023-03-31 건자재 영업이익 ; 건자재 YoY(%) ; 건자재 영업이익 %
2023-03-31,2023,Q1,2023 Q1,건자재,영업이익,영업이익,35035,백만원,2023 Q1 건자재 영업이익 백만원,2023-03-31 | 2023 | Q1 | 2023 Q1 | 건자재 | 영업이익 | 백만원,2023년 Q1 건자재 영업이익 ; 2023 Q1 건자재 영업이익 ; 2023-03-31 건자재 영업이익 ; 건자재 영업이익 백만원
