재무계정,사업부,상세항목,기간,수치,단위
매출액,기타,매출액,2022-09-30,131221061,천원
영업이익,전사(공통),영업이익,2022-09-30,96379554,천원
영업이익,전사(공통),영업이익률(%),2022-09-30,5.54,%
영업이익,전사(공통),QoQ(%),2022-09-30,-41.32,%
영업이익,전사(공통),YoY(%),2022-09-30,-19.71,%
영업이익,실리콘,영업이익,2022-09-30,36914653,천원
영업이익,실리콘,영업이익률(%),2022-09-30,3.82,%
영업이익,실리콘,QoQ(%),2022-09-30,-62.54,%
영업이익,실리콘,YoY(%),2022-09-30,-58.22,%
영업이익,건자재,영업이익,2022-09-30,29974002,천원
영업이익,건자재,영업이익률(%),2022-09-30,10.81,%
영업이익,건자재,QoQ(%),2022-09-30,-20.48,%
영업이익,건자재,YoY(%),2022-09-30,49.74,%
영업이익,도료,영업이익,2022-09-30,21562954,천원
영업이익,도료,영업이익률(%),2022-09-30,5.89,%
영업이익,도료,QoQ(%),2022-09-30,7.57,%
영업이익,도료,YoY(%),2022-09-30,98.48,%
영업이익,기타,영업이익,2022-09-30,3264229,천원
영업이익,기타,영업이익률(%),2022-09-30,2.49,%
영업이익,기타,QoQ(%),2022-09-30,-4139.88,%
영업이익,기타,YoY(%),2022-09-30,-11.72,%
영업이익,연결조정,영업이익,2022-09-30,4663716,천원
당기순이익,전사(공통),당기순이익,2022-09-30,-265341347,천원
당기순이익,전사(공통),당기순익률(%),2022-09-30,-15.25,%
당기순이익,전사(공통),QoQ(%),2022-09-30,-245.63,%
당기순이익,전사(공통),당기순이익,2022-09-30,11113897,천원
당기순이익,전사(공통),당기순이익,2022-09-30,-276455244,천원
당기순이익,전사(공통),지배순이익,2022-09-30,-268008676,천원
매출액,전사(공통),매출액,2022-12-31,1641207556,천원
매출액,전사(공통),QoQ(%),2022-12-31,-5.68,%
매출액,전사(공통),YoY(%),2022-12-31,8.71,%
매출액,실리콘,매출액,2022-12-31,827834514,천원
매출액,건자재,매출액,2022-12-31,303181523,천원
매출액,도료,매출액,2022-12-31,374739340,천원
매출액,기타,매출액,2022-12-31,135452178,천원
영업이익,전사(공통),영업이익,2022-12-31,57640561,천원
영업이익,전사(공통),영업이익률(%),2022-12-31,3.51,%
영업이익,전사(공통),QoQ(%),2022-12-31,-40.19,%
영업이익,전사(공통),YoY(%),2022-12-31,-22.52,%
영업이익,실리콘,영업이익,2022-12-31,14535105,천원
영업이익,실리콘,영업이익률(%),2022-12-31,1.76,%
영업이익,실리콘,QoQ(%),2022-12-31,-60.63,%
영업이익,실리콘,YoY(%),2022-12-31,-67.33,%
영업이익,건자재,영업이익,2022-12-31,31037693,천원
영업이익,건자재,영업이익률(%),2022-12-31,10.24,%
영업이익,건자재,QoQ(%),2022-12-31,3.55,%
영업이익,건자재,YoY(%),2022-12-31,44.05,%
영업이익,도료,영업이익,2022-12-31,10013811,천원
영업이익,도료,영업이익률(%),2022-12-31,2.67,%
영업이익,도료,QoQ(%),2022-12-31,-53.56,%
영업이익,기타,영업이익,2022-12-31,-3356702,천원
영업이익,기타,영업이익률(%),2022-12-31,-2.48,%
영업이익,연결조정,영업이익,2022-12-31,5410654,천원
당기순이익,전사(공통),당기순이익,2022-12-31,79606372,천원
당기순이익,전사(공통),당기순익률(%),2022-12-31,4.85,%
당기순이익,전사(공통),QoQ(%),2022-12-31,-130.0,%
당기순이익,전사(공통),당기순이익,2022-12-31,-141807746,천원
당기순이익,전사(공통),당기순이익,2022-12-31,221414118,천원
당기순이익,전사(공통),지배순이익,2022-12-31,125933339,천원
매출액,전사(공통),매출액,2023-03-31,1564942775,천원
매출액,전사(공통),QoQ(%),2023-03-31,-4.65,%
매출액,전사(공통),YoY(%),2023-03-31,-4.44,%
매출액,실리콘,매출액,2023-03-31,804006781,천원
매출액,건자재,매출액,2023-03-31,288788058,천원
매출액,도료,매출액,2023-03-31,346911443,천원
매출액,기타,매출액,2023-03-31,125236493,천원
영업이익,전사(공통),영업이익,2023-03-31,75827748,천원
영업이익,전사(공통),영업이익률(%),2023-03-31,4.85,%
영업이익,전사(공통),QoQ(%),2023-03-31,31.55,%
영업이익,전사(공통),YoY(%),2023-03-31,-49.25,%
영업이익,실리콘,영업이익,2023-03-31,13221607,천원
영업이익,실리콘,영업이익률(%),2023-03-31,1.64,%
영업이익,실리콘,QoQ(%),2023-03-31,-9.04,%
영업이익,실리콘,YoY(%),2023-03-31,-88.14,%
영업이익,건자재,영업이익,2023-03-31,35035235,천원
영업이익,건자재,영업이익률(%),2023-03-31,12.13,%
영업이익,건자재,QoQ(%),2023-03-31,12.88,%
영업이익,건자재,YoY(%),2023-03-31,66.12,%
영업이익,도료,영업이익,2023-03-31,20963122,천원
영업이익,도료,영업이익률(%),2023-03-31,6.04,%
영업이익,도료,QoQ(%),2023-03-31,109.34,%
영업이익,도료,YoY(%),2023-03-31,200.86,%
영업이익,기타,영업이익,2023-03-31,-1815214,천원
영업이익,기타,영업이익률(%),2023-03-31,-1.45,%
영업이익,연결조정,영업이익,2023-03-31,8422998,천원
당기순이익,전사(공통),당기순이익,2023-03-31,-15452013,천원
당기순이익,전사(공통),당기순익률(%),2023-03-31,-0.99,%
당기순이익,전사(공통),당기순이익,2023-03-31,-59086278,천원
당기순이익,전사(공통),당기순이익,2023-03-31,55562118.543,천원
당기순이익,전사(공통),지배순이익,2023-03-31,8136882,천원
매출액,전사(공통),매출액,2023-06-30,1588344835,천원
매출액,전사(공통),QoQ(%),2023-06-30,1.5,%
매출액,전사(공통),YoY(%),2023-06-30,-9.54,%
매출액,실리콘,매출액,2023-06-30,764274903,천원
매출액,건자재,매출액,2023-06-30,257282400,천원
매출액,도료,매출액,2023-06-30,425374320,천원
매출액,기타,매출액,2023-06-30,141413212,천원
영업이익,전사(공통),영업이익,2023-06-30,90383720,천원
영업이익,전사(공통),영업이익률(%),2023-06-30,5.69,%
영업이익,전사(공통),QoQ(%),2023-06-30,19.2,%
영업이익,전사(공통),YoY(%),2023-06-30,-44.97,%
영업이익,실리콘,영업이익,2023-06-30,-16034724,천원
영업이익,실리콘,영업이익률(%),2023-06-30,-2.1,%
영업이익,건자재,영업이익,2023-06-30,47562064,천원
영업이익,건자재,영업이익률(%),2023-06-30,18.49,%
영업이익,건자재,QoQ(%),2023-06-30,35.75,%
영업이익,건자재,YoY(%),2023-06-30,26.19,%
영업이익,도료,영업이익,2023-06-30,47670221,천원
영업이익,도료,영업이익률(%),2023-06-30,11.21,%
영업이익,도료,QoQ(%),2023-06-30,127.4,%
영업이익,도료,YoY(%),2023-06-30,137.82,%
영업이익,기타,영업이익,2023-06-30,8146904,천원
영업이익,기타,영업이익률(%),2023-06-30,5.76,%
영업이익,기타,YoY(%),2023-06-30,46.26,%
영업이익,연결조정,영업이익,2023-06-30,3039255,천원
당기순이익,전사(공통),당기순이익,2023-06-30,67323883,천원
당기순이익,전사(공통),당기순익률(%),2023-06-30,4.24,%
당기순이익,전사(공통),YoY(%),2023-06-30,-63.05,%
당기순이익,전사(공통),당기순이익,2023-06-30,-62719685,천원
당기순이익,전사(공통),당기순이익,2023-06-30,135109286.75,천원
당기순이익,전사(공통),지배순이익,2023-06-30,90992965,천원
매출액,전사(공통),매출액,2023-09-30,1552724537,천원
매출액,전사(공통),QoQ(%),2023-09-30,-2.24,%
매출액,전사(공통),YoY(%),2023-09-30,-10.77,%
매출액,실리콘,매출액,2023-09-30,700392361,천원
매출액,건자재,매출액,2023-09-30,276522131,천원
매출액,도료,매출액,2023-09-30,431160594,천원
매출액,기타,매출액,2023-09-30,144649451,천원
영업이익,전사(공통),영업이익,2023-09-30,88429544,천원
영업이익,전사(공통),영업이익률(%),2023-09-30,5.7,%
영업이익,전사(공통),QoQ(%),2023-09-30,-2.16,%
영업이익,전사(공통),YoY(%),2023-09-30,-8.25,%
영업이익,실리콘,영업이익,2023-09-30,-38301173,천원
영업이익,실리콘,영업이익률(%),2023-09-30,-5.47,%
영업이익,건자재,영업이익,2023-09-30,58623622,천원
영업이익,건자재,영업이익률(%),2023-09-30,21.2,%
영업이익,건자재,QoQ(%),2023-09-30,23.26,%
영업이익,건자재,YoY(%),2023-09-30,95.58,%
영업이익,도료,영업이익,2023-09-30,60449850,천원
영업이익,도료,영업이익률(%),2023-09-30,14.02,%
영업이익,도료,QoQ(%),2023-09-30,26.81,%
영업이익,도료,YoY(%),2023-09-30,180.34,%
영업이익,기타,영업이익,2023-09-30,3026454,천원
영업이익,기타,영업이익률(%),2023-09-30,2.09,%
영업이익,기타,QoQ(%),2023-09-30,-62.85,%
영업이익,기타,YoY(%),2023-09-30,-7.28,%
영업이익,연결조정,영업이익,2023-09-30,4630791,천원
당기순이익,전사(공통),당기순이익,2023-09-30,11237965,천원
당기순이익,전사(공통),당기순익률(%),2023-09-30,0.72,%
당기순이익,전사(공통),QoQ(%),2023-09-30,-83.31,%
당기순이익,전사(공통),당기순이익,2023-09-30,-90297879,천원
당기순이익,전사(공통),당기순이익,2023-09-30,99994531.999,천원
당기순이익,전사(공통),지배순이익,2023-09-30,46964030,천원
매출액,전사(공통),매출액,2023-12-31,1582430467,천원
매출액,전사(공통),QoQ(%),2023-12-31,1.91,%
매출액,전사(공통),YoY(%),2023-12-31,-3.58,%
매출액,실리콘,매출액,2023-12-31,683735792,천원
매출액,건자재,매출액,2023-12-31,295138658,천원
매출액,도료,매출액,2023-12-31,453556432,천원
매출액,기타,매출액,2023-12-31,149999584,천원
영업이익,전사(공통),영업이익,2023-12-31,57889192,천원
영업이익,전사(공통),영업이익률(%),2023-12-31,3.66,%
영업이익,전사(공통),QoQ(%),2023-12-31,-34.54,%
영업이익,전사(공통),YoY(%),2023-12-31,0.43,%
영업이익,실리콘,영업이익,2023-12-31,-42138904,천원
영업이익,실리콘,영업이익률(%),2023-12-31,-6.16,%
영업이익,건자재,영업이익,2023-12-31,52062560,천원
영업이익,건자재,영업이익률(%),2023-12-31,17.64,%
영업이익,건자재,QoQ(%),2023-12-31,-11.19,%
영업이익,건자재,YoY(%),2023-12-31,67.74,%
영업이익,도료,영업이익,2023-12-31,46796459,천원
영업이익,도료,영업이익률(%),2023-12-31,10.32,%
영업이익,도료,QoQ(%),2023-12-31,-22.59,%
영업이익,도료,YoY(%),2023-12-31,367.32,%
영업이익,기타,영업이익,2023-12-31,-5452389,천원
영업이익,기타,영업이익률(%),2023-12-31,-3.63,%
영업이익,연결조정,영업이익,2023-12-31,6621466,천원
당기순이익,전사(공통),당기순이익,2023-12-31,29392790,천원
당기순이익,전사(공통),당기순익률(%),2023-12-31,1.86,%
당기순이익,전사(공통),QoQ(%),2023-12-31,161.55,%
당기순이익,전사(공통),YoY(%),2023-12-31,-63.08,%
당기순이익,전사(공통),당기순이익,2023-12-31,-93819170,천원
당기순이익,전사(공통),당기순이익,2023-12-31,250163515.42800003,천원
당기순이익,전사(공통),지배순이익,2023-12-31,54470234,천원
매출액,전사(공통),매출액,2024-03-31,1588371739,천원
매출액,전사(공통),QoQ(%),2024-03-31,0.38,%
매출액,전사(공통),YoY(%),2024-03-31,1.5,%
매출액,실리콘,매출액,2024-03-31,738520560,천원
매출액,건자재,매출액,2024-03-31,264531374,천원
매출액,도료,매출액,2024-03-31,419050911,천원
매출액,기타,매출액,2024-03-31,166268894,천원
영업이익,전사(공통),영업이익,2024-03-31,106907039,천원
영업이익,전사(공통),영업이익률(%),2024-03-31,6.73,%
영업이익,전사(공통),QoQ(%),2024-03-31,84.68,%
영업이익,전사(공통),YoY(%),2024-03-31,40.99,%
영업이익,실리콘,영업이익,2024-03-31,2741412,천원
영업이익,실리콘,영업이익률(%),2024-03-31,0.37,%
영업이익,실리콘,YoY(%),2024-03-31,-79.27,%
영업이익,건자재,영업이익,2024-03-31,44442422,천원
영업이익,건자재,영업이익률(%),2024-03-31,16.8,%
영업이익,건자재,QoQ(%),2024-03-31,-14.64,%
영업이익,건자재,YoY(%),2024-03-31,26.85,%
영업이익,도료,영업이익,2024-03-31,54620375,천원
영업이익,도료,영업이익률(%),2024-03-31,13.03,%
영업이익,도료,QoQ(%),2024-03-31,16.72,%
영업이익,도료,YoY(%),2024-03-31,160.55,%
영업이익,기타,영업이익,2024-03-31,-986906,천원
영업이익,기타,영업이익률(%),2024-03-31,-0.59,%
영업이익,연결조정,영업이익,2024-03-31,6089736,천원
당기순이익,전사(공통),당기순이익,2024-03-31,458237039.169,천원
당기순이익,전사(공통),당기순익률(%),2024-03-31,28.85,%
당기순이익,전사(공통),QoQ(%),2024-03-31,1459.01,%
당기순이익,전사(공통),당기순이익,2024-03-31,-44478925,천원
당기순이익,전사(공통),당기순이익,2024-03-31,575561937.477,천원
당기순이익,전사(공통),지배순이익,2024-03-31,445760146,천원
매출액,전사(공통),매출액,2024-06-30,1778727715,천원
매출액,전사(공통),QoQ(%),2024-06-30,11.98,%
매출액,전사(공통),YoY(%),2024-06-30,11.99,%
매출액,실리콘,매출액,2024-06-30,785148986,천원
매출액,건자재,매출액,2024-06-30,293086262,천원
매출액,도료,매출액,2024-06-30,521822431,천원
매출액,기타,매출액,2024-06-30,178670036,천원
영업이익,전사(공통),영업이익,2024-06-30,140560931,천원
영업이익,전사(공통),영업이익률(%),2024-06-30,7.9,%
영업이익,전사(공통),QoQ(%),2024-06-30,31.48,%
영업이익,전사(공통),YoY(%),2024-06-30,55.52,%
영업이익,실리콘,영업이익,2024-06-30,18404979,천원
영업이익,실리콘,영업이익률(%),2024-06-30,2.34,%
영업이익,실리콘,QoQ(%),2024-06-30,571.37,%
영업이익,건자재,영업이익,2024-06-30,53508931,천원
영업이익,건자재,영업이익률(%),2024-06-30,18.26,%
영업이익,건자재,QoQ(%),2024-06-30,20.4,%
영업이익,건자재,YoY(%),2024-06-30,12.5,%
영업이익,도료,영업이익,2024-06-30,66083370,천원
영업이익,도료,영업이익률(%),2024-06-30,12.66,%
영업이익,도료,QoQ(%),2024-06-30,20.99,%
영업이익,도료,YoY(%),2024-06-30,38.63,%
영업이익,기타,영업이익,2024-06-30,-1509272,천원
영업이익,기타,영업이익률(%),2024-06-30,-0.84,%
영업이익,연결조정,영업이익,2024-06-30,4072923,천원
당기순이익,전사(공통),당기순이익,2024-06-30,-29517529.636,천원
당기순이익,전사(공통),당기순익률(%),2024-06-30,-1.66,%
당기순이익,전사(공통),당기순이익,2024-06-30,-53969217,천원
당기순이익,전사(공통),당기순이익,2024-06-30,20054373.015,천원
당기순이익,전사(공통),지배순이익,2024-06-30,-29517529.636,천원
당기순이익,전사(공통),당기순이익,2024-06-30,24451687.364,천원
당기순이익,전사(공통),매출액(기종속),2024-06-30,993578729,천원
당기순이익,전사(공통),영업이익(기종속),2024-06-30,122155952,천원
당기순이익,전사(공통),실리콘(매출액),2024-06-30,785148986,천원
당기순이익,전사(공통),실리콘매출비중,2024-06-30,0.44141044150762559,천원
당기순이익,전사(공통),실리콘매출비중(1H),2024-06-30,0.45251694130683673,천원
매출액,전사(공통),매출액,2024-09-30,1634207676,천원
매출액,전사(공통),QoQ(%),2024-09-30,-8.12,%
매출액,전사(공통),YoY(%),2024-09-30,5.25,%
매출액,실리콘,매출액,2024-09-30,725942352,천원
매출액,건자재,매출액,2024-09-30,262427019,천원
매출액,도료,매출액,2024-09-30,495775359,천원
매출액,기타,매출액,2024-09-30,150062946,천원
영업이익,전사(공통),영업이익,2024-09-30,125328542,천원
영업이익,전사(공통),영업이익률(%),2024-09-30,7.67,%
영업이익,전사(공통),QoQ(%),2024-09-30,-10.84,%
영업이익,전사(공통),YoY(%),2024-09-30,41.73,%
영업이익,실리콘,영업이익,2024-09-30,25901101,천원
영업이익,실리콘,영업이익률(%),2024-09-30,3.57,%
영업이익,실리콘,QoQ(%),2024-09-30,40.73,%
영업이익,건자재,영업이익,2024-09-30,40808967,천원
영업이익,건자재,영업이익률(%),2024-09-30,15.55,%
영업이익,건자재,QoQ(%),2024-09-30,-23.73,%
영업이익,건자재,YoY(%),2024-09-30,-30.39,%
영업이익,도료,영업이익,2024-09-30,57041410,천원
영업이익,도료,영업이익률(%),2024-09-30,11.51,%
영업이익,도료,QoQ(%),2024-09-30,-13.68,%
영업이익,도료,YoY(%),2024-09-30,-5.64,%
영업이익,기타,영업이익,2024-09-30,-3273880,천원
영업이익,기타,영업이익률(%),2024-09-30,-2.18,%
영업이익,연결조정,영업이익,2024-09-30,4850944,천원
당기순이익,전사(공통),당기순이익,2024-09-30,-42307654,천원
당기순이익,전사(공통),당기순익률(%),2024-09-30,-2.59,%
당기순이익,전사(공통),당기순이익,2024-09-30,-94687053,천원
당기순이익,전사(공통),당기순이익,2024-09-30,36848787.194,천원
당기순이익,전사(공통),지배순이익,2024-09-30,-42307654,천원
매출액,전사(공통),매출액,2024-12-31,1657455287.8199997,천원
매출액,전사(공통),QoQ(%),2024-12-31,1.42,%
매출액,전사(공통),YoY(%),2024-12-31,4.74,%
매출액,실리콘,매출액,2024-12-31,745679272,천원
매출액,건자재,매출액,2024-12-31,277036373,천원
매출액,도료,매출액,2024-12-31,499189207,천원
매출액,기타,매출액,2024-12-31,135550436,천원
영업이익,전사(공통),영업이익,2024-12-31,98321723,천원
영업이익,전사(공통),영업이익률(%),2024-12-31,5.93,%
영업이익,전사(공통),QoQ(%),2024-12-31,-21.55,%
영업이익,전사(공통),YoY(%),2024-12-31,69.84,%
영업이익,실리콘,영업이익,2024-12-31,25913286,천원
영업이익,실리콘,영업이익률(%),2024-12-31,3.48,%
영업이익,실리콘,QoQ(%),2024-12-31,0.05,%
영업이익,건자재,영업이익,2024-12-31,34920026,천원
영업이익,건자재,영업이익률(%),2024-12-31,12.6,%
영업이익,건자재,QoQ(%),2024-12-31,-14.43,%
영업이익,건자재,YoY(%),2024-12-31,-32.93,%
영업이익,도료,영업이익,2024-12-31,39583440,천원
영업이익,도료,영업이익률(%),2024-12-31,7.93,%
영업이익,도료,QoQ(%),2024-12-31,-30.61,%
영업이익,도료,YoY(%),2024-12-31,-15.41,%
영업이익,기타,영업이익,2024-12-31,-7179651,천원
영업이익,기타,영업이익률(%),2024-12-31,-5.3,%
영업이익,연결조정,영업이익,2024-12-31,5084622,천원
당기순이익,전사(공통),당기순이익,2024-12-31,-93117343.532999992,천원
당기순이익,전사(공통),당기순익률(%),2024-12-31,-5.62,%
당기순이익,전사(공통),당기순이익,2024-12-31,-25663430,천원
