기준일,연도,분기,기간표준,지표,수치,단위,산출기준,search_tag,search_text,fact_text
2021-12-31,2021,Q4,2021 Q4,총자산증가율,4.3,%,((당기말-전기말총자산)/전기말총자산)*100,2021Q4|주요재무지표|총자산증가율|%,2021 Q4 | 2021년 Q4 | 2021년 4분기 | 2021-12-31 기준 총자산증가율 | 주요재무지표 | 총자산증가율 | % | ((당기말-전기말총자산)/전기말총자산)*100,2021년 4분기 주요재무지표 기준 총자산증가율은 4.3%입니다. 산출기준은 ((당기말-전기말총자산)/전기말총자산)*100입니다.
2022-12-31,2022,Q4,2022 Q4,유동비율,140.4,%,(유동자산/유동부채)*100,2022Q4|주요재무지표|유동비율|%,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 유동비율 | 주요재무지표 | 유동비율 | current ratio | % | (유동자산/유동부채)*100,2022년 4분기 주요재무지표 기준 유동비율은 140.4%입니다. 산출기준은 (유동자산/유동부채)*100입니다.
2022-12-31,2022,Q4,2022 Q4,유동자산,4029783.0,백만원,,2022Q4|주요재무지표|유동자산|백만원,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 유동자산 | 주요재무지표 | 유동자산 | current assets | 백만원,2022년 4분기 주요재무지표 기준 유동자산은 4029783.0백만원입니다.
2022-12-31,2022,Q4,2022 Q4,유동부채,2869373.0,백만원,,2022Q4|주요재무지표|유동부채|백만원,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 유동부채 | 주요재무지표 | 유동부채 | current liabilities | 백만원,2022년 4분기 주요재무지표 기준 유동부채은 2869373.0백만원입니다.
2022-12-31,2022,Q4,2022 Q4,부채비율,136.3,%,(부채총계/자기자본)*100,2022Q4|주요재무지표|부채비율|%,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 부채비율 | 주요재무지표 | 부채비율 | debt ratio | % | (부채총계/자기자본)*100,2022년 4분기 주요재무지표 기준 부채비율은 136.3%입니다. 산출기준은 (부채총계/자기자본)*100입니다.
2022-12-31,2022,Q4,2022 Q4,부채총계,7567348.0,백만원,,2022Q4|주요재무지표|부채총계|백만원,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 부채총계 | 주요재무지표 | 부채총계 | total liabilities | 총부채 | 백만원,2022년 4분기 주요재무지표 기준 부채총계은 7567348.0백만원입니다.
2022-12-31,2022,Q4,2022 Q4,자기자본,5551139.0,백만원,,2022Q4|주요재무지표|자기자본|백만원,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 자기자본 | 주요재무지표 | 자기자본 | equity | 자본 | equity ratio | 백만원,2022년 4분기 주요재무지표 기준 자기자본은 5551139.0백만원입니다.
2022-12-31,2022,Q4,2022 Q4,자기자본비율,42.3,%,(자기자본/총자산)*100,2022Q4|주요재무지표|자기자본비율|%,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 자기자본비율 | 주요재무지표 | 자기자본비율 | equity | 자본 | equity ratio | % | (자기자본/총자산)*100,2022년 4분기 주요재무지표 기준 자기자본비율은 42.3%입니다. 산출기준은 (자기자본/총자산)*100입니다.
2022-12-31,2022,Q4,2022 Q4,자산총계,13118486.0,백만원,,2022Q4|주요재무지표|자산총계|백만원,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 자산총계 | 주요재무지표 | 자산총계 | total assets | 총자산 | assets | 백만원,2022년 4분기 주요재무지표 기준 자산총계은 13118486.0백만원입니다.
2022-12-31,2022,Q4,2022 Q4,차입금의존도,37.2,%,(차입금/총자산)*100,2022Q4|주요재무지표|차입금의존도|%,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 차입금의존도 | 주요재무지표 | 차입금의존도 | borrowings dependence | borrowings | debt | % | (차입금/총자산)*100,2022년 4분기 주요재무지표 기준 차입금의존도은 37.2%입니다. 산출기준은 (차입금/총자산)*100입니다.
2022-12-31,2022,Q4,2022 Q4,차입금,4881670.0,백만원,,2022Q4|주요재무지표|차입금|백만원,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 차입금 | 주요재무지표 | 차입금 | borrowings dependence | borrowings | debt | 백만원,2022년 4분기 주요재무지표 기준 차입금은 4881670.0백만원입니다.
2022-12-31,2022,Q4,2022 Q4,총자산이익률,0.2,%,(당기순이익/총자산)*100,2022Q4|주요재무지표|총자산이익률|%,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 총자산이익률 | 주요재무지표 | 총자산이익률 | % | (당기순이익/총자산)*100,2022년 4분기 주요재무지표 기준 총자산이익률은 0.2%입니다. 산출기준은 (당기순이익/총자산)*100입니다.
2022-12-31,2022,Q4,2022 Q4,당기순이익,28662.0,백만원,,2022Q4|주요재무지표|당기순이익|백만원,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 당기순이익 | 주요재무지표 | 당기순이익 | 백만원,2022년 4분기 주요재무지표 기준 당기순이익은 28662.0백만원입니다.
2022-12-31,2022,Q4,2022 Q4,자기자본순이익률(roe),0.5,%,(당기순이익/자기자본)*100,2022Q4|주요재무지표|자기자본순이익률(roe)|%,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 자기자본순이익률(roe) | 주요재무지표 | 자기자본순이익률(roe) | equity | 자본 | % | (당기순이익/자기자본)*100,2022년 4분기 주요재무지표 기준 자기자본순이익률(roe)은 0.5%입니다. 산출기준은 (당기순이익/자기자본)*100입니다.
2022-12-31,2022,Q4,2022 Q4,당기순이익증가율,,%,((당기-전기순이익)/전기순이익)*100,2022Q4|주요재무지표|당기순이익증가율|%,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 당기순이익증가율 | 주요재무지표 | 당기순이익증가율 | % | ((당기-전기순이익)/전기순이익)*100,2022년 4분기 주요재무지표 기준 당기순이익증가율은 nan%입니다. 산출기준은 ((당기-전기순이익)/전기순이익)*100입니다.
2022-12-31,2022,Q4,2022 Q4,총자산증가율,1.9,%,((당기말-전기말총자산)/전기말총자산)*100,2022Q4|주요재무지표|총자산증가율|%,2022 Q4 | 2022년 Q4 | 2022년 4분기 | 2022-12-31 기준 총자산증가율 | 주요재무지표 | 총자산증가율 | % | ((당기말-전기말총자산)/전기말총자산)*100,2022년 4분기 주요재무지표 기준 총자산증가율은 1.9%입니다. 산출기준은 ((당기말-전기말총자산)/전기말총자산)*100입니다.
2023-12-31,2023,Q4,2023 Q4,유동비율,108.9,%,(유동자산/유동부채)*100,2023Q4|주요재무지표|유동비율|%,2023 Q4 | 2023년 Q4 | 2023년 4분기 | 2023-12-31 기준 유동비율 | 주요재무지표 | 유동비율 | current ratio | % | (유동자산/유동부채)*100,2023년 4분기 주요재무지표 기준 유동비율은 108.9%입니다. 산출기준은 (유동자산/유동부채)*100입니다.
2023-12-31,2023,Q4,2023 Q4,유동자산,4178193.0,백만원,,2023Q4|주요재무지표|유동자산|백만원,2023 Q4 | 2023년 Q4 | 2023년 4분기 | 2023-12-31 기준 유동자산 | 주요재무지표 | 유동자산 | current assets | 백만원,2023년 4분기 주요재무지표 기준 유동자산은 4178193.0백만원입니다.
2023-12-31,2023,Q4,2023 Q4,유동부채,3836444.0,백만원,,2023Q4|주요재무지표|유동부채|백만원,2023 Q4 | 2023년 Q4 | 2023년 4분기 | 2023-12-31 기준 유동부채 | 주요재무지표 | 유동부채 | current liabilities | 백만원,2023년 4분기 주요재무지표 기준 유동부채은 3836444.0백만원입니다.
2023-12-31,2023,Q4,2023 Q4,부채비율,145.1,%,(부채총계/자기자본)*100,2023Q4|주요재무지표|부채비율|%,2023 Q4 | 2023년 Q4 | 2023년 4분기 | 2023-12-31 기준 부채비율 | 주요재무지표 | 부채비율 | debt ratio | % | (부채총계/자기자본)*100,2023년 4분기 주요재무지표 기준 부채비율은 145.1%입니다. 산출기준은 (부채총계/자기자본)*100입니다.
2023-12-31,2023,Q4,2023 Q4,부채총계,7905942.0,백만원,,2023Q4|주요재무지표|부채총계|백만원,2023 Q4 | 2023년 Q4 | 2023년 4분기 | 2023-12-31 기준 부채총계 | 주요재무지표 | 부채총계 | total liabilities | 총부채 | 백만원,2023년 4분기 주요재무지표 기준 부채총계은 7905942.0백만원입니다.
2023-12-31,2023,Q4,2023 Q4,자기자본,5447529.0,백만원,,2023Q4|주요재무지표|자기자본|백만원,2023 Q4 | 2023년 Q4 | 2023년 4분기 | 2023-12-31 기준 자기자본 | 주요재무지표 | 자기자본 | equity | 자본 | equity ratio | 백만원,2023년 4분기 주요재무지표 기준 자기자본은 5447529.0백만원입니다.
2023-12-31,2023,Q4,2023 Q4,자기자본비율,40.8,%,(자기자본/총자산)*100,2023Q4|주요재무지표|자기자본비율|%,2023 Q4 | 2023년 Q4 | 2023년 4분기 | 2023-12-31 기준 자기자본비율 | 주요재무지표 | 자기자본비율 | equity | 자본 | equity ratio | % | (자기자본/총자산)*100,2023년 4분기 주요재무지표 기준 자기자본비율은 40.8%입니다. 산출기준은 (자기자본/총자산)*100입니다.
