재무제표,계정과목,기간,금액,단위
연결손익계산서,희석주당손익 (단위 : 원),2Q25," 121,465 ",백만원
연결손익계산서,매출액,3Q25," 1,622,833 ",백만원
연결손익계산서,매출원가,3Q25," 1,206,255 ",백만원
연결손익계산서,매출총이익,3Q25," 416,578 ",백만원
연결손익계산서,판매비와관리비,3Q25," 299,314 ",백만원
연결손익계산서,영업이익,3Q25," 117,264 ",백만원
연결손익계산서,지분법손익,3Q25,-205 ,백만원
연결손익계산서,순금융손익,3Q25," 364,282 ",백만원
연결손익계산서,금융수익,3Q25," 542,870 ",백만원
연결손익계산서,금융원가,3Q25,"-178,588 ",백만원
연결손익계산서,기타영업외손익,3Q25,"-1,951 ",백만원
연결손익계산서,기타이익,3Q25," 10,059 ",백만원
연결손익계산서,기타손실,3Q25,"-12,011 ",백만원
연결손익계산서,법인세비용차감전순손익,3Q25," 479,389 ",백만원
연결손익계산서,법인세비용(수익),3Q25," 153,050 ",백만원
연결손익계산서,당기순손익,3Q25," 326,338 ",백만원
연결손익계산서,기타포괄손익,3Q25," 62,521 ",백만원
연결손익계산서,후속기간에 당기손익으로 재분류되는 항목,3Q25," 67,403 ",백만원
연결손익계산서,지분법자본변동?,3Q25," 1,275 ",백만원
연결손익계산서,해외사업환산손익 등,3Q25," 66,128 ",백만원
연결손익계산서,후속기간에 당기손익으로 재분류되지 않는 항목,3Q25,"-4,882 ",백만원
연결손익계산서,재평가이익,3Q25,-85 ,백만원
연결손익계산서,확정급여제도의 재측정요소,3Q25," 1,949 ",백만원
연결손익계산서,지분법이익잉여금 ?,3Q25,"-4,829 ",백만원
연결손익계산서,기타포괄손익-공정가치측정 금융자산평가이익(손실),3Q25,"-1,917 ",백만원
연결손익계산서,총포괄손익,3Q25," 388,860 ",백만원
연결손익계산서,지배기업소유주지분,3Q25," 326,338 ",백만원
연결손익계산서,지배기업소유주지분,3Q25," 388,860 ",백만원
연결손익계산서,기본주당손익 (단위 : 원),3Q25," 44,375 ",백만원
연결손익계산서,희석주당손익 (단위 : 원),3Q25," 44,375 ",백만원
연결손익계산서,매출액,4Q25," 1,556,418 ",백만원
연결손익계산서,매출원가,4Q25," 1,167,703 ",백만원
연결손익계산서,매출총이익,4Q25," 388,715 ",백만원
연결손익계산서,판매비와관리비,4Q25," 322,188 ",백만원
연결손익계산서,영업이익,4Q25," 66,527 ",백만원
연결손익계산서,지분법손익,4Q25,"-4,864 ",백만원
연결손익계산서,순금융손익,4Q25," 861,022 ",백만원
연결손익계산서,금융수익,4Q25," 181,884 ",백만원
연결손익계산서,금융원가,4Q25," 428,508 ",백만원
연결손익계산서,기타영업외손익,4Q25,"-355,408 ",백만원
연결손익계산서,기타이익,4Q25," 80,021 ",백만원
연결손익계산서,기타손실,4Q25,"-435,429 ",백만원
연결손익계산서,법인세비용차감전순손익,4Q25," 567,277 ",백만원
연결손익계산서,법인세비용(수익),4Q25," 292,440 ",백만원
연결손익계산서,당기순손익,4Q25," 274,837 ",백만원
연결손익계산서,기타포괄손익,4Q25," 98,902 ",백만원
연결손익계산서,후속기간에 당기손익으로 재분류되는 항목,4Q25," 51,248 ",백만원
연결손익계산서,지분법자본변동?,4Q25," 2,915 ",백만원
연결손익계산서,해외사업장순투자위험회피,4Q25,"-6,348 ",백만원
연결손익계산서,해외사업환산손익 등,4Q25," 54,681 ",백만원
연결손익계산서,후속기간에 당기손익으로 재분류되지 않는 항목,4Q25," 47,655 ",백만원
연결손익계산서,지분법자본변동,4Q25, 285 ,백만원
연결손익계산서,재평가이익,4Q25,"-908,663 ",백만원
연결손익계산서,확정급여제도의 재측정요소,4Q25," 52,117 ",백만원
연결손익계산서,지분법이익잉여금 ?,4Q25," 6,796 ",백만원
연결손익계산서,재평가잉여금,4Q25," 897,100 ",백만원
연결손익계산서,기타포괄손익-공정가치측정 금융자산평가이익(손실),4Q25, 19 ,백만원
연결손익계산서,총포괄손익,4Q25," 373,739 ",백만원
연결손익계산서,지배기업소유주지분,4Q25," 274,837 ",백만원
연결손익계산서,지배기업소유주지분,4Q25," 373,739 ",백만원
