회사,데이터구분,기준일,연도,분기,기간표준,구분1,구분2,항목,수치,단위,fact_text,keyword_text
KCC,감가상각비,2023-03-31,2023,Q1,2023 Q1,전사,,건자재,10273.0,백만원,"KCC 2023년 1분기 전사 건자재은 10,273백만원입니다. 기준일은 2023-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 건자재 | 백만원
KCC,감가상각비,2023-03-31,2023,Q1,2023 Q1,전사,,기타,21348.0,백만원,"KCC 2023년 1분기 전사 기타은 21,348백만원입니다. 기준일은 2023-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 기타 | 백만원
KCC,감가상각비,2023-03-31,2023,Q1,2023 Q1,전사,,도료,9574.0,백만원,"KCC 2023년 1분기 전사 도료은 9,574백만원입니다. 기준일은 2023-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 도료 | 백만원
KCC,감가상각비,2023-03-31,2023,Q1,2023 Q1,전사,,실리콘,62757.0,백만원,"KCC 2023년 1분기 전사 실리콘은 62,757백만원입니다. 기준일은 2023-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 실리콘 | 백만원
KCC,감가상각비,2023-03-31,2023,Q1,2023 Q1,전사,,합계,103952.0,백만원,"KCC 2023년 1분기 전사 합계은 103,952백만원입니다. 기준일은 2023-03-31이며 데이터 구분은 감가상각비입니다.",KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 감가상각비 | depreciation | 전사 | 회사 전체 | 합계 | 백만원
KCC,부문정보,2023-03-31,2023,Q1,2023 Q1,건자재,매출액,매출액,288788.0,백만원,"KCC 2023년 1분기 건자재 매출액 매출액은 288,788백만원입니다. 기준일은 2023-03-31이며 데이터 구분은 부문정보입니다.",KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 매출액 | 매출 | sales | revenue | 백만원
KCC,부문정보,2023-03-31,2023,Q1,2023 Q1,건자재,영업이익,QoQ(%),13.0,%,KCC 2023년 1분기 건자재 영업이익 QoQ(%)은 13%입니다. 기준일은 2023-03-31이며 데이터 구분은 부문정보입니다.,KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 영업이익 | QoQ(%) | %
KCC,부문정보,2023-03-31,2023,Q1,2023 Q1,건자재,영업이익,YoY(%),66.0,%,KCC 2023년 1분기 건자재 영업이익 YoY(%)은 66%입니다. 기준일은 2023-03-31이며 데이터 구분은 부문정보입니다.,KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 영업이익 | YoY(%) | %
KCC,부문정보,2023-03-31,2023,Q1,2023 Q1,건자재,영업이익,영업이익,35035.0,백만원,"KCC 2023년 1분기 건자재 영업이익 영업이익은 35,035백만원입니다. 기준일은 2023-03-31이며 데이터 구분은 부문정보입니다.",KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 영업이익 | operating profit | operating income | 영업이익률 | operating margin | 백만원
KCC,부문정보,2023-03-31,2023,Q1,2023 Q1,건자재,영업이익,영업이익률(%),12.0,%,KCC 2023년 1분기 건자재 영업이익 영업이익률(%)은 12%입니다. 기준일은 2023-03-31이며 데이터 구분은 부문정보입니다.,KCC | 2023 | 2023년 | Q1 | 1분기 | 2023-03-31 | 부문정보 | 사업부 | 세그먼트 | segment | 건자재 | 건재 | 건자재사업부 | 영업이익 | 영업이익률(%) | operating profit | operating income | 영업이익률 | operating margin | %
