data_type,account_name,date,year,quarter,value_raw
재무상태표,재고자산,2023-12-31,2023,Q4,"512,610,096,321"
재무상태표,매각예정분류자산,2023-12-31,2023,Q4,
재무상태표,소유주분배예정자산집단,2023-12-31,2023,Q4,
재무상태표,비유동자산,2023-12-31,2023,Q4,"7,307,682,019,483"
재무상태표,장기매출채권,2023-12-31,2023,Q4,"1,655,272,037"
재무상태표,장기매출채권 및 기타비유동채권,2023-12-31,2023,Q4,
재무상태표,기타채권,2023-12-31,2023,Q4,"54,762,853,336"
재무상태표,기타비유동금융자산,2023-12-31,2023,Q4,"2,723,859,543,364"
재무상태표,관계기업 및 공동기업투자,2023-12-31,2023,Q4,"558,717,548,618"
재무상태표,종속기업투자,2023-12-31,2023,Q4,"1,615,698,968,606"
재무상태표,사용권자산,2023-12-31,2023,Q4,"29,085,438,194"
재무상태표,유형자산,2023-12-31,2023,Q4,"1,647,382,599,733"
재무상태표,무형자산,2023-12-31,2023,Q4,"7,794,259,961"
재무상태표,투자부동산,2023-12-31,2023,Q4,"661,961,578,191"
재무상태표,순확정급여자산,2023-12-31,2023,Q4,"6,763,957,443"
재무상태표,자산총계,2023-12-31,2023,Q4,"9,657,272,504,383"
재무상태표,부채,2023-12-31,2023,Q4,
재무상태표,유동부채,2023-12-31,2023,Q4,"2,940,655,630,659"
재무상태표,매입채무,2023-12-31,2023,Q4,"269,335,432,547"
재무상태표,매입채무 및 기타유동채무,2023-12-31,2023,Q4,
재무상태표,기타부채,2023-12-31,2023,Q4,"534,551,622,288"
재무상태표,단기차입금,2023-12-31,2023,Q4,"1,041,051,053,151"
재무상태표,유동성장기차입금,2023-12-31,2023,Q4,"538,682,000,000"
재무상태표,유동성사채,2023-12-31,2023,Q4,"369,805,196,612"
재무상태표,유동파생상품부채,2023-12-31,2023,Q4,
재무상태표,유동충당부채,2023-12-31,2023,Q4,"2,548,081,965"
재무상태표,기타유동금융부채,2023-12-31,2023,Q4,"164,369,968,258"
재무상태표,미지급법인세,2023-12-31,2023,Q4,"20,312,275,838"
재무상태표,소유주분배예정부채집단,2023-12-31,2023,Q4,
재무상태표,비유동부채,2023-12-31,2023,Q4,"1,358,330,685,206"
재무상태표,장기차입금,2023-12-31,2023,Q4,"128,268,452,364"
재무상태표,비유동사채,2023-12-31,2023,Q4,"748,637,262,344"
재무상태표,기타부채,2023-12-31,2023,Q4,"87,041,155,885"
재무상태표,기타비유동금융부채,2023-12-31,2023,Q4,
재무상태표,순확정급여부채,2023-12-31,2023,Q4,
재무상태표,기타장기종업원급여부채,2023-12-31,2023,Q4,"5,569,620,266"
재무상태표,비유동충당부채,2023-12-31,2023,Q4,"787,651,578"
재무상태표,이연법인세부채,2023-12-31,2023,Q4,"388,026,542,769"
재무상태표,종업원급여부채,2023-12-31,2023,Q4,
재무상태표,부채총계,2023-12-31,2023,Q4,"4,298,986,315,865"
재무상태표,자본,2023-12-31,2023,Q4,
재무상태표,자본금,2023-12-31,2023,Q4,"48,084,660,000"
재무상태표,자본잉여금,2023-12-31,2023,Q4,"553,070,812,612"
재무상태표,자본조정,2023-12-31,2023,Q4,"-304,846,768,510"
재무상태표,기타포괄손익누계액,2023-12-31,2023,Q4,"-31,464,399,316"
재무상태표,이익잉여금,2023-12-31,2023,Q4,"5,093,441,883,732"
재무상태표,자본총계,2023-12-31,2023,Q4,"5,358,286,188,518"
재무상태표,부채및자본총계,2023-12-31,2023,Q4,"9,657,272,504,383"
재무상태표,nan,2023-12-31,2023,Q4,
재무상태표,"검증1 (부채, 자본)",2023-12-31,2023,Q4,TRUE
재무상태표,검증2 (자산),2023-12-31,2023,Q4,TRUE
재무상태표,nan,2023-12-31,2023,Q4,
재무상태표,nan,2023-12-31,2023,Q4,
재무상태표,자산,2024-03-31,2024,Q1,
재무상태표,유동자산,2024-03-31,2024,Q1,"2,448,592,675,262"
재무상태표,현금및현금성자산,2024-03-31,2024,Q1,"730,153,274,711"
재무상태표,단기금융상품,2024-03-31,2024,Q1,"526,750,734,574"
재무상태표,매출채권,2024-03-31,2024,Q1,"561,169,031,128"
재무상태표,기타채권,2024-03-31,2024,Q1,"83,382,196,588"
재무상태표,매출채권 및 기타유동채권,2024-03-31,2024,Q1,
재무상태표,선급금,2024-03-31,2024,Q1,"8,053,490,858"
재무상태표,선급비용,2024-03-31,2024,Q1,"9,504,099,548"
재무상태표,기타유동금융자산,2024-03-31,2024,Q1,"21,085,951,351"
재무상태표,미수법인세환급액,2024-03-31,2024,Q1,
재무상태표,재고자산,2024-03-31,2024,Q1,"508,493,896,504"
재무상태표,매각예정분류자산,2024-03-31,2024,Q1,
재무상태표,소유주분배예정자산집단,2024-03-31,2024,Q1,
재무상태표,비유동자산,2024-03-31,2024,Q1,"7,904,680,636,704"
재무상태표,장기매출채권,2024-03-31,2024,Q1,"1,002,329,539"
재무상태표,장기매출채권 및 기타비유동채권,2024-03-31,2024,Q1,
재무상태표,기타채권,2024-03-31,2024,Q1,"188,734,804,553"
재무상태표,기타비유동금융자산,2024-03-31,2024,Q1,"3,207,437,762,166"
재무상태표,관계기업 및 공동기업투자,2024-03-31,2024,Q1,"559,105,378,957"
재무상태표,종속기업투자,2024-03-31,2024,Q1,"1,620,268,398,306"
재무상태표,사용권자산,2024-03-31,2024,Q1,"27,777,072,021"
재무상태표,유형자산,2024-03-31,2024,Q1,"1,625,817,503,168"
재무상태표,무형자산,2024-03-31,2024,Q1,"7,801,538,533"
재무상태표,투자부동산,2024-03-31,2024,Q1,"665,692,152,650"
재무상태표,순확정급여자산,2024-03-31,2024,Q1,"1,043,696,811"
재무상태표,자산총계,2024-03-31,2024,Q1,"10,353,273,311,966"
재무상태표,부채,2024-03-31,2024,Q1,
재무상태표,유동부채,2024-03-31,2024,Q1,"2,555,316,614,753"
재무상태표,매입채무,2024-03-31,2024,Q1,"264,217,758,868"
재무상태표,매입채무 및 기타유동채무,2024-03-31,2024,Q1,
재무상태표,기타부채,2024-03-31,2024,Q1,"540,736,798,460"
재무상태표,단기차입금,2024-03-31,2024,Q1,"879,207,369,435"
재무상태표,유동성장기차입금,2024-03-31,2024,Q1,"271,101,012,658"
재무상태표,유동성사채,2024-03-31,2024,Q1,"369,893,482,355"
재무상태표,유동파생상품부채,2024-03-31,2024,Q1,
재무상태표,유동충당부채,2024-03-31,2024,Q1,"2,622,005,975"
재무상태표,기타유동금융부채,2024-03-31,2024,Q1,"168,939,656,348"
재무상태표,미지급법인세,2024-03-31,2024,Q1,"58,598,530,654"
재무상태표,소유주분배예정부채집단,2024-03-31,2024,Q1,
재무상태표,비유동부채,2024-03-31,2024,Q1,"1,916,095,686,715"
재무상태표,장기차입금,2024-03-31,2024,Q1,
재무상태표,비유동사채,2024-03-31,2024,Q1,"1,327,304,967,215"
재무상태표,기타부채,2024-03-31,2024,Q1,"98,373,678,074"
재무상태표,기타비유동금융부채,2024-03-31,2024,Q1,
재무상태표,순확정급여부채,2024-03-31,2024,Q1,
재무상태표,기타장기종업원급여부채,2024-03-31,2024,Q1,"5,481,837,332"
재무상태표,비유동충당부채,2024-03-31,2024,Q1,"833,984,094"
재무상태표,이연법인세부채,2024-03-31,2024,Q1,"484,101,220,000"
재무상태표,종업원급여부채,2024-03-31,2024,Q1,
재무상태표,부채총계,2024-03-31,2024,Q1,"4,471,412,301,468"
재무상태표,자본,2024-03-31,2024,Q1,
재무상태표,자본금,2024-03-31,2024,Q1,"48,084,660,000"
재무상태표,자본잉여금,2024-03-31,2024,Q1,"553,070,812,612"
재무상태표,자본조정,2024-03-31,2024,Q1,"-304,846,768,510"
재무상태표,기타포괄손익누계액,2024-03-31,2024,Q1,"-31,972,317,813"
재무상태표,이익잉여금,2024-03-31,2024,Q1,"5,617,524,624,209"
재무상태표,자본총계,2024-03-31,2024,Q1,"5,881,861,010,498"
재무상태표,부채및자본총계,2024-03-31,2024,Q1,"10,353,273,311,966"
재무상태표,nan,2024-03-31,2024,Q1,
재무상태표,"검증1 (부채, 자본)",2024-03-31,2024,Q1,TRUE
재무상태표,검증2 (자산),2024-03-31,2024,Q1,TRUE
재무상태표,nan,2024-03-31,2024,Q1,
재무상태표,nan,2024-03-31,2024,Q1,
재무상태표,자산,2024-06-30,2024,Q2,
재무상태표,유동자산,2024-06-30,2024,Q2,"2,420,739,353,156"
재무상태표,현금및현금성자산,2024-06-30,2024,Q2,"794,183,358,921"
재무상태표,단기금융상품,2024-06-30,2024,Q2,"415,696,807,361"
재무상태표,매출채권,2024-06-30,2024,Q2,"625,430,248,200"
재무상태표,기타채권,2024-06-30,2024,Q2,"39,346,088,573"
재무상태표,매출채권 및 기타유동채권,2024-06-30,2024,Q2,
재무상태표,선급금,2024-06-30,2024,Q2,"5,878,910,641"
재무상태표,선급비용,2024-06-30,2024,Q2,"10,474,256,004"
재무상태표,기타유동금융자산,2024-06-30,2024,Q2,"18,838,416,221"
재무상태표,미수법인세환급액,2024-06-30,2024,Q2,
재무상태표,재고자산,2024-06-30,2024,Q2,"510,891,267,235"
재무상태표,매각예정분류자산,2024-06-30,2024,Q2,
재무상태표,소유주분배예정자산집단,2024-06-30,2024,Q2,
재무상태표,비유동자산,2024-06-30,2024,Q2,"8,068,423,862,035"
재무상태표,장기매출채권,2024-06-30,2024,Q2,"1,318,146,961"
재무상태표,장기매출채권 및 기타비유동채권,2024-06-30,2024,Q2,
재무상태표,기타채권,2024-06-30,2024,Q2,"195,520,791,767"
재무상태표,기타비유동금융자산,2024-06-30,2024,Q2,"3,047,759,630,380"
재무상태표,관계기업 및 공동기업투자,2024-06-30,2024,Q2,"241,727,668,133"
재무상태표,종속기업투자,2024-06-30,2024,Q2,"2,259,267,128,224"
재무상태표,사용권자산,2024-06-30,2024,Q2,"29,402,480,570"
재무상태표,유형자산,2024-06-30,2024,Q2,"1,622,853,430,433"
재무상태표,무형자산,2024-06-30,2024,Q2,"7,616,671,007"
재무상태표,투자부동산,2024-06-30,2024,Q2,"662,957,914,560"
재무상태표,순확정급여자산,2024-06-30,2024,Q2,
재무상태표,자산총계,2024-06-30,2024,Q2,"10,489,163,215,191"
재무상태표,부채,2024-06-30,2024,Q2,
재무상태표,유동부채,2024-06-30,2024,Q2,"2,315,621,618,688"
재무상태표,매입채무,2024-06-30,2024,Q2,"298,397,099,949"
재무상태표,매입채무 및 기타유동채무,2024-06-30,2024,Q2,
재무상태표,기타부채,2024-06-30,2024,Q2,"530,624,750,694"
재무상태표,단기차입금,2024-06-30,2024,Q2,"742,843,620,986"
재무상태표,유동성장기차입금,2024-06-30,2024,Q2,"233,793,499,444"
재무상태표,유동성사채,2024-06-30,2024,Q2,"439,748,482,982"
재무상태표,유동파생상품부채,2024-06-30,2024,Q2,
재무상태표,유동충당부채,2024-06-30,2024,Q2,"2,707,603,404"
재무상태표,기타유동금융부채,2024-06-30,2024,Q2,
재무상태표,미지급법인세,2024-06-30,2024,Q2,"67,506,561,229"
재무상태표,소유주분배예정부채집단,2024-06-30,2024,Q2,
재무상태표,비유동부채,2024-06-30,2024,Q2,"2,271,867,896,506"
재무상태표,장기차입금,2024-06-30,2024,Q2,"644,589,992,005"
재무상태표,비유동사채,2024-06-30,2024,Q2,"1,057,792,356,394"
재무상태표,기타부채,2024-06-30,2024,Q2,"98,083,043,591"
재무상태표,기타비유동금융부채,2024-06-30,2024,Q2,
재무상태표,순확정급여부채,2024-06-30,2024,Q2,"761,803,930"
재무상태표,기타장기종업원급여부채,2024-06-30,2024,Q2,"5,382,844,883"
재무상태표,비유동충당부채,2024-06-30,2024,Q2,"856,547,348"
재무상태표,이연법인세부채,2024-06-30,2024,Q2,"464,401,308,355"
재무상태표,종업원급여부채,2024-06-30,2024,Q2,
재무상태표,부채총계,2024-06-30,2024,Q2,"4,587,489,515,194"
재무상태표,자본,2024-06-30,2024,Q2,
재무상태표,자본금,2024-06-30,2024,Q2,"48,084,660,000"
재무상태표,자본잉여금,2024-06-30,2024,Q2,"553,070,812,612"
재무상태표,자본조정,2024-06-30,2024,Q2,"-304,846,768,510"
재무상태표,기타포괄손익누계액,2024-06-30,2024,Q2,"-32,214,001,329"
재무상태표,이익잉여금,2024-06-30,2024,Q2,"5,637,578,997,224"
재무상태표,자본총계,2024-06-30,2024,Q2,"5,901,673,699,997"
재무상태표,부채및자본총계,2024-06-30,2024,Q2,"10,489,163,215,191"
재무상태표,nan,2024-06-30,2024,Q2,
재무상태표,"검증1 (부채, 자본)",2024-06-30,2024,Q2,TRUE
재무상태표,검증2 (자산),2024-06-30,2024,Q2,TRUE
재무상태표,nan,2024-06-30,2024,Q2,
재무상태표,nan,2024-06-30,2024,Q2,
재무상태표,자산,2024-09-30,2024,Q3,
재무상태표,유동자산,2024-09-30,2024,Q3,"2,467,466,739,959"
재무상태표,현금및현금성자산,2024-09-30,2024,Q3,"855,245,701,152"
재무상태표,단기금융상품,2024-09-30,2024,Q3,"461,144,029,082"
재무상태표,매출채권,2024-09-30,2024,Q3,"556,630,459,667"
재무상태표,기타채권,2024-09-30,2024,Q3,"42,057,876,356"
재무상태표,매출채권 및 기타유동채권,2024-09-30,2024,Q3,
재무상태표,선급금,2024-09-30,2024,Q3,"4,082,627,627"
재무상태표,선급비용,2024-09-30,2024,Q3,"6,350,267,934"
재무상태표,기타유동금융자산,2024-09-30,2024,Q3,"16,384,871,962"
재무상태표,미수법인세환급액,2024-09-30,2024,Q3,
재무상태표,재고자산,2024-09-30,2024,Q3,"525,570,906,179"
재무상태표,매각예정분류자산,2024-09-30,2024,Q3,
재무상태표,소유주분배예정자산집단,2024-09-30,2024,Q3,
재무상태표,비유동자산,2024-09-30,2024,Q3,"8,056,915,725,122"
재무상태표,장기매출채권,2024-09-30,2024,Q3,"682,298,531"
재무상태표,장기매출채권 및 기타비유동채권,2024-09-30,2024,Q3,
재무상태표,기타채권,2024-09-30,2024,Q3,"187,924,712,815"
재무상태표,기타비유동금융자산,2024-09-30,2024,Q3,"3,058,077,295,204"
재무상태표,관계기업 및 공동기업투자,2024-09-30,2024,Q3,"242,004,748,133"
재무상태표,종속기업투자,2024-09-30,2024,Q3,"2,260,051,063,162"
재무상태표,사용권자산,2024-09-30,2024,Q3,"27,730,456,698"
재무상태표,유형자산,2024-09-30,2024,Q3,"1,573,265,781,014"
재무상태표,무형자산,2024-09-30,2024,Q3,"7,398,841,185"
재무상태표,투자부동산,2024-09-30,2024,Q3,"699,780,528,380"
재무상태표,순확정급여자산,2024-09-30,2024,Q3,
재무상태표,자산총계,2024-09-30,2024,Q3,"10,524,382,465,081"
재무상태표,부채,2024-09-30,2024,Q3,
재무상태표,유동부채,2024-09-30,2024,Q3,"2,323,877,127,798"
재무상태표,매입채무,2024-09-30,2024,Q3,"261,625,030,822"
재무상태표,매입채무 및 기타유동채무,2024-09-30,2024,Q3,
재무상태표,기타부채,2024-09-30,2024,Q3,"530,482,740,485"
재무상태표,단기차입금,2024-09-30,2024,Q3,"791,293,178,309"
재무상태표,유동성장기차입금,2024-09-30,2024,Q3,"232,646,754,515"
재무상태표,유동성사채,2024-09-30,2024,Q3,"439,853,201,141"
재무상태표,유동파생상품부채,2024-09-30,2024,Q3,
재무상태표,유동충당부채,2024-09-30,2024,Q3,"2,676,754,775"
재무상태표,기타유동금융부채,2024-09-30,2024,Q3,
재무상태표,미지급법인세,2024-09-30,2024,Q3,"65,299,467,751"
재무상태표,소유주분배예정부채집단,2024-09-30,2024,Q3,
재무상태표,비유동부채,2024-09-30,2024,Q3,"2,269,337,021,092"
재무상태표,장기차입금,2024-09-30,2024,Q3,"644,626,495,977"
재무상태표,비유동사채,2024-09-30,2024,Q3,"1,058,013,447,637"
재무상태표,기타부채,2024-09-30,2024,Q3,"85,750,500,063"
재무상태표,기타비유동금융부채,2024-09-30,2024,Q3,
재무상태표,순확정급여부채,2024-09-30,2024,Q3,"6,702,305,512"
재무상태표,기타장기종업원급여부채,2024-09-30,2024,Q3,"5,263,791,611"
재무상태표,비유동충당부채,2024-09-30,2024,Q3,"909,327,605"
재무상태표,이연법인세부채,2024-09-30,2024,Q3,"468,071,152,687"
재무상태표,종업원급여부채,2024-09-30,2024,Q3,
재무상태표,부채총계,2024-09-30,2024,Q3,"4,593,214,148,890"
재무상태표,자본,2024-09-30,2024,Q3,
재무상태표,자본금,2024-09-30,2024,Q3,"48,084,660,000"
재무상태표,자본잉여금,2024-09-30,2024,Q3,"553,070,812,612"
재무상태표,자본조정,2024-09-30,2024,Q3,"-304,846,768,510"
재무상태표,기타포괄손익누계액,2024-09-30,2024,Q3,"-32,214,001,329"
재무상태표,이익잉여금,2024-09-30,2024,Q3,"5,667,073,613,418"
재무상태표,자본총계,2024-09-30,2024,Q3,"5,931,168,316,191"
재무상태표,부채및자본총계,2024-09-30,2024,Q3,"10,524,382,465,081"
재무상태표,nan,2024-09-30,2024,Q3,
재무상태표,"검증1 (부채, 자본)",2024-09-30,2024,Q3,TRUE
재무상태표,검증2 (자산),2024-09-30,2024,Q3,TRUE
재무상태표,nan,2024-09-30,2024,Q3,
재무상태표,nan,2024-09-30,2024,Q3,
재무상태표,자산,2024-12-31,2024,Q4,
재무상태표,유동자산,2024-12-31,2024,Q4,"1,958,625,217,509"
재무상태표,현금및현금성자산,2024-12-31,2024,Q4,"276,042,672,237"
재무상태표,단기금융상품,2024-12-31,2024,Q4,"481,477,347,611"
재무상태표,매출채권,2024-12-31,2024,Q4,"571,907,684,943"
재무상태표,기타채권,2024-12-31,2024,Q4,"50,915,419,024"
재무상태표,매출채권 및 기타유동채권,2024-12-31,2024,Q4,
재무상태표,선급금,2024-12-31,2024,Q4,"3,795,327,892"
재무상태표,선급비용,2024-12-31,2024,Q4,"6,068,180,608"
재무상태표,기타유동금융자산,2024-12-31,2024,Q4,"21,688,982,917"
재무상태표,미수법인세환급액,2024-12-31,2024,Q4,
재무상태표,재고자산,2024-12-31,2024,Q4,"546,729,602,277"
재무상태표,매각예정분류자산,2024-12-31,2024,Q4,
재무상태표,소유주분배예정자산집단,2024-12-31,2024,Q4,
재무상태표,비유동자산,2024-12-31,2024,Q4,"8,340,919,561,335"
재무상태표,장기매출채권,2024-12-31,2024,Q4,"492,399,886"
재무상태표,장기매출채권 및 기타비유동채권,2024-12-31,2024,Q4,
재무상태표,기타채권,2024-12-31,2024,Q4,"199,609,554,043"
재무상태표,기타비유동금융자산,2024-12-31,2024,Q4,"2,767,066,425,786"
재무상태표,관계기업 및 공동기업투자,2024-12-31,2024,Q4,"239,972,749,533"
재무상태표,종속기업투자,2024-12-31,2024,Q4,"2,839,771,063,162"
재무상태표,사용권자산,2024-12-31,2024,Q4,"31,940,332,547"
재무상태표,유형자산,2024-12-31,2024,Q4,"1,546,196,240,581"
재무상태표,무형자산,2024-12-31,2024,Q4,"7,340,670,918"
재무상태표,투자부동산,2024-12-31,2024,Q4,"698,770,483,781"
재무상태표,순확정급여자산,2024-12-31,2024,Q4,"9,759,641,098"
재무상태표,자산총계,2024-12-31,2024,Q4,"10,299,544,778,844"
재무상태표,부채,2024-12-31,2024,Q4,
재무상태표,유동부채,2024-12-31,2024,Q4,"2,061,750,201,062"
재무상태표,매입채무,2024-12-31,2024,Q4,"252,195,795,434"
재무상태표,매입채무 및 기타유동채무,2024-12-31,2024,Q4,
재무상태표,기타부채,2024-12-31,2024,Q4,"558,217,518,282"
재무상태표,단기차입금,2024-12-31,2024,Q4,"688,405,344,140"
재무상태표,유동성장기차입금,2024-12-31,2024,Q4,"137,585,700,000"
재무상태표,유동성사채,2024-12-31,2024,Q4,"319,909,993,834"
재무상태표,유동파생상품부채,2024-12-31,2024,Q4,
재무상태표,유동충당부채,2024-12-31,2024,Q4,"2,780,735,001"
재무상태표,기타유동금융부채,2024-12-31,2024,Q4,
재무상태표,미지급법인세,2024-12-31,2024,Q4,"102,655,114,371"
재무상태표,소유주분배예정부채집단,2024-12-31,2024,Q4,
재무상태표,비유동부채,2024-12-31,2024,Q4,"2,373,548,473,582"
재무상태표,장기차입금,2024-12-31,2024,Q4,"644,663,009,165"
재무상태표,비유동사채,2024-12-31,2024,Q4,"1,307,469,089,709"
재무상태표,기타부채,2024-12-31,2024,Q4,"89,552,392,106"
재무상태표,기타비유동금융부채,2024-12-31,2024,Q4,
재무상태표,순확정급여부채,2024-12-31,2024,Q4,
재무상태표,기타장기종업원급여부채,2024-12-31,2024,Q4,"7,515,146,612"
재무상태표,비유동충당부채,2024-12-31,2024,Q4,"923,567,304"
재무상태표,이연법인세부채,2024-12-31,2024,Q4,"323,425,268,686"
재무상태표,종업원급여부채,2024-12-31,2024,Q4,
재무상태표,부채총계,2024-12-31,2024,Q4,"4,435,298,674,644"
재무상태표,자본,2024-12-31,2024,Q4,
재무상태표,자본금,2024-12-31,2024,Q4,"48,084,660,000"
재무상태표,자본잉여금,2024-12-31,2024,Q4,"553,070,812,612"
재무상태표,자본조정,2024-12-31,2024,Q4,"-304,846,768,510"
재무상태표,기타포괄손익누계액,2024-12-31,2024,Q4,"-27,839,887,203"
재무상태표,이익잉여금,2024-12-31,2024,Q4,"5,595,777,287,301"
재무상태표,자본총계,2024-12-31,2024,Q4,"5,864,246,104,200"
재무상태표,부채및자본총계,2024-12-31,2024,Q4,"10,299,544,778,844"
재무상태표,nan,2024-12-31,2024,Q4,
재무상태표,"검증1 (부채, 자본)",2024-12-31,2024,Q4,TRUE
재무상태표,검증2 (자산),2024-12-31,2024,Q4,TRUE
재무상태표,nan,2024-12-31,2024,Q4,
재무상태표,nan,2024-12-31,2024,Q4,
재무상태표,자산,2025-03-31,2025,Q1,
재무상태표,유동자산,2025-03-31,2025,Q1,"2,401,953,449,551"
재무상태표,현금및현금성자산,2025-03-31,2025,Q1,"699,444,779,136"
재무상태표,단기금융상품,2025-03-31,2025,Q1,"509,061,062,939"
재무상태표,매출채권,2025-03-31,2025,Q1,"531,393,680,831"
재무상태표,기타채권,2025-03-31,2025,Q1,"116,492,611,202"
재무상태표,매출채권 및 기타유동채권,2025-03-31,2025,Q1,
재무상태표,선급금,2025-03-31,2025,Q1,"3,157,258,946"
재무상태표,선급비용,2025-03-31,2025,Q1,"6,107,531,684"
재무상태표,기타유동금융자산,2025-03-31,2025,Q1,"3,303,076,524"
재무상태표,미수법인세환급액,2025-03-31,2025,Q1,
재무상태표,재고자산,2025-03-31,2025,Q1,"532,993,448,289"
재무상태표,매각예정분류자산,2025-03-31,2025,Q1,
재무상태표,소유주분배예정자산집단,2025-03-31,2025,Q1,
재무상태표,비유동자산,2025-03-31,2025,Q1,"9,576,913,885,484"
재무상태표,장기매출채권,2025-03-31,2025,Q1,"455,962,798"
재무상태표,장기매출채권 및 기타비유동채권,2025-03-31,2025,Q1,
재무상태표,기타채권,2025-03-31,2025,Q1,"199,950,844,608"
재무상태표,기타비유동금융자산,2025-03-31,2025,Q1,"2,735,746,007,212"
재무상태표,관계기업 및 공동기업투자,2025-03-31,2025,Q1,"239,972,749,533"
재무상태표,종속기업투자,2025-03-31,2025,Q1,"2,839,771,063,162"
재무상태표,사용권자산,2025-03-31,2025,Q1,"31,429,990,594"
재무상태표,유형자산,2025-03-31,2025,Q1,"2,394,751,958,774"
재무상태표,무형자산,2025-03-31,2025,Q1,"7,175,824,254"
재무상태표,투자부동산,2025-03-31,2025,Q1,"1,123,992,162,452"
재무상태표,순확정급여자산,2025-03-31,2025,Q1,"3,667,322,097"
재무상태표,자산총계,2025-03-31,2025,Q1,"11,978,867,335,035"
재무상태표,부채,2025-03-31,2025,Q1,
재무상태표,유동부채,2025-03-31,2025,Q1,"2,179,419,689,487"
재무상태표,매입채무,2025-03-31,2025,Q1,"249,991,290,028"
재무상태표,매입채무 및 기타유동채무,2025-03-31,2025,Q1,
재무상태표,기타부채,2025-03-31,2025,Q1,"582,371,894,254"
재무상태표,단기차입금,2025-03-31,2025,Q1,"782,545,297,777"
재무상태표,유동성장기차입금,2025-03-31,2025,Q1,
재무상태표,유동성사채,2025-03-31,2025,Q1,"464,798,166,010"
재무상태표,유동파생상품부채,2025-03-31,2025,Q1,
재무상태표,유동충당부채,2025-03-31,2025,Q1,"2,691,594,475"
재무상태표,기타유동금융부채,2025-03-31,2025,Q1,
재무상태표,미지급법인세,2025-03-31,2025,Q1,"97,021,446,943"
재무상태표,소유주분배예정부채집단,2025-03-31,2025,Q1,
재무상태표,비유동부채,2025-03-31,2025,Q1,"2,900,929,424,028"
재무상태표,장기차입금,2025-03-31,2025,Q1,"644,698,737,538"
재무상태표,비유동사채,2025-03-31,2025,Q1,"1,561,826,923,197"
재무상태표,기타부채,2025-03-31,2025,Q1,"95,302,311,127"
재무상태표,기타비유동금융부채,2025-03-31,2025,Q1,
재무상태표,순확정급여부채,2025-03-31,2025,Q1,
재무상태표,기타장기종업원급여부채,2025-03-31,2025,Q1,"7,468,034,698"
재무상태표,비유동충당부채,2025-03-31,2025,Q1,"967,203,672"
재무상태표,이연법인세부채,2025-03-31,2025,Q1,"590,666,213,796"
재무상태표,종업원급여부채,2025-03-31,2025,Q1,
재무상태표,부채총계,2025-03-31,2025,Q1,"5,080,349,113,515"
재무상태표,자본,2025-03-31,2025,Q1,
재무상태표,자본금,2025-03-31,2025,Q1,"48,084,660,000"
재무상태표,자본잉여금,2025-03-31,2025,Q1,"553,070,812,612"
재무상태표,자본조정,2025-03-31,2025,Q1,"-304,846,768,510"
재무상태표,기타포괄손익누계액,2025-03-31,2025,Q1,"647,600,409,509"
재무상태표,이익잉여금,2025-03-31,2025,Q1,"5,954,609,107,909"
재무상태표,자본총계,2025-03-31,2025,Q1,"6,898,518,221,520"
재무상태표,부채및자본총계,2025-03-31,2025,Q1,"11,978,867,335,035"
재무상태표,nan,2025-03-31,2025,Q1,
재무상태표,"검증1 (부채, 자본)",2025-03-31,2025,Q1,TRUE
재무상태표,검증2 (자산),2025-03-31,2025,Q1,TRUE
재무상태표,nan,2025-03-31,2025,Q1,
재무상태표,nan,2025-03-31,2025,Q1,
재무상태표,자산,2025-06-30,2025,Q2,
재무상태표,유동자산,2025-06-30,2025,Q2,"2,041,442,589,369"
재무상태표,현금및현금성자산,2025-06-30,2025,Q2,"561,965,161,597"
재무상태표,단기금융상품,2025-06-30,2025,Q2,"349,562,919,159"
재무상태표,매출채권,2025-06-30,2025,Q2,"559,686,460,459"
재무상태표,기타채권,2025-06-30,2025,Q2,"57,398,169,698"
재무상태표,매출채권 및 기타유동채권,2025-06-30,2025,Q2,
재무상태표,선급금,2025-06-30,2025,Q2,"2,966,016,033"
재무상태표,선급비용,2025-06-30,2025,Q2,"6,069,831,841"
재무상태표,기타유동금융자산,2025-06-30,2025,Q2,"2,833,718,358"
재무상태표,미수법인세환급액,2025-06-30,2025,Q2,
재무상태표,재고자산,2025-06-30,2025,Q2,"500,960,312,224"
재무상태표,매각예정분류자산,2025-06-30,2025,Q2,
재무상태표,소유주분배예정자산집단,2025-06-30,2025,Q2,
재무상태표,비유동자산,2025-06-30,2025,Q2,"10,814,398,806,335"
재무상태표,장기매출채권,2025-06-30,2025,Q2,"412,616,296"
재무상태표,장기매출채권 및 기타비유동채권,2025-06-30,2025,Q2,
재무상태표,기타채권,2025-06-30,2025,Q2,"191,301,835,247"
재무상태표,기타비유동금융자산,2025-06-30,2025,Q2,"3,989,057,930,105"
재무상태표,관계기업 및 공동기업투자,2025-06-30,2025,Q2,"256,961,234,893"
재무상태표,종속기업투자,2025-06-30,2025,Q2,"2,839,771,063,162"
재무상태표,사용권자산,2025-06-30,2025,Q2,"29,914,927,150"
재무상태표,유형자산,2025-06-30,2025,Q2,"2,396,921,898,102"
재무상태표,무형자산,2025-06-30,2025,Q2,"7,035,253,301"
재무상태표,투자부동산,2025-06-30,2025,Q2,"1,103,022,048,079"
재무상태표,순확정급여자산,2025-06-30,2025,Q2,
