02-11,   국공채의 취득, - , - , - , - , - ," 187,675,676 "," 230,262,293 "," 253,737,564 "," 9,372,764 "," 13,029,459 "," 84,345,095 "," 121,669,603 "," 2,772,513 "," 27,521,155 "," 27,521,155 "," 33,931,332 "," 23,108,395 "," 87,833,110 "," 87,833,110 "," 87,833,110 "," 31,920,000 "," 42,610,000 "," 42,610,000 "," 42,610,000 "," 1,230,000 "," 5,485,000 "," 6,900,000 "," 39,250,000 "," 615,000 "," 2,050,000 "," 2,050,000 "," 2,050,000 ", - , - , - 
02-12,   만기보유금융자산의 취득,"-96,261,590 ","-299,253,696 "," 349,709,270 "," 349,789,792 "," 35,120,347 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-13,   유형자산의 취득,"-96,748,701,032 ","-232,365,201,197 "," 327,156,710,314 "," 422,340,557,276 "," 67,725,755,494 "," 131,389,625,156 "," 177,068,282,026 "," 235,988,620,572 "," 60,466,985,887 "," 141,639,013,705 "," 226,272,228,722 "," 362,424,727,276 "," 73,256,389,792 "," 135,336,852,355 "," 160,162,779,126 "," 237,251,731,033 "," 35,929,668,043 "," 91,487,548,980 "," 151,582,718,315 "," 254,402,378,022 "," 72,229,700,614 "," 159,341,550,215 "," 261,034,641,515 "," 384,741,564,804 "," 114,720,079,978 "," 185,708,809,960 "," 311,328,509,476 "," 379,009,357,955 "," 55,864,072,364 "," 128,689,305,493 "," 193,638,511,583 "," 257,719,840,837 "," 91,179,112,494 "," 138,104,652,507 "," 211,856,906,461 "
02-14,   무형자산의 취득,"-143,533,351 ","-327,490,140 "," 445,631,953 "," 679,255,829 "," 120,066,755 "," 2,225,334,640 "," 634,434,795 "," 2,095,983,780 "," 380,741,543 "," 507,276,540 "," 22,386,857,938 "," 22,486,845,369 "," 3,820,455,517 "," 1,146,750,528 "," 1,432,207,255 "," 5,567,654,817 "," 1,200,144,182 "," 2,411,838,055 "," 3,563,453,419 "," 4,877,377,737 "," 397,761,499 "," 3,193,891,197 "," 6,557,513,066 "," 8,290,037,961 "," 6,067,449,393 "," 8,132,147,566 "," 9,066,723,322 "," 10,837,850,050 "," 1,292,967,921 "," 2,533,480,152 "," 3,092,811,613 "," 7,280,781,946 "," 1,224,814,561 "," 2,454,414,842 "," 4,376,223,162 "
02-15,   투자부동산의 취득, - , - , - , - , - , - , - , - , - ," 233,742,830 "," 233,742,830 "," 233,742,830 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-16,   보증금의 증가,"-399,454,860 ","-1,391,521,153 "," 3,378,330,987 "," 4,496,397,307 "," 1,390,682,842 "," 1,735,735,457 "," 4,073,860,086 "," 5,142,559,703 "," 2,326,054,734 "," 2,525,159,747 "," 2,920,702,420 "," 3,534,399,433 "," 4,172,114,175 "," 4,959,746,610 "," 5,076,996,610 "," 29,983,697,005 "," 802,164,392 "," 1,026,909,218 "," 1,632,709,648 "," 2,829,341,338 "," 1,223,400,534 "," 1,378,661,434 "," 1,507,801,444 "," 1,582,153,794 "," 1,148,660,640 "," 1,172,065,140 "," 1,437,360,640 "," 1,334,660,640 "," 171,921,570 "," 252,071,490 "," 745,306,990 "," 801,396,990 "," 546,296,750 "," 3,716,337,892 "," 4,955,425,284 "
02-17,   정부보조금의 감소(연구비),"-21,254,367 ","-63,432,989 ","-68,609,890 ","-124,494,007 ", - ,"-126,792,861 ","-197,783,949 ","-250,204,622 "," 187,452,638 ","-118,822,667 ","-186,387,854 ","-286,923,798 ","-43,958,810 ","-57,704,049 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-20,   단기대여금의 감소," 370,000,000 "," 685,000,000 "," 841,338,983 "," 844,338,983 "," 227,000,000 "," 677,000,000 "," 2,077,000,000 "," 2,127,000,000 "," 220,000,000 "," 2,061,734,183 "," 2,111,734,183 "," 2,111,734,183 "," 100,000,000 "," 102,586,048 "," 448,249,143 "," 29,184,803,594 "," 2,039,478,664 "," 3,503,326,175 "," 6,327,327,528 "," 5,155,037,316 "," 1,042,322,953 "," 2,096,322,663 "," 3,038,696,805 "," 3,818,251,453 "," 1,101,586,400 "," 1,987,769,112 "," 2,803,755,963 "," 3,710,767,355 "," 1,053,499,538 "," 2,111,599,468 "," 3,065,342,730 "," 4,521,464,945 "," 1,509,948,654 "," 2,605,073,509 "," 3,765,823,097 "
02-21,   장기대여금의 감소," 1,520,825,409 "," 2,969,855,404 "," 4,451,209,730 "," 5,843,157,512 "," 1,504,232,037 "," 2,826,581,320 "," 4,481,481,729 "," 6,193,779,779 "," 1,723,021,778 "," 3,120,504,777 "," 5,870,949,469 "," 7,900,017,559 "," 1,672,972,816 "," 32,877,037,505 "," 34,407,240,640 "," 46,321,710,263 "," 873,498,868 "," 976,017,729 "," 558,321,366 "," 359,821,000 "," 641,024,798 "," 1,339,193,994 "," 113,150,700 "," 1,524,003,010 "," 80,424,700 "," 156,874,200 "," 140,547,816 "," 290,129,600 "," 66,752,700 "," 212,489,912 "," 338,468,124 "," 489,845,174 "," 191,179,560 "," 389,932,199 "," 719,838,776 "
02-22,   국공채의 만기도래, - , - , - , - , - ," 69,413,500 "," 74,408,925 "," 117,100,218 "," 36,794,428 "," 60,862,633 "," 104,815,000 "," 976,135,000 "," 25,175,000 "," 761,510,000 "," 764,225,000 "," 770,110,000 "," 107,485,000 "," 5,517,260,000 "," 5,679,675,000 "," 5,794,360,000 "," 42,670,000 "," 272,310,000 "," 305,165,000 "," 305,250,000 "," 19,350,000 "," 127,150,000 "," 182,940,000 "," 211,840,000 "," 38,800,000 "," 59,095,000 "," 152,940,000 "," 173,440,000 "," 23,390,000 "," 117,990,000 "," 135,850,000 "
02-23,   만기보유금융자산의 처분," 140,493,484 "," 1,099,554,129 "," 1,411,070,583 "," 1,469,508,050 "," 55,398,198 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-24,   당기손익-공정가치측정금융자산의 처분, - , - , - , - , - ," 409,074,319,728 "," 457,097,983,613 "," 457,097,983,613 "," 11,030,426,896 "," 28,692,814,345 "," 34,958,384,271 "," 46,912,170,731 "," 5,715,932,119 "," 5,715,932,119 "," 9,041,195,521 "," 18,206,691,458 ", - , - , - , - ," 166,328,456,410 "," 166,328,456,410 "," 166,329,059,092 "," 166,343,922,588 "," 15,684,664 "," 474,240,447 "," 474,240,447 "," 474,240,447 ", - , - , - , - , - , - , - 
02-25,   매도가능금융자산의 처분, - ," 4,067,723,605 "," 4,067,723,605 "," 4,067,723,605 "," 10,064,633,447 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-26,   장기금융상품의 처분," 199,122,000 "," 199,122,000 "," 199,122,000 "," 199,122,000 ", - , - , - , - , - , - , - , - , - , - , - ," 29,400,533 "," 565,696,807 "," 562,506,986 "," 589,295,454 "," 545,792,618 "," 51,042,694 "," 157,523,397 "," 248,133,507 "," 152,155,933 ", - , - , - , - , - , - , - , - ," 90,566,088 "," 248,314,482 "," 136,905,002 "
02-27,   유형자산의 처분," 605,576,663 "," 2,418,057,838 "," 3,874,618,836 "," 5,040,713,409 "," 283,967,109 "," 1,283,789,466 "," 3,129,736,610 "," 3,480,294,662 "," 365,002,194 "," 32,071,633,964 "," 32,834,851,782 "," 35,732,680,155 "," 2,549,195,705 "," 4,588,191,856 "," 14,654,968,159 "," 22,471,627,107 "," 4,735,163,799 "," 27,786,224,409 "," 35,025,929,599 "," 35,831,971,931 "," 705,932,014 "," 3,649,648,103 "," 4,157,716,603 "," 6,177,312,331 "," 45,146,717,969 "," 33,588,029,945 "," 42,070,881,671 "," 35,359,440,462 "," 788,050,902 "," 1,608,619,775 "," 2,852,760,178 "," 7,127,725,010 "," 336,625,451 "," 1,450,477,826 "," 6,746,162,948 "
02-28,   무형자산의 처분," 230,000 "," 230,000 "," 392,000 "," 1,806,000 "," 7,963,363 "," 8,116,742 "," 96,966,723 "," 91,050,306 ", - ," 658,638 "," 658,638 "," 817,912,902 ", - , - ," 138,000,000 "," 184,608,740 "," 1,202,000 "," 1,202,012 "," 16,000,000 "," 16,000,000 "," 222,000 "," 2,150,222,000 "," 2,150,222,000 "," 2,150,222,000 ", - ," 654,000 "," 1,380,000 "," 9,700,683 ", - ," 11,956 "," 3,006,206 "," 8,854,876 "," 92,245,738 "," 90,937,794 "," 299,078,798 "
02-29,   투자부동산의 처분, - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 159,271,127,580 "," 159,271,127,580 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-30,   정부보조금의 수취," 77,009,193 "," 268,652,714 "," 386,230,208 "," 511,399,149 "," 237,983,766 "," 305,775,637 "," 547,551,150 "," 838,628,429 "," 120,833,812 "," 279,686,771 "," 387,003,724 "," 2,004,651,620 "," 583,710,328 "," 606,646,106 "," 1,866,384,236 "," 2,635,107,603 "," 498,134 "," 498,134 "," 498,134 "," 30,180,991 ", - ," 127,025,284 "," 249,277,715 "," 339,818,983 "," 29,300,000 "," 214,300,000 "," 416,776,610 "," 418,551,123 "," 175,000,000 "," 175,000,000 "," 355,526,009 "," 638,105,009 ", - , - , - 
02-31,   정부보조금의 상환, - , - , - , - ," 75,307,541 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-32,   보증금의 감소," 381,252,825 "," 714,108,635 "," 838,275,572 "," 998,216,461 "," 825,327,732 "," 987,815,142 "," 4,827,598,416 "," 4,849,415,605 "," 230,531,101 "," 1,376,271,825 "," 1,778,664,413 "," 2,325,833,570 "," 1,581,187,000 "," 2,737,117,189 "," 2,881,955,844 "," 25,839,066,557 "," 1,871,330,246 "," 3,013,791,080 "," 4,982,302,168 "," 6,117,526,102 "," 2,250,832,822 "," 4,403,795,864 "," 7,559,177,930 "," 4,472,937,771 "," 1,631,521,188 "," 2,685,635,070 "," 4,233,013,406 "," 3,312,705,189 "," 1,482,493,357 "," 3,219,707,037 "," 3,199,095,636 "," 6,045,769,643 ","-23,194,064 "," 1,006,780,681 "," 1,880,532,649 "
02-33,   이자수취," 3,443,178,962 "," 7,279,124,008 "," 11,414,608,090 "," 15,003,738,562 "," 4,131,468,709 "," 10,398,299,194 "," 14,287,782,862 "," 24,063,542,888 "," 7,061,194,999 "," 12,289,662,653 "," 17,905,768,049 "," 25,246,588,233 "," 4,452,087,611 "," 11,719,706,349 "," 16,416,305,841 "," 20,481,705,449 "," 1,781,784,072 "," 6,191,329,794 "," 7,110,564,750 "," 6,378,040,084 "," 530,491,755 "," 1,260,120,972 "," 2,641,439,638 "," 6,637,896,689 "," 9,399,698,142 "," 16,708,173,719 "," 24,788,259,046 "," 35,080,847,020 "," 8,656,630,891 "," 15,756,634,907 "," 21,921,105,203 "," 29,111,708,875 "," 1,182,946,624 "," 3,429,719,943 "," 20,632,685,719 "
02-34,   배당금수취, - ," 12,492,807,520 "," 12,434,629,200 "," 14,897,730,200 ", - ," 43,101,425,635 "," 43,101,425,637 "," 43,101,425,637 "," 143,500,000 "," 42,099,072,950 "," 42,099,995,950 "," 42,099,995,950 "," 1,702,535,000 "," 38,416,373,660 "," 38,416,373,660 "," 38,416,373,660 ", - ," 44,203,694,370 "," 44,776,561,370 "," 44,866,782,410 "," 9,240,000 "," 77,806,866,798 "," 78,419,432,870 "," 78,419,432,870 "," 143,500,000 "," 45,126,834,400 "," 45,585,312,600 "," 45,585,312,600 "," 143,500,000 "," 127,004,968,435 "," 127,463,446,635 "," 135,214,617,620 "," 205,000,000 "," 64,352,002,400 "," 73,568,452,668 "
02-35,   지분법적용 투자주식의 처분, - , - , - , - , - ," 93,736,718,336 "," 108,056,718,333 "," 108,056,718,336 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 324,158,960,824 "," 324,158,960,824 "," 324,158,960,824 ", - , - , - 
02-36,"   종속기업, 조인트벤처와 관계기업에 대한 투자자산의 처분"," 2,363,101,000 "," 2,463,101,000 "," 2,463,101,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-37,   사업부 매각에 따른 현금흐름유입, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 139,477,429,393 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-38,   사업결합으로 인한 현금유입액, - , - , - , - , - , - , - , - , - , - , - , - ," 110,419,792,365 "," 110,419,792,365 "," 110,419,792,365 "," 110,419,792,365 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-39,   매각예정분류자산의 처분, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 10,000,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-40,   사업매각으로 인한 현금유입액, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-11,848,098,316 ", - , - , - , - , - , - ," 923,409,245 "," 913,873,157 ", - , - , - , - , - , - , - 
02-41,   기타포괄손익-공정가치측정금융자산의처분, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 3,593,628,990 ", - , - , - 
03,재무활동현금흐름,"-54,422,592,985 "," 16,383,543,705 "," 108,676,659,309 "," 141,641,566,389 "," 187,919,676,890 ","-571,372,950,047 ","-606,145,633,578 ","-523,832,293,497 "," 75,757,988,479 "," 366,895,602,946 "," 469,516,266,014 "," 567,156,776,112 ","-16,879,310,283 "," 76,142,774,689 ","-381,145,631,960 ","-641,433,279,864 "," 385,885,460,233 "," 436,354,174,208 "," 378,927,392,484 ","-161,148,952,424 "," 300,042,189,539 "," 351,568,213,057 ","-143,683,540,088 ","-184,125,729,814 "," 147,518,347,780 "," 120,899,062,410 "," 76,116,688,551 ","-161,742,118,546 ","-19,793,138,157 ","-751,601,331,920 ","-796,426,955,819 ","-1,454,057,589,316 "," 383,428,866,634 ","-33,725,926,750 ","-162,616,350,069 "
03-01,   단기차입금의 순증감,"-41,726,364,595 "," 121,790,082,777 "," 237,621,858,355 "," 287,926,491,880 ","-296,547,625,984 ","-464,260,199,849 ","-480,757,488,974 ","-683,551,893,694 "," 91,879,066,728 "," 481,142,354,860 "," 615,037,490,696 "," 636,829,403,146 "," 288,202,588,879 "," 344,445,644,680 "," 40,778,181,056 "," 351,121,277,710 ","-348,879,939,901 ","-342,150,299,995 ","-334,114,925,886 "," 143,782,183,534 ","-63,188,284,603 ","-5,691,325,582 "," 342,427,588,166 "," 323,491,196,944 ","-354,558,050,931 "," 328,490,004,057 "," 324,804,482,009 "," 550,579,579,391 ","-150,252,230,969 ","-331,856,664,517 ","-275,056,398,484 ","-327,023,171,166 "," 101,282,553,522 "," 88,948,452,667 "," 104,887,441,114 "
03-02,   유동성장기차입금의 상환, - , - , - , - , - , - , - , - , - , - , - , - , - ,"-105,693,212,836 ","-108,467,676,583 "," 111,019,003,111 ","-2,351,118,024 ","-104,721,145,053 ","-107,158,326,219 ", - ,"-2,522,886,804 ","-85,151,299,602 ","-187,929,501,806 ","-194,090,392,607 ","-283,947,995 ","-3,357,717,408 ","-11,838,675,118 ","-11,095,985,000 ","-402,822,956,250 ","-444,417,375,000 ","-451,610,474,548 ","-554,216,709,554 ","-141,407,310,595 ","-143,654,445,000 ","-146,592,236,250 "
03-03,   장기차입금의 조기상환, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 6,719,281,680 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
03-04,   유동성장기부채의 상환,"-179,589,490 ","-385,445,210 ","-100,576,322,950 ","-100,839,317,820 ","-322,670,920 ","-208,830,419,100 ","-209,186,804,880 ","-309,641,912,610 ","-352,312,850 ","-100,803,712,750 ","-101,367,676,030 ","-101,830,365,280 ","-343,944,580 ", - , - , - , - , - , - ,"-109,640,891,721 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
03-05,   유동성사채의 상환, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-300,000,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
03-06,   장기차입금의 차입, - , - ," 100,000,000,000 "," 100,000,000,000 ", - ," 100,000,000,000 "," 103,475,340,357 "," 103,033,099,345 ", - ," 100,000,000,000 "," 100,000,000,000 "," 100,000,000,000 ", - ," 80,000,000,000 "," 180,000,000,000 "," 218,888,993,209 "," 398,935,178,800 "," 432,925,178,800 "," 432,925,178,800 "," 432,925,178,800 "," 371,564,162,540 "," 371,564,162,540 "," 371,564,162,540 "," 371,564,162,540 "," 2,154,454,620,000 "," 2,187,204,330,000 "," 2,196,240,480,000 "," 2,138,155,720,387 ", - ," 644,565,000,000 "," 648,869,055,798 "," 648,687,002,237 "," 100,000,000,000 "," 200,168,000,000 "," 200,168,000,000 "
03-07,   이자지급,"-12,516,638,900 ","-26,167,937,062 "," 40,506,490,582 "," 56,759,002,871 "," 13,379,246,006 "," 31,140,366,898 "," 42,701,267,879 "," 55,564,234,338 "," 15,508,637,708 "," 33,408,357,047 "," 50,780,795,582 "," 67,239,841,066 "," 47,079,428,226 "," 84,891,873,944 "," 118,447,961,465 "," 158,863,994,640 "," 53,927,280,156 "," 85,191,396,299 "," 118,954,602,247 "," 155,766,634,416 "," 44,471,097,593 "," 81,372,041,144 "," 121,889,051,303 "," 168,750,451,986 "," 48,830,069,488 "," 114,877,474,604 "," 174,070,282,255 "," 244,393,843,895 "," 50,542,716,463 "," 135,601,366,098 "," 220,729,451,291 "," 299,722,383,995 "," 72,092,561,765 "," 146,430,439,621 "," 193,796,546,589 "
03-08,   배당금지급, - ,"-78,853,156,800 "," 87,862,385,514 "," 88,686,604,800 "," 407,748,600 "," 79,075,332,600 "," 88,908,780,602 "," 88,908,780,600 ", - ," 79,064,751,922 "," 88,897,351,101 "," 94,013,713,203 ", - ," 44,250,516,000 "," 50,040,201,300 "," 50,040,201,300 ", - ,"-38,290,765,000 ","-45,948,918,000 ","-45,948,918,000 ", - ,"-45,948,918,000 ","-53,303,089,000 ","-53,303,089,000 ", - ,"-51,479,197,000 ","-58,833,368,000 ","-58,833,368,000 ", - ,"-51,479,197,000 ","-58,833,368,000 ","-58,833,368,000 ", - ," 66,187,539,000 "," 73,541,710,000 "
03-09,   사채의 발행, - , - , - , - ," 498,576,968,400 "," 498,576,968,400 "," 498,576,968,400 "," 897,445,028,400 ", - , - , - ," 99,661,860,000 ", - ," 149,546,680,000 "," 149,546,680,000 "," 399,005,120,000 ", - ," 199,416,580,000 "," 199,416,580,000 "," 448,677,840,000 ", - ," 299,113,260,000 "," 299,113,260,000 "," 299,113,260,000 ", - ," 669,080,318,400 "," 319,080,318,400 "," 319,080,318,400 "," 578,380,440,000 "," 578,380,440,000 "," 578,380,440,000 "," 877,513,900,000 "," 398,851,076,800 "," 398,851,076,800 "," 1,283,923,349,802 "
03-10,   사채의 상환, - , - , - , - , - ," 386,643,600,000 "," 386,643,600,000 "," 386,643,600,000 ", - , - , - , - , - , - ," 200,000,000,000 "," 200,000,000,000 ", - ," 300,000,000,000 "," 300,000,000,000 "," 580,000,000,000 ", - , - , - , - ,"-200,000,000,000 "," 669,080,318,400 "," 350,000,000,000 "," 670,000,000,000 ", - ," 200,000,000,000 "," 200,000,000,000 "," 370,000,000,000 ", - ," 270,000,000,000 "," 270,000,000,000 "
03-11,   리스부채의 지급, - , - , - , - , - , - , - , - ," 260,127,691 "," 969,930,195 "," 4,475,401,969 "," 6,250,567,485 ","-5,802,226,519 "," 11,157,647,374 "," 16,077,360,831 "," 25,907,474,179 "," 5,651,260,288 "," 9,934,578,235 "," 15,467,445,736 "," 21,987,258,753 "," 6,289,612,207 "," 12,434,342,819 "," 19,013,468,882 "," 25,553,149,625 "," 6,312,662,927 "," 16,800,880,481 "," 25,114,413,345 "," 34,749,194,579 "," 8,229,383,165 "," 16,934,711,684 "," 25,720,874,793 "," 33,913,465,778 "," 9,113,864,010 "," 17,869,831,727 "," 26,815,667,355 "
03-12,   인적분할로 인한 변동, - , - , - , - , - , - , - , - , - , - , - , - ,"-250,234,257,356 ","-250,234,257,356 ","-250,234,257,356 ","-250,234,257,356 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
03-13,   자기주식의 취득, - , - , - , - , - , - , - , - , - , - , - , - ," 1,622,042,481 "," 1,622,042,481 "," 8,203,035,481 "," 101,518,505,481 ", - , - , - , - ," 81,426,661,000 "," 99,893,933,500 "," 99,893,933,500 "," 99,893,933,500 ", - , - , - , - , - , - , - , - , - , - , - 
03-14,   비지배지분의 취득, - , - , - , - , - , - , - , - , - , - , - ,"-5,289,805,134 ", - , - , - ,"-3,903,397,616 ", - , - , - , - , - , - , - , - , - , - , - , - , - ," 807,938,386,266 "," 808,722,321,204 "," 807,938,386,266 ", - , - , - 
03-15,장기차입금 상환, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 2,106,067,642,741 "," 2,177,360,320,554 "," 2,144,151,853,140 ","-2,150,485,345,250 ", - , - , - ," 545,592,000,000 ", - ," 75,680,820,000 "," 1,034,162,280,000 "
03-16,임대보증금의 증가, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,, - ," 13,890,000,000 "," 13,990,000,000 "," 17,311,450,000 "," 17,669,973,000 "," 5,979,057,000 "," 6,825,184,000 "," 6,927,184,000 "
03-17,임대보증금의 감소, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,, - , - ,"-216,291,310 ","-309,071,355 ","-315,013,297 ","-688,979,794 ","-70,084,318 ","-8,695,564,869 ","-13,613,884,791 "
04,환율변동효과 반영전 현금및현금성자산의 순증가(감소), - , - ,"-292,374,692,360 ","-183,985,760,008 "," 52,877,595,267 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
05,현금및현금성자산의순증가(감소),"-68,059,253,383 ","-39,427,732,884 ","-286,047,691,892 ", - , - ," 165,094,933,704 "," 242,245,551,787 ","-35,124,875,814 "," 87,632,172,565 ","-111,024,387,535 ","-47,117,694,841 "," 125,617,180,032 "," 80,097,435,093 "," 478,016,579,865 "," 154,051,642,832 "," 36,018,062,539 "," 1,351,689,431 ","-42,039,517,029 ","-14,123,776,292 "," 25,599,345,594 ","-223,429,659,001 ","-231,304,901,608 ","-118,337,864,613 "," 236,525,807,185 "," 38,483,322,658 "," 193,284,700,352 "," 235,641,640,532 "," 271,183,056,205 "," 21,111,441,860 "," 6,203,158,870 ","-10,025,742,325 ","-575,718,971,070 "," 403,278,377,486 "," 299,837,798,966 "," 411,946,118,697 "
06,기초현금및현금성자산," 588,312,155,424 "," 588,312,155,425 "," 588,312,155,425 "," 588,312,155,425 "," 380,048,384,854 "," 380,048,384,854 "," 380,048,384,854 "," 380,048,384,854 "," 337,235,223,877 "," 337,235,223,877 "," 337,235,223,877 "," 337,235,223,877 "," 464,599,035,136 "," 464,599,035,136 "," 464,599,035,136 "," 464,599,035,136 "," 492,511,997,839 "," 492,511,997,839 "," 492,511,997,839 "," 492,511,997,839 "," 541,200,616,648 "," 541,200,616,648 "," 541,200,616,648 "," 541,200,616,648 "," 776,747,673,687 "," 776,747,673,687 "," 776,747,673,687 "," 776,747,673,687 "," 1,045,142,107,132 "," 1,045,142,107,132 "," 1,045,142,107,132 "," 1,045,142,107,132 "," 501,329,763,430 "," 501,329,763,430 "," 501,329,763,430 "
07,소유주분배예정자산집단으로의 대체, - , - , - , - , - , - , - , - , - , - , - ,"-250,234,257,356 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
08,외화표시현금및현금성자산의 환율변동효과 등,"-19,528,947,575 "," 1,647,082,150 "," 6,327,000,468 ","-24,278,010,563 ","-4,671,764,668 "," 13,951,691,020 ","-4,996,709,790 ","-7,688,285,163 "," 10,460,108,989 "," 5,822,298,480 "," 4,349,591,713 "," 1,746,631,227 "," 18,415,327,419 "," 3,429,619,137 "," 9,632,400,052 ","-8,105,099,836 "," 15,359,514,682 "," 11,214,522,160 "," 24,901,576,341 "," 23,089,273,215 "," 10,624,562,145 "," 84,258,309,402 "," 44,428,614,358 ","-978,750,146 "," 15,119,620,217 "," 3,577,947,693 "," 17,050,096,653 ","-2,788,622,760 "," 17,394,304,402 "," 21,284,426,305 "," 5,793,256,767 "," 31,906,627,368 "," 1,936,986,845 ","-19,482,703,329 "," 1,931,708,236 "
09,기말현금및현금성자산," 500,723,954,466 "," 550,531,504,691 "," 302,264,463,533 "," 380,048,384,854 "," 428,254,215,453 "," 559,095,009,578 "," 617,297,226,851 "," 337,235,223,877 "," 435,327,505,431 "," 232,033,134,822 "," 294,467,120,749 "," 214,364,777,780 "," 563,111,797,648 "," 946,045,234,138 "," 628,283,078,020 "," 492,511,997,839 "," 509,223,201,952 "," 461,687,002,970 "," 503,289,797,888 "," 541,200,616,648 "," 328,395,519,792 "," 394,154,024,442 "," 467,291,366,393 "," 776,747,673,687 "," 830,350,616,562 "," 973,610,321,732 "," 1,029,439,410,872 "," 1,045,142,107,132 "," 1,083,647,853,394 "," 1,072,629,692,307 "," 1,040,909,621,574 "," 501,329,763,430 "," 906,545,127,761 "," 781,684,859,067 "," 915,207,590,363 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
