구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기 3개월,당기 1분기 누적,전기 1분기 3개월,전기 1분기 누적,전기,전전기
dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax      지분법자본변동,      지분법자본변동,12-01-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법자본변동,1248708485,969365930,-876287391,31152023502,,
ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax      해외사업환산손익,      해외사업환산손익,12-01-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산손익,8972345352,39605376778,-21203019076,33831888930,,
ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax      현금흐름위험회피,      현금흐름위험회피,12-01-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      현금흐름위험회피,2258404960,64501411363,-11914398041,-66871389533,,
dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax   후속기간에 당기손익으로 재분류되지 않는 항목,   후속기간에 당기손익으로 재분류되지 않는 항목,12-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류되지 않는 항목,,,,,,
entity00105271_udf_IS_2021811142822179_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax      확정급여제도의 재측정요소,      확정급여제도의 재측정요소,12-02-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,entity00105271_udf_IS_2021811142822179_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      확정급여제도의 재측정요소,-4930699268,-4930699268,,,,
entity00105271_udf_IS_202081110640676_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax      기타포괄손익-공정가치측정금융자산평가이익(손실),      기타포괄손익-공정가치측정금융자산평가이익(손실),12-02-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,entity00105271_udf_IS_202081110640676_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      기타포괄손익-공정가치측정금융자산평가이익(손실),5488466135,11088053093,6128374241,-34588678080,,
entity00105271_udf_IS_202081110645307_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax      지분법이익잉여금변동,      지분법이익잉여금변동,12-02-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,entity00105271_udf_IS_202081110645307_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      지분법이익잉여금변동,-87037256,59172252,,72749772,,
ifrs-full_ComprehensiveIncome반기총포괄손익,총포괄손익,13,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_ComprehensiveIncome,반기총포괄손익,3.93869E+11,5.22643E+11,3.20515E+11,41729967020,,
ifrs-full_ProfitLossAttributableToAbstract반기순손익의 귀속 :,당기순손익의 귀속 :,14,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,반기순손익의 귀속 :,,,,,,
ifrs-full_ProfitLossAttributableToOwnersOfParent   지배기업소유주지분,   지배기업소유주지분,14-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업소유주지분,3.66483E+11,3.83976E+11,3.74479E+11,1.26744E+11,,
ifrs-full_ProfitLossAttributableToNoncontrollingInterests   비지배지분,   비지배지분,14-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분,14436276522,27374469406,-26098501323,-48611056743,,
ifrs-full_ComprehensiveIncomeAttributableToAbstract반기총포괄손익의 귀속 :,총포괄손익의 귀속 :,15,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToAbstract,반기총포괄손익의 귀속 :,,,,,,
ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent   지배기업소유주지분,   지배기업소유주지분,15-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업소유주지분,3.77669E+11,4.65108E+11,3.5148E+11,1.058E+11,,
ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests   비지배지분,   비지배지분,15-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분,16200210556,57534738605,-30964421251,-64069703442,,
ifrs-full_EarningsPerShareAbstract지배기업소유주지분에 대한 주당손익,지배기업소유주지분에 대한 주당손익,17,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_EarningsPerShareAbstract,지배기업소유주지분에 대한 주당손익,,,,,,
ifrs-full_BasicEarningsLossPerShareFromContinuingOperations   계속영업기본주당손익,   계속영업기본주당이익(손실),17-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업기본주당손익,47855,50139,45276,9665,,
ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations   중단영업기본주당손익,   중단영업기본주당이익(손실),17-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   중단영업기본주당손익,,,,5658,,
ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations   계속영업희석주당손익,   계속영업희석주당이익(손실),17-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   계속영업희석주당손익,47855,50139,45276,9665,,
ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations   중단영업희석주당손익,   중단영업희석주당이익(손실),17-04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-06-30,반기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,   중단영업희석주당손익,,,,5658,,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기 3개월,당기 3분기 누적,전기 3분기 3개월,전기 3분기 누적,전기,전전기
ifrs-full_Revenue매출액,매출액,01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_Revenue,매출액,1.48999E+12,4.36516E+12,1.24297E+12,3.74292E+12,,
ifrs-full_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_CostOfSales,매출원가,1.14309E+12,3.37026E+12,1.00519E+12,2.99146E+12,,
ifrs-full_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,3.46901E+11,9.94902E+11,2.37784E+11,7.51452E+11,,
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,2.26862E+11,6.80522E+11,2.21297E+11,6.71459E+11,,
dart_OperatingIncomeLoss영업이익,영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,1.20039E+11,3.1438E+11,16487443678,79993297407,,
entity00105271_udf_IS_2018891665115_StatementOfComprehensiveIncomeAbstract지분법손익,지분법손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_2018891665115_StatementOfComprehensiveIncomeAbstract,지분법손익,2826945203,2.44398E+11,4444043305,29437399779,,
entity00105271_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract순금융손익,순금융손익,07,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract,순금융손익,-3.95804E+11,-2.31416E+11,-2.39868E+11,-3.32529E+11,,
entity00105271_udf_IS_20188916724481_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract   금융수익,   금융수익,07-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916724481_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract,   금융수익,40054235342,2.60476E+11,35855256451,1.84341E+11,,
entity00105271_udf_IS_20188916726489_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract   금융원가,   금융원가,07-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916726489_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract,   금융원가,4.35858E+11,4.91892E+11,2.75723E+11,5.16871E+11,,
entity00105271_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract기타영업외손익,기타영업외손익,08,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,기타영업외손익,-7310421869,14573138898,79105256279,1.57267E+11,,
entity00105271_udf_IS_20188916818239_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract   기타이익,   기타이익,08-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916818239_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,   기타이익,7364107628,66836927823,93087112729,2.2091E+11,,
entity00105271_udf_IS_20188916819952_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract   기타손실,   기타손실,08-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916819952_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,   기타손실,14674529497,52263788925,13981856450,63643650146,,
ifrs-full_ProfitLossBeforeTax법인세비용차감전순이익(손실),법인세비용차감전이익,09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),-2.80249E+11,3.41935E+11,-1.39831E+11,-65831891226,,
ifrs-full_IncomeTaxExpenseContinuingOperations법인세비용(수익),법인세비용(수익),10,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용(수익),-47868375886,1.62965E+11,-13979471377,28680526165,,
ifrs-full_ProfitLossFromContinuingOperations계속영업분기순이익(손실),계속영업당기순손익,11-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,계속영업분기순이익(손실),-2.3238E+11,1.7897E+11,-1.25852E+11,-94512417391,,
ifrs-full_ProfitLossFromDiscontinuedOperations중단영업분기순이익,중단영업당기순손익,11-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업분기순이익,,,,46794252877,,
ifrs-full_ProfitLoss분기순이익(손실),당기순손익,11,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ProfitLoss,분기순이익(손실),-2.3238E+11,1.7897E+11,-1.25852E+11,-47718164514,,
ifrs-full_OtherComprehensiveIncome기타포괄손익,기타포괄손익,12,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_OtherComprehensiveIncome,기타포괄손익,78493968660,1.89787E+11,-14993875467,-51397280876,,
dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax   후속기간에 당기손익으로 재분류되는 항목,   후속기간에 당기손익으로 재분류되는 항목,12-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류되는 항목,,,,,,
dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax      지분법자본변동,      지분법자본변동,12-01-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법자본변동,165647529,1135013459,-1200933896,29951089606,,
ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax      해외사업환산손익,      해외사업환산손익,12-01-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산손익,60831258159,1.00437E+11,13945945018,47777833948,,
ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax      현금흐름위험회피,      현금흐름위험회피,12-01-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      현금흐름위험회피,14795708546,79297119909,-26184495185,-93055884718,,
dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax   후속기간에 당기손익으로 재분류되지 않는 항목,   후속기간에 당기손익으로 재분류되지 않는 항목,12-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류되지 않는 항목,,,,,,
entity00105271_udf_IS_2021811142822179_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax      확정급여제도의 재측정요소,      확정급여제도의 재측정요소,12-02-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_2021811142822179_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      확정급여제도의 재측정요소,,-4930699268,,,,
entity00105271_udf_IS_202081110640676_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax      기타포괄손익-공정가치측정금융자산평가이익(손실),      기타포괄손익-공정가치측정금융자산평가이익(손실),12-02-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_202081110640676_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      기타포괄손익-공정가치측정금융자산평가이익(손실),2701354426,13789407519,-1564235383,-36152913463,,
entity00105271_udf_IS_202081110645307_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax      지분법이익잉여금,      지분법이익잉여금변동,12-02-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,entity00105271_udf_IS_202081110645307_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      지분법이익잉여금,,59172252,9843979,82593751,,
ifrs-full_ComprehensiveIncome분기총포괄손익,총포괄손익,13,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ComprehensiveIncome,분기총포괄손익,-1.53886E+11,3.68757E+11,-1.40845E+11,-99115445390,,
ifrs-full_ProfitLossAttributableToAbstract분기순손익의 귀속 :,당기순손익의 귀속 :,14,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,분기순손익의 귀속 :,,,,,,
ifrs-full_ProfitLossAttributableToOwnersOfParent   지배기업소유지분,   지배기업소유주지분,14-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업소유지분,-2.45139E+11,1.38837E+11,-95552625037,31191804135,,
ifrs-full_ProfitLossAttributableToNoncontrollingInterests   비지배지분,   비지배지분,14-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분,12758816363,40133285769,-30298911906,-78909968649,,
ifrs-full_ComprehensiveIncomeAttributableToAbstract분기총포괄손익의 귀속 :,총포괄손익의 귀속 :,15,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToAbstract,분기총포괄손익의 귀속 :,,,,,,
ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent   지배기업소유지분,   지배기업소유주지분,15-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업소유지분,-1.83823E+11,2.81285E+11,-99361871123,6437799339,,
ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests   비지배지분,   비지배지분,15-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분,29937022657,87471761262,-41483541287,-1.05553E+11,,
ifrs-full_EarningsPerShareAbstract지배기업소유지분에 대한 주당손익,주당손익,16,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,지배기업소유지분에 대한 주당손익,,,,,,
ifrs-full_BasicEarningsLossPerShareFromContinuingOperations   계속영업기본주당손익,   계속영업기본주당이익(손실),17-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업기본주당손익,-32010,18129,-11554,-1886,,
ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations   중단영업기본주당손익,   중단영업기본주당이익(손실),17-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   중단영업기본주당손익,,,,5658,,
ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations   계속영업희석주당손익,   계속영업희석주당이익(손실),17-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   계속영업희석주당손익,-32010,18129,-11554,-1886,,
ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations   중단영업희석주당손익,   중단영업희석주당이익(손실),17-04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-09-30,3분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,   중단영업희석주당손익,,,,5658,,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,,당기,,,전기,전전기
ifrs-full_Revenue매출액,매출액,01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-12-31,사업보고서,KRW,ifrs-full_Revenue,매출액,,5.8749E+12,,,5.08363E+12,2.71956E+12
ifrs-full_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-12-31,사업보고서,KRW,ifrs-full_CostOfSales,매출원가,,4.54833E+12,,,4.04179E+12,2.08078E+12
ifrs-full_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-12-31,사업보고서,KRW,ifrs-full_GrossProfit,매출총이익,,1.32656E+12,,,1.04184E+12,6.38786E+11
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,9.37795E+11,,,9.07999E+11,5.05576E+11
dart_OperatingIncomeLoss영업이익,영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익,,3.8877E+11,,,1.33846E+11,1.3321E+11
entity00105271_udf_IS_2018891665115_StatementOfComprehensiveIncomeAbstract지분법손익,지분법손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2021-12-31,사업보고서,KRW,entity00105271_udf_IS_2018891665115_StatementOfComprehensiveIncomeAbstract,지분법손익,,1.91595E+11,,,11213434522,-2.40891E+11
